,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
33,89.12970376639359,208173.4519402984,151.77620638051783,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,33.0,81.0,1,47.97779777212254
34,88.89463116006075,214600.7223369901,153.78336374086496,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,34.0,81.0,1,43.66728471695117
35,97.73773064250118,219536.8007908932,152.24696257833696,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,35.0,81.0,1,84.76947492914317
36,61.68774130472094,99625.6472493824,76.18733755594815,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_male,36.0,31.0,1,20.649478423091224
38,69.01292183310292,108663.82915684755,71.4349062342983,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_56_65,sex_male,38.0,1.0,1,44.76431881774957
39,67.65859485286568,108215.19166053324,72.70164546475652,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,39.0,31.0,1,76.49223647533348
40,60.638089756540566,151755.80051833185,103.35828867281296,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_male,40.0,51.0,1,39.78457349288541
41,92.20864223319286,243732.59343975852,180.6505855623018,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,41.0,81.0,1,95.7365792186307
42,62.94452548565039,219362.81966995372,154.16732331071017,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,42.0,81.0,1,83.27537102782794
43,45.13570421372692,130032.23297097,99.45401284722107,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_26_35,sex_female,43.0,31.0,1,35.69189866436965
44,27.958060473852616,71358.96839150651,44.95222222402882,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_26_35,sex_male,44.0,1.0,1,31.659544697828863
45,59.12870597560824,218689.74101803586,144.86740039764587,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,45.0,51.0,1,62.57978820962946
46,33.305872231135275,91010.26076478961,58.91049542681221,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_26_35,sex_male,46.0,31.0,1,14.45458262136302
47,29.58859948719077,55491.67005513381,32.590781407544796,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_19_25,sex_male,47.0,1.0,1,27.38822255456329
48,57.926019829597756,207758.8548618176,148.5250198822716,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,48.0,81.0,1,38.14475296150089
49,60.80366586611987,190897.55502488546,141.29175300715582,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,49.0,81.0,1,42.97985902260415
50,57.44105661669527,206335.8150449337,151.0917406251715,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_56_65,sex_male,50.0,81.0,1,4.0155589506349125
51,59.41779564265898,193531.083407117,138.7520704373043,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_56_65,sex_male,51.0,51.0,1,38.99969009926328
52,49.255682886418384,192872.53868090603,138.29786978649219,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_6,age_26_35,sex_male,52.0,51.0,1,41.11735525084293
53,48.285750162192954,160856.38303087314,106.26116189671906,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,53.0,51.0,1,64.20536960702195
54,43.81596117937272,148372.38740949242,109.81131337834894,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,54.0,1.0,1,97.84682667641529
55,23.745829616328844,67224.4288577101,41.6872152036255,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,55.0,1.0,1,108.46998903360253
56,50.19287169091418,171871.18542409947,124.22569983920386,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_female,56.0,51.0,1,51.81119462688152
57,37.44392281245093,108363.03901520114,82.70381848301545,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,57.0,31.0,1,100.97513233535852
58,52.24107009316168,185578.90388242036,134.2557398238921,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,58.0,31.0,1,54.302549755819776
59,34.586639605589596,140862.38475796528,104.5710198493908,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_26_35,sex_male,59.0,31.0,1,15.642623758897011
61,98.0266255216772,259003.44320789643,185.0132413166186,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_female,61.0,51.0,1,66.47909457663246
63,70.08725397190089,117685.10152072305,90.01049238985334,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,63.0,31.0,1,68.28328525520189
64,85.79705513558586,223044.38035765925,150.6111406418696,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_male,64.0,51.0,1,45.24177853362583
65,86.33944322821486,202911.58870399225,149.36440278948652,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_6,age_66_75,sex_male,65.0,31.0,1,5.566320203143599
66,83.36992413741815,192613.94492772638,139.34947633377547,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_36_45,sex_male,66.0,61.0,1,92.8052273357621
67,95.66044689606515,231728.29479535704,163.46445805606427,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_76_85,sex_female,67.0,81.0,1,26.20806946028181
68,82.26269290120639,172808.08602375197,129.92234652887282,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_female,68.0,31.0,1,45.86687731267071
69,64.20595162935086,259443.6481336414,189.16194186047997,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,69.0,81.0,1,59.79963548048483
70,62.1215904160919,216682.51715551547,157.49538542352326,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,70.0,81.0,1,52.39688969019343
71,107.18371111985458,288376.9992773673,221.91623494900819,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_56_65,sex_female,71.0,81.0,1,58.26402359610254
72,104.35357851489854,290450.79209553014,213.6903347195063,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,72.0,81.0,1,81.10308664691259
73,65.62164698645869,147160.5218491362,100.70101931761606,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_36_45,sex_male,73.0,31.0,1,93.99326847329607
74,76.12044197727755,159402.67557980274,121.19746019994119,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_46_55,sex_male,74.0,1.0,1,93.41592929975563
75,80.16454580517168,162098.06426718226,120.63340248122292,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,75.0,1.0,1,42.15617218278474
76,88.16572150662223,185836.4020344255,136.60158606194892,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_10,age_36_45,sex_female,76.0,61.0,1,138.83026653367563
77,103.43815130331377,259183.83448609692,181.7177034364076,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,77.0,81.0,1,44.42527322261481
78,63.553100889078095,99874.42840610172,64.55943263130402,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,78.0,31.0,1,76.49223647533348
79,60.73248722449193,74527.2662554149,46.36813139431615,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,79.0,31.0,1,43.85239116396889
80,83.5293898895115,188320.31163334,133.0406360022262,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_26_35,sex_male,80.0,51.0,1,27.324810126195146
81,80.6402818182311,182360.42179046996,130.94690637734044,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,81.0,51.0,1,70.58781779474695
82,91.9622945936552,199290.53991472907,131.84826190348795,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_26_35,sex_male,82.0,81.0,1,19.486241258154315
83,85.00729442955789,202232.4800622263,132.40140586849722,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,83.0,81.0,1,37.19677015441257
84,73.91474327779227,108946.98487862767,84.53564311333903,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,84.0,31.0,1,53.567962165298866
85,59.056032771127825,100322.45536136217,65.65067117955991,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_female,85.0,1.0,1,77.9057334614732
86,82.26698606519197,188860.1964778084,136.213334848704,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_46_55,sex_female,86.0,31.0,1,66.81026082558415
87,68.57727788936991,98214.95486434024,72.54069670258424,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_male,87.0,31.0,1,6.033632353481478
88,93.77793643138278,215825.0906151447,148.1278285395662,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,88.0,81.0,1,7.986416046686496
89,57.88708373949178,86709.90676193901,66.89740211819337,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_19_25,sex_male,89.0,1.0,1,14.359909984738437
91,80.31316611217392,193476.30310447066,146.48983717798225,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_male,91.0,61.0,1,85.38486377053472
92,80.10905085768009,169925.4192492365,126.5884726572342,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_female,92.0,31.0,1,55.565177232303675
93,73.82645722033895,167986.69557994828,114.62993412583158,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,93.0,51.0,1,48.05540106855234
94,92.30881765044302,230423.58565742488,164.62848299017432,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,94.0,81.0,1,89.06818252572573
95,79.91546876573149,217085.5424773483,157.24804970071034,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,95.0,81.0,1,61.83891552563338
96,93.64037861219185,249662.83230610637,189.1366421439568,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,96.0,51.0,1,53.07813847137004
97,92.4122056981807,255811.48435847712,187.23927701761158,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_female,97.0,51.0,1,62.506974597548115
98,75.97754149650844,185239.91957267522,135.91676034179048,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_56_65,sex_female,98.0,51.0,1,2.7452672932939683
99,75.796436692124,175573.18902382845,118.86604363608316,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_26_35,sex_female,99.0,21.0,1,32.17366940374696
100,101.73275349220472,262634.96007408545,189.31181448164935,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,100.0,81.0,1,44.42527322261481
101,91.47572835650402,238532.8459460964,169.90777084382395,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_46_55,sex_male,101.0,51.0,1,98.93272832029213
102,72.67153939767351,117570.8591112016,78.47394855268314,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,102.0,31.0,1,81.91287269084403
103,59.880426745683536,104808.96669980868,68.21827442843092,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,103.0,1.0,1,89.117221703173
104,68.49255215890895,97274.08587553301,62.35659895086808,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_36_45,sex_male,104.0,1.0,1,97.7256264059344
105,68.036160747392,126432.14372327625,82.7640149436552,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,105.0,21.0,1,56.06540132360691
106,86.98218559651377,199737.21156202006,147.3638459559497,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,106.0,81.0,1,38.548961645944466
107,76.84604684742891,164157.03695110785,111.65810905532513,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,107.0,51.0,1,42.895239951934
108,67.98873519853103,181893.8653345594,125.2392582733915,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_66_75,sex_female,108.0,81.0,1,10.249109547094283
109,83.76857043643263,174301.15599908042,125.47621884340687,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_female,109.0,51.0,1,15.558631284685552
110,64.8903731175939,81142.92835141259,54.321693669095794,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,110.0,31.0,1,43.85239116396889
111,85.94026192032827,190875.9241190324,124.14431095261764,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,111.0,81.0,1,12.257738189952086
112,92.34951582757635,206716.33858357568,134.14429229381528,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,112.0,81.0,1,62.46251405155428
113,99.24677930514044,228684.3140254828,180.29466916287674,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,113.0,81.0,1,57.890178565609226
114,78.19460753658575,187487.1636004352,125.00483737887728,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,114.0,51.0,1,44.433152568797894
116,43.80524975133729,166307.33619273745,124.3336222127886,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_46_55,sex_male,116.0,1.0,1,58.88252660444607
117,49.772881268424904,151294.61664206706,99.5844434866837,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_female,117.0,51.0,1,52.40869514878222
118,48.058129897318935,145899.3409685417,105.8502053915328,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,118.0,31.0,1,93.83024615133712
119,43.496353167169225,143848.01898419025,107.65090507687721,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,119.0,31.0,1,85.22184144857579
120,35.21916198573071,131269.60733924928,99.12699202399178,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_5,age_26_35,sex_male,120.0,1.0,1,38.888047766031114
121,57.985916099123564,234188.68169356984,171.18213526640594,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_26_35,sex_male,121.0,51.0,1,33.6123283910339
122,65.95675705560308,231031.1140606877,164.9661665223724,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,122.0,81.0,1,97.79778749896805
123,52.23978223269821,176060.8822351507,128.6356439337838,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,123.0,51.0,1,95.94116661078895
124,96.09642444089056,250693.52404234817,177.38882411523983,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,124.0,81.0,1,53.03367792537616
125,90.25924370692668,205267.8657660138,150.32860026051574,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,125.0,81.0,1,42.895239951934
127,62.78993693086286,233589.12832463734,170.96992299725952,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,127.0,81.0,1,40.5377723142006
128,38.7437393827916,114669.6959857981,88.67532921707468,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_56_65,sex_male,128.0,31.0,1,38.584988620995595
