,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
19,30,sex_male,Size_2,age_66_75,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,113134.34845551512,73.80371874328982,87.46328612489998,63.69399707174232,48.08044966543875
20,31,sex_female,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231471.79579326793,95.09538352676148,162.10373113290797,63.69399707174232,0.0
21,32,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191438.31026691553,86.29004467021632,140.61346889149672,63.69399707174232,220.10591234085126
22,34,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,222332.84528442982,86.28828818432834,159.99865086316046,63.69399707174232,156.16172758803276
23,36,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,227795.10802031515,89.607962194802,160.48882772189947,63.69399707174232,178.8715785518276
24,38,sex_female,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,169233.16380905098,78.38286349661742,124.93569104560859,63.69399707174232,32.74533316917977
25,40,sex_female,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193897.6805702536,84.52947929125327,141.57963971065945,63.69399707174232,23.414181247075316
26,41,sex_female,Size_2,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,160343.617608243,77.78082394343907,116.27386987141536,63.69399707174232,175.47962242893178
27,42,sex_female,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234467.76407703594,92.35800881106627,169.5139799913596,63.69399707174232,163.7415449686078
28,44,sex_male,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,216795.32636484507,91.24910992256139,155.5396846746936,63.69399707174232,48.82872241287246
29,45,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,195232.61978221562,90.18062072311827,143.28522839326172,63.69399707174232,73.3231327794521
30,46,sex_male,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,214709.78863575068,93.36698573404227,156.89949258876277,63.69399707174232,0.0
31,47,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,129300.86528086042,69.97850098152833,85.64351562179066,63.69399707174232,185.3269943916943
32,48,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213873.43149419202,99.47914801793301,155.65730823090604,63.69399707174232,171.29176117125286
33,51,sex_female,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,131758.51761388127,72.3598878934466,85.70585467630798,63.69399707174232,162.6171434278997
34,52,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189582.9843799906,82.00782925191457,142.05097394438351,63.69399707174232,204.97587875763116
35,54,sex_female,Size_5,age_26_35,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231772.32962773985,94.65477845080399,177.23818087693078,63.69399707174232,0.0
36,55,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,118837.35107424845,72.8922827526602,89.09620838533368,63.69399707174232,63.68790025008093
37,56,sex_female,Size_5,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,160512.5339212861,78.23705176318391,118.30105498544572,63.69399707174232,0.0
38,57,sex_female,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,168476.83279113492,80.38509200387915,123.70290823222346,63.69399707174232,32.74533316917977
39,59,sex_male,Size_6,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,255939.96792981424,95.0690594434093,178.35990693057653,63.69399707174232,15.0061013255061
40,60,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,194099.27908311313,80.80070719658126,133.50792576992302,63.69399707174232,24.370478108865665
41,62,sex_male,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,141376.12331444927,71.74259949438994,103.54694621174208,63.69399707174232,182.28285782807814
42,64,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,225779.79019933124,89.71327657684421,163.46365516093377,63.69399707174232,136.37433972110787
43,65,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,123852.92925143687,69.9191092327262,93.87143715479648,63.69399707174232,13.917065539144927
44,66,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184339.56690051823,84.25851134131528,133.86446326400912,63.69399707174232,38.54421483029539
45,67,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,175551.83504514975,83.13345865935023,128.61078750331268,63.69399707174232,119.50516631751528
46,68,sex_female,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,209077.00515187587,93.17722854934209,152.48368042156721,63.69399707174232,43.20118243445319
47,70,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,181493.53810531326,77.3453404661631,136.4118605568864,63.69399707174232,170.19696080847424
48,71,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,166416.27621882843,78.9790050658275,122.4053518037208,63.69399707174232,177.74717701111953
49,72,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,171362.49220478712,80.5797163565442,124.82904055350447,63.69399707174232,134.63519990073533
50,73,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231482.03024956078,98.36713219301474,166.5326473833601,63.69399707174232,14.004840779829445
51,74,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179089.9425204194,84.13455827340505,117.3403072827419,63.69399707174232,156.16172758803276
52,75,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200363.60152037427,88.65822322229387,145.79175750461405,63.69399707174232,58.19309919623202
53,77,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208474.177846897,91.43362697036792,154.5120695707156,63.69399707174232,14.0498044637153
54,79,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187383.11776947795,89.84925326674939,134.7332176062718,63.69399707174232,38.54421483029539
55,80,sex_female,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193656.03236229398,90.42598468707882,140.99194740313285,63.69399707174232,23.414181247075316
56,81,sex_female,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191013.96323281588,84.38811263630163,139.8354454155639,63.69399707174232,23.414181247075316
57,83,sex_male,Size_5,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,240170.76741886733,89.904030756327,182.78996645820106,63.69399707174232,0.0
58,84,sex_male,Size_5,age_19_25,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,216655.52484045285,87.85470673194598,166.03037263564704,63.69399707174232,0.0
59,85,sex_female,Size_7,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,160545.45993874752,72.3965697348368,121.50989901968354,63.69399707174232,68.82667148002793
60,86,sex_male,Size_6,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,145805.11799143313,75.61302353666007,109.83455420466106,63.69399707174232,0.0
61,87,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,187429.99020608762,81.75000311496596,135.71632923427237,63.69399707174232,45.955927531952646
62,88,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184633.63367320382,86.43632468504961,132.37117583131055,63.69399707174232,220.10591234085126
63,89,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189147.44910651835,86.26648207917182,142.52878475332196,63.69399707174232,45.39915160893755
64,90,sex_female,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,161637.37037419894,79.86115570233054,112.87932601996444,63.69399707174232,0.0
65,91,sex_male,Size_7,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,225686.89857227152,96.32278040522456,164.26429934803627,63.69399707174232,86.18022489096236
66,92,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,163813.91457456962,85.03243580664785,109.6381159179111,63.69399707174232,75.02617575623115
67,93,sex_female,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,205430.41534780402,92.60940367398425,151.2304054163512,63.69399707174232,43.20118243445319
68,94,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217174.71239923468,86.60565152301595,153.51688114278247,63.69399707174232,144.09266060267072
69,96,sex_male,Size_2,age_76_85,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,116712.1169678163,71.65938637087787,90.2803349610401,63.69399707174232,28.023677945400255
70,98,sex_male,Size_4,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,215225.67871555072,85.34703365203025,166.61551429546574,63.69399707174232,58.818406532984724
71,99,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235833.23159738083,98.61558568387542,165.00799712446644,63.69399707174232,48.78375872898637
72,101,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,247326.32027163138,92.2897472795214,179.10566347219572,63.69399707174232,24.508594930306902
73,104,sex_female,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,249364.65053510712,91.34812894495808,174.39088500361171,63.69399707174232,0.0
74,105,sex_male,Size_4,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,108008.88726728532,67.13360895876922,80.56215495086798,63.69399707174232,0.0
75,106,sex_female,Size_4,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226249.68283287916,94.60615483439342,164.23315234807444,63.69399707174232,0.0
76,108,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201476.6882573579,86.72705370095659,146.9724779790797,63.69399707174232,0.0
77,110,sex_female,Size_7,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200328.8060220933,88.58955647400265,150.97462665036298,63.69399707174232,0.0
78,111,sex_female,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,154509.84734498622,77.09031779147753,103.22398513518272,63.69399707174232,0.0
79,114,sex_male,Size_6,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220773.50121943242,90.8048489653492,157.99123529936173,63.69399707174232,0.0
80,115,sex_male,Size_7,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,144053.74668315926,73.73054242970267,93.94651385587709,63.69399707174232,75.72437562568874
81,116,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,166912.4057351558,85.66395257384998,124.03844689056642,63.69399707174232,143.75034225871826
82,117,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,166901.2715468668,72.26146499655981,119.5200042304813,63.69399707174232,185.1588897127769
83,118,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,230921.15209840436,90.43235267405956,160.6067065381478,63.69399707174232,0.0
84,119,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,246299.6591826962,96.72327129156663,170.93087517312517,63.69399707174232,17.096882228649648
85,120,sex_female,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,249893.79970301304,99.56782969086706,182.49081744667015,63.69399707174232,1.966848645429573
86,122,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,147789.83211004402,75.61978137933647,99.94190220284503,63.69399707174232,73.3231327794521
87,128,sex_female,Size_2,age_26_35,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,195184.7801433129,80.39993731723418,149.26205816780714,63.69399707174232,132.19954063962984
88,129,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,188045.28091962734,83.30629564139113,128.46699403414792,63.69399707174232,4.164817819913712
89,131,sex_female,Size_6,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,144501.56485984154,72.73866263276238,106.61598105320313,63.69399707174232,24.06345630028076
90,132,sex_female,Size_4,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,159489.42628613635,74.32545613258783,119.09053754403844,63.69399707174232,47.737249930958605
91,133,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,183680.67564038563,83.21898911643484,135.42372924225015,63.69399707174232,43.999997026645005
92,134,sex_female,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,104531.27033133856,63.74343474814176,67.74200384011182,63.69399707174232,159.74111154320082
93,135,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,220712.16894841733,84.81108074203387,159.22744961175147,63.69399707174232,151.50437330432797
94,136,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,170686.03599167874,85.15550864816636,124.26465946160695,63.69399707174232,158.74187234095027
95,139,sex_female,Size_10,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,295073.3350407318,105.5990095163551,215.0684637365827,63.69399707174232,1449.999902014495
96,141,sex_male,Size_8,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,265000.60851122765,95.83549266980621,202.45695234488832,63.69399707174232,113.59008846536315
97,142,sex_female,Size_6,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,262665.38357433816,95.09765793847842,188.63938690827277,63.69399707174232,0.0
98,144,sex_male,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,141322.13355473478,75.22517114428622,103.90214670163876,63.69399707174232,174.87114512642088
99,145,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,99169.25255997707,73.06226874677166,75.42774599100497,63.69399707174232,192.3867216008807
100,148,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,94327.06307445705,63.29907379958197,72.66827300622349,63.69399707174232,168.11194448174814
101,149,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,222179.57024012113,91.44940999441734,159.56637559787436,63.69399707174232,0.0
102,150,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179053.76769113156,85.07920296926473,116.60756378920848,63.69399707174232,0.0
103,151,sex_male,Size_2,age_66_75,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,110744.99450964462,69.97205152808957,87.23433806656308,63.69399707174232,48.08044966543875
104,152,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,162461.37860285013,79.58662870156304,118.62500541244708,63.69399707174232,177.74717701111953
105,153,sex_male,Size_5,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231799.4458047691,91.58446584154123,162.6433110023156,63.69399707174232,0.0
106,154,sex_male,Size_4,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,246920.0392431026,101.15375415192602,177.3822636316461,63.69399707174232,0.0
107,157,sex_male,Size_4,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220847.38310859617,87.36153164225763,157.31249975575588,63.69399707174232,0.0
108,158,sex_male,Size_6,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,224273.58043761665,88.81728025510218,153.05965088764452,63.69399707174232,0.0
109,159,sex_female,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,252806.3778390037,94.15126045569937,178.0589052139276,63.69399707174232,1.966848645429573
110,161,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,166726.1700447567,78.81092020104852,120.30528621018176,63.69399707174232,134.63519990073533
111,162,sex_male,Size_4,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223525.1781282685,89.51392042561899,159.42862569090124,63.69399707174232,0.0
112,163,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,243768.94029194833,93.67922383750206,175.00878366981152,63.69399707174232,17.096882228649648
113,164,sex_male,Size_5,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,154877.5037503448,75.25567984633543,115.42246060040823,63.69399707174232,13.09644880324291
114,166,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173442.40952002036,84.76371341716641,123.03740981716092,63.69399707174232,134.63519990073533
115,168,sex_male,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,127815.3871580113,74.58015236321437,87.8507879994265,63.69399707174232,47.87536675239984
116,169,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187519.0639834042,84.06881840631485,124.14229283233144,63.69399707174232,32.08879899042848
117,170,sex_female,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,194475.91667254173,84.41575832855462,126.73187514125172,63.69399707174232,0.0
118,171,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,145500.13360834314,78.19499003824095,97.65734192593361,63.69399707174232,38.54421483029539
119,172,sex_male,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,106900.9224817487,67.00026180065511,68.51453161766092,63.69399707174232,0.0
120,173,sex_male,Size_5,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228041.0372664168,87.21837374980129,162.5098979159596,63.69399707174232,0.0
121,176,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199797.28605458053,87.99513389072166,148.28094669424297,63.69399707174232,73.3231327794521
122,177,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,162762.46758051403,79.70204282448658,108.55598437601566,63.69399707174232,8.42226448529648
123,178,sex_male,Size_4,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,244502.09334575053,94.06267163072505,175.40728656405676,63.69399707174232,0.0
124,179,sex_female,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,58043.6214303544,56.567834651931946,37.57891410192305,63.69399707174232,187.760828847685
125,180,sex_male,Size_5,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,251369.33568089973,95.23930875751184,183.96201417604718,63.69399707174232,0.0
126,181,sex_male,Size_3,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,46973.813300845875,55.045035483294775,27.0221758774259,63.69399707174232,0.0
