,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
13,20,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240932.39041771018,91.52660808563793,168.49161654033605,67.96774193548387,7.836423478729642
14,21,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,159455.00824322758,74.96827926745665,116.08709665236874,67.96774193548387,0.0
15,23,sex_female,Size_2,age_26_35,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,Urbanity_Urban,206342.5906163449,81.5212767918789,144.3287018517246,67.96774193548387,45.998872298457826
16,27,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,212825.1358102321,82.48585563636519,153.2934359526313,67.96774193548387,150.7451502944381
17,28,sex_female,Size_4,age_19_25,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,147507.31195578512,70.20636395914316,106.97550352976204,67.96774193548387,0.0
18,30,sex_male,Size_2,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226169.9252223745,99.67423897277949,165.84107240193538,67.96774193548387,0.0
19,31,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217784.7534272475,99.84142086708611,157.41388948945726,67.96774193548387,171.1099409198456
20,32,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179510.30359729362,79.98696656873712,131.49384184080196,67.96774193548387,349.0377150215292
21,33,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201749.03883124117,84.33136901398804,149.7491842813139,67.96774193548387,26.630639803903012
22,34,sex_female,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,222624.52691050438,88.83906844801723,163.74319808770548,67.96774193548387,0.0
23,36,sex_female,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,195116.519706587,79.45126773704895,143.01912327384855,67.96774193548387,2.18013010008078
24,37,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226995.06150125954,86.55279025849013,162.74249327933825,67.96774193548387,368.3314817518658
25,38,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,246012.01641751154,97.26134430639469,177.7315878971499,67.96774193548387,55.97443205981986
26,39,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179305.59901046575,83.50439816027404,132.0021078170327,67.96774193548387,0.0
27,40,sex_female,Size_4,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204873.0980476466,87.44361499028695,135.25939851477048,67.96774193548387,0.0
28,41,sex_female,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232172.42409953478,85.9000072971394,168.45398860289708,67.96774193548387,29.037489053121707
29,44,sex_female,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,236999.30334322137,95.48094184120029,172.712818558174,67.96774193548387,29.037489053121707
30,45,sex_female,Size_5,age_26_35,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237913.64701048427,100.04116004068476,173.874313440179,67.96774193548387,0.0
31,46,sex_female,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,111666.20797832878,74.50157066001049,67.5225483993784,67.96774193548387,0.0
32,48,sex_female,Size_4,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184712.67859698916,86.07860330081272,122.00080903422754,67.96774193548387,0.0
33,50,sex_female,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,247430.7673342356,104.07121657666872,174.49049248166588,67.96774193548387,45.088131585255
34,55,sex_female,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,182940.39713125548,83.70929606153055,133.21656266105632,67.96774193548387,0.0
35,56,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197428.86132543162,84.72854925097467,142.10696733715497,67.96774193548387,0.0
36,57,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,197439.10720051415,82.94347921862543,142.05279661149112,67.96774193548387,20.486026893778917
37,59,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,190027.37940134504,86.23297111339554,136.55137293655613,67.96774193548387,0.0
38,61,sex_male,Size_6,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,246781.41046880832,87.1656222316829,190.8756950509513,67.96774193548387,40.51919678044779
39,62,sex_female,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234619.6341737305,87.984587741426,171.29977441003064,67.96774193548387,29.037489053121707
40,63,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185538.98846990702,78.74515891218722,136.53058549203132,67.96774193548387,0.0
41,64,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224944.58385956063,96.1338324174793,155.8448756456913,67.96774193548387,371.80935489615536
42,68,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,175826.2524611615,83.60574713613244,127.35944426153101,67.96774193548387,0.0
43,69,sex_male,Size_7,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,276158.185630615,99.81700298125448,197.2043622615532,67.96774193548387,0.0
44,70,sex_male,Size_8,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,267193.35256186686,98.62058849812821,194.95689448049694,67.96774193548387,83.03155311452221
45,72,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,198313.5278360432,95.09730145010641,145.56161624252186,67.96774193548387,19.793747848365513
46,73,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179574.70070826015,82.93643974972326,131.05792724601545,67.96774193548387,0.0
47,74,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,156792.50014393008,76.93056625745217,114.72308814725434,67.96774193548387,0.0
48,75,sex_female,Size_4,age_0_18,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179133.29424084057,80.14392250872096,130.8551860331523,67.96774193548387,0.0
49,76,sex_female,Size_5,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193453.72676352962,87.02020162523026,144.9938673658242,67.96774193548387,0.0
50,77,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201600.29938942372,88.56910126267697,147.39228208415724,67.96774193548387,0.0
51,81,sex_female,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200778.30093604763,83.25880344542763,140.9822409603621,67.96774193548387,0.0
52,82,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,178802.96634861987,79.59322583469564,127.90703406689232,67.96774193548387,0.0
53,83,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,122818.60155415394,71.18743165616313,91.44797031849242,67.96774193548387,0.0
54,87,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,172836.62861163134,78.73173790452772,124.6047806852645,67.96774193548387,83.59795289629182
55,88,sex_female,Size_2,age_56_65,Education_High_School,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,145589.60729920134,86.23860373209993,108.92451708730654,67.96774193548387,0.0
56,89,sex_female,Size_2,age_56_65,Education_High_School,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,109170.49903695703,69.67312857675154,73.1976804645954,67.96774193548387,0.0
57,90,sex_male,Size_4,age_66_75,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204265.62022553044,93.46476540804107,134.8576378464233,67.96774193548387,0.0
58,91,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,188448.29104864286,84.05520398709763,137.363788353282,67.96774193548387,20.630022797350104
59,92,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,171341.87994652442,82.84950250371827,124.16518664833922,67.96774193548387,83.59795289629182
60,93,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,190249.49740161796,80.80200166690743,135.94953848779588,67.96774193548387,6.265849178495542
61,94,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202527.27718639778,86.85458729500185,149.29488805715633,67.96774193548387,57.88173090387546
62,95,sex_male,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,176849.82906119784,80.11973131707853,120.21001630654814,67.96774193548387,0.0
63,96,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,103947.71985092576,64.23880412186155,80.13148193226999,67.96774193548387,137.7389505615614
64,99,sex_male,Size_8,age_86_100,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,265037.5938894643,98.92814986671964,190.011517937279,67.96774193548387,0.0
65,100,sex_male,Size_4,age_0_18,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,172660.172819523,77.0078646615072,123.10469190296408,67.96774193548387,0.0
66,101,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,157181.3812643568,75.68224871178319,106.87427794854747,67.96774193548387,5.429574229510946
67,103,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,242013.14313420907,98.64111086352654,168.35373735286444,67.96774193548387,7.836423478729642
68,104,sex_male,Size_2,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204163.25870534178,82.30322343587474,158.4979379989499,67.96774193548387,141.33161048254723
69,105,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,225195.4038092882,87.94124728698063,161.7597659197871,67.96774193548387,368.3314817518658
70,107,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196534.62383150661,87.15894152501411,144.90642805370885,67.96774193548387,0.0
71,108,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,157440.23215413728,83.49597024705776,116.26866740051408,67.96774193548387,0.0
72,113,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,178812.80691354725,89.04666301724431,129.8071124734609,67.96774193548387,363.4018886403838
73,114,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,196108.5313495454,82.71046551923698,140.5818917139508,67.96774193548387,20.486026893778917
74,115,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,246643.72473339157,94.96731989781496,180.43409285536774,67.96774193548387,45.924406534239594
75,118,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200499.6025220595,83.31476916713969,143.18015488346038,67.96774193548387,26.630639803903012
76,119,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,168888.74385603896,82.15687622060905,127.91221243427198,67.96774193548387,131.45138356410152
77,120,sex_male,Size_3,age_0_18,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,162067.2601711813,75.4633109771204,112.42223957028096,67.96774193548387,0.006605365211038649
78,121,sex_male,Size_5,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,254641.96479032154,101.93179039546942,185.06332975575492,67.96774193548387,0.0
79,122,sex_female,Size_4,age_26_35,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231898.50752804364,95.77415573746829,168.86783141237572,67.96774193548387,0.0
80,123,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185053.15016499767,82.80570839451961,135.8414148185251,67.96774193548387,0.0
81,124,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,206200.59271986145,95.81946496962524,146.15789859966745,67.96774193548387,13.059773335470899
82,125,sex_male,Size_7,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,265044.44413271034,96.29631235073124,210.37762966504246,67.96774193548387,0.0
83,128,sex_female,Size_7,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,225308.89109351713,90.30786130397556,166.28927219144538,67.96774193548387,63.377690532336736
84,129,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197307.77225301132,89.71777736349537,143.32796027337193,67.96774193548387,19.793747848365513
85,131,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197721.99423478224,87.81198593048333,138.79174024019238,67.96774193548387,0.0
86,132,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,243933.95477131393,101.44335425675361,172.44433049946892,67.96774193548387,77.17549763421192
87,134,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173391.69039807332,87.27902128667596,123.0992329753226,67.96774193548387,114.84904399626413
88,136,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,183101.94772488618,87.04015873416228,136.26619384426394,67.96774193548387,0.0
89,137,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,134005.43989139728,74.41436527568575,86.52261603317818,67.96774193548387,0.0
90,138,sex_male,Size_2,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203763.75113174494,86.88012370745382,145.28537745333597,67.96774193548387,0.0
91,139,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,165902.90591089652,80.4716553277076,120.83321192403513,67.96774193548387,114.56446608298376
92,143,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189962.14590558902,92.55785760386956,137.94060813681853,67.96774193548387,380.28880612150164
93,144,sex_male,Size_6,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,133264.5859129158,73.96716763027786,98.14349960804253,67.96774193548387,0.0
94,145,sex_male,Size_3,age_66_75,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231134.2268927797,96.37729705193338,179.40350852701891,67.96774193548387,9.642967800537585
95,149,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,161224.9582072617,71.14699250677381,120.368418410795,67.96774193548387,114.56446608298376
96,151,sex_male,Size_5,age_76_85,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180725.29542916766,84.92168193606875,121.95032071837954,67.96774193548387,0.0
97,154,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184700.4041908062,81.66239996822422,130.14852959134205,67.96774193548387,151.816174189509
98,155,sex_female,Size_3,age_56_65,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240535.02148520932,100.40170667973756,167.140693797528,67.96774193548387,52.724987930389695
99,156,sex_female,Size_5,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235885.58617447785,92.02158462559677,173.63742610958647,67.96774193548387,0.0
100,158,sex_male,Size_7,age_0_18,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,163578.4876220903,74.74296080447094,122.57334712020825,67.96774193548387,0.0
101,159,sex_male,Size_7,age_66_75,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,285723.40409219934,112.83029769727491,204.67054445777424,67.96774193548387,0.0
102,160,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,230772.65849113057,92.56988098918157,167.4366255076247,67.96774193548387,368.3314817518658
103,161,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,221213.07438609612,86.72236764645626,159.676708650916,67.96774193548387,171.1099409198456
104,163,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173036.77401270808,79.7247066960777,128.93155490308936,67.96774193548387,131.45138356410152
105,164,sex_male,Size_4,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,159595.8602601629,80.10522735745413,117.27081915043806,67.96774193548387,0.0
106,165,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191057.03878122568,90.4048082123061,139.0295978464208,67.96774193548387,0.0
107,166,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,239180.52124505703,91.15296239437518,171.23866392389718,67.96774193548387,77.86777667962534
108,167,sex_female,Size_4,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229726.05630681262,91.79558247900351,177.25311377876628,67.96774193548387,36.51086672234873
109,168,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204865.30571794487,86.25496534609557,147.6466902946469,67.96774193548387,8.90744737380065
110,170,sex_male,Size_2,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204410.73194809916,83.0360504918995,146.05180503502226,67.96774193548387,0.0
111,174,sex_male,Size_6,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237020.58997483784,96.6574384334371,170.22802369670296,67.96774193548387,0.0
112,177,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199469.29069200484,81.11704318835876,146.36127936025116,67.96774193548387,0.0
113,179,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,241894.799226398,91.67931035706432,168.94082794949324,67.96774193548387,71.03088472408783
114,182,sex_female,Size_6,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,258929.51846393122,100.634373040953,186.0799310473132,67.96774193548387,21.467239591242503
115,183,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,181352.25278128608,84.82518488318509,133.19165343748935,67.96774193548387,151.816174189509
116,184,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,169747.02625834438,84.21504579236823,122.32897222740884,67.96774193548387,114.84904399626413
117,185,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,184419.47236820965,85.49785591329561,132.32256800712977,67.96774193548387,384.4589583112046
118,186,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,112429.61931607526,70.15947283327911,83.59329935065132,67.96774193548387,0.0
119,187,sex_male,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,137834.50794211478,74.57251240401968,100.35216467755004,67.96774193548387,277.82887890046993
120,188,sex_female,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,214479.576336785,95.13442695100143,156.08220766902892,67.96774193548387,50.311481441996264
121,190,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,161358.17539779772,79.17059606380838,114.91360305570984,67.96774193548387,0.0
122,191,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,229040.54912204546,88.82996845909518,162.468074398881,67.96774193548387,40.61606857309997
123,192,sex_male,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,166953.87038309517,76.43834272784974,117.23742480613724,67.96774193548387,373.9743946042429
124,193,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,168440.5476343506,80.94369333660298,119.88021673653166,67.96774193548387,83.59795289629182
125,196,sex_male,Size_5,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,111593.88663488509,66.86367512386877,84.1599605594016,67.96774193548387,0.0
126,198,sex_male,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,210473.56859475476,94.25167699957612,156.93452104983285,67.96774193548387,373.28211555882945
