,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
101,146,sex_male,Size_4,age_46_55,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,229682.70792659986,99.43739368883112,171.62241304566402,68.37412095639944,61.73298519449499
102,147,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,197009.3760833122,90.90681893135742,140.54986134456095,68.37412095639944,53.21853408121762
103,148,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,222740.4899109189,95.18699715225495,157.01397506402466,68.37412095639944,327.50204387655884
104,149,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,219507.49094829202,94.57830369264873,155.3586854807565,68.37412095639944,327.50204387655884
105,150,sex_female,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,188234.48518306232,91.60843907048697,134.5790566223527,68.37412095639944,0.0
106,151,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,194113.08786087303,83.53455241357425,142.50918930948987,68.37412095639944,0.0
107,152,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,189789.07216475243,86.27073378608257,139.65635087219707,68.37412095639944,0.0
108,153,sex_female,Size_7,age_66_75,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,278873.8124987862,104.41068863546657,219.02299838750696,68.37412095639944,0.0
109,154,sex_female,Size_7,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,259498.3069052099,101.35548423111771,180.8737525225618,68.37412095639944,0.0
110,158,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,203074.4396462404,86.07153217239369,145.26446318807527,68.37412095639944,32.52804850256796
111,159,sex_male,Size_2,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,208003.8640371762,94.21952453125273,145.61957873139042,68.37412095639944,107.88261420946911
112,161,sex_female,Size_7,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,263257.6604391731,100.1852699146126,187.58459210058862,68.37412095639944,0.0
113,162,sex_female,Size_6,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,271216.4893964199,102.61324928404972,193.5832586534667,68.37412095639944,0.0
114,163,sex_female,Size_5,age_66_75,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,268768.438097109,102.56455171118091,190.79941623637103,68.37412095639944,0.0
115,167,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,207135.30753847875,96.02921980637929,152.25528060167494,68.37412095639944,16.097601910518105
116,169,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,204161.82272867922,97.64696634704458,146.47972032765188,68.37412095639944,0.0
117,170,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,194136.44507094345,95.99867019238016,139.2437698371197,68.37412095639944,0.0
118,171,sex_female,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,209156.57618507007,86.78023109541174,155.03484699127617,68.37412095639944,36.08898308528249
119,172,sex_female,Size_5,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,261595.58402397056,101.50754711136076,191.62103294825215,68.37412095639944,0.0
120,173,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,228751.6341822318,103.53876519283827,158.32557546855702,68.37412095639944,306.96274309713743
121,174,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,221366.38244534735,95.9452202925208,152.54147635036196,68.37412095639944,105.50595149862649
122,175,sex_male,Size_5,age_46_55,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,236270.4833576977,92.20385147580384,187.83332445685002,68.37412095639944,65.14273497798129
123,176,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,199332.55355529752,98.96067231961412,140.95540122388567,68.37412095639944,56.62828386470387
124,177,sex_male,Size_5,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,217190.19045251634,90.58919456005229,157.76781771111072,68.37412095639944,0.0
125,179,sex_male,Size_3,age_26_35,Education_College,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,208636.0493487691,93.70619243127132,149.3989338752187,68.37412095639944,132.66842107260914
126,180,sex_male,Size_6,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,244168.2513512355,105.76260941174475,176.38320304252855,68.37412095639944,0.0
127,182,sex_male,Size_5,age_66_75,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,262915.8698760116,103.73069075609838,184.6680449922435,68.37412095639944,0.0
128,183,sex_male,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,214786.04337526613,90.05887902311208,152.17902865959562,68.37412095639944,0.0
129,184,sex_female,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,183230.09678112323,92.93404311826492,138.11358564361424,68.37412095639944,0.0
130,185,sex_female,Size_4,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,208650.64626798595,89.54772719898575,156.59166920549058,68.37412095639944,0.0
131,186,sex_female,Size_3,age_66_75,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,243708.18177573176,102.3451254282293,179.9451113679758,68.37412095639944,0.0
132,188,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,212299.43197534353,95.73060275069086,153.31281913924525,68.37412095639944,150.14548764018377
133,191,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,222509.44972183125,98.93942273807141,156.41632747568238,68.37412095639944,369.76491730727355
134,192,sex_female,Size_5,age_46_55,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,238881.1829335232,97.31187998383223,183.7436933971407,68.37412095639944,44.60343419855986
135,193,sex_male,Size_6,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,239271.77570549626,103.15761968567493,180.1214204671221,68.37412095639944,24.612053023795596
136,198,sex_female,Size_4,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,237345.53836709945,100.0836724020198,173.89287140610617,68.37412095639944,0.0
137,199,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,176757.6893522502,88.25156558625339,129.37439482639581,68.37412095639944,151.57546812686425
