,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Urban,Income,Electricity,Water,w,wf
15,22,sex_female,Size_3,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,179029.06977168343,80.459213960665,132.24963826626973,65.28655834564255,41.27813747042658
16,23,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,234615.44564093617,91.07001801989333,166.80155940473688,65.28655834564255,198.26665538483698
17,24,sex_female,Size_2,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,214774.44990474675,93.1560050922106,169.04758066046767,65.28655834564255,140.9731786001063
18,25,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,167937.620478531,78.23549921383504,118.02561322665886,65.28655834564255,56.59450664093302
19,26,sex_male,Size_2,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,89949.29851769016,66.37463898810225,66.85050800413816,65.28655834564255,0.0
20,28,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,119209.96510151452,69.36039971771591,87.33221330963381,65.28655834564255,181.158883626716
21,29,sex_male,Size_1,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,145206.38480545167,76.50109170566581,102.24312305322877,65.28655834564255,0.0
22,30,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,102580.59722400823,69.37705907683818,75.022415016411,65.28655834564255,128.69111615044073
23,31,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,132663.1487673995,76.87878415865302,83.88314186362341,65.28655834564255,98.37856632044637
24,32,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,247368.2157692663,95.55268680152804,176.36404740997955,65.28655834564255,31.124701132279284
25,33,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,209861.5213753073,91.44211970165763,152.72032978070158,65.28655834564255,43.2196414632209
26,34,sex_male,Size_4,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,178272.3282401817,84.36112023717388,120.58189367244925,65.28655834564255,0.0
27,35,sex_female,Size_2,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,221189.11561555296,83.19998939308877,169.42376403503144,65.28655834564255,140.9731786001063
28,36,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,189307.33899417138,89.1321147966895,128.03121806537598,65.28655834564255,198.26665538483698
29,37,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,123680.79250385538,69.19350132766309,92.30777984286068,65.28655834564255,181.158883626716
30,38,sex_female,Size_2,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,223863.7606467751,96.34625806976977,160.1880385593871,65.28655834564255,141.64320352092554
31,40,sex_male,Size_1,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,212351.64431537874,89.81793217605832,150.3497647316217,65.28655834564255,17.958668833315684
32,41,sex_male,Size_4,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,153060.9110871879,79.01559523992172,114.74512693987647,65.28655834564255,0.0
33,42,sex_female,Size_4,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,116870.44970925958,70.69962331353648,92.31414140784828,65.28655834564255,0.0
34,44,sex_male,Size_2,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,208131.9855353282,89.75969140857725,146.29717711265099,65.28655834564255,0.0
35,45,sex_female,Size_2,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,109063.07001975818,68.99547074559443,84.79411274045825,65.28655834564255,124.53543176280456
36,46,sex_female,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,180420.01863592246,85.71525077249564,135.11845567272405,65.28655834564255,52.43882225329684
37,47,sex_female,Size_2,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,222452.20763645295,90.705513682661,164.03184790841345,65.28655834564255,59.77057292654829
38,48,sex_female,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,171229.32590161133,81.02696151006032,125.92524108886211,65.28655834564255,0.0
39,51,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,201196.28741427796,87.70418342487712,147.49912152724858,65.28655834564255,0.0
40,52,sex_female,Size_4,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,223333.27525896445,95.79786903779221,164.56310449770592,65.28655834564255,0.0
41,53,sex_male,Size_3,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,248948.92500037927,102.0554201285241,178.98693824053836,65.28655834564255,39.662288251340655
42,54,sex_male,Size_4,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,182044.06390479876,78.20171562207416,118.62009069758074,65.28655834564255,0.0
43,55,sex_male,Size_3,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,248255.897675528,102.4088416316478,178.556158985542,65.28655834564255,39.662288251340655
44,56,sex_male,Size_3,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,216622.81120184867,86.87094262085365,153.29714464980128,65.28655834564255,0.03840250351761767
45,58,sex_male,Size_6,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,246197.163509353,94.48767507468177,175.2135659333549,65.28655834564255,0.0
46,62,sex_female,Size_7,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,230847.5632761686,106.00373547667054,166.2744287865971,65.28655834564255,119.94527632065312
47,63,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,218514.46893663894,89.95687640550001,160.62787160780633,65.28655834564255,61.704656647092946
48,65,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,211586.64600205756,91.80584878533948,155.67142020787625,65.28655834564255,76.54404883149118
49,67,sex_female,Size_1,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,238904.7670367801,94.5320229088707,175.3268774426904,65.28655834564255,0.0
50,68,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,172460.05810345273,81.4880230498671,122.75627841137074,65.28655834564255,56.59450664093302
51,70,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,200005.32793313733,81.938835876753,129.72113550391353,65.28655834564255,31.124701132279284
52,71,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,128869.2694668517,75.33839295289285,94.11803288289576,65.28655834564255,38.20372320702086
53,72,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,178793.90259199726,85.47522008671284,128.28469343254162,65.28655834564255,98.37856632044637
54,73,sex_female,Size_1,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,215488.44891942482,85.32402923784039,157.12878043021112,65.28655834564255,13.802984445679508
55,74,sex_male,Size_2,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,220918.3882412671,87.1037990658573,158.8809587956097,65.28655834564255,145.79888790856174
56,75,sex_male,Size_1,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,85271.45909735226,59.67815238549746,63.30200742410308,65.28655834564255,0.0
57,77,sex_male,Size_1,age_56_65,Education_College,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,220262.1176136126,98.72436732853895,158.7692994303755,65.28655834564255,0.0
58,78,sex_male,Size_1,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,201828.37632532188,82.14409248036046,144.32809808875768,65.28655834564255,0.0
59,80,sex_male,Size_1,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,169704.28668480442,81.61813616914635,121.54393981186982,65.28655834564255,20.706207515792876
60,82,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,191612.78758175994,81.04910371835916,139.5411901086535,65.28655834564255,190.33048627055226
61,84,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,230294.05251497973,91.92936352652008,162.75458669764745,65.28655834564255,187.58294758807503
62,85,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,229309.86569737995,92.93446383469465,163.2426078364163,65.28655834564255,0.0
63,86,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,206566.57390385325,91.68101656957256,152.88211426762746,65.28655834564255,43.2196414632209
64,87,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,191914.46050878894,81.15233993073663,133.50921217128732,65.28655834564255,0.0
65,89,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,183420.1876010437,77.36440090376306,133.41548073026004,65.28655834564255,147.9420081500056
66,92,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,211305.74902527317,87.54654053974681,151.20091634028634,65.28655834564255,0.0
67,93,sex_male,Size_6,age_56_65,Education_Post_Graduate,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,272465.28345644457,109.75515397212745,206.82290758853725,65.28655834564255,0.0
68,94,sex_male,Size_2,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,47367.9601624685,53.34664539740473,27.448009839852922,65.28655834564255,47.42290399709679
69,95,sex_female,Size_2,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,155884.92008242678,84.13052796182897,110.40907535054096,65.28655834564255,0.0
70,96,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,216313.3221664618,90.12662372647422,161.46978778489407,65.28655834564255,0.0
71,97,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,199575.51897474047,90.00762526917578,143.80395446030826,65.28655834564255,36.691618054095024
72,100,sex_male,Size_6,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,269011.68657975807,106.95283062882024,192.24124735542333,65.28655834564255,42.093658718609305
73,101,sex_male,Size_1,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,172473.38941521465,83.87313645798044,124.64976706893387,65.28655834564255,20.706207515792876
74,102,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,227370.3753378456,98.5873336507355,163.68056668566055,65.28655834564255,183.14230496289062
75,103,sex_male,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,223466.55511937532,90.86249197807852,162.54183201829187,65.28655834564255,34.15748960432455
76,104,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,212062.75324585906,85.3577039128702,135.9411870818006,65.28655834564255,84.48021794577593
77,105,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,152357.7871208471,77.24729050621063,96.54852312892737,65.28655834564255,11.251838138952163
78,106,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,201881.6909955186,83.1568813354623,151.3974577094392,65.28655834564255,46.77090740982377
79,107,sex_male,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,175390.54091322323,84.78218013011133,128.01033689449906,65.28655834564255,90.25175155249805
80,108,sex_male,Size_1,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,124263.21533070214,67.60458798119588,79.78001800629303,65.28655834564255,10.022499719030817
81,109,sex_male,Size_1,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,207629.75690363874,86.74008250955009,153.01033838539203,65.28655834564255,17.958668833315684
82,111,sex_male,Size_1,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,218740.95546696635,90.7296678633913,156.17754647318816,65.28655834564255,28.642376630077628
83,113,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,170909.73647264528,82.12991540578322,125.30996703804263,65.28655834564255,56.59450664093302
84,115,sex_male,Size_2,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,164356.6557562649,84.58111796279755,105.57781698999486,65.28655834564255,64.53067575521777
85,116,sex_female,Size_1,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,193203.32191945432,86.24669971670001,139.37568432593505,65.28655834564255,0.0
86,117,sex_female,Size_1,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,220622.43615540938,90.66542325482895,159.14619967891952,65.28655834564255,24.48669224244145
87,118,sex_female,Size_1,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,180845.67830474235,86.22295954315501,130.88737300799534,65.28655834564255,16.550523128156705
88,119,sex_female,Size_1,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,185167.0893096197,82.57757055179167,133.71096497535808,65.28655834564255,0.0
89,120,sex_female,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,207641.3606501202,86.25232260191179,154.79058690134988,65.28655834564255,0.0
90,121,sex_male,Size_2,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,217271.3474372816,88.84842844820564,157.09000427015005,65.28655834564255,145.79888790856174
91,122,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,185612.6890999103,78.9990535329827,134.0510158561561,65.28655834564255,148.5464265910389
92,123,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,188088.38043585463,86.99671143298393,139.76267934203312,65.28655834564255,144.39074220340277
93,125,sex_male,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,147951.30846291143,77.0704005925295,108.5240833932756,65.28655834564255,193.35448119479716
94,126,sex_male,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,162105.4624320701,79.69815619775405,116.86510234922483,65.28655834564255,0.0
95,127,sex_female,Size_2,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,212892.7195250028,91.55904223473162,150.07795354011986,65.28655834564255,0.0
96,128,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,252507.61275175816,93.17579011734429,179.99956155118815,65.28655834564255,55.311494965141826
97,130,sex_male,Size_1,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,206617.92236888548,85.6967907672423,147.6755818577453,65.28655834564255,17.958668833315684
98,133,sex_female,Size_3,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,218975.61273673663,84.4733933380935,158.95667574567176,65.28655834564255,27.570434749419668
99,134,sex_male,Size_2,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,211194.54889184152,94.81036901091298,152.48457720872932,65.28655834564255,64.53067575521777
100,135,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,194428.9858673534,86.13716115865827,138.53141758471315,65.28655834564255,190.33048627055226
101,136,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,188301.35341821503,87.72990178383453,140.48689790643303,65.28655834564255,179.6467784737902
102,138,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,222616.84404171119,91.16278242661708,159.2918018263182,65.28655834564255,156.48259570532366
103,139,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,198229.15612821598,86.19308854077244,143.83830886727154,65.28655834564255,36.691618054095024
104,140,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,210204.6439635147,89.49914404456254,152.6996902805471,65.28655834564255,0.0
105,141,sex_female,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,205649.39714004393,88.06886650501048,147.13170040862053,65.28655834564255,32.53593366645884
106,143,sex_female,Size_2,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,125237.61016507288,66.57573003396254,94.98560605881251,65.28655834564255,0.0
107,144,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,191666.68743726713,80.72688653431207,137.65697903457516,65.28655834564255,0.0
108,146,sex_male,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,181987.1380367839,78.02308406019162,131.0072060699992,65.28655834564255,90.25175155249805
109,148,sex_male,Size_1,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,171384.84455562933,81.50389374803163,124.29637944941706,65.28655834564255,20.706207515792876
110,150,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,112295.27352146097,71.82332445275392,83.30907863350056,65.28655834564255,139.37482394720269
111,151,sex_male,Size_1,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,228463.08351694036,96.29326305473676,166.35465424814927,65.28655834564255,0.0
112,152,sex_female,Size_1,age_46_55,Education_Elementary_School,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,106285.88078347685,74.58937084681189,81.03706410489823,65.28655834564255,34.038629741887405
113,153,sex_male,Size_6,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,137820.77923856344,71.08037526236195,105.49890230985673,65.28655834564255,14.30217916372637
114,154,sex_male,Size_5,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,76711.16887034304,63.573662367192846,48.89720389041812,65.28655834564255,0.0
115,155,sex_female,Size_5,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,142819.54460034825,70.77796070295695,108.61428918825581,65.28655834564255,52.53305400325682
116,156,sex_male,Size_8,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,207952.07041952544,88.85288041762719,149.0436126827541,65.28655834564255,272.602916043212
117,160,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,194172.51811059794,81.98087905346574,139.67924111933164,65.28655834564255,36.08719961306171
118,164,sex_female,Size_2,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,178067.96668029376,83.10684149877095,115.52140557739878,65.28655834564255,141.64320352092554
119,165,sex_female,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,197912.0477859386,88.99792002819161,126.98996823278206,65.28655834564255,0.0
120,166,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,261487.224440851,98.90327635881246,183.75038294120318,65.28655834564255,51.155810577505655
121,167,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,205711.88441359912,89.16172155212504,132.36897120614876,65.28655834564255,55.311494965141826
122,168,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Rural,190559.30862173665,84.26593948775255,122.78480457015424,65.28655834564255,224.32194620137065
123,169,sex_female,Size_5,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,135340.17675223667,74.19594043916807,102.64890266665417,65.28655834564255,0.0
124,170,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Urbanity_Urban,201133.42720835778,61.296212141860494,143.67193475470512,65.28655834564255,0.0
125,171,sex_male,Size_7,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,231952.82065298708,93.79229927111817,165.1901959768471,65.28655834564255,97.44125145072235
126,172,sex_male,Size_6,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,189728.022289421,79.08598268236129,137.45146936060507,65.28655834564255,47.26077388429809
127,175,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,204497.55731377294,86.22945323904689,149.25805458453618,65.28655834564255,43.2196414632209
128,176,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,197153.44271886421,85.38168279107845,142.66204436082353,65.28655834564255,175.49109408615402
129,177,sex_male,Size_3,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,140852.72830053352,76.10630345091926,105.38174124743367,65.28655834564255,112.0862690414532
130,178,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,236714.75565153474,91.5447157906176,167.54531024889906,65.28655834564255,44.62778716837989
131,179,sex_male,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,228067.38208840165,97.24681680305852,163.70130341979453,65.28655834564255,34.15748960432455
132,180,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,211557.7903421172,88.7451274436636,149.71816646053907,65.28655834564255,0.0
133,182,sex_male,Size_3,age_76_85,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,214062.77636694536,91.98594946316878,159.8400837303415,65.28655834564255,0.301376757272714
134,183,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,130652.145981343,75.85502170294646,99.84804220919887,65.28655834564255,38.20372320702086
135,184,sex_male,Size_4,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,158870.71907671358,78.90954031888434,114.4730363051189,65.28655834564255,50.399320775101984
136,185,sex_female,Size_2,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,153355.0848022123,73.83428905044528,116.23935352009586,65.28655834564255,157.49402648337627
137,186,sex_female,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,131258.3931017424,76.09724870090804,99.58129070710497,65.28655834564255,50.024040280189546
138,188,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,242200.92969422447,94.02595179504166,169.95732726923566,65.28655834564255,44.62778716837989
139,192,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,201488.6444715787,89.38963018309043,146.89033857585648,65.28655834564255,47.37532585085708
