,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
82,90.7296678633913,218740.95546696638,156.17754647318816,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,82.0,81.0,1,14.642376630077628
83,82.12991540578321,170909.73647264528,125.30996703804264,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,83.0,51.0,1,35.59450664093303
84,84.58111796279755,164356.6557562649,105.57781698999484,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,84.0,51.0,1,33.53067575521777
86,90.66542325482895,220622.43615540935,159.14619967891952,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,86.0,81.0,1,11.48669224244145
87,86.22295954315503,180845.67830474235,130.88737300799534,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,87.0,81.0,1,8.550523128156705
90,88.84842844820564,217271.3474372816,157.09000427015002,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,90.0,81.0,1,61.79888790856174
91,78.9990535329827,185612.68909991032,134.0510158561561,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,91.0,81.0,1,72.54642659103891
92,86.99671143298393,188088.38043585466,139.76267934203312,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,92.0,81.0,1,56.39074220340274
93,77.0704005925295,147951.30846291143,108.52408339327559,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,93.0,31.0,1,147.35448119479716
96,93.17579011734428,252507.61275175816,179.99956155118815,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,96.0,81.0,1,26.311494965141833
97,85.69679076724229,206617.92236888545,147.6755818577453,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_male,97.0,81.0,1,8.95866883331568
98,84.4733933380935,218975.61273673663,158.95667574567176,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_female,98.0,81.0,1,11.570434749419672
99,94.81036901091299,211194.54889184152,152.4845772087293,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,99.0,81.0,1,31.53067575521777
100,86.13716115865826,194428.9858673534,138.53141758471315,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,100.0,81.0,1,84.33048627055226
101,87.72990178383453,188301.35341821503,140.48689790643306,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,101.0,81.0,1,72.64677847379016
102,91.16278242661707,222616.8440417112,159.2918018263182,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,102.0,81.0,1,76.48259570532366
103,86.19308854077244,198229.156128216,143.83830886727154,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,103.0,81.0,1,15.691618054095024
105,88.06886650501049,205649.39714004393,147.13170040862053,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,105.0,81.0,1,15.535933666458838
108,78.02308406019162,181987.1380367839,131.0072060699992,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,108.0,61.0,1,47.25175155249805
109,81.50389374803163,171384.84455562933,124.29637944941706,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,109.0,51.0,1,11.70620751579288
110,71.82332445275392,112295.27352146096,83.30907863350056,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,110.0,31.0,1,93.37482394720269
112,74.58937084681189,106285.88078347684,81.03706410489823,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_female,112.0,31.0,1,24.038629741887405
113,71.08037526236195,137820.77923856347,105.49890230985672,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,113.0,31.0,1,11.302179163726368
115,70.77796070295695,142819.54460034825,108.61428918825581,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_female,115.0,31.0,1,37.533054003256815
116,88.85288041762718,207952.07041952547,149.0436126827541,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_8,age_46_55,sex_male,116.0,61.0,1,169.60291604321202
117,81.98087905346574,194172.51811059797,139.67924111933164,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,117.0,51.0,1,19.087199613061706
118,83.10684149877095,178067.96668029376,115.52140557739878,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,118.0,51.0,1,86.64320352092551
120,98.90327635881245,261487.22444085102,183.75038294120318,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,120.0,81.0,1,27.155810577505655
121,89.16172155212506,205711.88441359915,132.36897120614876,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,121.0,81.0,1,25.311494965141833
122,84.26593948775255,190559.30862173665,122.78480457015422,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,122.0,51.0,1,131.32194620137062
125,93.79229927111817,231952.8206529871,165.1901959768471,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,125.0,81.0,1,49.44125145072235
126,79.08598268236129,189728.022289421,137.45146936060507,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,126.0,31.0,1,38.2607738842981
127,86.2294532390469,204497.55731377294,149.25805458453618,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,127.0,81.0,1,23.219641463220903
128,85.38168279107845,197153.44271886421,142.66204436082353,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,128.0,81.0,1,75.49109408615402
129,76.10630345091927,140852.72830053352,105.38174124743368,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,129.0,31.0,1,83.0862690414532
130,91.5447157906176,236714.75565153477,167.54531024889906,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,130.0,81.0,1,13.62778716837989
131,97.24681680305851,228067.38208840165,163.70130341979453,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,131.0,81.0,1,16.157489604324553
133,91.98594946316878,214062.77636694536,159.8400837303415,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_76_85,sex_male,133.0,81.0,1,0.301376757272714
134,75.85502170294646,130652.14598134301,99.84804220919888,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,134.0,31.0,1,27.203723207020857
135,78.90954031888434,158870.71907671358,114.47303630511891,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,135.0,31.0,1,32.39932077510198
136,73.83428905044528,153355.0848022123,116.23935352009586,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_female,136.0,1.0,1,156.49402648337627
137,76.09724870090805,131258.3931017424,99.58129070710496,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,137.0,31.0,1,37.024040280189546
138,94.02595179504165,242200.9296942245,169.95732726923566,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,138.0,81.0,1,26.62778716837989
139,89.38963018309043,201488.6444715787,146.89033857585648,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,139.0,81.0,1,21.375325850857074
142,71.33539306005228,119084.68598465485,74.15912177425956,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,142.0,51.0,1,8.022499719030817
143,69.90806144644878,126756.26668711935,83.1200734691744,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,143.0,51.0,1,7.7062075157928795
144,84.97294447138447,184384.83164496982,138.0328348974557,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,144.0,81.0,1,38.222881932810196
145,72.91482904339225,135348.8415702322,106.29626932018576,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_46_55,sex_female,145.0,1.0,1,33.44362037835136
146,99.36675350148312,245283.14332350335,180.12726396168324,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,146.0,81.0,1,23.311494965141833
147,85.24140060581144,195560.24738073823,138.35845621241992,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,147.0,81.0,1,16.691618054095024
149,78.1362229097181,171230.60628526288,124.25552312702831,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,149.0,51.0,1,11.70620751579288
150,86.55631510119458,183893.3471085472,133.36290024408459,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,150.0,81.0,1,78.20613584860573
151,81.30844194795539,183153.6958801042,132.30258290825725,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,151.0,81.0,1,62.70703440664067
152,88.05108424860387,233259.19466107414,167.13145909638226,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,152.0,51.0,1,56.836833009689045
153,95.07504789645165,195988.30804470347,145.2969504027074,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_male,153.0,61.0,1,68.8326619684913
154,91.93200669867711,173522.73930151388,127.72278438510449,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,154.0,31.0,1,58.56804375573607
155,70.64602958510545,105257.98444082141,79.15839709716194,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,155.0,31.0,1,96.6911161504407
156,88.12826013689282,183915.93347469816,136.0764802233119,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,156.0,81.0,1,76.54642659103891
157,88.22793942439863,170151.55669107012,129.15231791396084,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,157.0,51.0,1,18.68220897659775
159,71.07136586176817,107461.50940189563,82.32054473216961,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_female,159.0,31.0,1,6.3789204843204725
161,85.44933727507974,190149.65396424828,135.67787532800668,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,161.0,81.0,1,5.064181596048126
169,82.31317875024001,173987.53350513097,125.11622217521698,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,169.0,51.0,1,9.70620751579288
170,79.56334185031615,168429.3625400022,118.8879114810747,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,170.0,51.0,1,8.022499719030817
171,85.35883022766195,194625.6852952521,141.19304649571143,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,171.0,81.0,1,90.33048627055226
172,78.66219271151066,183573.8240920734,134.09141721654845,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,172.0,81.0,1,51.70703440664067
173,83.48406858770662,177424.24342475663,131.904768158673,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,173.0,51.0,1,5.550523128156705
174,80.74597956027513,203127.78804487878,129.03082558391873,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,174.0,81.0,1,12.124701132279288
177,78.88996403298009,167939.16331437006,119.49215556654774,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,177.0,21.0,1,46.99008819989972
183,93.34057293192494,238944.4413164982,170.7704281007297,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,183.0,81.0,1,17.62778716837989
184,83.43056167275616,225731.70787031247,163.33019525319725,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,184.0,51.0,1,124.97852914704171
185,96.10357835924104,259969.95307958024,191.43081195855518,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,185.0,81.0,1,16.506603863704477
186,87.72563181192099,221067.23710210976,162.61914986344146,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_76_85,sex_male,186.0,81.0,1,0.301376757272714
188,93.52978132937523,229410.6698687815,157.42745058691074,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,188.0,81.0,1,48.15905104709492
189,90.28690207551571,217552.29417603192,170.39596871649118,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,189.0,81.0,1,59.97317860010631
190,63.719891913853104,72850.71092766941,47.17266306838581,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,190.0,31.0,1,123.31949144231785
191,96.41314086590364,218865.70954630765,159.21228400351083,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,191.0,81.0,1,33.37499136758159
192,93.3106896070195,182888.08270633104,135.83419136849102,AC_yes,Cooking_yes,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,192.0,81.0,1,62.882591190376985
193,88.06293354895077,215575.6237748752,148.62218851407943,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,193.0,81.0,1,38.480217945775934
194,65.98954203445254,119150.7101271947,93.1783552490442,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,194.0,31.0,1,132.158883626716
195,74.89459456235906,132929.09314173413,95.92691603340415,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,195.0,31.0,1,16.574518052401608
197,96.7081939841386,237192.85722329968,171.775592596376,AC_yes,Cooking_no,Lighting_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,197.0,51.0,1,122.66223694380366
198,91.3852681818053,193022.4853378321,140.95850022465342,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,198.0,81.0,1,84.33048627055226
199,90.46026949997321,217235.80057458926,155.0247157351449,AC_yes,Cooking_no,Lighting_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,199.0,81.0,1,0.03840250351761767
