,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
26,48,sex_male,Size_8,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,280252.9310078487,109.5902608871218,199.59878434854343,59.63509749303621,346.8272752399903
27,49,sex_male,Size_5,age_19_25,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,117269.82541483261,66.28647284130751,88.90920217002041,59.63509749303621,0.0
28,51,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,201211.98386315868,91.25776155450653,147.3722847082577,59.63509749303621,37.22871376793158
29,52,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,178133.357293835,74.74459205547349,128.73265403917796,59.63509749303621,121.05459786822735
30,53,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,237472.74070804426,100.78328578459595,170.61236696192935,59.63509749303621,176.1108617401787
31,54,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,214124.3511960864,91.05419849774924,153.73356316464086,59.63509749303621,57.111239736420416
32,55,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,180279.08662217951,81.8670071727597,132.37181848047678,59.63509749303621,104.68694199087085
33,56,sex_male,Size_3,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,153095.44737263513,74.24565517653414,113.65571822202034,59.63509749303621,172.4692553547544
34,57,sex_male,Size_2,age_19_25,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,127816.72123749036,73.56137748995546,92.37040139294204,59.63509749303621,0.0
35,58,sex_male,Size_2,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,141981.2207753575,71.03879089467047,104.5445324109174,59.63509749303621,122.98381695518748
36,59,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Rural,228534.51321634196,85.07916980265163,174.8431794347409,59.63509749303621,52.11386829564768
37,60,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,177381.56682261234,78.90146386193327,126.74595596630085,59.63509749303621,118.06258808318054
38,61,sex_male,Size_5,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,142370.69759752258,79.40522299110393,107.71535067905216,59.63509749303621,57.200411599622065
39,62,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,224245.63190893983,95.83906605746752,163.62521045195578,59.63509749303621,106.59667813598735
40,63,sex_male,Size_3,age_76_85,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,180754.82940626546,79.94792882030504,134.02171180319755,59.63509749303621,21.32818953431416
41,66,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,164104.94622586842,78.48994172123717,109.4157589976162,59.63509749303621,21.564072075607694
42,67,sex_female,Size_2,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,74210.10123814261,60.20936181386675,50.33874277263577,59.63509749303621,126.28230407126003
43,68,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,229703.77524436623,90.82495896485423,160.7072572923566,59.63509749303621,172.4497724129108
44,69,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,183293.40241425196,84.67060610290827,119.94539224777978,59.63509749303621,169.45776262786399
45,70,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,197073.22924653994,83.97892296761982,131.90705104421673,59.63509749303621,41.37394017152617
46,71,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,195246.53674639642,80.29931861982277,140.0316484932243,59.63509749303621,168.24036137994653
47,72,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,199800.82832971963,84.98818300579828,142.35623196091709,59.63509749303621,39.52838865577933
48,73,sex_male,Size_6,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Rural,201832.55506044868,83.71597531520831,143.95028102342783,59.63509749303621,36.07512620262255
49,74,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,210799.98984308838,83.0585204439896,149.50349430889057,59.63509749303621,49.673030508741654
50,75,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,205510.793843388,90.81125473441567,153.85377216730902,59.63509749303621,46.68102072369486
51,76,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,196951.69245514492,85.97955088651267,146.7284248079178,59.63509749303621,0.0
52,77,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,190977.73350343006,84.85364595738075,138.99681454914415,59.63509749303621,170.5400362677943
53,78,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,235591.86344647277,90.26975215938701,167.16344250609956,59.63509749303621,179.10287152522548
54,79,sex_male,Size_1,age_19_25,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Urban,184055.00337888108,81.63932727855604,140.00715985970706,59.63509749303621,0.0
55,82,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,179373.26303920496,86.1915557995817,122.43199751340538,59.63509749303621,51.03444494816179
56,83,sex_male,Size_3,age_76_85,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,215454.3659136399,90.5884028546086,154.75396747071537,59.63509749303621,19.39897044735403
57,84,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,203826.6819069361,90.4681927795387,149.103128112842,59.63509749303621,46.18148776809401
58,85,sex_female,Size_7,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,278888.7296903714,99.98781631112037,202.08504920467524,59.63509749303621,97.22199851480663
59,87,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,203742.5036303806,90.60493583786241,138.48118474773176,59.63509749303621,173.81118685233096
60,88,sex_female,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,218200.80922358122,93.49061061246803,150.54308976418702,59.63509749303621,54.811564848572644
61,89,sex_male,Size_7,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,157602.35329238445,80.53706282289421,121.10993417172838,59.63509749303621,108.13132813346506
62,90,sex_female,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,107856.43719034627,70.50169747347886,82.26960670231672,59.63509749303621,119.62920495894532
63,91,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,122851.37813870308,67.71848785093471,80.09663687188187,59.63509749303621,19.654335930491197
64,93,sex_male,Size_2,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,106467.43466718009,65.90464189726738,79.4054753199758,59.63509749303621,128.58197895910774
65,95,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,183308.81070938043,80.77444515276906,133.22704377343294,59.63509749303621,52.90182870345616
66,96,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,130028.5142906932,71.27834446642032,84.6780022460662,59.63509749303621,121.05459786822735
67,97,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,227149.3081930123,95.71784017204703,164.72473580618762,59.63509749303621,0.0
68,100,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,103448.51098699567,67.3753252579325,79.53070984245518,59.63509749303621,108.55323375448337
69,102,sex_female,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,82834.41863495717,61.03055652463624,54.48446109327625,59.63509749303621,41.095005531544096
70,103,sex_female,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,128986.52735998612,72.02508877353912,94.7457652352202,59.63509749303621,41.095005531544096
71,104,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,125057.79317058965,67.70957482718217,94.45447351979733,59.63509749303621,46.38669020443864
72,105,sex_female,Size_5,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,183221.3204759137,78.83256973556318,135.54942350115897,59.63509749303621,58.9476836052155
73,108,sex_female,Size_2,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Urban,204904.42851428848,85.82514236408271,162.40816629474506,59.63509749303621,62.49529855827769
74,109,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,170250.31300114407,73.35748317186189,122.90363576170218,59.63509749303621,55.20150359130389
75,110,sex_female,Size_2,age_19_25,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,130809.56018443908,65.52759077767325,95.21957085246821,59.63509749303621,0.0
76,113,sex_female,Size_5,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,140784.6149670529,74.26656672189749,94.86091631035731,59.63509749303621,55.955673820168705
77,114,sex_female,Size_4,age_66_75,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,188913.3826579956,79.20450573905202,139.84660584394578,59.63509749303621,0.0
78,116,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,181577.77157215012,84.95386751672302,134.35899056226913,59.63509749303621,102.38726710302309
79,118,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,225474.2758113381,94.29263673066352,162.8264620548116,59.63509749303621,104.29700324813962
80,119,sex_male,Size_3,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,Urbanity_Urban,150789.1840211045,75.66693965600213,113.508926483222,59.63509749303621,171.9542138984076
81,120,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,181997.80899195015,82.37712944086223,130.64724525900562,59.63509749303621,104.68694199087085
82,121,sex_male,Size_1,age_19_25,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Urban,139777.9189938502,73.89298954728913,100.27949887798229,59.63509749303621,0.0
83,122,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,100939.39789887477,65.17469423726847,77.39641917052383,59.63509749303621,121.92887984679308
84,123,sex_female,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,64495.08550992741,55.544617904238734,41.70728192545084,59.63509749303621,119.62920495894532
85,127,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,204734.10437232768,82.297430829631,139.9871135466096,59.63509749303621,51.0832336982573
86,128,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,242648.5781289915,92.72560037748227,180.8400328146187,59.63509749303621,41.43812480089583
87,129,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,152495.9491707164,71.68629248305388,114.16381722614977,59.63509749303621,0.0
88,130,sex_male,Size_3,age_0_18,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,94983.26881767153,56.06048761608085,73.6495031129081,59.63509749303621,1.93413218458071e-05
89,131,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,168080.7220946262,79.03830757777972,106.84129539566698,59.63509749303621,24.556081860654487
90,132,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,183000.60858641024,85.20775556601221,134.04685141543334,59.63509749303621,24.00776015495813
91,133,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,240569.10049624828,96.32781879820507,173.34330248428384,59.63509749303621,41.37394017152617
92,134,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,249032.76413656407,89.36430019060317,175.46242517355344,59.63509749303621,45.79154902536276
93,135,sex_female,Size_4,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,168395.2269267324,80.51259608003892,128.05465858482606,59.63509749303621,42.149942639938494
94,136,sex_male,Size_4,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,169356.70456011352,87.53678029227677,125.4709675541448,59.63509749303621,51.10271664010092
95,137,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,122172.51731269603,70.62058285644618,93.58349262524877,59.63509749303621,43.394680419391854
96,138,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,188266.7898610753,78.91528447902105,133.73660365790946,59.63509749303621,124.71568719549525
97,139,sex_male,Size_5,age_19_25,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,236206.25517055418,97.64490037983805,169.81574491304008,59.63509749303621,0.0
98,141,sex_male,Size_5,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,256214.22864384673,98.09372392389719,180.3958165634693,59.63509749303621,55.243855981126046
99,142,sex_male,Size_4,age_76_85,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,225117.83969282007,92.63710160298935,162.41592288801962,59.63509749303621,0.0
100,143,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,111096.8340273616,70.32029789138112,72.29747789834643,59.63509749303621,0.0
101,144,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,168326.63942163947,75.32925787121921,112.85284627082933,59.63509749303621,24.556081860654487
102,145,sex_male,Size_1,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,Urbanity_Urban,198081.76647364334,87.11375650174764,148.34753322949018,59.63509749303621,28.732764328965946
103,146,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,186316.9330405084,77.2970690731867,134.84361796595138,59.63509749303621,0.0
104,147,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,189256.72314655,88.32991683088466,141.29207099944182,59.63509749303621,124.71568719549525
105,148,sex_male,Size_6,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,155786.4227225735,82.17593579338177,119.28434408589307,59.63509749303621,34.00903743868142
106,149,sex_male,Size_6,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,184274.16928160415,83.64567413697604,135.7912500105476,59.63509749303621,38.055984332122605
107,151,sex_male,Size_10,age_19_25,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Rural,232016.02081268863,93.42523485268819,171.2677967690578,59.63509749303621,52.999998827308424
108,152,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,161396.20935833795,79.97646291109939,108.14949765483836,59.63509749303621,46.18148776809401
109,154,sex_male,Size_1,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,187752.52449848872,81.97421293421104,135.91930846768784,59.63509749303621,0.0
110,155,sex_male,Size_4,age_26_35,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,117651.86307888493,66.60410749312692,89.14457901033637,59.63509749303621,0.0
111,156,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,214795.11161113676,92.90819476619835,163.6870260303225,59.63509749303621,44.38134583584711
112,157,sex_male,Size_2,age_76_85,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,249256.1310339442,100.78133558911165,183.04583427665239,59.63509749303621,0.0
113,158,sex_female,Size_6,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Urban,251760.05966687194,93.99787010862666,185.67277787377168,59.63509749303621,0.0
114,159,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,228333.7210552443,86.99517040333647,161.3143918876301,59.63509749303621,107.28901303318641
115,160,sex_female,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Rural,252854.345730626,93.41443713769907,187.84601050225,59.63509749303621,42.06627506872521
116,161,sex_male,Size_3,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Rural,236757.61478087952,90.96656765009881,180.14308467829068,59.63509749303621,52.04968366627801
117,164,sex_male,Size_3,age_56_65,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Rural,161415.18456356338,76.3223099906661,123.23992089362017,59.63509749303621,47.37744268346338
118,165,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,208887.93111573733,96.10297551016662,151.84518903961012,59.63509749303621,21.564072075607694
119,166,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,185833.9648301614,85.6696594996536,134.37452638442542,59.63509749303621,115.7629131953328
120,167,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,223509.11369972437,92.57175422788914,160.95395176168725,59.63509749303621,106.59667813598735
121,169,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,244433.41056296497,101.93578268679497,173.0053525403314,59.63509749303621,48.091223913210506
122,178,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,215447.67313412917,85.54918028761466,154.69947785474616,59.63509749303621,28.21717118792238
123,180,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,203745.01974903743,88.21521820653062,144.815122202274,59.63509749303621,46.68102072369486
124,181,sex_female,Size_5,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,254531.34542096095,98.08172273427584,178.6421250739983,59.63509749303621,46.291081980963604
125,183,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,204599.2628813626,87.71169635409045,148.51251507553752,59.63509749303621,39.46420402640967
126,184,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,165004.4862575489,79.81557142620537,122.52581974120665,59.63509749303621,19.654335930491197
127,185,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,172136.58148471607,81.37364019315604,108.73804577541975,59.63509749303621,28.21717118792238
128,187,sex_male,Size_6,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,252231.34831213605,93.6916843923936,179.00309973136524,59.63509749303621,0.0
129,188,sex_female,Size_6,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,155025.7355218839,75.48543719693879,119.10367319257917,59.63509749303621,25.056263438518982
130,189,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,144703.10269173267,77.40473650075863,97.32654838254581,59.63509749303621,0.0
131,191,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,126369.31463549931,73.04296552458871,101.25048464784763,59.63509749303621,50.04777953170653
132,193,sex_female,Size_3,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,152254.44740476127,74.68757489753075,112.28132137195676,59.63509749303621,170.16958046690667
133,194,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,186013.90527141767,88.36642411586791,121.1658390243328,59.63509749303621,124.32574845276399
134,195,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,229291.17674595842,97.51184292750422,164.37660108550864,59.63509749303621,124.32574845276399
135,197,sex_male,Size_3,age_19_25,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,216751.14614738946,89.62563116649106,154.34232562411736,59.63509749303621,6.85564839357972
136,198,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Rural,159288.12005352598,72.90528941983128,103.8414897550926,59.63509749303621,49.17349755314081
137,199,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,Urbanity_Urban,196505.2289509654,89.4460428711775,148.94912959187621,59.63509749303621,174.2011255950622
138,200,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,56780.69500590185,53.90015565130752,37.17112916153698,59.63509749303621,121.92887984679308
139,201,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,235295.35983247464,97.11435012657249,174.163964201167,59.63509749303621,0.0
140,202,sex_male,Size_1,age_66_75,Education_Post_Graduate,Cooking_no,Refrigeration_yes,Urbanity_Rural,178422.26860039652,81.77053431621394,129.0715100845733,59.63509749303621,0.0
141,204,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,186674.43692340105,85.65131678443726,123.31351700381856,59.63509749303621,0.0
142,205,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,232056.1433700618,94.3967627784615,164.58846650685183,59.63509749303621,169.45776262786399
143,207,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,253066.05395234431,96.95226918577191,178.5228167077756,59.63509749303621,68.06749812520854
144,208,sex_male,Size_3,age_19_25,Education_College,Cooking_no,Refrigeration_yes,Urbanity_Urban,216192.51858889856,88.82818698595277,154.96642736998925,59.63509749303621,6.85564839357972
145,209,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,Urbanity_Urban,109465.33291507397,70.02696283034477,85.36054113552134,59.63509749303621,171.41431824636004
