,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
25,66.97744048601119,122374.12268335471,81.4311614145616,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,25.0,31.0,1,39.984530301035214
26,99.04103408023857,240905.5893001461,172.8847454309464,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,26.0,81.0,1,17.460403908688612
27,85.05372662648188,207137.92755986255,151.54853565891898,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,27.0,81.0,1,4.832711730844789
28,90.25089526186544,243825.00992816282,174.73810511165954,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,28.0,81.0,1,16.788098660967545
29,99.3416729270957,231458.2292622521,161.09051654501496,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,29.0,81.0,1,13.940550544046307
31,83.25324282068739,186779.60999313512,140.95563966277356,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_female,31.0,51.0,1,188.19349186960505
32,100.14995596564987,246614.11136215067,182.4257678255281,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,32.0,81.0,1,19.880091739104188
40,74.76408280499358,138051.78717356615,100.25981103860369,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_36_45,sex_male,40.0,1.0,1,29.668899812148148
43,77.60023190000335,171076.31936047346,121.67154156300948,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,43.0,51.0,1,114.99556589610884
44,84.95214107770086,211359.07426963554,151.9439968323254,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,44.0,51.0,1,119.11436649623118
45,83.20378589252458,177991.2082431677,129.60096756266114,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,45.0,51.0,1,171.00192277347128
46,78.40072657866297,165698.78926512052,120.23352717734751,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,46.0,51.0,1,105.99556589610884
49,91.12769645068931,209813.87983407767,147.97153475444338,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,49.0,81.0,1,78.22872062148701
50,79.2914803216441,173182.16332054784,110.9033939329236,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,50.0,21.0,1,152.11436649623118
53,76.21974719563677,156168.22469285413,115.64909719853634,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,53.0,51.0,1,49.26697681400171
54,97.74565932995544,249758.82762041962,174.83607879158606,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,54.0,81.0,1,17.005551658954396
55,93.02853992310452,226187.88185809783,175.83617028646125,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,55.0,81.0,1,3.3625916104634372
56,88.2225334610938,249053.05132023204,174.40409383056274,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,56.0,51.0,1,17.958386877555647
57,105.67803668127267,252200.6702793465,185.41208948392782,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,57.0,81.0,1,5.286671146064313
58,87.12568081076216,168415.1204721678,121.90905895598308,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,58.0,51.0,1,111.27333369136426
64,83.554179715947,192205.52378066696,140.57395546577655,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,64.0,81.0,1,5.885119322095909
67,84.86770309492101,201710.56458571288,146.2229559349278,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,67.0,51.0,1,15.504427462336121
68,89.71428116830575,202884.98052272468,150.30231551709488,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,68.0,81.0,1,16.50501697856586
69,95.67633534457849,216387.79052274872,155.58441016269026,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,69.0,81.0,1,80.44265076473982
70,79.05828043347424,146284.2179743248,97.1236509909902,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,70.0,51.0,1,9.98516361392354
72,73.57785429007781,166400.6921668927,119.53897818256137,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,72.0,21.0,1,143.9450494228556
73,74.73127857674956,148023.28344971227,111.22226655507096,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,73.0,31.0,1,15.21111422390971
74,91.78486656626691,258769.46194856608,174.0494600674551,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_10,age_46_55,sex_male,74.0,81.0,1,220.49934663245529
75,89.86783459825651,239863.30047574273,170.87564415160662,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,75.0,81.0,1,13.154480687299142
78,89.50557006963129,218915.71665440602,169.02155306871572,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_4,age_46_55,sex_male,78.0,51.0,1,14.614619511539196
79,70.56015322960539,101667.37544134248,79.7684560686821,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,79.0,1.0,1,181.95328559151864
82,81.45056450208156,167829.91308919634,124.70380335396736,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,82.0,51.0,1,93.4872638346171
83,81.65164891610189,171005.69978124354,128.66724478118104,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,83.0,51.0,1,99.27333369136426
84,68.81747380447445,115694.34179430065,72.20742923502178,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,84.0,51.0,1,48.26697681400171
85,95.69879770572557,227596.27583293946,159.16973406845835,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,85.0,81.0,1,149.17123984684702
86,59.7397000053052,68473.213892645,43.240785608139106,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,86.0,31.0,1,192.39654753465615
87,73.78930318249577,135011.7405469981,90.08120664330515,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,87.0,51.0,1,166.30784599486094
88,87.24489706602094,188804.72425030204,142.17595593712514,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,88.0,81.0,1,148.5217761381137
89,86.45236839608386,171341.91270228007,123.92474144151976,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_36_45,sex_male,89.0,31.0,1,19.391109707995337
90,63.096006219212036,100603.84662515276,63.276238090522405,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,90.0,1.0,1,304.7334639970165
91,96.27301830403614,236613.2844088037,166.08660490130868,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,91.0,81.0,1,10.154480687299142
92,92.61418424541232,240714.47538732807,175.58532355212427,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,92.0,81.0,1,16.460403908688612
93,74.18848650744381,156193.59252238774,117.71960466566351,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_56_65,sex_female,93.0,1.0,1,60.61666054564103
94,71.02509837795999,138907.22797720096,93.37331900952287,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,94.0,51.0,1,169.30784599486094
98,88.57814633328594,185037.1193613454,137.8439544669402,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,98.0,81.0,1,107.21585291672426
99,90.44863359891691,232781.14942099442,166.2741145920833,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,99.0,81.0,1,26.33634282736722
100,94.21906588960483,217171.29974253546,161.8433625439069,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,100.0,81.0,1,6.851137580583867
101,106.93938478923418,273429.20396082546,195.15498734894774,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_no,Urbanity_Urban,Education_College,Size_8,age_26_35,sex_female,101.0,81.0,1,21.000029302505787
102,76.59457381811353,150884.54200798235,112.63254058666814,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,102.0,1.0,1,58.71670483746867
103,85.30120163984684,183431.34469699464,133.2773423056458,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_36_45,sex_male,103.0,61.0,1,41.87631495477869
104,77.41201465505381,147735.3915111935,110.34300547774653,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,104.0,31.0,1,15.21111422390971
105,88.75306649278996,188259.2066926072,135.5849680353235,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_8,age_26_35,sex_male,105.0,61.0,1,18.152992526001487
108,81.1617962933265,187377.44517789647,124.94983255532972,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,108.0,81.0,1,163.4771630682365
109,95.43056288542248,248058.7785509461,178.87757328419755,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,109.0,81.0,1,20.880091739104188
110,79.53239811423047,158175.13927735743,116.89118042212637,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,110.0,31.0,1,36.678607079645744
111,82.19964155840778,191144.64420734614,135.19254564761977,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,111.0,81.0,1,3.9851636139235396
114,94.25490265890522,242798.66934847212,174.8361583862698,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,114.0,81.0,1,11.788098660967545
115,82.923599941417,177832.23744655665,128.05214256711392,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,115.0,51.0,1,123.1008752420953
116,88.36295424842203,217371.81093297832,140.176806470405,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,116.0,81.0,1,13.80652451070663
119,88.0089388305222,201232.31810352413,146.35494124782397,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,119.0,81.0,1,5.832711730844789
121,84.17279469412685,168972.8572133102,113.72814168641321,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,121.0,51.0,1,15.138634952234263
122,95.57641579967871,235313.9729412375,173.7013058145623,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_female,122.0,81.0,1,14.84050625221867
123,91.8398853374875,217541.95226786888,161.17645723837168,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,123.0,81.0,1,132.2655861609852
125,84.36255108586735,196994.81580014512,141.45518580698229,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,125.0,81.0,1,3.1990937571763833
126,99.93335221316092,230997.4610196657,164.15331256477202,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,126.0,81.0,1,25.554161951524534
127,90.10197204707157,226073.045728428,156.76586034351172,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,127.0,81.0,1,17.940550544046307
128,94.96064690139136,245113.35149282546,182.14110121384326,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_7,age_36_45,sex_male,128.0,51.0,1,32.23201521708775
130,81.5383454540672,177964.84995823225,127.37567880278509,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_female,130.0,51.0,1,11.034896858184503
131,93.10412476595522,229282.959302015,178.2675721938235,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,131.0,81.0,1,5.362591610463437
135,86.64944675696412,204355.33704858934,136.55520365757167,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,135.0,81.0,1,7.286671146064313
136,93.4471842325,215902.03553459872,151.94012548338932,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,136.0,81.0,1,84.44265076473982
137,83.26363813328005,193913.64418507367,138.82795800530934,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,137.0,81.0,1,8.199093757176383
138,82.3466022226332,174260.96353544653,129.0495391572893,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,138.0,51.0,1,114.57925691275372
139,94.01466449122732,218302.5065075505,154.53606394246975,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,139.0,81.0,1,106.36218539360755
143,77.24347164994762,195333.15344745087,143.6238678903725,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,143.0,81.0,1,24.000544135763214
144,91.0653254165139,196944.8909105397,146.6540516386404,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,144.0,81.0,1,1.7442415074421982
145,70.58905541315364,113282.97386800926,87.20307733844322,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,145.0,31.0,1,173.39654753465615
147,79.31908816753162,164735.1467874879,118.19124928361887,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,147.0,51.0,1,95.27333369136426
148,86.58917619964932,188040.98471449566,135.80096332624004,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,148.0,81.0,1,1.9851636139235396
150,73.14174614302559,130894.61586859224,84.92722556913138,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,150.0,51.0,1,97.4872638346171
151,85.28611083894747,192679.0266066041,149.02458377871457,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,151.0,81.0,1,33.01078683687321
153,80.10673372087565,172036.35236766574,122.02079950328276,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,153.0,51.0,1,105.4872638346171
157,84.27911082131719,187143.62485030168,136.333564169253,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,157.0,81.0,1,3.9851636139235396
158,87.85574160674926,172583.6528653888,113.82669915125472,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,158.0,51.0,1,25.816489462724903
159,92.62758053144518,217537.6361085249,147.3379659068059,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,159.0,81.0,1,17.80652451070663
162,67.48815941673834,132436.04189490556,84.08854301580115,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,162.0,51.0,1,116.79318705600656
165,53.23859456760324,178712.26313097106,130.64526636820995,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,165.0,51.0,1,34.99992124918887
166,80.8897352166736,190784.57879838,138.36897451483298,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,166.0,81.0,1,7.199093757176383
168,85.09995668552739,169380.26117022836,121.27434563620909,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,168.0,51.0,1,111.99556589610884
175,94.5976484275955,223523.6021666461,163.11263619833485,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,175.0,81.0,1,132.17123984684702
177,98.54796248101981,241802.7045351925,172.447567367962,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,177.0,81.0,1,14.154480687299142
178,103.39876003588778,248417.9528169252,179.391708340832,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,178.0,81.0,1,19.460403908688612
179,83.57609174486902,147193.43057589442,112.87272440965036,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_female,179.0,31.0,1,14.431513462741218
181,91.49312103385924,243954.86372101362,171.82954785876763,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_female,181.0,51.0,1,30.677267390445735
187,85.74789461946321,190649.11914799552,150.7425992344386,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,187.0,81.0,1,33.01078683687321
188,78.1240516599279,176992.3488838321,129.2143590417564,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,188.0,51.0,1,114.57925691275372
190,89.05934339752524,201864.6044963688,143.24482829205084,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,190.0,51.0,1,57.89407947561578
191,91.41105244721015,220873.6724345071,155.88297686127132,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,191.0,81.0,1,84.44265076473982
192,80.5851341082897,177534.358294735,128.43430571164447,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,192.0,51.0,1,161.00192277347128
193,79.61826041892319,174757.51061219312,128.30681133103738,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,193.0,51.0,1,173.00192277347128
197,74.54872245836424,182607.08829003925,133.16697424718498,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_46_55,sex_female,197.0,61.0,1,29.9109630726376
199,83.94913832582525,210263.1325431553,147.230545968575,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,199.0,81.0,1,74.22872062148701
200,89.54608892920128,211574.83665815945,154.20705123463708,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,200.0,81.0,1,99.5346438428765
