,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
16,27,sex_male,Size_1,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,173066.9124157273,71.48915173950834,113.72316685262588,55.23882681564246,36.58945914850999
17,28,sex_female,Size_1,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,109068.12877971913,68.45433666410776,85.86617846321143,55.23882681564246,0.0
18,29,sex_male,Size_1,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,98176.14048578255,33.57099883855265,77.58745503355246,55.23882681564246,45.238852924789775
19,30,sex_male,Size_1,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,96121.91703993012,67.09449447448029,73.49666817675282,55.23882681564246,43.48321581402934
20,31,sex_female,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,187641.1095905992,79.2897425029554,135.95343481448268,55.23882681564246,96.46751178166737
21,32,sex_female,Size_3,age_19_25,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220389.17572044535,64.25658082048909,159.6771262243932,55.23882681564246,6.857016869134298
22,33,sex_female,Size_6,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,148903.1149301132,49.523050459128804,113.54429092061145,55.23882681564246,17.877554861473882
23,34,sex_female,Size_4,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,87557.54663136069,35.05517231076803,60.34748215637893,55.23882681564246,29.496595491077784
24,35,sex_male,Size_4,age_46_55,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,186868.82448459906,56.98798621074343,132.3347531102001,55.23882681564246,76.21012731513338
25,38,sex_male,Size_7,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217132.52779097212,54.171955262039596,154.15780736829873,55.23882681564246,16.882646650586896
26,39,sex_male,Size_9,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,186918.96946350604,51.2000687425687,143.1159996704364,55.23882681564246,29.355041774477787
27,40,sex_male,Size_9,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,190754.07425209437,84.49949462154883,125.4576851625559,55.23882681564246,8.039723017977728
28,45,sex_female,Size_7,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,194658.73888731276,56.8795333592305,142.34134955075774,55.23882681564246,89.306862703297
29,46,sex_male,Size_5,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,178563.40670420334,55.91212123011738,130.3726725389757,55.23882681564246,63.650742472362104
30,48,sex_male,Size_6,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,192434.90672837434,85.6458494181169,129.41485935186435,55.23882681564246,0.0
31,50,sex_male,Size_8,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,186136.68305254544,56.6600065163062,125.27059386112943,55.23882681564246,81.10296533230701
32,51,sex_male,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,221800.27555464316,94.8789756084603,164.83115806101222,55.23882681564246,36.61762927801152
33,52,sex_male,Size_6,age_36_45,Education_High_School,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,177282.6234781853,82.90221928670674,128.85447337063877,55.23882681564246,48.44605338083548
34,53,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,99781.88718420874,65.26923717594914,76.72231846736838,55.23882681564246,133.82361595839157
35,54,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223639.55723124248,91.30125576018874,159.53952599263062,55.23882681564246,130.98942776741356
36,55,sex_female,Size_2,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,154486.74180649154,44.59480955355723,112.83325335371705,55.23882681564246,80.73047000654263
37,56,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,56661.88145483328,24.287112064329236,34.98248299769878,55.23882681564246,117.89242478556731
38,57,sex_male,Size_4,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,125158.21383697542,73.43237305253463,84.99859967589165,55.23882681564246,57.998510639816814
39,58,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229766.27959814275,86.7620656004696,166.38308904900592,55.23882681564246,135.18326211740677
40,59,sex_male,Size_5,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,138641.826490254,76.32107057795095,103.02411938865826,55.23882681564246,58.53367671684265
41,62,sex_male,Size_6,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,144646.21758059482,45.7355151020672,96.94220138164208,55.23882681564246,16.82101902834543
42,65,sex_male,Size_7,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226625.0337887773,61.18753993838541,168.2873874979788,55.23882681564246,120.06840539487926
43,67,sex_male,Size_8,age_26_35,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,277600.20705680415,71.15357850191512,199.20798774649634,55.23882681564246,84.6691892287714
44,68,sex_male,Size_6,age_36_45,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208084.9075981216,60.163401131933185,143.17303384337612,55.23882681564246,64.59108668552949
45,69,sex_male,Size_7,age_36_45,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226306.21739096247,62.903494531845226,149.57330389104126,55.23882681564246,123.63462929134366
46,70,sex_male,Size_7,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,166006.20574422515,48.231790734972634,124.28762762960501,55.23882681564246,18.75550001274188
47,73,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,129051.38675026839,74.12295697147644,98.28713724349085,55.23882681564246,54.637081995057784
48,74,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,103400.1796404636,66.37232748108633,78.11605367711515,55.23882681564246,133.82361595839157
49,76,sex_male,Size_2,age_56_65,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,194202.0849901785,51.83942794874991,128.0994998143231,55.23882681564246,52.28626702668071
50,77,sex_female,Size_3,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,68590.06199926442,28.303161879639756,45.060960267285,55.23882681564246,46.62194253869972
51,78,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,142626.2169794884,42.36922286595635,91.38372934743388,55.23882681564246,66.40687141380097
52,79,sex_male,Size_5,age_19_25,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,113391.35419831521,67.93782876695957,73.72979922688941,55.23882681564246,0.0
53,81,sex_male,Size_1,age_19_25,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,114016.92568386528,38.33846744324094,81.62567192509022,55.23882681564246,0.0
54,83,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,180126.37929957878,79.74860011944855,129.38343234284196,55.23882681564246,123.36363539640779
55,84,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196015.62804481853,59.62003436678921,147.67023687301307,55.23882681564246,102.28271736696915
56,85,sex_male,Size_2,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,102447.21538242241,33.914562562765326,64.24605496118605,55.23882681564246,107.62659362128309
57,86,sex_male,Size_5,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,235817.7807897722,91.73515481721962,174.16368875072155,55.23882681564246,74.29151645161647
58,87,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,158347.50364294095,76.97113171652205,101.98993876392889,55.23882681564246,44.17710143307404
59,88,sex_female,Size_1,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,216436.10938884527,89.87503103334329,157.988282320041,55.23882681564246,41.00742362639746
60,91,sex_male,Size_4,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,111233.01286997813,69.71175093741336,70.20479324430532,55.23882681564246,18.99800899219837
61,92,sex_male,Size_7,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,227814.09610144323,92.7167249119947,152.57093805912606,55.23882681564246,104.19216389699862
62,93,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,262844.459407453,97.4640311358665,193.36433057566487,55.23882681564246,51.63992005132328
63,94,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196011.4492707958,88.2607737243302,138.40240724259957,55.23882681564246,104.72091460620192
64,95,sex_female,Size_1,age_76_85,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,80791.2569381712,25.828784587170063,52.53579177821226,55.23882681564246,0.0
65,102,sex_female,Size_6,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,151369.50703155494,74.36703662209133,117.0158305614435,55.23882681564246,16.12191775071345
66,103,sex_male,Size_6,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,145313.04353283235,77.72321570100297,107.96509255301464,55.23882681564246,43.01804136545388
67,105,sex_female,Size_6,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,148760.59000671087,81.47341693292508,111.42330617138971,55.23882681564246,0.0
68,106,sex_male,Size_7,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,219975.00654681135,92.81734577732674,155.93984227254415,55.23882681564246,65.68500682745714
69,107,sex_male,Size_6,age_76_85,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,161491.94341236522,79.81483401619613,111.40775846480612,55.23882681564246,0.0
70,108,sex_male,Size_7,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,209512.68981972465,89.62412797953525,154.04191509908006,55.23882681564246,59.9674158352642
71,109,sex_female,Size_7,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,218237.84768627997,87.31279722589802,160.61067301278968,55.23882681564246,15.384463936939094
72,110,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,164321.3218607242,82.33284814509484,108.9906278941245,55.23882681564246,61.86392971665869
73,113,sex_male,Size_4,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,136057.14306489914,43.40363265615115,97.8414778391504,55.23882681564246,0.0
74,115,sex_female,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,183097.31521696813,55.02433985366534,122.54641490943493,55.23882681564246,105.84894126343353
75,116,sex_female,Size_1,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,105748.64616269649,33.11181540955914,79.06215932570079,55.23882681564246,18.34272931004934
76,118,sex_male,Size_1,age_66_75,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,108739.12637493588,62.17955101325349,85.67836055987752,55.23882681564246,0.0
77,119,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,146133.93783819184,39.44533106240373,95.240425455483,55.23882681564246,115.68584704811815
78,120,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,174599.50103520922,47.41733143520493,117.59143083002202,55.23882681564246,49.82933326561931
79,121,sex_male,Size_7,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,112654.30275871183,66.41136563532659,75.63710083922447,55.23882681564246,93.39909227893334
80,123,sex_female,Size_7,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,210917.41658837933,89.50620767350608,157.36451863718827,55.23882681564246,0.0
81,124,sex_male,Size_3,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,145535.40335349148,69.10832888861908,106.119992236069,55.23882681564246,110.06479086051584
82,125,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,74909.15434338183,57.58258410003776,49.653374666930496,55.23882681564246,93.07610240671355
83,126,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,195089.28416102263,83.13912527786944,126.7353020549304,55.23882681564246,121.55600230836346
84,127,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,144024.03044819835,47.86173593950863,95.77101142255273,55.23882681564246,133.3726753317028
85,128,sex_female,Size_5,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,219332.21971076124,59.79879870002136,159.97407777225447,55.23882681564246,22.933209650878872
86,129,sex_male,Size_5,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187213.40474122835,81.0057551695205,139.69953568019346,55.23882681564246,0.0
87,131,sex_female,Size_1,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,117034.86605019777,40.906529926051704,75.4538845825831,55.23882681564246,0.0
88,135,sex_male,Size_7,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,242481.3168314002,90.83568532249215,161.8418801313317,55.23882681564246,45.479762803631395
89,137,sex_male,Size_5,age_76_85,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,159802.91609893498,79.39052974199193,121.53993914576343,55.23882681564246,0.0
90,139,sex_male,Size_2,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,147296.16369201755,75.8967149262337,108.44291694522444,55.23882681564246,123.55778479410726
91,140,sex_male,Size_6,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,271451.78321937827,101.50666031322389,202.47619996983624,55.23882681564246,40.1838531744759
92,141,sex_female,Size_4,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,123116.31521688146,73.09780522452057,94.49685409063869,55.23882681564246,0.0
93,142,sex_male,Size_4,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,178623.26679369112,78.75797471836263,131.0255636116003,55.23882681564246,0.0
94,143,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180910.66653255225,51.172089161380086,129.218654820042,55.23882681564246,98.43174215862571
95,144,sex_female,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,124219.61650769335,71.04251273606829,96.89252313425524,55.23882681564246,66.17997879197311
96,145,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Rural,106992.00537643551,64.18601301274249,82.80456215940016,55.23882681564246,79.85318587160842
97,146,sex_female,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201502.05228539804,57.9929411650635,142.76182742216997,55.23882681564246,39.51074779906051
98,147,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,182645.3719592114,52.51534689980654,128.84339779180397,55.23882681564246,142.80610079075285
99,148,sex_male,Size_3,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,156385.21173586525,77.45605164924932,118.82691509297467,55.23882681564246,114.12435933505719
100,150,sex_male,Size_4,age_66_75,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,142412.0069384771,46.454000804861494,108.72972316286435,55.23882681564246,15.540045542848612
101,151,sex_male,Size_4,age_56_65,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,207839.22794857962,62.24229059677036,136.01019481920568,55.23882681564246,4.413821155974859
102,153,sex_female,Size_4,age_26_35,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,227040.52231171445,97.58556987386302,180.2377532872007,55.23882681564246,26.24469322559872
103,155,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217561.00135805184,87.41713685583427,155.61510793476174,55.23882681564246,50.24488908705479
104,156,sex_male,Size_6,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219515.9686235357,91.50702793824148,144.5449851576513,55.23882681564246,53.81111298351917
105,157,sex_female,Size_6,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,271222.28701954294,102.21273421099139,195.8332524972388,55.23882681564246,26.91498936877873
106,158,sex_female,Size_4,age_46_55,Education_College,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,206423.34086688198,60.03165272179214,136.9398154231527,55.23882681564246,42.356250479765585
107,161,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,156826.86871573274,77.13318941150987,107.5729179185184,55.23882681564246,44.17710143307404
108,162,sex_male,Size_4,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237368.69695378598,95.06412962227431,168.04905900914736,55.23882681564246,44.11648024908925
109,163,sex_female,Size_1,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,131337.589072675,72.46920540427404,97.27486282164004,55.23882681564246,0.0
110,164,sex_female,Size_3,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,75889.62056129206,29.686131653647262,49.98136943675703,55.23882681564246,85.62244418631819
111,165,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,63464.44219334798,56.49768997880786,39.7643622637549,55.23882681564246,102.50952786576364
112,166,sex_female,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,71719.18298828212,55.128376588683395,47.334402341606605,55.23882681564246,93.30023253460782
113,167,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189234.73217920098,81.40052513570095,136.54630841698471,55.23882681564246,69.77998143312483
114,168,sex_male,Size_4,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,114145.9533258227,37.11567447931763,72.08153880913406,55.23882681564246,55.694579276035874
115,169,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,201904.1648932635,53.338678943336944,146.42311238664567,55.23882681564246,45.93273854383445
116,171,sex_male,Size_3,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,164657.5362205777,79.28066120295458,109.96407175372616,55.23882681564246,77.13710484892954
117,173,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232589.37179479326,86.48383161666067,163.97259475705008,55.23882681564246,68.21745819950495
118,174,sex_male,Size_4,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,236669.1106960208,89.35664548256914,185.73681468596857,55.23882681564246,74.45449020437297
119,175,sex_male,Size_5,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,222610.5458545905,84.22234689284232,149.47725983626728,55.23882681564246,0.0
120,177,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,82595.42819947719,59.78160608392815,53.28683381641759,55.23882681564246,68.26434180410106
121,178,sex_male,Size_5,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173918.20247327426,50.497420002441466,118.5988307746734,55.23882681564246,4.744191981295333
122,179,sex_female,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,134497.0163379671,75.00975123605718,90.99880582991953,55.23882681564246,34.99898174686123
123,180,sex_female,Size_2,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,214773.86952064533,84.90079896387314,164.37452828323566,55.23882681564246,109.05807226938165
124,181,sex_female,Size_2,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,111165.40016354273,68.38385319674998,84.8059869978157,55.23882681564246,93.30023253460782
125,183,sex_female,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,225608.9948357759,98.97318694918881,163.04848658920147,55.23882681564246,0.0
126,185,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213330.52656534337,56.202161475527994,157.28628083736572,55.23882681564246,54.247297743506785
