,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
68,102,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,216794.28269240065,91.07163317287684,160.16458460410016,58.670438472418674,60.82053229505852
69,103,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,174950.84621805255,81.12375398728564,126.45489426785002,58.670438472418674,8.80229427427376
70,104,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,128170.46745599329,66.88402971178483,79.17044163861345,58.670438472418674,0.0
71,105,sex_male,Size_3,age_19_25,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,101905.82036459133,62.09742079693945,75.02577563645639,58.670438472418674,15.858539188759872
72,106,sex_male,Size_3,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,107632.0915860445,64.482200223554,69.00527532141096,58.670438472418674,142.33254202660635
73,107,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,185377.59134243117,80.22672624684945,138.3239581783409,58.670438472418674,145.3818272362979
74,108,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,188284.35821323094,85.93332238764926,135.64306154776048,58.670438472418674,122.31367853679318
75,109,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198546.5809429752,87.5458396464949,143.89127767162924,58.670438472418674,139.4303531859007
76,110,sex_male,Size_2,age_46_55,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,148223.60817187556,81.67845279072925,105.83694215135776,58.670438472418674,126.75398183718602
77,111,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,227441.75909078945,93.99195005382032,176.93578820138376,58.670438472418674,140.02130119413624
78,112,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,186527.97257248106,84.8867273334768,136.10062353620907,58.670438472418674,145.3818272362979
79,113,sex_male,Size_3,age_0_18,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,97753.49270095762,66.13052807504867,73.70094577107137,58.670438472418674,0.00017278358750216823
80,114,sex_male,Size_5,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,263101.0204131428,102.14766094490084,193.17177421569278,58.670438472418674,0.0
81,117,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,215779.68081894206,96.23088296744231,159.85125854607287,58.670438472418674,64.03109763166238
82,118,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,131025.19749482228,78.13545773205158,100.72905742541695,58.670438472418674,67.95898744572521
83,119,sex_female,Size_4,age_0_18,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,172686.52752923613,77.09833690744446,124.6803324894167,58.670438472418674,0.0
84,121,sex_female,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,134448.30732704353,78.11727601406167,103.84948692862945,58.670438472418674,64.74842210912136
85,123,sex_male,Size_6,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,201530.6980866195,82.31392259067837,134.5588186680592,58.670438472418674,0.0
86,124,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,107745.64181966112,64.71162311541882,70.280163403097,58.670438472418674,0.4843141802504528
87,125,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,237248.46930818522,88.00424876246738,168.92400605596805,58.670438472418674,144.44972334682242
88,126,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204220.0051106904,88.572969491552,140.14988139109232,58.670438472418674,61.687450190750155
89,127,sex_female,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,177752.31331026304,80.8657008558774,115.30654082159967,58.670438472418674,134.8226372077993
90,128,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,247341.71638165644,97.1564802420363,175.49141025607796,58.670438472418674,63.181203978367535
91,129,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,232584.83968148782,94.49493233606937,165.14063218927257,58.670438472418674,128.87116315740212
92,130,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,135191.3775338424,65.23547995578254,87.43099238643272,58.670438472418674,112.68659239777003
93,131,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,156762.30346793088,80.75139309278735,102.57739812954381,58.670438472418674,33.772307801344766
94,132,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,233734.4567140212,91.10635409284869,169.00598218100845,58.670438472418674,3.355534409945308
95,133,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,77917.07511640083,56.66866434137337,51.18536323565906,58.670438472418674,50.842312796617676
96,136,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,251634.64887760114,97.26577519249702,180.12953531434843,58.670438472418674,42.13789494512558
97,138,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169471.57765502678,81.0630243001708,107.34080155625165,58.670438472418674,74.71258535270889
98,139,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,174314.00668130774,85.09051998698101,130.6044948907563,58.670438472418674,69.22355856897659
99,140,sex_female,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206607.55064584245,86.49266171497949,143.34604810087774,58.670438472418674,5.729850600889832
100,141,sex_male,Size_5,age_56_65,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,142692.1247696734,75.3502779915463,97.58138880853663,58.670438472418674,0.0
101,142,sex_male,Size_6,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,239794.94685954793,95.90236105656419,182.15356862601843,58.670438472418674,0.0
102,143,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188416.96626423707,84.2647445008677,132.95059161833333,58.670438472418674,3.53359938994201
103,144,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,204664.3284420203,83.18801309059877,148.49162013066666,58.670438472418674,37.83459383173439
104,146,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231164.1127022995,91.25222416445781,169.7313797904492,58.670438472418674,132.08172849400594
105,149,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,239043.61351451578,93.11417810521932,174.34949203172894,58.670438472418674,36.05076924847317
106,150,sex_male,Size_3,age_56_65,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,166116.0893820057,78.64835932032227,126.06853753995665,58.670438472418674,30.723022591653205
107,151,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,184495.7400311149,86.0140921041629,137.57607902387363,58.670438472418674,106.73511834737283
108,152,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,217864.82734296293,93.86477054203851,158.86163549121005,58.670438472418674,55.73597614035297
109,154,sex_male,Size_1,age_19_25,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,115335.30434283354,75.09075638162412,82.46778365064498,58.670438472418674,0.0
110,155,sex_male,Size_5,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,193576.3456398599,88.03190166578024,136.00087544207676,58.670438472418674,0.0
111,156,sex_male,Size_5,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,128126.05396906109,71.58528492553036,99.06596502462692,58.670438472418674,77.03881659654569
112,158,sex_female,Size_6,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,159586.39531729938,79.72082026279186,118.66898073040367,58.670438472418674,39.169958512904095
113,159,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196584.55409846196,86.43012026610829,145.98091796839196,58.670438472418674,66.8542165816363
114,160,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,216923.2743167157,93.03158954587045,155.52118671398742,58.670438472418674,60.82053229505852
115,161,sex_female,Size_3,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,241080.67575802602,99.54687304306897,182.2825448832724,58.670438472418674,31.152690472976364
116,163,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,137511.43135318774,70.06875038459289,89.44361715498583,58.670438472418674,0.0
117,165,sex_male,Size_5,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,83317.88958348906,59.37357059586048,54.733536540144634,58.670438472418674,13.718199404851388
118,168,sex_male,Size_3,age_56_65,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,167680.72406401476,77.82900992065802,122.4200246372303,58.670438472418674,30.723022591653205
119,170,sex_male,Size_4,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,96935.93391933698,66.16902405648223,63.32519662084594,58.670438472418674,0.0
120,171,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184200.6718241346,82.22876556314827,129.6261160831629,58.670438472418674,129.80326704687752
121,172,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,104098.96052698971,63.6976953493903,80.98846785989866,58.670438472418674,119.74283731225617
122,173,sex_female,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197483.26655845816,84.14334377442843,145.7721330523236,58.670438472418674,0.32303405333813623
123,174,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,232091.01285021153,89.54212836141011,162.21455243743995,58.670438472418674,121.38157464731773
124,175,sex_female,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,183825.4411675449,83.06120969406774,138.64980374396967,58.670438472418674,0.0
125,176,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,137056.41202909363,70.93781537177267,86.25572741968226,58.670438472418674,82.06121004460361
