,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
10,15,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,135877.45168097262,49.87628522650571,103.30582000022159,52.96629213483146,71.1277353092352
11,17,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,187993.08244830623,77.55740859110085,136.3668813229947,52.96629213483146,84.4027880879162
12,19,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,118489.35756495259,29.014655943117184,90.67780268056552,52.96629213483146,106.94687612037397
13,20,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,125847.03933502878,29.4299843607825,93.04451108585138,52.96629213483146,66.51435478324886
14,21,sex_male,Size_1,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,161432.3160693683,46.231694365894256,117.6037319970836,52.96629213483146,1.497661197088507
15,23,sex_female,Size_1,age_26_35,Education_High_School,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,84069.64998491634,51.93213051664616,51.05288515014706,52.96629213483146,0.0
16,29,sex_female,Size_1,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,138883.66763875462,68.38831538250794,102.77667178669756,52.96629213483146,47.131883544150604
17,30,sex_male,Size_2,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,95040.39549254248,37.850160366040434,73.09272828636743,52.96629213483146,60.56862011417878
18,31,sex_female,Size_3,age_56_65,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,248147.11299362607,64.94629704665104,174.20415889034498,52.96629213483146,74.48088723944119
19,32,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,192969.81893435892,81.66899582494017,137.75309296787262,52.96629213483146,87.20744154666964
20,33,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,112431.91708711379,31.156642166076693,84.87345136491065,52.96629213483146,79.3047693349882
21,34,sex_male,Size_1,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,141761.85208013744,39.43073802532891,103.77658543594306,52.96629213483146,31.14714450330354
22,35,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,108380.61502386702,37.41090402081295,84.88082781457508,52.96629213483146,111.74577283727653
23,36,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,158649.76483903985,39.1857735595741,104.03908685647377,52.96629213483146,39.20880459862237
24,37,sex_male,Size_4,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,106874.89044127533,56.72269843120452,80.67727049060306,52.96629213483146,0.0
25,38,sex_male,Size_1,age_76_85,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,82169.86790268462,54.90312294814013,56.48008771856112,52.96629213483146,0.0
26,40,sex_male,Size_5,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,146675.91954078383,66.78792101364603,101.2758296934966,52.96629213483146,31.552757830787826
27,41,sex_female,Size_5,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,97992.29424033056,54.40268772125167,66.66094437658826,52.96629213483146,62.540949610774945
28,42,sex_female,Size_6,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,213161.23033758267,59.44955943906651,157.65824450974563,52.96629213483146,0.0
29,45,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,193578.58602410817,49.91240142029303,138.8857208245602,52.96629213483146,39.43706396135598
30,46,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Rural,197363.1373645161,43.96004851954559,145.18373413152295,52.96629213483146,44.68874445928323
31,47,sex_male,Size_2,age_36_45,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,175060.88489198804,54.32245757154081,110.06905799329093,52.96629213483146,99.25730425534032
32,49,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,144743.5285971256,34.95880387090317,91.57035106007534,52.96629213483146,97.73705489530357
33,51,sex_female,Size_3,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,127582.16614508464,36.42620625279783,96.88439551408368,52.96629213483146,100.39176824479665
34,57,sex_male,Size_2,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,69291.44870573208,31.169783737528924,45.32368868224213,52.96629213483146,51.76888284048023
35,58,sex_male,Size_1,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,116324.48269864154,73.41350903145828,73.57900299953667,52.96629213483146,9.063776808010678
36,59,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197900.62866825072,82.14932566088459,145.62848893883088,52.96629213483146,88.8843406095183
37,60,sex_male,Size_3,age_66_75,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196630.36335881456,88.02494537335495,141.39525723181313,52.96629213483146,65.2833658504245
38,61,sex_female,Size_1,age_66_75,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,152354.86963255127,50.216808452709536,100.99538016984778,52.96629213483146,12.068446536738449
39,64,sex_male,Size_1,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,91162.88578499315,30.778043702367242,70.05950257537184,52.96629213483146,52.338257319427
40,65,sex_male,Size_1,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,95645.90796985231,62.62902583405344,71.69288094105974,52.96629213483146,56.78237527629528
41,66,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188545.51165727628,82.45997336148078,136.63230366834802,52.96629213483146,47.00317957227813
42,67,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,132056.45242449027,71.21046387207961,98.50946707078097,52.96629213483146,40.61927178963924
43,69,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,247250.7143100938,96.3693299077609,174.06628098568385,52.96629213483146,75.7517601640508
44,70,sex_female,Size_3,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,77242.01397516455,59.1301665585344,48.96202559364077,52.96629213483146,126.0536128152749
45,73,sex_female,Size_3,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Urban,153403.47458200672,39.35266723968007,111.99666672041198,52.96629213483146,83.56152952537504
46,75,sex_male,Size_6,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188270.40848548702,53.35506850383161,127.69356337986386,52.96629213483146,0.0
47,79,sex_male,Size_5,age_19_25,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,157280.94868829934,47.39725806823063,117.12226438278275,52.96629213483146,0.0
48,81,sex_male,Size_6,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195907.4356188369,57.83128574514076,145.16856429202292,52.96629213483146,1.305118665863985
49,82,sex_male,Size_7,age_26_35,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,186150.5518350963,54.469826850580006,136.90844317929955,52.96629213483146,57.53571538428015
50,83,sex_male,Size_6,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,140005.01267736655,35.86399688195141,102.07103572198157,52.96629213483146,48.35521891364674
51,84,sex_male,Size_4,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,96142.48208306909,30.886727757426446,63.25117493601696,52.96629213483146,20.882739329184766
52,85,sex_male,Size_4,age_56_65,Education_College,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Urban,256006.83801450787,59.980261639184164,175.1328856303112,52.96629213483146,0.0
53,86,sex_male,Size_3,age_36_45,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,172441.91017817464,50.00291442650675,124.64812459075682,52.96629213483146,101.7629594723045
54,87,sex_female,Size_2,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,162352.63509451732,45.45288166897682,123.00618210434453,52.96629213483146,57.09212241383781
55,88,sex_male,Size_6,age_19_25,Education_High_School,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,167106.1971100389,75.56417021467531,123.52256699947802,52.96629213483146,0.0
56,90,sex_male,Size_5,age_66_75,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,258001.90999648214,71.76191241348229,195.80981629371055,52.96629213483146,20.2212103655149
57,93,sex_male,Size_6,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,146205.6658942142,46.588194853361394,97.1355802483956,52.96629213483146,27.39590656916677
58,94,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,81009.6316363422,35.90734520160692,52.307780947967764,52.96629213483146,90.52804622366654
59,95,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196187.05484285744,61.43910286821656,146.038706017644,52.96629213483146,58.981432621027146
60,96,sex_female,Size_2,age_36_45,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,223163.56886978002,61.24709668320095,164.5313237609659,52.96629213483146,109.12102627647042
61,97,sex_male,Size_2,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,157438.03315645436,43.65765508617066,112.86868624151805,52.96629213483146,47.228400392707684
62,98,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,230678.88367192462,88.35576348110962,158.20321218886903,52.96629213483146,47.531114122134376
63,99,sex_male,Size_4,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,238400.08309250153,95.55195414341048,184.97424097017935,52.96629213483146,41.43483182438384
64,100,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,187927.1074895379,57.00054871803645,139.34050191152545,52.96629213483146,68.64984951871263
65,101,sex_male,Size_3,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,129067.97045287654,33.931660871453424,99.83215037248434,52.96629213483146,59.63836160346118
66,102,sex_female,Size_5,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,186347.35751538622,56.29928712795146,139.57614011407344,52.96629213483146,29.14246036568
67,103,sex_female,Size_4,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,162114.56177367136,75.59330404931798,120.46951843740041,52.96629213483146,39.449834133109164
68,104,sex_female,Size_5,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,146659.48090445,42.9334764934606,111.54479103819762,52.96629213483146,24.821149240291092
69,105,sex_female,Size_5,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,224927.00471087167,58.872550232189774,163.30847069105477,52.96629213483146,24.47312158838217
70,106,sex_female,Size_4,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,174808.8216124887,49.72949029725484,127.09445439394592,52.96629213483146,55.418764459898995
71,107,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,201358.6881405968,52.30211344125627,144.8551711162107,52.96629213483146,52.10543944123949
72,109,sex_male,Size_5,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,225852.6219231212,90.58252437217112,162.86179075244905,52.96629213483146,25.438320462284807
73,110,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,82779.18566544866,53.99406828497316,53.83962901615873,52.96629213483146,54.539642843409716
74,111,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,104751.72982045251,40.904721078806446,80.17342104022842,52.96629213483146,99.07739735739298
75,112,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,171011.27362253194,77.69800956308458,113.78818231646058,52.96629213483146,48.266303081476984
76,113,sex_female,Size_4,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122764.84058592143,77.77139960474243,81.83544088349943,52.96629213483146,81.08060903037723
77,114,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,214774.63879388644,91.91007929009288,158.15340630220774,52.96629213483146,0.0
78,116,sex_male,Size_4,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,153201.88209131893,73.14477210733138,110.17615133233942,52.96629213483146,32.708109766032926
79,119,sex_male,Size_4,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,128429.38386882194,43.952510761315395,84.87079512239015,52.96629213483146,16.342256881412226
80,120,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,136868.86611448578,41.97687626889978,88.93039721580409,52.96629213483146,71.77184717276651
81,121,sex_male,Size_4,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,137170.29134708416,42.43465378597199,105.61728714917788,52.96629213483146,20.882739329184766
82,122,sex_male,Size_3,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,127979.603937786,29.827367928212276,96.84463824870973,52.96629213483146,62.760359257515056
83,124,sex_male,Size_2,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,152798.5142373216,66.25052452686404,111.9759130893292,52.96629213483146,82.3304024981378
84,125,sex_male,Size_3,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,128432.80325461016,71.64559723360799,98.21935299409073,52.96629213483146,68.88137627723204
85,126,sex_male,Size_5,age_66_75,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,158505.7590875172,81.61984337985807,117.50912591871362,52.96629213483146,34.648141687355206
86,127,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,124594.79597728385,73.82774710927893,94.85094879313078,52.96629213483146,72.63537180296582
87,128,sex_male,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,225042.46010724286,57.82768891675223,164.16497596186304,52.96629213483146,81.1615752957842
88,129,sex_male,Size_1,age_26_35,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,142014.6504610267,45.38167244877371,101.79998118787529,52.96629213483146,3.846666711240774
89,130,sex_male,Size_1,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161438.77535563367,51.747662088452884,116.66661792004027,52.96629213483146,4.6196588511423915
90,131,sex_male,Size_2,age_76_85,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,245395.64479657865,93.42690940627043,174.62496104736783,52.96629213483146,16.111595702590296
91,132,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,203077.42544041853,74.358739946036,148.15568882653704,52.96629213483146,23.054358080916312
92,133,sex_male,Size_5,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,149252.00719069032,46.06331836970325,114.35818249689653,52.96629213483146,23.819220792322433
93,134,sex_female,Size_2,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,175391.00894880324,52.14396567062072,123.77362818172347,52.96629213483146,58.10052325618464
94,135,sex_female,Size_4,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,163769.8757215853,61.81348672389055,121.47298964273453,52.96629213483146,76.28171231347469
95,136,sex_male,Size_9,age_19_25,Education_High_School,AC_no,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,153212.90788174802,44.24108035095597,101.38001887552223,52.96629213483146,8.878345970389532
96,138,sex_male,Size_4,age_19_25,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,101928.69559545744,34.39761889739369,64.9658607543358,52.96629213483146,0.0
97,139,sex_male,Size_2,age_66_75,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,153930.5084913336,50.798095811754315,102.47027959333259,52.96629213483146,48.94386455357433
98,141,sex_female,Size_4,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,147378.39167957293,48.872052463450515,94.84605641989235,52.96629213483146,0.0
99,142,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,210722.06522374658,59.801295717712954,153.48104269935746,52.96629213483146,2.313519508210807
100,145,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,123665.82080782746,40.2361154898577,80.71516048842459,52.96629213483146,51.35879888910837
101,147,sex_female,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,217389.8129053794,89.16433559002648,156.34956687856422,52.96629213483146,13.499361832155335
102,149,sex_male,Size_5,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,227031.12740709656,87.51395291588364,165.89954011015533,52.96629213483146,22.316322808230932
103,151,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,185840.9616794043,36.43381346675392,134.8341912278431,52.96629213483146,69.09199967321948
104,152,sex_female,Size_7,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,241922.6739550003,74.35395845282994,180.65282924212556,52.96629213483146,80.02114925771669
105,153,sex_male,Size_1,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,168612.59427694968,46.97919418182492,122.25198687524845,52.96629213483146,43.12843609435661
106,156,sex_male,Size_3,age_66_75,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,252651.74672543892,68.7195257742656,179.75738588842034,52.96629213483146,71.00196815647554
107,157,sex_male,Size_2,age_66_75,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,165523.26558467335,48.87183110369584,120.92600208367266,52.96629213483146,56.73520098492604
108,158,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188450.0305081141,51.15498203467344,137.24126274133027,52.96629213483146,102.53595161220612
109,159,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,182625.32608900274,53.15768866601564,130.66408933625902,52.96629213483146,99.41395395815226
110,160,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,122042.38035523759,68.19214905049449,91.60772381744096,52.96629213483146,94.97216418053482
111,161,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,170534.4402249879,82.00348363961622,108.99041114541824,52.96629213483146,6.757637465079094
112,162,sex_male,Size_3,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,109926.71791132203,64.4880584811508,69.58658172737694,52.96629213483146,93.55367938681611
113,163,sex_male,Size_3,age_86_100,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,209218.2025367481,89.99671677126928,153.36813396577065,52.96629213483146,406.9999926859903
114,164,sex_male,Size_6,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,187812.14371569385,86.24300087590574,121.9309372597834,52.96629213483146,0.0
115,165,sex_female,Size_6,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,142091.30471028,74.08349553860923,98.69754767332253,52.96629213483146,62.92147316077509
116,166,sex_male,Size_5,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,217964.2731619026,65.89643540316104,147.36958378380868,52.96629213483146,53.211913247626406
117,167,sex_male,Size_5,age_66_75,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,226496.31132068264,96.41700486237477,149.6113725104231,52.96629213483146,34.828048585302525
118,168,sex_female,Size_3,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,168813.32910926428,50.76642973448791,124.88725450604485,52.96629213483146,72.88249554777518
119,169,sex_male,Size_1,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,107238.57071685026,25.58776737753386,84.38827965390507,52.96629213483146,0.23084608561167183
