,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_TV,e_Urban,Income,Electricity,Water,w,wf
32,44,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,180840.28232605805,78.89213105608496,116.61505754423223,59.02521008403362,0.0
33,45,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,247515.71984685998,98.09922152277527,177.63866183301994,59.02521008403362,0.0
34,46,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,200201.0907841137,88.6187244094465,146.36311354712626,59.02521008403362,18.81756508715954
35,47,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,105702.4247635516,63.99783845378194,78.9151060926365,59.02521008403362,178.96825545884553
36,48,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,203130.0522964605,89.81390652999082,143.9870259250102,59.02521008403362,56.770403591150945
37,49,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,220809.91995669482,83.4709447776362,157.75062499529088,59.02521008403362,198.77015144899946
38,51,sex_male,Size_4,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,252401.88508060027,92.36330071608239,184.38276617180642,59.02521008403362,0.0
39,52,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,187780.29233772238,85.64617290430743,122.46270316209586,59.02521008403362,23.065565042553004
40,53,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,199455.11086661843,86.36600452712655,148.05083444244121,59.02521008403362,0.0
41,55,sex_male,Size_4,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,127397.2175726589,65.19357236222599,82.36813462374587,59.02521008403362,0.0
42,56,sex_male,Size_4,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,131370.6558472184,72.23847878680431,86.04871382725572,59.02521008403362,0.0
43,57,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,195353.31836232942,85.09614128333072,142.65664659654666,59.02521008403362,38.87400236902015
44,58,sex_female,Size_6,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,270106.7777936549,100.32013376697923,194.77000760441373,59.02521008403362,0.0
45,60,sex_male,Size_9,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,303297.0245634609,107.735195929878,210.59442187106816,59.02521008403362,0.0
46,62,sex_male,Size_6,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,242689.96176928695,95.75089653750915,171.88687913606168,59.02521008403362,0.0
47,63,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,187278.8594941742,84.59762828984832,123.0866780912493,59.02521008403362,36.2857453892575
48,64,sex_male,Size_7,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,209696.7222849421,86.794978296427,133.308490410711,59.02521008403362,2.197340665602631
49,65,sex_female,Size_9,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,252814.84083363126,103.80714701367909,173.2701533923856,59.02521008403362,65.63279777744243
50,66,sex_male,Size_7,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,215639.42605229776,91.75395298980409,157.10315185635926,59.02521008403362,0.0
51,68,sex_female,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,180896.03501734755,79.12501860583659,117.79540520344129,59.02521008403362,0.0
52,69,sex_female,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,140751.1895145129,72.29366205942658,104.66247978830732,59.02521008403362,118.51587962617874
53,71,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,111660.22038009873,66.1811384849157,87.04964668561642,59.02521008403362,176.2897012318152
54,72,sex_female,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,80228.3727052922,59.077519963497714,53.61341938144653,59.02521008403362,56.07207142202755
55,73,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,241775.49334339355,89.55695383396174,172.51955438951543,59.02521008403362,38.96429961628783
56,74,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,259329.9096935218,97.79181101909262,183.57095112046034,59.02521008403362,34.782839258277995
57,75,sex_male,Size_5,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,161982.66702349446,80.9965053918855,122.87312565482621,59.02521008403362,27.406995401651105
58,76,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,224092.68492990674,92.48377860211586,163.55460501594746,59.02521008403362,177.07833064820628
59,77,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,200171.6850077842,90.66334114560772,145.10637937746057,59.02521008403362,38.87400236902015
60,78,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,250943.89459368444,98.35310094300495,175.44249153427305,59.02521008403362,21.5626589115735
61,80,sex_female,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,181578.79667413747,80.9672491307285,132.7817490966631,59.02521008403362,0.0
62,83,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,196015.48591244628,86.10205278822657,143.37939391581443,59.02521008403362,38.87400236902015
63,84,sex_male,Size_4,age_66_75,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,174479.7048912486,81.43284951105792,132.70446601968217,59.02521008403362,0.0
64,85,sex_male,Size_3,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,120507.09508613401,70.28152321212514,92.00939968195678,59.02521008403362,0.0
65,86,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,191305.65175590743,83.39639979125383,139.6459975967813,59.02521008403362,52.96382293183491
66,90,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,218377.48313772446,90.74696917027487,165.15635101918355,59.02521008403362,0.0
67,91,sex_male,Size_6,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,196809.49100126128,92.39228547727575,144.72828321684793,59.02521008403362,0.0
68,93,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,62984.6744769016,55.72899528096354,40.076916620659304,59.02521008403362,176.2897012318152
69,94,sex_male,Size_5,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,110405.66310939795,64.87388235473807,70.54132352707798,59.02521008403362,0.0
70,95,sex_female,Size_5,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,134652.6894244532,75.47965224903831,101.08796179545804,59.02521008403362,57.20009785431325
71,97,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,120316.90616490223,74.12113268278895,79.83618465677343,59.02521008403362,148.99615316731087
72,98,sex_female,Size_4,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,148187.14609473318,80.03613651852174,114.33911753039258,59.02521008403362,0.0
73,99,sex_female,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,201335.7969239391,82.82054950711479,143.56708587429353,59.02521008403362,0.0
74,100,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,177055.43749479804,83.88041042602224,112.99225407164717,59.02521008403362,0.0
75,101,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,239692.08464186054,91.74319238956471,170.93258559010306,59.02521008403362,36.2857453892575
76,102,sex_male,Size_5,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,237051.3503530965,96.39081489566333,167.76134713621576,59.02521008403362,26.872145701869034
77,103,sex_male,Size_3,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,219960.75413060747,91.98092672429085,170.17638399111243,59.02521008403362,0.0
78,104,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,175438.7303489521,79.18650705129616,125.71523593548457,59.02521008403362,175.8600069686529
79,105,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,170889.23116659827,80.60218359369044,112.54544826500451,59.02521008403362,198.77015144899946
80,106,sex_female,Size_4,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,63713.16278148147,56.814465817596336,39.43259238353267,59.02521008403362,0.0
81,107,sex_female,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,188677.13044071713,79.28687418903898,127.96117620448621,59.02521008403362,109.08930049882409
82,108,sex_female,Size_5,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,252760.76090371658,96.5806623509154,184.0621101940636,59.02521008403362,57.9887272707039
83,109,sex_female,Size_3,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,144319.7921365073,76.27281802109324,109.21683455519252,59.02521008403362,182.28940122341461
84,110,sex_female,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,222988.23744396804,92.19916913010813,173.04112635070987,59.02521008403362,105.75041399259818
85,115,sex_female,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,79092.5068932365,56.796045707239585,51.18317236726873,59.02521008403362,53.39351719499721
86,116,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,230519.38259896828,94.3244338195129,161.86183565669884,59.02521008403362,177.07833064820628
87,117,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,230867.34590879804,97.01538123493378,159.31706810121946,59.02521008403362,23.065565042553004
88,118,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,209439.2292183852,86.24451024265831,148.4690179362104,59.02521008403362,100.0846287042663
89,119,sex_male,Size_7,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,204564.26933987506,81.6187174617483,148.4124106795802,59.02521008403362,0.0
90,120,sex_male,Size_6,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,203137.43432982467,81.60644376008015,145.54713294691734,59.02521008403362,0.0
91,121,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,224162.26488733728,90.04043831515827,161.0905203896109,59.02521008403362,0.0
92,122,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,192501.082797129,81.27236579635567,138.4060772749809,59.02521008403362,0.0
93,124,sex_male,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,130279.48989106083,69.63731485783306,93.5601929374534,59.02521008403362,100.61947840404835
94,125,sex_male,Size_3,age_46_55,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,106775.03266482631,67.36278850680239,67.20487639653958,59.02521008403362,177.61318034798833
95,127,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,185456.85398396951,84.5545463804795,135.03378996655715,59.02521008403362,193.75640819078367
96,129,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,213389.59248504168,91.33046604465416,167.35429982847614,59.02521008403362,90.53256699749772
97,133,sex_male,Size_6,age_19_25,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,122687.7039944469,68.34013492362995,92.10072054482664,59.02521008403362,0.0
98,134,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,111460.70443591752,67.0722852063543,83.01275657672238,59.02521008403362,24.955489853192685
99,135,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,114511.90438258286,68.73674647056644,85.28399741064392,59.02521008403362,22.27693562616235
100,136,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,171853.52606101436,82.85436513201957,109.77444382795456,59.02521008403362,0.0
101,138,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,137280.71025640436,67.48249182797252,92.50295662402587,59.02521008403362,191.75874154238772
102,139,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,105336.63195326815,68.38112892271145,81.89334202798882,59.02521008403362,128.92326304043618
103,141,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,196541.3277724584,83.42394355335936,145.7381616729718,59.02521008403362,0.0
104,142,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,226629.1662908497,93.20657175519695,155.29562653517007,59.02521008403362,194.97473187033665
105,143,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,203489.52624443214,89.90718529585679,141.7986941029993,59.02521008403362,56.770403591150945
106,144,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,188970.61595672183,83.47406867530336,144.11429712495337,59.02521008403362,193.75640819078367
107,145,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,137228.42615727737,65.6440697051376,86.56340076409018,59.02521008403362,191.75874154238772
108,146,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,221263.67896531124,86.25733715585066,156.54556574463632,59.02521008403362,117.98102992639667
109,147,sex_male,Size_2,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,104274.85897787752,66.92786199326997,78.02804003753455,59.02521008403362,197.9815220326086
110,148,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,174992.19707730642,82.78605423709475,126.91312980972592,59.02521008403362,165.40323657316728
111,149,sex_male,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,154548.73092481747,76.63018090773649,109.02146062017208,59.02521008403362,24.820524226842675
112,151,sex_male,Size_4,age_19_25,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,56472.62215336943,58.79055894331926,34.24325964747328,59.02521008403362,0.0
113,152,sex_male,Size_4,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,212994.95329368854,85.66179027410378,154.29135036138229,59.02521008403362,0.0
114,153,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,221238.6871680994,89.2483830082042,160.2193317100223,59.02521008403362,179.7568848752366
115,154,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,211656.01897361391,83.89998629931002,154.66454581817462,59.02521008403362,102.76318293129663
116,157,sex_male,Size_7,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,153755.97860980543,80.40642575956979,114.8266451915551,59.02521008403362,78.40241319315153
117,158,sex_male,Size_7,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,262474.6898808709,97.85780547860398,186.70363759705023,59.02521008403362,65.97086226283811
118,160,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,174867.50592435824,82.61742127221632,117.93387114425191,59.02521008403362,163.85815030150175
119,161,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,216347.6729459119,89.53357311994722,153.23072239471426,59.02521008403362,0.0
120,162,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,190700.00790130236,82.72664813356916,141.35419095531563,59.02521008403362,35.067421709704114
121,164,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,103579.78603543031,66.93215012066696,80.52632573205639,59.02521008403362,163.06952088511113
122,165,sex_male,Size_2,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,184927.15400058625,88.56283601494584,139.1523054329202,59.02521008403362,64.77917134788221
123,166,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,175238.95934559172,81.65286114782343,116.50297275995675,59.02521008403362,196.0915972219689
124,167,sex_female,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,250659.59489524053,98.42481862180539,183.7109160420736,59.02521008403362,0.0
125,168,sex_male,Size_5,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,241527.1709106621,95.3280702497172,171.33968514620665,59.02521008403362,26.872145701869034
126,169,sex_male,Size_5,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,134921.61671145697,75.90338735918839,101.1720966776115,59.02521008403362,0.0
127,170,sex_female,Size_4,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,153727.2135119709,77.71046561126526,112.93445396703447,59.02521008403362,0.0
128,171,sex_female,Size_4,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,157284.59367398388,78.28844677125731,116.15042064047616,59.02521008403362,41.49681596446545
129,172,sex_female,Size_4,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,165443.7840943867,83.54713799654373,124.47003082874978,59.02521008403362,0.0
130,173,sex_male,Size_4,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,231571.7042411645,96.35304496482726,176.20075283632815,59.02521008403362,0.0
131,174,sex_female,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,226491.40760144292,91.802991164544,163.60989515804545,59.02521008403362,0.0
132,175,sex_female,Size_4,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,210406.04253466567,91.79631062825703,138.7967267415414,59.02521008403362,0.0
133,176,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,214825.45937304661,83.48264352014459,156.07333626389286,59.02521008403362,102.76318293129663
134,177,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,163634.82618712363,79.65803768695801,109.50406773984832,59.02521008403362,69.99058393785502
135,178,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,55101.27409030602,56.10418980321017,33.435377367188615,59.02521008403362,163.06952088511113
136,179,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,49683.61919099394,53.28124714561781,28.794543511576276,59.02521008403362,184.7613416859041
137,180,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,183870.18080699097,82.69077666316664,125.30994996220983,59.02521008403362,181.75455152363259
138,181,sex_female,Size_5,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,200229.4403848674,79.86971405400112,138.23530005859556,59.02521008403362,47.44710115103017
139,182,sex_male,Size_5,age_26_35,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,221989.71040362635,92.4822026875653,167.90548782710263,59.02521008403362,0.0
140,183,sex_male,Size_2,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,98235.09176479295,70.44167543426585,73.69633653422882,59.02521008403362,0.0
