,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
236,94.03572333763913,241765.12431437385,177.75178132840838,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,236.0,81.0,1,1.8800497488131418
237,100.10119672036079,237874.7968622001,161.87778788991037,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,237.0,81.0,1,15.905206582624672
238,87.20685327844187,185814.32492768625,134.71463947395134,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,238.0,81.0,1,0.45593642077656504
240,92.27667708702091,225531.7449108212,159.85057822525278,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,240.0,81.0,1,154.94809392690962
241,88.28873467761228,187525.65880343353,136.9369361664445,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,241.0,81.0,1,2.148631430984328
245,93.83907337696928,220748.75672650148,167.85521883280128,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,245.0,81.0,1,32.80770109125088
246,105.99258614294978,266821.913265788,193.37656842505226,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,246.0,81.0,1,32.34872950957876
249,105.58563759709965,246688.8912032357,171.06391221605702,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,249.0,81.0,1,16.542656181842325
251,100.78837396006521,224352.35018133023,157.46067207054946,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,251.0,81.0,1,91.51228422543284
252,106.36517252546687,255119.61923041948,178.40668716618134,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,252.0,81.0,1,2.5795871008735727
254,81.2620983909549,189106.56155781925,138.10113069103423,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,254.0,81.0,1,1.051409136321435
256,89.2366019559092,211077.22410273715,154.21656840721437,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,256.0,81.0,1,71.25607674303018
257,82.21366130164392,184283.63741922312,132.9196264883405,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,257.0,81.0,1,143.40706550858164
258,86.998568836666,184762.29609272804,133.61834883829115,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,258.0,81.0,1,150.81159279303665
259,89.75337727504903,217101.9016431846,166.69694626178702,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,259.0,81.0,1,7.038558682545691
262,91.44732792362772,180370.64294202934,132.79726686820499,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,262.0,81.0,1,57.79857007894806
264,87.37019581414854,180811.91172569577,134.77161307686092,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,264.0,81.0,1,137.40706550858164
265,95.03498218903505,202078.30240952832,148.88984809051374,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,265.0,81.0,1,20.001627763514435
266,83.789260929833,182822.7803152311,129.33256456522437,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,266.0,81.0,1,125.90335104951646
268,83.54174316982767,167585.87223432615,119.04008720631091,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,268.0,51.0,1,0.6260359771976427
269,90.95856560294682,171519.56674721127,121.73609176545745,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,269.0,51.0,1,84.73066532135954
270,88.45850875733595,187257.60052965503,138.10233441925752,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,270.0,81.0,1,147.81159279303665
272,88.33180248242607,177941.61865394586,132.6632971823133,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,272.0,51.0,1,110.09572211026602
274,90.92267805618386,185204.49283227522,136.91804725772528,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,274.0,81.0,1,1.455936420776565
