,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
22,86.28828818432835,222332.84528442984,159.99865086316046,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,22.0,81.0,1,70.16172758803273
23,89.607962194802,227795.10802031515,160.48882772189947,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,23.0,81.0,1,88.87157855182758
24,78.38286349661742,169233.16380905098,124.93569104560859,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_female,24.0,31.0,1,22.745333169179766
25,84.52947929125327,193897.6805702536,141.57963971065945,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,25.0,81.0,1,18.41418124707532
26,77.78082394343906,160343.61760824302,116.27386987141537,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_female,26.0,51.0,1,111.47962242893178
27,92.35800881106628,234467.76407703594,169.5139799913596,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,27.0,81.0,1,82.7415449686078
28,91.2491099225614,216795.32636484507,155.53968467469358,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,28.0,81.0,1,20.82872241287246
29,90.18062072311828,195232.6197822156,143.28522839326172,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,29.0,81.0,1,38.323132779452095
31,69.97850098152833,129300.86528086042,85.64351562179066,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,31.0,51.0,1,108.32699439169429
32,99.479148017933,213873.431494192,155.65730823090604,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,32.0,81.0,1,84.29176117125289
33,72.3598878934466,131758.51761388127,85.70585467630798,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,33.0,51.0,1,97.61714342789969
34,82.00782925191456,189582.98437999058,142.05097394438351,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,34.0,81.0,1,106.9758787576312
36,72.89228275266021,118837.35107424845,89.0962083853337,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,36.0,31.0,1,45.68790025008093
38,80.38509200387915,168476.83279113492,123.70290823222345,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_female,38.0,31.0,1,26.745333169179766
39,95.06905944340929,255939.96792981424,178.35990693057653,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_male,39.0,51.0,1,7.006101325506101
40,80.80070719658127,194099.27908311316,133.50792576992302,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_female,40.0,51.0,1,19.370478108865665
41,71.74259949438994,141376.12331444927,103.54694621174208,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,41.0,1.0,1,180.2828578280781
42,89.7132765768442,225779.79019933124,163.46365516093374,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,42.0,51.0,1,87.37433972110787
43,69.9191092327262,123852.92925143687,93.87143715479648,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,43.0,31.0,1,9.917065539144929
44,84.25851134131528,184339.56690051823,133.86446326400915,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,44.0,81.0,1,13.544214830295388
45,83.13345865935024,175551.83504514975,128.61078750331268,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,45.0,51.0,1,81.50516631751528
46,93.17722854934208,209077.00515187587,152.4836804215672,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,46.0,81.0,1,18.201182434453195
47,77.3453404661631,181493.5381053133,136.4118605568864,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,47.0,81.0,1,74.19696080847424
48,78.97900506582751,166416.27621882845,122.4053518037208,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,48.0,51.0,1,106.74717701111953
49,80.5797163565442,171362.49220478712,124.82904055350448,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,49.0,51.0,1,83.63519990073533
50,98.36713219301474,231482.03024956078,166.53264738336009,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,50.0,81.0,1,8.004840779829445
51,84.13455827340505,179089.94252041943,117.3403072827419,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,51.0,51.0,1,94.16172758803273
52,88.65822322229387,200363.60152037427,145.79175750461403,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,52.0,81.0,1,24.193099196232026
53,91.43362697036792,208474.177846897,154.5120695707156,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,53.0,81.0,1,6.049804463715301
54,89.84925326674939,187383.11776947798,134.7332176062718,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,54.0,81.0,1,19.544214830295388
55,90.42598468707882,193656.03236229398,140.99194740313283,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,55.0,81.0,1,10.41418124707532
56,84.38811263630163,191013.96323281585,139.8354454155639,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,56.0,81.0,1,8.41418124707532
59,72.3965697348368,160545.45993874752,121.50989901968356,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_46_55,sex_female,59.0,1.0,1,67.82667148002794
61,81.75000311496595,187429.99020608762,135.71632923427237,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,61.0,51.0,1,20.955927531952646
62,86.43632468504961,184633.63367320388,132.37117583131055,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,62.0,81.0,1,108.10591234085129
63,86.26648207917181,189147.44910651835,142.528784753322,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,63.0,81.0,1,22.39915160893755
65,96.32278040522458,225686.8985722715,164.2642993480363,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,65.0,81.0,1,41.18022489096235
66,85.03243580664784,163813.91457456962,109.6381159179111,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,66.0,51.0,1,45.026175756231154
67,92.60940367398425,205430.415347804,151.23040541635118,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,67.0,81.0,1,16.201182434453195
68,86.60565152301595,217174.71239923468,153.51688114278247,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,68.0,81.0,1,62.09266060267072
69,71.65938637087788,116712.11696781631,90.2803349610401,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_76_85,sex_male,69.0,1.0,1,28.02367794540025
70,85.34703365203025,215225.67871555075,166.61551429546574,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_4,age_36_45,sex_male,70.0,51.0,1,40.81840653298472
71,98.61558568387542,235833.23159738086,165.00799712446644,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,71.0,81.0,1,23.78375872898637
72,92.28974727952141,247326.32027163135,179.10566347219572,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,72.0,51.0,1,9.508594930306906
80,73.73054242970267,144053.74668315926,93.94651385587707,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_male,80.0,31.0,1,55.72437562568874
81,85.66395257384998,166912.4057351558,124.03844689056642,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,81.0,51.0,1,89.75034225871823
82,72.26146499655981,166901.2715468668,119.5200042304813,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,82.0,21.0,1,157.1588897127769
84,96.72327129156663,246299.65918269622,170.93087517312514,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,84.0,81.0,1,5.096882228649651
85,99.56782969086706,249893.79970301304,182.49081744667012,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,85.0,81.0,1,1.9668486454295733
86,75.61978137933647,147789.83211004402,99.94190220284504,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,86.0,51.0,1,39.323132779452095
87,80.39993731723419,195184.78014331288,149.2620581678071,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_2,age_26_35,sex_female,87.0,51.0,1,72.19954063962984
88,83.30629564139113,188045.28091962734,128.46699403414792,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,88.0,81.0,1,2.1648178199137122
89,72.73866263276237,144501.56485984154,106.61598105320313,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_female,89.0,31.0,1,16.063456300280762
90,74.32545613258782,159489.42628613635,119.09053754403843,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_female,90.0,31.0,1,35.737249930958605
91,83.21898911643484,183680.67564038566,135.42372924225015,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,91.0,81.0,1,24.999997026645012
92,63.74343474814176,104531.27033133856,67.74200384011182,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,92.0,31.0,1,125.74111154320082
93,84.81108074203387,220712.16894841735,159.22744961175147,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,93.0,51.0,1,82.50437330432797
94,85.15550864816636,170686.03599167874,124.26465946160695,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,94.0,21.0,1,128.74187234095027
95,105.5990095163551,295073.3350407318,215.0684637365827,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_10,age_36_45,sex_female,95.0,51.0,1,899.9999020144949
96,95.8354926698062,265000.60851122765,202.4569523448883,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_46_55,sex_male,96.0,81.0,1,54.59008846536315
98,75.22517114428622,141322.13355473476,103.90214670163877,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,98.0,31.0,1,128.87114512642086
99,73.06226874677166,99169.25255997707,75.42774599100497,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,99.0,31.0,1,140.3867216008807
100,63.29907379958197,94327.06307445704,72.66827300622349,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,100.0,31.0,1,131.1119444817481
103,69.97205152808957,110744.99450964463,87.23433806656307,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,103.0,31.0,1,32.08044966543875
104,79.58662870156304,162461.3786028501,118.62500541244707,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,104.0,51.0,1,106.74717701111953
109,94.15126045569937,252806.37783900372,178.0589052139276,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,109.0,81.0,1,1.9668486454295733
110,78.81092020104852,166726.1700447567,120.30528621018178,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,110.0,51.0,1,80.63519990073533
112,93.67922383750206,243768.94029194835,175.00878366981152,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,112.0,81.0,1,11.096882228649651
113,75.25567984633544,154877.5037503448,115.42246060040823,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,113.0,31.0,1,11.09644880324291
114,84.7637134171664,173442.40952002036,123.03740981716093,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,114.0,51.0,1,80.63519990073533
115,74.58015236321438,127815.3871580113,87.8507879994265,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,115.0,31.0,1,39.87536675239984
116,84.06881840631485,187519.06398340422,124.14229283233144,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,116.0,81.0,1,15.08879899042848
118,78.19499003824096,145500.13360834314,97.6573419259336,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,118.0,51.0,1,20.544214830295388
121,87.99513389072166,199797.2860545805,148.28094669424297,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,121.0,81.0,1,38.323132779452095
122,79.70204282448658,162762.46758051403,108.55598437601566,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,122.0,51.0,1,6.4222644852964805
124,56.56783465193193,58043.621430354404,37.57891410192305,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,124.0,31.0,1,146.76082884768502
127,85.3379548496295,215022.46225205585,155.08444340550142,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,127.0,51.0,1,113.70347387291008
128,83.65594530746219,174586.22197200722,124.4686443743189,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,128.0,51.0,1,114.32699439169429
129,94.99186440415329,258500.67886755968,186.96646794338523,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,129.0,81.0,1,5.166973152781603
130,82.73394820089922,179313.6740850145,133.75884178455868,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,130.0,51.0,1,116.32699439169429
131,80.6115510004649,187325.56668886828,133.98895804636732,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_female,131.0,51.0,1,135.38759145928853
132,97.0213456861236,230883.3916085603,156.04178120206967,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_male,132.0,81.0,1,10.714357726150268
133,84.79546499745837,210205.1419065199,158.399888795253,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_9,age_46_55,sex_male,133.0,61.0,1,75.84371238545008
134,67.29642485558854,112574.90463220172,88.08801418099691,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,134.0,31.0,1,157.47067981147984
135,95.84739883777416,223457.30817569463,159.06043845280928,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,135.0,81.0,1,82.87157855182758
136,69.89309904624585,118990.01475028542,91.66724435542143,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,136.0,31.0,1,12.77894871770369
137,81.72201413605549,180899.2906303088,131.7433907645488,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,137.0,81.0,1,88.32699439169429
138,89.2265904606718,194673.83183976894,139.3723062819195,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,138.0,81.0,1,7.552298068516556
139,74.06794293707877,154869.69234387585,112.60895309636534,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,139.0,31.0,1,52.86728351417867
141,91.19723754539085,214154.6572408088,154.45930390310298,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,141.0,81.0,1,41.400866111711736
143,71.80573147868651,135995.85525556284,99.00210023485769,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,143.0,1.0,1,129.59106333711898
144,71.76095328011547,112024.29005967132,85.10043269584334,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_56_65,sex_male,144.0,31.0,1,21.763919079565923
145,92.12460328894308,222678.19564289495,161.48501553907658,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,145.0,81.0,1,49.96262701945062
147,75.34536278988746,154460.63299406914,115.33731285947994,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,147.0,31.0,1,57.544992361590744
150,75.25081204388356,165335.44763143486,118.94507025507224,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_0_18,sex_female,150.0,21.0,1,35.436293804839615
151,51.62111338272889,53733.62829828753,33.51504161576703,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_female,151.0,1.0,1,158.39362360018532
152,93.93247342588104,210969.8337533156,149.5452655334658,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,152.0,81.0,1,59.512843222096166
154,76.48329278720952,164080.7698906111,116.50366835741929,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,154.0,51.0,1,129.1894733927265
155,87.53539997753565,216153.5114551677,160.63167349774548,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,155.0,81.0,1,23.201182434453195
156,103.01846829100971,264632.40086074354,186.386457705002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,156.0,81.0,1,16.945891101938756
158,91.18794894599353,259053.4762580061,181.2701015088887,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_male,158.0,51.0,1,11.006101325506101
159,77.34323670036778,163779.12294350727,119.21587177804669,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_female,159.0,31.0,1,34.737249930958605
163,85.13445207705423,160751.2321668758,119.35077850543057,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_66_75,sex_female,163.0,31.0,1,28.129799346316446
166,82.2804232552844,154376.74459242914,111.7533679791181,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_female,166.0,31.0,1,10.958331981801672
167,78.53557424592353,150369.16941818624,98.74918431779732,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_8,age_36_45,sex_female,167.0,31.0,1,33.3628086666804
169,77.92138357081808,161194.44558042331,123.91795554474571,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,169.0,31.0,1,42.87536675239984
170,72.94204208564037,131824.81600016868,97.2492034071575,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,170.0,31.0,1,34.695983488302076
171,79.56630548016636,185749.6529732673,135.77942075024617,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,171.0,81.0,1,93.9758787576312
172,77.98813089833416,174505.21834079784,124.87413753962765,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,172.0,21.0,1,162.73870709335168
173,83.94979258269669,181969.6852428184,121.15409489216923,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,173.0,81.0,1,82.87157855182758
174,78.45232298039983,175217.86010431175,115.28942550815606,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,174.0,51.0,1,80.09266060267072
175,77.89403177378719,150049.22410595726,99.87106549860675,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,175.0,51.0,1,27.39915160893755
176,77.97302251918279,156758.32959843686,110.334654510253,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,176.0,51.0,1,83.05538252016058
178,68.26132545488194,99096.88218982307,73.73358736627655,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,178.0,31.0,1,137.69176186232292
179,90.10995279025863,225744.57733710422,158.6926005291984,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,179.0,51.0,1,97.37433972110787
