,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
38,73.43237305253463,125158.21383697542,84.99859967589165,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,38.0,31.0,1,54.99851063981682
39,86.76206560046958,229766.27959814275,166.38308904900592,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,39.0,81.0,1,114.18326211740677
40,76.32107057795095,138641.826490254,103.02411938865826,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,40.0,31.0,1,55.53367671684265
41,45.735515102067204,144646.21758059482,96.94220138164208,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,41.0,1.0,1,16.82101902834543
42,61.18753993838541,226625.0337887773,168.2873874979788,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,42.0,81.0,1,97.06840539487926
43,71.15357850191512,277600.2070568041,199.2079877464964,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_26_35,sex_male,43.0,81.0,1,72.66918922877142
44,60.163401131933185,208084.90759812162,143.17303384337612,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,44.0,81.0,1,54.59108668552949
45,62.90349453184522,226306.2173909625,149.57330389104123,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,45.0,81.0,1,99.63462929134366
46,48.23179073497264,166006.20574422515,124.28762762960501,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_56_65,sex_male,46.0,1.0,1,18.755500012741877
47,74.12295697147644,129051.3867502684,98.28713724349085,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,47.0,31.0,1,50.637081995057784
48,66.37232748108633,103400.1796404636,78.11605367711516,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,48.0,31.0,1,124.82361595839157
49,51.83942794874991,194202.08499017853,128.0994998143231,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,49.0,51.0,1,44.28626702668071
50,28.303161879639763,68590.06199926442,45.060960267285004,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_26_35,sex_female,50.0,1.0,1,46.62194253869972
51,42.36922286595635,142626.2169794884,91.38372934743387,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,51.0,51.0,1,58.40687141380097
54,79.74860011944855,180126.37929957878,129.38343234284196,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,54.0,51.0,1,111.3636353964078
55,59.620034366789206,196015.62804481853,147.6702368730131,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,55.0,81.0,1,89.28271736696915
56,33.914562562765326,102447.21538242241,64.24605496118605,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,56.0,1.0,1,107.62659362128308
57,91.73515481721962,235817.7807897722,174.16368875072155,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_5,age_36_45,sex_male,57.0,51.0,1,69.29151645161647
58,76.97113171652205,158347.50364294095,101.98993876392888,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,58.0,21.0,1,40.177101433074036
59,89.87503103334329,216436.10938884527,157.988282320041,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_female,59.0,81.0,1,38.00742362639746
60,69.71175093741336,111233.01286997812,70.20479324430532,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_4,age_26_35,sex_male,60.0,1.0,1,18.998008992198372
61,92.7167249119947,227814.09610144325,152.57093805912606,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_7,age_36_45,sex_male,61.0,51.0,1,91.19216389699864
62,97.4640311358665,262844.459407453,193.36433057566487,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,62.0,51.0,1,48.63992005132328
63,88.26077372433019,196011.44927079577,138.40240724259957,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,63.0,81.0,1,79.72091460620192
65,74.36703662209133,151369.50703155494,117.0158305614435,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_female,65.0,31.0,1,15.121917750713447
66,77.72321570100297,145313.04353283235,107.96509255301464,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,66.0,31.0,1,39.01804136545388
68,92.81734577732674,219975.00654681132,155.93984227254415,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_26_35,sex_male,68.0,51.0,1,58.685006827457144
70,89.62412797953526,209512.68981972465,154.04191509908006,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_66_75,sex_male,70.0,61.0,1,48.967415835264205
71,87.31279722589802,218237.84768628,160.61067301278968,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_7,age_66_75,sex_female,71.0,31.0,1,13.384463936939097
72,82.33284814509484,164321.3218607242,108.99062789412451,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,72.0,51.0,1,57.86392971665869
74,55.024339853665346,183097.31521696813,122.54641490943493,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,74.0,81.0,1,92.84894126343352
75,33.11181540955914,105748.64616269649,79.0621593257008,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_female,75.0,31.0,1,17.34272931004934
77,39.445331062403724,146133.93783819187,95.24042545548299,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,77.0,21.0,1,114.68584704811815
78,47.41733143520493,174599.50103520922,117.591430830022,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,78.0,21.0,1,48.82933326561932
79,66.41136563532659,112654.30275871186,75.63710083922447,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_36_45,sex_male,79.0,1.0,1,93.39909227893334
81,69.10832888861908,145535.40335349148,106.119992236069,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,81.0,1.0,1,110.06479086051584
82,57.58258410003776,74909.15434338183,49.6533746669305,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,82.0,1.0,1,93.07610240671356
83,83.13912527786944,195089.28416102266,126.7353020549304,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,83.0,81.0,1,96.55600230836346
84,47.86173593950863,144024.03044819835,95.77101142255272,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,84.0,51.0,1,119.3726753317028
85,59.798798700021365,219332.21971076124,159.97407777225447,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_female,85.0,51.0,1,17.933209650878872
88,90.83568532249217,242481.31683140018,161.8418801313317,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_male,88.0,81.0,1,34.4797628036314
90,75.8967149262337,147296.16369201755,108.44291694522444,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,90.0,31.0,1,113.55778479410726
91,101.50666031322388,271451.78321937827,202.47619996983624,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,91.0,81.0,1,36.1838531744759
94,51.17208916138009,180910.66653255228,129.218654820042,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,94.0,81.0,1,83.43174215862572
95,71.0425127360683,124219.61650769335,96.89252313425524,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_female,95.0,1.0,1,65.17997879197311
96,64.18601301274249,106992.00537643553,82.80456215940016,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,96.0,1.0,1,79.85318587160842
97,57.9929411650635,201502.05228539804,142.76182742216997,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_female,97.0,81.0,1,30.510747799060503
98,52.51534689980654,182645.3719592114,128.84339779180394,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,98.0,81.0,1,122.80610079075285
99,77.45605164924932,156385.21173586525,118.82691509297469,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,99.0,31.0,1,105.1243593350572
100,46.45400080486149,142412.0069384771,108.72972316286436,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_66_75,sex_male,100.0,31.0,1,13.540045542848613
101,62.24229059677036,207839.22794857962,136.01019481920568,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_56_65,sex_male,101.0,81.0,1,2.4138211559748584
102,97.58556987386301,227040.52231171445,180.2377532872007,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_26_35,sex_female,102.0,81.0,1,24.244693225598716
103,87.41713685583427,217561.00135805184,155.61510793476177,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,103.0,81.0,1,41.24488908705479
104,91.50702793824148,219515.9686235357,144.5449851576513,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,104.0,81.0,1,48.81111298351917
105,102.2127342109914,271222.2870195429,195.83325249723882,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,105.0,81.0,1,20.91498936877873
106,60.03165272179214,206423.340866882,136.9398154231527,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,106.0,81.0,1,33.35625047976559
107,77.13318941150987,156826.86871573277,107.57291791851841,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,107.0,21.0,1,43.177101433074036
108,95.06412962227431,237368.696953786,168.04905900914738,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,108.0,81.0,1,34.11648024908925
110,29.686131653647266,75889.62056129206,49.98136943675703,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_female,110.0,31.0,1,81.62244418631819
111,56.49768997880786,63464.442193347975,39.7643622637549,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,111.0,1.0,1,101.50952786576364
112,55.128376588683395,71719.18298828213,47.334402341606605,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,112.0,31.0,1,83.30023253460782
113,81.40052513570095,189234.73217920095,136.54630841698471,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,113.0,81.0,1,52.77998143312483
114,37.11567447931763,114145.9533258227,72.08153880913406,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,114.0,1.0,1,55.694579276035874
115,53.33867894333694,201904.1648932635,146.42311238664567,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,115.0,51.0,1,40.93273854383446
116,79.28066120295458,164657.5362205777,109.96407175372616,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,116.0,51.0,1,73.13710484892955
117,86.48383161666067,232589.3717947933,163.9725947570501,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,117.0,81.0,1,59.21745819950496
118,89.35664548256914,236669.11069602077,185.73681468596854,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,118.0,81.0,1,62.45449020437297
120,59.781606083928146,82595.42819947719,53.28683381641759,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,120.0,31.0,1,66.26434180410106
121,50.497420002441466,173918.20247327426,118.5988307746734,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_56_65,sex_male,121.0,51.0,1,4.744191981295333
122,75.00975123605718,134497.0163379671,90.9988058299195,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_female,122.0,31.0,1,32.998981746861226
123,84.90079896387314,214773.86952064533,164.37452828323566,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_2,age_36_45,sex_female,123.0,51.0,1,98.05807226938164
124,68.38385319674997,111165.40016354274,84.80598699781571,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,124.0,31.0,1,89.30023253460782
126,56.202161475528,213330.52656534335,157.28628083736572,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,126.0,81.0,1,47.247297743506785
128,48.668766573566636,178029.4596702818,130.21394440557341,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,128.0,31.0,1,55.6507424723621
129,72.1595961306138,251586.12699512602,179.5318502740879,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_26_35,sex_female,129.0,81.0,1,21.872588466894094
130,95.31744852159909,239234.71249330605,166.26802098303645,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,130.0,81.0,1,45.784032740454855
131,95.2456933922472,248202.7143194488,171.74426059779722,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,131.0,81.0,1,55.43015361312307
132,48.578557813291255,186162.89698812237,126.26323913972249,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,132.0,51.0,1,43.28626702668071
133,63.06695612191003,96936.89592662775,73.00520004352995,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_46_55,sex_male,133.0,1.0,1,25.796387530444697
134,42.442263528585244,145534.91821906142,97.6916315511558,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,134.0,1.0,1,15.821019028345429
135,81.23755304555695,187307.52936946027,125.54258488185008,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,135.0,51.0,1,45.530629915920294
136,79.51546370555216,178657.60539071797,124.53894887612152,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,136.0,21.0,1,121.3636353964078
137,40.905451908700854,148609.7702655793,109.41996741971413,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_2,age_56_65,sex_male,137.0,1.0,1,44.85462405337448
138,91.31958149444492,218897.4193260361,154.16343257456185,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_1,age_46_55,sex_female,138.0,51.0,1,8.693335533769547
139,102.0917122648147,241304.7766167609,174.0814028719105,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_46_55,sex_female,139.0,51.0,1,51.10255657675054
140,87.81605840935724,228907.7538699212,171.86133366941783,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_36_45,sex_female,140.0,51.0,1,5.661937188729707
141,33.972554706780144,113199.9146382684,85.17519730787802,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_26_35,sex_male,141.0,1.0,1,17.392217458199752
142,31.847101367677308,56412.75128294412,34.18577901145999,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_male,142.0,31.0,1,42.23885292478978
143,25.87154631825923,61185.597977254416,38.95325359261586,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,143.0,31.0,1,102.68312945441157
144,87.2623693128082,200376.6629474247,146.66132752022483,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_female,144.0,81.0,1,41.55836658963254
145,71.3101414903041,126282.16959310186,83.77799834200783,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,145.0,31.0,1,53.99851063981682
146,73.34436342457478,132342.2067282706,99.99339188047928,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,146.0,31.0,1,50.637081995057784
147,82.5299038602748,179035.46882337818,133.26451543620541,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_66_75,sex_male,147.0,31.0,1,15.14583707684725
148,73.67243378197439,247478.57531421716,177.7724069560667,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,148.0,81.0,1,41.98351028880886
