,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
28,106.68040913811974,282979.0848909329,205.44809419924167,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_8,age_46_55,sex_female,28.0,51.0,1,73.6573795893654
30,87.81880555226469,219318.93753218357,163.80727978155178,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,30.0,81.0,1,20.296231004399367
31,99.38319999097044,253764.16960469325,180.444615439124,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,31.0,81.0,1,9.56745992873703
32,92.40792169234554,221056.38987100948,162.17535458248938,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,32.0,81.0,1,6.877453713784988
36,92.06928126133721,182217.98910966626,135.55106286710742,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,36.0,81.0,1,107.0782765685077
37,90.88238207202008,172825.66551240438,128.5786133346909,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,37.0,51.0,1,95.01185118274662
40,67.614128259211,143703.50518883954,96.08205138907257,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_female,40.0,21.0,1,196.4659735831057
41,66.2920265003755,121240.38234831394,78.42409455769922,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,41.0,51.0,1,97.06888712592502
42,73.3619303688255,124510.85055110866,78.65281360022979,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,42.0,51.0,1,103.06888712592502
44,70.9168238590531,131081.73023140678,84.23891859892079,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,44.0,51.0,1,74.04247065233477
45,95.96311741059515,250126.4732215107,176.8555716990735,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,45.0,81.0,1,17.455385769315832
46,85.06931284668265,166197.56287386097,126.30875111375454,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,46.0,31.0,1,38.55408022704825
47,72.53276420040785,156720.40411403365,116.2359430978384,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,47.0,51.0,1,33.538272003283524
48,78.34874202247576,171251.61087364898,125.35643388879468,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,48.0,51.0,1,104.51704197627811
49,78.9297429532617,188331.06786497642,136.01349996002784,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,49.0,81.0,1,0.9152520335398577
50,80.10186386802134,160416.3191887108,119.16322149708824,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,50.0,51.0,1,36.538272003283524
52,93.9407211490107,230497.95053825952,168.75815378288922,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,52.0,81.0,1,123.89236144506643
55,85.1887205961578,201726.39510613517,139.2670587707339,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,55.0,81.0,1,41.35235687984216
56,95.97893220805595,244102.06865464774,185.91617946841828,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_female,56.0,81.0,1,41.85167986206612
58,89.35504355964056,188246.20402077638,135.88331936933,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,58.0,81.0,1,1.9152520335398577
60,86.4359391801564,210497.1938639896,151.97924239620554,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,60.0,81.0,1,8.877453713784988
62,79.8670545988523,185243.1014498223,136.8511963423261,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,62.0,81.0,1,2.9152520335398577
66,96.91688493462057,244888.2428282634,176.61311167940917,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,66.0,81.0,1,18.57946443092235
67,92.10575642072789,220035.4953219113,158.2942566115011,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,67.0,81.0,1,80.82593605930523
68,95.12219759611132,240295.77469154075,175.4176153509327,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,68.0,81.0,1,17.12045581727322
69,98.6676360916352,227297.92302031125,162.0220251116886,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,69.0,81.0,1,114.76828278345985
70,71.69043699845956,122295.93949340204,77.65531804957394,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,70.0,51.0,1,1.3952760162216893
71,69.05962974295906,112120.07755353891,71.82612739874014,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,71.0,51.0,1,47.538272003283524
72,88.39297308904938,181199.66621342345,133.57926176922695,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,72.0,81.0,1,106.5060430565481
73,64.35424656270956,83289.59315172647,51.941067549902236,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,73.0,31.0,1,60.32697267596811
76,89.81310267487709,227015.5323214029,175.8385248552842,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_female,76.0,81.0,1,46.78578788252723
77,77.5429899912792,155460.7728381457,115.62584338130252,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,77.0,1.0,1,33.14868566400082
79,70.51769438924481,118503.73215218713,89.60405819721676,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,79.0,31.0,1,23.564778527243643
80,68.63302368737922,97129.22140713141,72.39510751136173,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_female,80.0,1.0,1,196.03906791579868
81,83.68873735596377,169616.63788017508,119.4094212269727,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,81.0,51.0,1,91.09950659551316
83,111.3848253837792,291766.27718404226,202.4345134756337,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_9,age_46_55,sex_female,83.0,81.0,1,13.9828087331577
85,78.94999022516052,188153.46849275875,128.89341618463672,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_36_45,sex_male,85.0,51.0,1,52.57625446723863
86,87.02723443383698,213935.92336325106,152.4905451107646,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,86.0,81.0,1,23.296231004399367
87,88.55578462017344,197130.4971087938,145.04590565136328,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,87.0,81.0,1,6.317224704010645
88,82.5563506174537,148131.7661935201,97.23259309034871,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,88.0,51.0,1,17.363406883892946
89,75.72821162990975,168247.8190940172,122.42966153101051,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,89.0,51.0,1,97.06888712592502
91,97.76272612393255,219693.9591466734,157.25646981373947,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,91.0,81.0,1,107.44420659471328
92,97.64361574976641,229285.2072330709,166.13830266881732,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,92.0,81.0,1,5.729336910098533
94,71.89613790082045,176425.02489962016,132.24547501653706,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,94.0,51.0,1,31.930408457960432
95,81.1130608355304,182410.8910607216,135.92766749363938,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,95.0,51.0,1,147.5230095262841
96,88.51560822349371,172667.9298363764,129.0697497972107,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,96.0,51.0,1,135.5060430565481
97,75.97206502449589,137866.74878955795,90.1465640925516,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,97.0,51.0,1,156.95419790690116
98,95.25613221111445,220836.06245479212,161.61100559442136,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,98.0,81.0,1,109.44420659471328
106,79.51358281363443,181180.46626627856,118.9476677309626,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,106.0,51.0,1,167.33709440284275
111,84.59192512439417,192941.67036876173,132.6664892915464,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,111.0,81.0,1,18.177491760451623
113,92.60222722847959,217293.74291028667,154.84165900498556,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,113.0,81.0,1,108.32012793310676
114,93.03544354074384,224150.853781738,173.8506807005727,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,114.0,81.0,1,142.500657567142
115,65.53503312084476,109379.97187701982,72.5673143886424,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_female,115.0,31.0,1,9.646916763046047
116,76.2458642406417,119825.76002510068,89.96238918892898,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_female,116.0,31.0,1,192.60372440060507
120,93.58539377444622,224266.17623547735,154.12458894008736,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,120.0,81.0,1,111.89236144506643
121,81.09602837145972,168422.7760411318,122.05271862675379,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,121.0,51.0,1,89.09950659551316
126,88.75490896784994,191769.2789727853,136.69220715979188,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,126.0,81.0,1,-0.08474796646014227
127,94.50844159365936,241667.62801698985,177.03908424942847,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,127.0,81.0,1,19.57946443092235
128,93.9967766123736,222008.27066903524,160.92908526058392,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,128.0,81.0,1,93.27409090965833
130,84.18634103713126,202437.84770929345,147.8203344772489,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,130.0,81.0,1,7.317224704010645
131,93.74083759411437,219347.28792265762,162.39662724046272,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,131.0,81.0,1,19.296231004399367
132,98.96899758347129,245767.98203379085,181.17449906422115,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_36_45,sex_male,132.0,81.0,1,55.775647946212004
134,93.70364491991701,241359.3129949477,170.0592666973835,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,134.0,51.0,1,26.576042538345582
135,70.32619817084625,258320.166217834,200.14868164822545,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_46_55,sex_male,135.0,81.0,1,21.926714243255546
138,97.91541683880959,249576.08557817465,175.59894071352542,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,138.0,81.0,1,0.24338373999046103
139,98.36069355269531,240107.8835730905,176.6981491108009,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,139.0,81.0,1,10.996377155666696
140,92.46246873079149,240967.66935964325,178.44420763373748,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,140.0,81.0,1,10.120455817273221
141,81.93074896550792,187735.10525368265,137.97656898819693,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,141.0,81.0,1,0.9152520335398577
143,80.5927646539028,193718.9128244675,144.01030575084155,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_female,143.0,51.0,1,7.30294904813783
144,67.53654923522988,98838.7987530228,75.4890272344052,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,144.0,31.0,1,127.71841361962882
146,87.08318130081499,171271.59453245005,124.31948832969455,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,146.0,51.0,1,74.09950659551316
147,93.56463119876233,213956.15412011984,151.3170639856824,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,147.0,81.0,1,94.33112685283677
148,75.88310483071518,125463.98347768528,93.06808310548656,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,148.0,31.0,1,55.471941991245885
149,83.02032305816827,197996.02788654712,139.7136577911294,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,149.0,81.0,1,12.363406883892946
151,76.58475192273515,173520.42208885695,125.93150097791109,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,151.0,51.0,1,83.04247065233477
152,91.8629865687204,214583.55175686989,160.00734188708375,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,152.0,81.0,1,6.877453713784988
153,103.17008810056528,253491.02518237662,186.85511105609538,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,153.0,81.0,1,22.39834982613737
155,94.47780694425131,235668.4690691396,172.97095971883988,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,155.0,81.0,1,14.053413098845105
156,66.43058851274222,125446.08872590028,82.14123298374106,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,156.0,51.0,1,123.51704197627811
157,92.30458835188308,230286.50187051808,160.10000190449915,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,157.0,81.0,1,106.83532550188798
158,94.85834451721449,236973.89196064963,164.1759699590411,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,158.0,81.0,1,11.177491760451623
160,72.24054321192334,164196.98810501766,118.6143109428262,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,160.0,51.0,1,3.3952760162216893
162,94.89645984537249,218419.25453169047,168.00583198972143,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,162.0,81.0,1,49.71874516409912
163,85.50797422905606,182601.43135226055,131.0528337758833,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,163.0,81.0,1,101.0782765685077
164,73.95902940137594,133138.71033315946,86.83230531943924,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,164.0,51.0,1,128.63012171815464
165,70.38697621305441,106165.58075469731,80.73892386816512,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,165.0,31.0,1,187.21260549343037
167,91.22125851511558,215098.6199178198,151.82351226686512,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,167.0,81.0,1,55.913591472071744
169,75.46408014019511,135744.24775585474,99.22134146246714,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,169.0,31.0,1,180.41882239083924
173,84.84263715226653,198788.85867606156,131.5154228687801,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,173.0,81.0,1,9.120455817273221
182,85.01610674078019,170049.59673746448,123.39270706132105,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,182.0,51.0,1,81.97542793390664
184,76.49857868008928,140431.09234650346,93.14210815417671,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,184.0,51.0,1,147.95419790690116
185,88.89648258134724,209325.48171913013,152.48955306555206,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,185.0,81.0,1,16.765379554363733
186,56.939943070876105,50696.84969001129,31.094279851853308,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,186.0,31.0,1,129.71841361962882
187,90.76670274228842,220752.31557105132,161.11485947098376,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,187.0,81.0,1,59.85655552889335
188,91.7728046940446,229307.66455972905,166.1061899618267,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,188.0,51.0,1,175.33709440284275
190,82.62894154220928,199373.53327000837,144.73279943263688,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_female,190.0,51.0,1,26.751103898490904
191,74.10708849312124,125789.02893750052,92.80557391264169,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,191.0,31.0,1,130.85758779860961
192,97.96337665802571,265285.78412057325,192.5104738130003,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_56_65,sex_male,192.0,81.0,1,68.73551704286578
193,114.67258444547512,306009.5603913001,223.43666123879757,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_10,age_46_55,sex_female,193.0,81.0,1,229.7130684614154
199,99.47183483364643,225187.86333633852,162.17897303239837,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,199.0,81.0,1,4.729336910098533
206,79.46595120360682,179197.10299748433,128.5133281542185,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,206.0,51.0,1,71.04247065233477
209,79.61303712372903,165853.55365489106,119.7618875045523,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,209.0,51.0,1,36.48123606010513
210,95.85774006657736,216041.17149546734,158.58509045615068,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,210.0,81.0,1,92.20704819123023
212,81.78742534447781,198074.6667098277,153.5907429046705,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,212.0,81.0,1,111.57892353732586
214,97.94612657159557,245705.64176662613,174.34777971935605,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,214.0,81.0,1,12.120455817273221
216,80.96740784980972,173363.1055664786,127.2540281875257,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,216.0,51.0,1,92.8877725211401
