,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
16,68.38831538250794,138883.66763875462,102.77667178669756,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_46_55,sex_female,16.0,31.0,1,47.13188354415061
17,37.85016036604043,95040.39549254248,73.09272828636743,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,17.0,31.0,1,60.568620114178785
18,64.94629704665104,248147.1129936261,174.20415889034496,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_female,18.0,81.0,1,74.48088723944119
19,81.66899582494018,192969.81893435886,137.75309296787262,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,19.0,81.0,1,87.20744154666964
20,31.156642166076693,112431.9170871138,84.87345136491066,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,20.0,31.0,1,79.30476933498821
21,39.43073802532891,141761.85208013744,103.77658543594308,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_46_55,sex_male,21.0,31.0,1,31.147144503303537
22,37.41090402081296,108380.61502386704,84.88082781457508,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,22.0,31.0,1,111.74577283727652
23,39.1857735595741,158649.76483903985,104.03908685647377,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,23.0,51.0,1,39.208804598622365
26,66.78792101364603,146675.91954078386,101.27582969349659,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_66_75,sex_male,26.0,31.0,1,31.552757830787826
27,54.40268772125167,97992.29424033056,66.66094437658826,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_5,age_46_55,sex_female,27.0,1.0,1,62.54094961077496
29,49.91240142029304,193578.58602410817,138.8857208245602,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_56_65,sex_male,29.0,51.0,1,39.437063961355975
30,43.960048519545595,197363.1373645161,145.18373413152295,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,30.0,51.0,1,44.68874445928323
31,54.322457571540816,175060.88489198804,110.06905799329093,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,31.0,51.0,1,99.25730425534032
32,34.958803870903175,144743.5285971256,91.57035106007534,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,32.0,21.0,1,97.73705489530356
33,36.426206252797826,127582.16614508464,96.88439551408369,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_female,33.0,1.0,1,100.39176824479664
34,31.169783737528924,69291.44870573207,45.323688682242135,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_56_65,sex_male,34.0,31.0,1,51.768882840480224
35,73.41350903145828,116324.48269864154,73.57900299953667,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_26_35,sex_male,35.0,51.0,1,9.063776808010678
36,82.14932566088459,197900.62866825075,145.62848893883088,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,36.0,81.0,1,88.8843406095183
37,88.02494537335495,196630.36335881453,141.39525723181313,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,37.0,81.0,1,65.2833658504245
38,50.21680845270954,152354.86963255127,100.99538016984778,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_66_75,sex_female,38.0,51.0,1,12.068446536738449
39,30.77804370236724,91162.88578499317,70.05950257537185,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_male,39.0,31.0,1,52.338257319427
40,62.629025834053444,95645.90796985233,71.69288094105973,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_male,40.0,31.0,1,56.782375276295284
41,82.45997336148078,188545.51165727628,136.63230366834802,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,41.0,81.0,1,47.003179572278135
42,71.21046387207961,132056.45242449027,98.50946707078094,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,42.0,31.0,1,40.61927178963924
43,96.3693299077609,247250.71431009378,174.06628098568387,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,43.0,81.0,1,75.7517601640508
44,59.130166558534405,77242.01397516455,48.962025593640774,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,44.0,31.0,1,126.0536128152749
45,39.35266723968007,153403.47458200672,111.996666720412,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,45.0,31.0,1,83.56152952537505
48,57.83128574514076,195907.43561883693,145.16856429202292,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_56_65,sex_male,48.0,61.0,1,1.305118665863985
49,54.469826850580006,186150.5518350963,136.90844317929955,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_26_35,sex_male,49.0,61.0,1,57.535715384280145
50,35.86399688195141,140005.01267736655,102.07103572198156,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,50.0,31.0,1,48.355218913646745
51,30.88672775742645,96142.48208306909,63.25117493601696,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_56_65,sex_male,51.0,31.0,1,20.882739329184766
53,50.00291442650675,172441.91017817464,124.64812459075682,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,53.0,51.0,1,101.7629594723045
54,45.45288166897682,162352.63509451732,123.00618210434452,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_56_65,sex_female,54.0,1.0,1,57.092122413837814
56,71.76191241348229,258001.9099964821,195.80981629371053,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_66_75,sex_male,56.0,81.0,1,20.2212103655149
57,46.58819485336139,146205.6658942142,97.1355802483956,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,57.0,1.0,1,27.39590656916677
58,35.90734520160692,81009.6316363422,52.30778094796776,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,58.0,1.0,1,90.52804622366655
59,61.439102868216565,196187.05484285747,146.03870601764402,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,59.0,81.0,1,58.981432621027146
60,61.24709668320095,223163.56886978,164.5313237609659,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,60.0,81.0,1,109.12102627647042
61,43.65765508617066,157438.03315645436,112.86868624151803,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_56_65,sex_male,61.0,1.0,1,47.228400392707684
62,88.35576348110962,230678.88367192465,158.20321218886903,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,62.0,51.0,1,47.53111412213438
63,95.5519541434105,238400.08309250156,184.97424097017932,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_4,age_46_55,sex_male,63.0,51.0,1,41.43483182438384
64,57.00054871803645,187927.10748953788,139.34050191152545,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,64.0,51.0,1,68.64984951871263
65,33.931660871453424,129067.97045287654,99.83215037248434,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_male,65.0,1.0,1,59.63836160346118
66,56.29928712795146,186347.35751538625,139.57614011407344,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_56_65,sex_female,66.0,31.0,1,29.142460365679998
67,75.59330404931798,162114.56177367136,120.4695184374004,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_26_35,sex_female,67.0,1.0,1,39.44983413310917
68,42.9334764934606,146659.48090445,111.54479103819763,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_5,age_46_55,sex_female,68.0,1.0,1,24.82114924029109
69,58.87255023218978,224927.00471087167,163.30847069105474,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_56_65,sex_female,69.0,81.0,1,24.473121588382174
70,49.72949029725485,174808.82161248868,127.09445439394592,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_46_55,sex_female,70.0,1.0,1,55.418764459898995
71,52.302113441256274,201358.6881405968,144.8551711162107,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_56_65,sex_male,71.0,51.0,1,52.10543944123949
72,90.58252437217112,225852.62192312122,162.86179075244902,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_66_75,sex_male,72.0,81.0,1,25.438320462284807
73,53.99406828497315,82779.18566544866,53.839629016158725,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,73.0,31.0,1,54.539642843409716
74,40.90472107880645,104751.72982045251,80.17342104022842,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,74.0,31.0,1,99.07739735739298
75,77.69800956308457,171011.27362253194,113.78818231646058,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,75.0,51.0,1,48.26630308147698
76,77.77139960474244,122764.84058592144,81.83544088349944,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_female,76.0,31.0,1,81.08060903037723
78,73.14477210733138,153201.88209131893,110.17615133233942,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_26_35,sex_male,78.0,31.0,1,32.708109766032926
79,43.9525107613154,128429.38386882195,84.87079512239015,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_56_65,sex_male,79.0,1.0,1,16.342256881412226
80,41.97687626889978,136868.86611448578,88.9303972158041,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,80.0,51.0,1,71.77184717276651
81,42.434653785971996,137170.29134708413,105.61728714917787,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_56_65,sex_male,81.0,31.0,1,20.882739329184766
82,29.82736792821228,127979.603937786,96.84463824870971,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_56_65,sex_male,82.0,31.0,1,62.760359257515056
83,66.25052452686404,152798.5142373216,111.97591308932921,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,83.0,31.0,1,82.3304024981378
84,71.64559723360799,128432.80325461016,98.21935299409071,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_56_65,sex_male,84.0,31.0,1,68.88137627723204
85,81.61984337985807,158505.75908751722,117.50912591871362,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_66_75,sex_male,85.0,31.0,1,34.64814168735521
86,73.82774710927893,124594.79597728385,94.85094879313078,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,86.0,31.0,1,72.6353718029658
87,57.82768891675222,225042.4601072429,164.16497596186304,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,87.0,81.0,1,81.1615752957842
88,45.381672448773706,142014.6504610267,101.79998118787529,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_1,age_26_35,sex_male,88.0,51.0,1,3.8466667112407738
89,51.747662088452884,161438.77535563367,116.66661792004028,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_26_35,sex_male,89.0,51.0,1,4.619658851142392
90,93.42690940627044,245395.64479657862,174.62496104736786,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_76_85,sex_male,90.0,51.0,1,16.111595702590293
91,74.358739946036,203077.4254404185,148.15568882653704,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_26_35,sex_male,91.0,51.0,1,23.05435808091631
92,46.06331836970325,149252.00719069032,114.35818249689652,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_56_65,sex_male,92.0,31.0,1,23.819220792322437
93,52.143965670620716,175391.00894880324,123.77362818172348,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_female,93.0,21.0,1,58.100523256184644
94,61.81348672389054,163769.8757215853,121.4729896427345,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_female,94.0,1.0,1,76.28171231347469
95,44.241080350955976,153212.90788174802,101.38001887552223,AC_no,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_9,age_19_25,sex_male,95.0,31.0,1,8.878345970389534
97,50.79809581175432,153930.5084913336,102.47027959333259,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_male,97.0,51.0,1,48.94386455357432
99,59.80129571771297,210722.06522374655,153.48104269935746,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_26_35,sex_male,99.0,81.0,1,2.3135195082108067
100,40.2361154898577,123665.82080782745,80.7151604884246,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,100.0,51.0,1,51.35879888910837
101,89.1643355900265,217389.81290537943,156.34956687856422,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_26_35,sex_female,101.0,51.0,1,13.499361832155335
102,87.51395291588364,227031.12740709656,165.89954011015533,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_66_75,sex_male,102.0,51.0,1,22.316322808230925
103,36.43381346675392,185840.9616794043,134.8341912278431,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_female,103.0,51.0,1,69.09199967321948
104,74.35395845282993,241922.67395500033,180.6528292421256,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,104.0,81.0,1,80.02114925771669
105,46.97919418182492,168612.59427694968,122.25198687524843,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,105.0,51.0,1,43.128436094356616
106,68.7195257742656,252651.74672543892,179.75738588842034,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,106.0,81.0,1,71.00196815647554
107,48.87183110369584,165523.26558467335,120.92600208367266,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_66_75,sex_male,107.0,31.0,1,56.735200984926045
108,51.15498203467343,188450.0305081141,137.24126274133027,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,108.0,81.0,1,102.53595161220612
109,53.157688666015645,182625.32608900274,130.66408933625902,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,109.0,51.0,1,99.41395395815228
110,68.19214905049449,122042.3803552376,91.60772381744094,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,110.0,1.0,1,94.97216418053482
111,82.00348363961622,170534.4402249879,108.99041114541825,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_26_35,sex_male,111.0,51.0,1,6.757637465079094
112,64.4880584811508,109926.71791132203,69.58658172737694,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_46_55,sex_male,112.0,1.0,1,93.55367938681611
113,89.99671677126928,209218.20253674808,153.36813396577062,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_86_100,sex_male,113.0,81.0,1,406.9999926859903
115,74.08349553860924,142091.30471028,98.69754767332253,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_36_45,sex_female,115.0,31.0,1,62.921473160775086
116,65.89643540316104,217964.27316190262,147.36958378380868,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,116.0,81.0,1,53.21191324762641
117,96.41700486237477,226496.31132068267,149.61137251042308,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_66_75,sex_male,117.0,81.0,1,34.828048585302525
118,50.76642973448791,168813.32910926428,124.88725450604484,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_female,118.0,31.0,1,72.88249554777519
119,25.58776737753386,107238.57071685026,84.38827965390506,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_56_65,sex_male,119.0,1.0,1,0.23084608561167186
120,39.1061644110067,136718.93882515127,104.56905606064414,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_1,age_46_55,sex_male,120.0,1.0,1,29.702045912098345
121,42.882757033398576,184071.93086747013,123.20328506220366,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_College,Size_1,age_66_75,sex_male,121.0,51.0,1,6.795555921723478
122,63.10472036995335,238547.13788282732,169.0347704999971,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,122.0,81.0,1,66.69426168119618
123,76.15760234820566,279636.2940953964,196.4624363688696,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_male,123.0,81.0,1,187.2948662389176
124,87.55259011760845,239586.2855669697,172.24131383697502,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_26_35,sex_male,124.0,51.0,1,34.1209852667827
125,35.482002526769875,95670.05635891751,60.460440040655975,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,125.0,1.0,1,68.69651314628975
126,58.55931339446054,200321.35488668983,145.51440396010634,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,126.0,81.0,1,68.84515464215724
127,86.8492727371483,194730.30877521326,141.55839069489124,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,127.0,81.0,1,47.003179572278135
128,88.57784357099277,221975.19113788308,162.55742029675355,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_56_65,sex_male,128.0,51.0,1,15.931519870066454
130,85.99016470241365,191692.2261626777,129.94102875928536,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_46_55,sex_male,130.0,51.0,1,71.47954753940098
131,33.45165412427319,105746.6971822957,71.74269397446906,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_36_45,sex_male,131.0,1.0,1,59.38839829069493
132,36.620904067200115,121007.03181011589,93.81008983967159,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_male,132.0,1.0,1,30.11667471557943
133,84.21341179991472,179248.5531590669,117.95433323956054,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_56_65,sex_male,133.0,51.0,1,9.653767657329846
