,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
72,89.04666301724431,178812.80691354728,129.8071124734609,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,72.0,51.0,1,222.40188864038385
73,82.71046551923699,196108.5313495454,140.5818917139508,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,73.0,51.0,1,8.486026893778924
74,94.96731989781496,246643.7247333916,180.43409285536774,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,74.0,81.0,1,22.924406534239594
75,83.31476916713969,200499.6025220595,143.18015488346038,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,75.0,81.0,1,13.630639803903012
76,82.15687622060905,168888.74385603896,127.91221243427198,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,76.0,51.0,1,89.45138356410152
77,75.46331097712041,162067.26017118132,112.42223957028095,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_0_18,sex_male,77.0,51.0,1,0.006605365211038649
81,95.81946496962523,206200.59271986145,146.15789859966745,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,81.0,81.0,1,10.0597733354709
83,90.30786130397556,225308.89109351716,166.28927219144538,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,83.0,81.0,1,29.377690532336743
84,89.71777736349537,197307.7722530113,143.3279602733719,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,84.0,81.0,1,9.793747848365516
86,101.4433542567536,243933.95477131393,172.44433049946892,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,86.0,81.0,1,37.17549763421192
87,87.27902128667596,173391.69039807332,123.0992329753226,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,87.0,51.0,1,69.84904399626413
91,80.4716553277076,165902.90591089652,120.83321192403513,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,91.0,51.0,1,66.56446608298376
92,92.55785760386958,189962.14590558907,137.94060813681853,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,92.0,81.0,1,170.28880612150164
94,96.37729705193338,231134.2268927797,179.4035085270189,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,94.0,81.0,1,3.6429678005375834
95,71.14699250677381,161224.9582072617,120.368418410795,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,95.0,51.0,1,70.56446608298376
97,81.66239996822422,184700.4041908062,130.14852959134205,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,97.0,81.0,1,73.81617418950898
98,100.40170667973757,240535.0214852093,167.140693797528,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_female,98.0,81.0,1,21.7249879303897
102,92.56988098918156,230772.65849113054,167.43662550762468,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,102.0,81.0,1,165.33148175186585
103,86.72236764645626,221213.0743860961,159.676708650916,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,103.0,81.0,1,76.1099409198456
104,79.7247066960777,173036.77401270808,128.93155490308936,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,104.0,51.0,1,74.45138356410152
107,91.1529623943752,239180.52124505703,171.23866392389718,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_female,107.0,51.0,1,45.86777667962534
108,91.79558247900353,229726.05630681265,177.25311377876628,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_female,108.0,81.0,1,14.51086672234873
109,86.25496534609556,204865.3057179449,147.6466902946469,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,109.0,81.0,1,5.90744737380065
113,91.67931035706431,241894.799226398,168.94082794949327,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,113.0,51.0,1,47.03088472408783
114,100.63437304095301,258929.51846393122,186.07993104731318,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,114.0,81.0,1,8.467239591242503
115,84.82518488318509,181352.2527812861,133.19165343748935,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,115.0,81.0,1,66.81617418950898
116,84.21504579236823,169747.02625834438,122.32897222740885,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,116.0,51.0,1,75.84904399626413
117,85.49785591329561,184419.47236820965,132.32256800712977,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,117.0,51.0,1,243.45895831120458
119,74.57251240401969,137834.50794211475,100.35216467755005,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,119.0,31.0,1,210.82887890047
120,95.13442695100143,214479.576336785,156.08220766902892,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,120.0,81.0,1,26.311481441996257
122,88.8299684590952,229040.54912204546,162.468074398881,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,122.0,51.0,1,20.616068573099973
123,76.43834272784973,166953.87038309514,117.23742480613724,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_male,123.0,21.0,1,314.97439460424283
124,80.94369333660299,168440.5476343506,119.88021673653166,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,124.0,51.0,1,47.597952896291815
126,94.25167699957613,210473.56859475482,156.93452104983285,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,126.0,81.0,1,153.2821155588295
127,85.75427998075277,160156.13814784758,115.50929717106787,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_0_18,sex_male,127.0,51.0,1,0.006605365211038649
128,91.48321549166052,224447.98366268887,158.48863183863318,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,128.0,81.0,1,99.36103201981797
129,78.30351100564123,176169.24106474165,130.66808294387917,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,129.0,51.0,1,84.92925670839122
130,81.3202074893102,172813.3843968523,127.16605023243878,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,130.0,51.0,1,78.45138356410152
131,90.80355005912016,206063.15832275504,149.02356966369263,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,131.0,81.0,1,2.9074473738006503
132,98.12629880601587,238111.37553943298,159.8683623023314,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_female,132.0,81.0,1,51.39634373992969
135,91.72568628996784,236122.6482432614,160.96586979794887,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,135.0,51.0,1,34.502986054217864
138,97.48473723493325,252891.16260176725,191.45253944219607,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_46_55,sex_female,138.0,81.0,1,13.940617260469523
139,97.2152797005624,237415.59333350023,170.6000732603648,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,139.0,81.0,1,20.810707008804464
140,83.52984663386411,196272.45539201246,145.85189107222138,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,140.0,81.0,1,2.1801301000807802
143,96.18880300978424,235571.68257326094,165.25460795049386,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,143.0,81.0,1,9.559615908832125
145,95.38108450766104,249775.6928158937,179.39282578742143,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,145.0,81.0,1,12.201214104137112
147,109.54395564613415,278526.4763204939,196.87492393782117,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_76_85,sex_female,147.0,81.0,1,9.00306233048957
150,72.45067107668287,129964.3485910375,97.94714494799378,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,150.0,31.0,1,9.717141226970833
153,89.66079667475174,187994.6216815156,133.77679661128929,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,153.0,81.0,1,175.03771502152915
154,78.49907065014136,170408.864983458,126.55686064218595,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,154.0,51.0,1,63.96274352169935
156,77.93395147053067,168790.64268423966,114.45113338629221,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,156.0,51.0,1,93.2230234387277
157,88.91128262057163,208998.62515195628,148.7560018731937,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,157.0,81.0,1,1.429574229510946
159,88.97980811448265,230154.8416315969,169.07106149230702,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,159.0,51.0,1,27.616068573099973
163,86.71226514968319,211071.554693155,152.2449810527438,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,163.0,81.0,1,50.8582328133202
164,83.2939921215894,166329.60530495388,120.20076873761116,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,164.0,51.0,1,92.8155571829561
166,105.99429794652085,262758.9332098689,191.09729642637768,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_86_100,sex_female,166.0,81.0,1,13.002042497624014
168,93.9496928741147,245488.66307982968,191.92650954419898,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_6,age_36_45,sex_female,168.0,51.0,1,25.997069924737488
169,94.00250225342216,216529.53201811292,154.64228466008302,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,169.0,81.0,1,182.4445642707479
170,91.751468553186,209060.86886588405,153.31996982834738,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,170.0,81.0,1,12.794364854918424
171,78.96829533929653,175794.5494285554,130.77196127642128,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,171.0,21.0,1,146.75954433489474
174,68.76744372802786,102101.9520804192,77.29381895493455,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,174.0,31.0,1,281.6894556378437
176,80.90168856675781,180024.7598772375,132.62172967943474,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,176.0,81.0,1,161.15079754041147
177,87.66190453362837,218639.93592337891,160.02814680335678,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_female,177.0,51.0,1,110.45097149739388
181,84.11718732929323,202850.93466120085,148.13909958937927,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,181.0,81.0,1,3.429574229510946
182,82.26264958072737,178005.71252767727,128.70644046432136,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,182.0,21.0,1,299.0941676857972
183,79.08222748496567,169462.64685210533,119.83233182971908,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,183.0,51.0,1,58.597952896291815
190,86.57084032982624,180563.95529573175,131.3679482689401,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,190.0,81.0,1,137.15079754041147
192,99.71775546036766,218208.5441449608,157.82120424582234,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,192.0,81.0,1,90.47411453870015
193,87.5866523172495,176837.36895594746,129.07044881453103,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,193.0,51.0,1,74.45138356410152
195,97.85835968222513,237301.40907242126,172.3499802733941,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,195.0,81.0,1,18.559615908832125
196,84.1827525122337,195274.78461796808,138.61439415050194,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,196.0,81.0,1,0.18013010008078023
200,60.62610850112061,102847.06135683628,76.06903867327861,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,200.0,31.0,1,267.43836453787134
203,99.61487015066963,254971.8874062807,181.49051224977126,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,203.0,81.0,1,10.467239591242503
206,101.11421667516646,264293.1469715747,190.39452724289612,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,206.0,81.0,1,19.354157072360394
209,80.29367850938469,161141.05931678205,107.0682992382839,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,209.0,51.0,1,30.04545595489087
215,85.19430444314432,194738.58367097075,146.44626258705998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,215.0,81.0,1,3.265849178495543
217,95.45464050006709,257113.45423804852,187.72188893325585,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,217.0,81.0,1,23.088131585255006
218,80.9354542206333,177670.1593552521,127.22979667801964,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,218.0,51.0,1,192.15079754041147
219,79.132090921031,168034.90921657975,119.9994391685263,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,219.0,51.0,1,61.564466082983756
220,83.9590362077132,173062.88444644198,126.33999550012051,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,220.0,51.0,1,103.70247466407397
221,65.85394661171729,101502.59963195756,77.75105534943798,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,221.0,31.0,1,102.73895056156141
223,82.07868458993508,168707.71960300993,122.09488186964641,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,223.0,51.0,1,94.8155571829561
228,79.71830620233976,169601.59689988574,123.67229610691238,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_female,228.0,21.0,1,132.87262685377698
230,93.99565070823614,213870.0559009526,152.719327978885,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,230.0,81.0,1,47.891719626628344
231,103.64254336410082,235290.87675134934,172.64687863190696,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,231.0,81.0,1,21.810707008804464
234,84.1498201342431,176405.0339166624,129.08011978995748,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,234.0,51.0,1,81.92925670839122
235,92.0904025332537,243102.06065139238,169.79286575802175,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,235.0,81.0,1,10.72334095984753
237,96.2209920480832,225169.7030782427,161.5336889195485,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,237.0,81.0,1,21.01289990692927
238,87.18326348517445,225541.93999637786,164.60574518939214,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,238.0,81.0,1,80.1099409198456
239,88.09814131890705,211443.7048765831,154.77026714051024,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,239.0,51.0,1,107.08618087198641
240,75.2037047020427,132976.3143527193,87.8421108324242,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,240.0,51.0,1,230.40188864038385
242,88.36189411294396,172101.73993329777,124.3280226513576,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,242.0,51.0,1,94.70247466407397
244,71.16971456366399,138424.43984035455,89.4238870697809,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,244.0,51.0,1,226.03771502152915
