,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_AC,Income,Electricity,Water,w,wf
37,37,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,91574.08166482006,87.75346644002519,71.19560359349022,43.38682252922423,27.716740537540783
38,38,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_no,375227.55572553404,124.43356453145796,266.3683163298202,43.38682252922423,61.31285364515221
39,39,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,96406.68110785834,84.36352066161777,74.08567448493585,43.38682252922423,38.92124631481387
40,40,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,135253.60333557552,98.9198341608608,105.77945786405745,43.38682252922423,23.293315530979932
41,41,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,369383.0368189981,159.81730652481414,255.73626364635845,43.38682252922423,64.061156127495
42,42,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,215023.26800114324,118.84363817264021,155.4109937360695,43.38682252922423,53.75798403048184
43,43,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,388726.38262121065,170.2976390100755,274.02301287058566,43.38682252922423,0.0
44,44,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,113302.09132840627,94.11679633143429,86.91238027071633,43.38682252922423,16.698018259847256
45,45,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,106415.00109316126,82.87489716830147,74.4716798038319,43.38682252922423,0.0
46,46,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,201385.55581261602,117.52439379298914,155.22108562858705,43.38682252922423,91.46455794149185
47,47,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,220272.71169516305,116.42239909881222,167.08273809652505,43.38682252922423,52.81930282915862
48,48,sex_female,Urbanity_Urban,Size_8,age_66_75,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,178422.14423106864,113.22332726093126,141.47778477244506,43.38682252922423,69.00551206442208
49,49,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_no,215495.048513764,77.29099108236663,160.61444507878798,43.38682252922423,39.131127429516255
50,50,sex_female,Urbanity_Urban,Size_8,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,166346.2269698581,106.3958055819544,127.49734125331894,43.38682252922423,107.67049224931907
51,51,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_no,71408.08519705005,32.966058899617195,44.58690166487499,43.38682252922423,8.576186667698003
52,52,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,346299.6045903894,151.65555777897708,230.16483630185039,43.38682252922423,0.0
53,53,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,439609.1461542575,181.97611673788003,302.46575740695886,43.38682252922423,0.0
54,54,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,391824.0297114014,173.14652690664462,274.1478462184201,43.38682252922423,27.783640352497418
55,55,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,151229.73804046074,105.92695937733886,115.61857855688251,43.38682252922423,0.0
56,56,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,203456.14514509507,121.13034682455894,149.70420295379694,43.38682252922423,32.31868748837014
57,57,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,104044.74390937356,81.3729984371393,71.75408878230259,43.38682252922423,19.453610469809277
58,58,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,119448.09200767137,95.62170554759935,92.61539402078527,43.38682252922423,35.71083724140476
59,59,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,421360.56842277327,183.69947754068687,300.5770953792338,43.38682252922423,36.298407932633815
60,60,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,95524.21931051496,88.0486422751268,75.50181813931886,43.38682252922423,82.93907071353368
61,61,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,358285.83639919636,156.46178542333237,259.900836878534,43.38682252922423,76.80595728437416
62,62,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,137245.51444460734,97.135156952071,106.623892671197,43.38682252922423,26.569477366357653
63,63,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,89836.34671568619,87.53518552813408,70.88205116090597,43.38682252922423,106.56109820123159
64,64,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,134355.36601018262,99.35374092255793,106.86841384576309,43.38682252922423,24.23199673230314
65,65,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,112203.17565630864,95.33977948786179,91.23500282057644,43.38682252922423,0.0
66,66,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,94849.36855759943,86.75628369056713,74.01122548075656,43.38682252922423,82.93907071353368
67,67,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_no,212077.236644396,82.10770173101915,161.8911077686192,43.38682252922423,87.39623526527994
68,68,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,51995.87840369863,74.73649245145103,31.786367499931124,43.38682252922423,100.38391250600642
69,69,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,106615.32239059801,100.58039182562416,86.10830759730914,43.38682252922423,94.05457956430708
70,70,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,204649.24193810934,119.9118026857346,156.71057894468487,43.38682252922423,33.65843275480305
71,71,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,91235.58869336617,89.45457200727911,68.89727903658847,43.38682252922423,31.397801042392263
72,72,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_no,385856.44279112853,118.79548186147238,260.9630954262603,43.38682252922423,41.718562751812165
73,73,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,127929.63462608095,90.26329173679869,96.6282629422702,43.38682252922423,56.74906971840677
74,74,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,214972.4871300982,124.16690661314651,162.77505027036102,43.38682252922423,53.75798403048184
75,75,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,208391.86757584775,125.08620316719264,156.8547098378853,43.38682252922423,32.71975155347984
76,76,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,365561.2477230468,164.532629388832,262.88419702676583,43.38682252922423,41.75914883366621
77,77,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,81139.59714579767,76.63447641496602,54.03964326545965,43.38682252922423,64.65643044649367
78,78,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,52633.98025024708,63.52535606034462,34.526734458665004,43.38682252922423,79.34568002900443
79,79,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,181215.06414655567,104.58361210341656,128.00896913086157,43.38682252922423,15.063725349153051
80,80,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_no,Cooking_no,AC_yes,218568.28067579394,117.16576457378216,161.46593527409732,43.38682252922423,1.6507356391743617
81,81,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,342528.3750494272,156.51740478114627,236.42107127871026,43.38682252922423,24.42821624484299
82,82,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,86305.1677530318,75.97097289785016,58.65085449148022,43.38682252922423,85.69466292349568
83,83,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,62478.765968685,74.98215938204841,40.21196530629458,43.38682252922423,41.63910611799443
84,84,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,153899.01806117586,103.74760753201843,106.81152534535029,43.38682252922423,77.36286290873538
85,85,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,106315.97750567463,88.87357619687876,83.23829746954794,43.38682252922423,33.79183759338683
86,86,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,134373.80889902005,100.01314909420088,101.83031189394308,43.38682252922423,0.0
87,87,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,102599.97310655088,92.172450941374,79.74276428471269,43.38682252922423,0.0
88,88,sex_male,Urbanity_Rural,Size_4,age_76_85,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,82011.51471403705,80.85000970845813,55.898114705252745,43.38682252922423,0.0
89,89,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_High_School,Lighting_yes,Cooking_no,AC_yes,136049.34848740193,98.19668631562664,103.37105172911392,43.38682252922423,0.0
90,90,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,225575.9199162996,136.19716836165892,170.1226692039273,43.38682252922423,0.0
91,91,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,216670.92724144802,123.07755411623549,158.92465454544154,43.38682252922423,43.924257330752916
92,92,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,123967.10873940797,85.90293205663298,95.73956553526628,43.38682252922423,91.87184861872086
93,93,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,146191.6142573197,101.6210767104815,108.9225420927765,43.38682252922423,43.154900229783905
94,94,sex_female,Urbanity_Urban,Size_7,age_66_75,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,170049.58455570895,115.90902608376251,129.89796907381148,43.38682252922423,34.09723416953136
95,95,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_no,166725.40897340814,58.52802251601095,116.63847211541763,43.38682252922423,62.05817949569918
96,96,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,94198.1691676058,85.73195043182218,73.48123059523766,43.38682252922423,105.62241699990838
97,97,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,40976.554706974784,58.405358325558005,22.85482480330411,43.38682252922423,0.0
98,98,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_no,100011.11842626776,53.571389691551616,78.9907733618723,43.38682252922423,46.33176414770357
99,99,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,134348.35966918478,94.94557895153532,100.80736402635284,43.38682252922423,0.0
100,100,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,39410.72055200581,71.9618705534116,21.886887187286487,43.38682252922423,19.620555194297697
101,101,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,80949.7067655807,78.00767554658596,53.98506065456503,43.38682252922423,107.97694514476072
102,102,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,318000.796228995,145.93709253135114,207.40663191661704,43.38682252922423,96.52922554460304
103,103,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,54839.786374808136,64.69930064288367,34.83266819256395,43.38682252922423,100.38391250600642
104,104,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_no,196111.48560063468,74.35790199572574,134.98219124981122,43.38682252922423,15.916678317691566
105,105,sex_female,Urbanity_Rural,Size_6,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,118481.2835072444,91.00235765637802,82.39915867414453,43.38682252922423,0.0
106,106,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,70621.10719610876,71.33395366244007,47.383242376379634,43.38682252922423,39.436650099844435
107,107,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,212159.6407338205,114.36596094196709,158.05469896475745,43.38682252922423,87.94208172947272
108,108,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,223949.04290966413,119.0220002489594,171.28453581371608,43.38682252922423,20.302229843055006
109,109,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,127076.76089643627,93.40603767780807,98.17717935821454,43.38682252922423,24.23199673230314
110,110,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,230134.55486487004,123.75599140416305,176.4365209480426,43.38682252922423,0.0
111,111,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,351807.0658928466,156.62307914411716,253.47447919284173,43.38682252922423,17.481896514777137
112,112,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,332746.86981431016,154.1415342207469,216.79137037324955,43.38682252922423,91.66700406615102
113,113,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_no,122039.63223350966,57.78682896348346,95.6213514867475,43.38682252922423,91.32600215452807
114,114,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,65798.46836059492,78.91952048228711,41.69038100780428,43.38682252922423,27.213587833051978
115,115,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_no,82381.38117453511,38.228777369592855,54.65918948292647,43.38682252922423,65.0492651836241
116,116,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,68661.32144693169,75.28336572073147,46.103054539244425,43.38682252922423,40.70042491667121
117,117,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,86993.9984621387,81.90428467941193,68.05098116515097,43.38682252922423,98.09897172748677
118,118,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,206859.9936220079,122.42573913287741,154.1443191443146,43.38682252922423,37.339493259654525
119,119,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,76455.66849826039,75.85040540690356,50.82680006354847,43.38682252922423,11.459513765945307
120,120,sex_female,Urbanity_Rural,Size_5,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,87380.3006240355,79.35948114672196,61.43484699085613,43.38682252922423,0.0
121,121,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,78651.0493905866,84.67303372332452,61.927759576181096,43.38682252922423,85.1218016591199
122,122,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,120997.95824614885,97.602402927146,94.49666850133588,43.38682252922423,36.64951844272797
123,123,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,219303.75835776827,126.94674377321657,164.6992599885238,43.38682252922423,0.0
124,124,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_no,421705.0213511309,133.36747938096386,289.47606312936273,43.38682252922423,47.89574844703733
125,125,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,96540.80575505244,85.56147699586387,75.18110126276041,43.38682252922423,82.93907071353368
126,126,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,122674.70262363506,93.58113701489496,97.0211214645455,43.38682252922423,0.0
127,127,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,329403.51619291806,147.45595222376454,216.99430495780948,43.38682252922423,35.58196313844104
128,128,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_no,Cooking_no,AC_yes,333108.43965039786,145.29000550014499,216.38799924005158,43.38682252922423,38.293795027066
129,129,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_no,371310.33288565686,118.37456183727751,262.9363580684459,43.38682252922423,97.69940736229309
130,130,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_no,77010.39776519974,39.50181379286866,61.4078689430262,43.38682252922423,1.629866937632152
131,131,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,200441.164546914,110.99099278760949,147.39236966781695,43.38682252922423,0.0
132,132,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_no,Cooking_no,AC_yes,167201.591777474,97.28529672072655,116.88621235761127,43.38682252922423,65.69719684106285
133,133,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,407416.15059869975,177.24467860739603,288.448260042934,43.38682252922423,72.3598680342711
134,134,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_no,205560.82615292477,71.5820458831343,153.29167282546416,43.38682252922423,88.33491646660315
135,135,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,69859.84269328168,78.45881154617122,45.588338893078486,43.38682252922423,27.61465189816167
136,136,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,114015.94922398108,92.90260912442264,89.96064971757997,43.38682252922423,16.698018259847256
137,137,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,126092.22849323426,93.2735154510852,97.11072883700658,43.38682252922423,90.93316741739766
138,138,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,143207.25590574686,95.61380724736013,107.90621822325588,43.38682252922423,20.471553943409194
139,139,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,223671.59926015852,125.9598570024417,165.42400929801002,43.38682252922423,22.238646411999824
