,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
49,49,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,109715.3415137062,32.34310711219139,6136.143569432488,36.99485596707819,16.02269318581056
50,50,sex_male,Urbanity_Rural,Size_5,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,339187.706008607,98.0785441871739,17846.71298613701,36.99485596707819,42.85007451367436
51,51,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_High_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_yes,73778.09606961456,64.12581349339598,3832.0708801913615,36.99485596707819,67.97730918900146
52,52,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,312841.4369608658,97.26060538753063,16996.008423010295,36.99485596707819,61.80793238880956
53,53,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,43034.51434651485,30.6873610099796,1996.3190398041265,36.99485596707819,71.62061566574263
54,54,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,356042.9424275864,123.54508562026676,19741.305196178146,36.99485596707819,50.96769605547141
55,55,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,238271.58210445443,83.16101010018515,14091.478987070803,36.99485596707819,7.39848047123966
56,56,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_no,95530.6742088894,55.1048345769031,5985.502769757667,36.99485596707819,46.002011292634755
57,57,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,215224.04164573684,78.44297464128489,12764.743259056599,36.99485596707819,54.60533613213211
58,58,sex_female,Urbanity_Urban,Size_8,age_56_65,Education_Elementary_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_yes,AC_no,138921.22742288985,58.10012364410243,8651.20769519288,36.99485596707819,37.92973020950859
59,59,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_yes,AC_no,141739.16945701028,60.218662258460434,8813.394696244039,36.99485596707819,46.65694521302269
60,60,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,377825.35360463907,131.73987873172615,21489.617941800923,36.99485596707819,32.009838180336196
61,61,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,190942.05448568345,69.50327029320836,11137.251965240142,36.99485596707819,21.549056677442923
62,62,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,76633.88032613831,43.26347737612342,4810.845359422868,36.99485596707819,15.853103812600946
63,63,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,107742.74784708061,44.07977364000236,6851.611600263235,36.99485596707819,18.255791779659127
64,64,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,118605.7647749792,45.155312664470536,7239.263913143942,36.99485596707819,46.492315688207675
65,65,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,223138.34835674206,112.61548425279209,13327.385076516,36.99485596707819,9.089841055177597
66,66,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_no,99144.18578838967,49.28854608543425,6062.046655329485,36.99485596707819,21.987280535392124
67,67,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,216660.0263637301,115.94939819094112,13170.965540454892,36.99485596707819,27.752061410921613
68,68,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,211835.53002095688,79.43206441260446,12463.052677081778,36.99485596707819,54.60533613213211
69,69,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,431297.4906199528,136.51281020664013,24408.23398884958,36.99485596707819,35.65914090122569
70,70,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,77844.74280031034,77.31102745296164,4020.739983219327,36.99485596707819,10.781461254784494
71,71,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,124966.42704243852,57.96308972370841,7975.474951726923,36.99485596707819,5.90205946185845
72,72,sex_male,Urbanity_Urban,Size_3,age_19_25,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,349116.7415085467,115.20097440453722,20044.06869453517,36.99485596707819,52.72446612812363
73,73,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,225039.23622224442,81.63888679019061,13432.08472063397,36.99485596707819,17.70924661976057
74,74,sex_female,Urbanity_Rural,Size_5,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,117456.1486515599,49.713671959565275,6644.591021197839,36.99485596707819,18.696982682622306
75,75,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,59800.39322797247,32.817392710139806,3222.6547956371064,36.99485596707819,45.419679992232325
76,76,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,68959.83177436826,26.542741722527985,3629.531481568442,36.99485596707819,11.53887190586426
77,77,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,365284.6748543928,113.12234817647686,19534.60290210434,36.99485596707819,4.3666831234958945
78,78,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,82849.80251348401,29.757094316746784,4453.748810801262,36.99485596707819,69.69043565704963
79,79,sex_male,Urbanity_Rural,Size_3,age_76_85,Education_College,Lighting_no,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,350730.687623793,153.7879410654869,18542.366097485912,36.99485596707819,17.13390764386515
80,80,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,45471.86984185877,74.77779696552219,2149.5611645260183,36.99485596707819,68.78207170177475
81,81,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,100800.46725793976,93.53706625288164,6204.881181446909,36.99485596707819,41.512891062163796
82,82,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,148719.58220330288,102.53161391178577,9215.044595272866,36.99485596707819,18.228335558956772
83,83,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,111710.9013679748,37.92104445751409,6164.205601081647,36.99485596707819,33.19737805990649
84,84,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,83200.92224870344,34.3991831979926,4422.660450081165,36.99485596707819,12.066719166850701
85,85,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,74964.60824925227,33.301883264283354,3895.52622382938,36.99485596707819,19.52009348048837
86,86,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,103207.6418291049,81.96762753364627,5709.489779030196,36.99485596707819,28.33676555855494
87,87,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,58676.35197291045,58.74400313157323,3074.948935735449,36.99485596707819,38.35356047955103
88,88,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,96931.53826442172,33.605848163343204,6068.989693021118,36.99485596707819,42.00871523191958
89,89,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,133837.72073190534,90.91127701955648,8225.356759314622,36.99485596707819,29.153376346955614
90,90,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,230998.9949955466,72.99375996062942,14098.736526118535,36.99485596707819,15.56280438393527
91,91,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,141123.07932484202,43.64896905633338,8558.305639385562,36.99485596707819,31.867325788823663
92,92,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,96872.7762263806,39.603059996060814,6109.093286599436,36.99485596707819,42.00871523191958
93,93,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,106240.34681820514,43.20524410977068,6597.510090054781,36.99485596707819,25.42740736540548
94,94,sex_male,Urbanity_Rural,Size_7,age_76_85,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,132931.63107161288,43.99827754485978,7392.812253406556,36.99485596707819,45.641288738020215
95,95,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,208116.54498368414,74.72898403263082,12586.317250743765,36.99485596707819,47.29672858716162
96,96,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,83914.75420080821,36.65056351211019,4605.430303139611,36.99485596707819,54.23614842427161
97,97,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,102536.32415739284,80.57167382597994,6155.954957615329,36.99485596707819,22.5888634014376
98,98,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,59389.44385488943,22.85496029326336,2947.2562934241582,36.99485596707819,30.496950604657663
99,99,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,218922.20692438493,77.99220405921874,12873.647834412344,36.99485596707819,30.71542072064753
100,100,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,116622.23088302971,44.422918433829565,7077.750681671101,36.99485596707819,75.07681093351007
101,101,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,224204.235238642,87.24730852429035,13538.432279531573,36.99485596707819,32.86208378013103
102,102,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,148888.14653634152,57.733188736696846,9458.768046052137,36.99485596707819,25.84966493561155
103,103,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,208681.57530493225,66.94645010842187,12272.643494782793,36.99485596707819,45.215816097931715
104,104,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_no,80634.23289407548,25.883607433850504,4386.571863319747,36.99485596707819,8.331642249690969
105,105,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,75312.15239167848,69.82085188670857,3858.3047852668665,36.99485596707819,23.72857058016701
106,106,sex_female,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,200158.61132933013,56.86085266178013,11166.329141311404,36.99485596707819,45.690372824947616
107,107,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,50850.75988398964,24.438637326186672,2553.6722671144453,36.99485596707819,0.0742217798414278
108,108,sex_male,Urbanity_Rural,Size_3,age_76_85,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,345392.6083288189,99.99029682162424,18311.982935590044,36.99485596707819,21.098989598434606
109,109,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,94683.91101821748,32.86870266609952,5388.705828605163,36.99485596707819,30.647683085194576
110,110,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,62032.987279667956,17.197233644889458,3303.879685431594,36.99485596707819,41.1921044435189
111,111,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,363166.1979015192,112.09249556270416,19146.634144564374,36.99485596707819,64.04562438988573
112,112,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,131124.43238144412,54.48580477599406,8173.284961557281,36.99485596707819,14.758170661323115
113,113,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,214583.38603486953,70.44803794521945,13032.529924005901,36.99485596707819,28.509692885659582
114,114,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,130810.93894467015,45.77555376355121,8254.72243871057,36.99485596707819,29.78619247593554
115,115,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,147674.43343268632,64.51439186480515,9099.763411145188,36.99485596707819,17.366930411539474
116,116,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,205425.57247730528,112.0142200567461,12080.500216399463,36.99485596707819,42.37727213396383
117,117,sex_male,Urbanity_Rural,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,169086.28600174372,108.71577333732806,9025.050919574403,36.99485596707819,40.67321023348969
118,118,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,200170.90226800012,68.27793490133034,11921.845334801616,36.99485596707819,34.599330934063005
119,119,sex_female,Urbanity_Urban,Size_3,age_76_85,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,141763.95691779614,41.40803473846969,8971.691897147379,36.99485596707819,26.000663544036165
