,index,n_BuildingSqm,n_BuildingKwh,NonRElectricity,w,wf
102,102,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
103,103,406.72633871362433,243.0,29710.895069066504,0.114,0.0
104,104,406.72633871362433,243.0,29710.895069066504,0.114,0.0
105,105,637.2298598861562,296.0,65341.759927087274,0.114,0.0
106,106,406.72633871362433,243.0,29710.895069066504,0.114,0.0
107,107,312.5947515174914,631.0,65632.75811061822,0.114,0.0
108,108,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
109,109,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
110,110,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
111,111,406.72633871362433,243.0,29710.895069066504,0.114,0.0
112,112,637.2298598861562,296.0,65341.759927087274,0.114,0.0
113,113,637.2298598861562,296.0,65341.759927087274,0.114,0.0
114,114,637.2298598861562,296.0,65341.759927087274,0.114,0.0
115,115,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
116,116,497.4279044195864,233.0,39935.241259193266,0.114,0.0
117,117,312.5947515174914,631.0,65632.75811061822,0.114,0.0
118,118,406.72633871362433,243.0,29710.895069066504,0.114,0.0
119,119,312.5947515174914,631.0,65632.75811061822,0.114,0.0
120,120,312.5947515174914,631.0,65632.75811061822,0.114,0.0
121,121,406.72633871362433,243.0,29710.895069066504,0.114,0.0
122,122,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
123,123,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
124,124,406.72633871362433,243.0,29710.895069066504,0.114,0.0
125,125,406.72633871362433,243.0,29710.895069066504,0.114,0.0
126,126,406.72633871362433,243.0,29710.895069066504,0.114,0.0
127,127,406.72633871362433,243.0,29710.895069066504,0.114,0.0
128,128,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
129,129,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
130,130,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
131,131,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
132,132,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
133,133,703.625461563575,316.0,78745.14961067829,0.114,0.0
134,134,406.72633871362433,243.0,29710.895069066504,0.114,0.0
135,135,406.72633871362433,243.0,29710.895069066504,0.114,0.0
136,136,312.5947515174914,631.0,65632.75811061822,0.114,0.0
137,137,312.5947515174914,631.0,65632.75811061822,0.114,0.0
138,138,406.72633871362433,243.0,29710.895069066504,0.114,0.0
139,139,406.72633871362433,243.0,29710.895069066504,0.114,0.0
140,140,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
141,141,406.72633871362433,243.0,29710.895069066504,0.114,0.0
142,142,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
143,143,703.625461563575,316.0,78745.14961067829,0.114,0.0
144,144,497.4279044195864,233.0,39935.241259193266,0.114,0.0
145,145,406.72633871362433,243.0,29710.895069066504,0.114,0.0
146,146,406.72633871362433,243.0,29710.895069066504,0.114,0.0
147,147,406.72633871362433,243.0,29710.895069066504,0.114,0.0
148,148,406.72633871362433,243.0,29710.895069066504,0.114,0.0
149,149,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
150,150,637.2298598861562,296.0,65341.759927087274,0.114,0.0
151,151,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
152,152,406.72633871362433,243.0,29710.895069066504,0.114,0.0
153,153,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
154,154,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
155,155,406.72633871362433,243.0,29710.895069066504,0.114,0.0
156,156,637.2298598861562,296.0,65341.759927087274,0.114,0.0
157,157,703.625461563575,316.0,78745.14961067829,0.114,0.0
158,158,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
159,159,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
160,160,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
161,161,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
162,162,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
163,163,406.72633871362433,243.0,29710.895069066504,0.114,0.0
164,164,406.72633871362433,243.0,29710.895069066504,0.114,0.0
165,165,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
166,166,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
167,167,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
168,168,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
169,169,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
170,170,406.72633871362433,243.0,29710.895069066504,0.114,0.0
171,171,703.625461563575,316.0,78745.14961067829,0.114,0.0
172,172,312.5947515174914,631.0,65632.75811061822,0.114,0.0
173,173,1165.9945839264515,592.0,226331.56621080512,0.114,0.0
174,174,406.72633871362433,243.0,29710.895069066504,0.114,0.0
175,175,406.72633871362433,243.0,29710.895069066504,0.114,0.0
176,176,1165.9945839264515,592.0,226331.56621080512,0.114,0.0
177,177,406.72633871362433,243.0,29710.895069066504,0.114,0.0
178,178,312.5947515174914,631.0,65632.75811061822,0.114,0.0
179,179,703.625461563575,316.0,78745.14961067829,0.114,0.0
180,180,406.72633871362433,243.0,29710.895069066504,0.114,0.0
181,181,406.72633871362433,243.0,29710.895069066504,0.114,0.0
182,182,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
183,183,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
184,184,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
185,185,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
186,186,637.2298598861562,296.0,65341.759927087274,0.114,0.0
187,187,637.2298598861562,296.0,65341.759927087274,0.114,0.0
188,188,406.72633871362433,243.0,29710.895069066504,0.114,0.0
189,189,406.72633871362433,243.0,29710.895069066504,0.114,0.0
190,190,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
191,191,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
192,192,1165.9945839264515,592.0,226331.56621080512,0.114,0.0
193,193,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
194,194,497.4279044195864,233.0,39935.241259193266,0.114,0.0
195,195,637.2298598861562,296.0,65341.759927087274,0.114,0.0
196,196,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
197,197,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
198,198,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
199,199,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
200,200,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
201,201,703.625461563575,316.0,78745.14961067829,0.114,0.0
202,202,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
203,203,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
204,204,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
205,205,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
206,206,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
207,207,406.72633871362433,243.0,29710.895069066504,0.114,0.0
208,208,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
209,209,406.72633871362433,243.0,29710.895069066504,0.114,0.0
210,210,406.72633871362433,243.0,29710.895069066504,0.114,0.0
211,211,637.2298598861562,296.0,65341.759927087274,0.114,0.0
212,212,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
213,213,637.2298598861562,296.0,65341.759927087274,0.114,0.0
214,214,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
215,215,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
216,216,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
217,217,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
218,218,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
219,219,406.72633871362433,243.0,29710.895069066504,0.114,0.0
220,220,406.72633871362433,243.0,29710.895069066504,0.114,0.0
221,221,703.625461563575,316.0,78745.14961067829,0.114,0.0
222,222,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
223,223,406.72633871362433,243.0,29710.895069066504,0.114,0.0
224,224,406.72633871362433,243.0,29710.895069066504,0.114,0.0
225,225,637.2298598861562,296.0,65341.759927087274,0.114,0.0
226,226,637.2298598861562,296.0,65341.759927087274,0.114,0.0
227,227,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
228,228,406.72633871362433,243.0,29710.895069066504,0.114,0.0
229,229,406.72633871362433,243.0,29710.895069066504,0.114,0.0
230,230,406.72633871362433,243.0,29710.895069066504,0.114,0.0
231,231,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
232,232,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
233,233,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
234,234,637.2298598861562,296.0,65341.759927087274,0.114,0.0
235,235,406.72633871362433,243.0,29710.895069066504,0.114,0.0
236,236,312.5947515174914,631.0,65632.75811061822,0.114,0.0
237,237,312.5947515174914,631.0,65632.75811061822,0.114,0.0
238,238,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
239,239,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
240,240,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
241,241,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
242,242,312.5947515174914,631.0,65632.75811061822,0.114,0.0
243,243,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
244,244,703.625461563575,316.0,78745.14961067829,0.114,0.0
245,245,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
246,246,312.5947515174914,631.0,65632.75811061822,0.114,0.0
247,247,312.5947515174914,631.0,65632.75811061822,0.114,0.0
248,248,497.4279044195864,233.0,39935.241259193266,0.114,0.0
249,249,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
250,250,406.72633871362433,243.0,29710.895069066504,0.114,0.0
251,251,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
252,252,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
253,253,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
254,254,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
255,255,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
256,256,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
257,257,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
258,258,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
259,259,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
260,260,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
261,261,637.2298598861562,296.0,65341.759927087274,0.114,0.0
262,262,637.2298598861562,296.0,65341.759927087274,0.114,0.0
263,263,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
264,264,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
265,265,312.5947515174914,631.0,65632.75811061822,0.114,0.0
266,266,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
267,267,637.2298598861562,296.0,65341.759927087274,0.114,0.0
268,268,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
269,269,637.2298598861562,296.0,65341.759927087274,0.114,0.0
270,270,637.2298598861562,296.0,65341.759927087274,0.114,0.0
271,271,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
272,272,637.2298598861562,296.0,65341.759927087274,0.114,0.0
273,273,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
274,274,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
275,275,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
276,276,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
277,277,406.72633871362433,243.0,29710.895069066504,0.114,0.0
278,278,703.625461563575,316.0,78745.14961067829,0.114,0.0
279,279,406.72633871362433,243.0,29710.895069066504,0.114,0.0
280,280,406.72633871362433,243.0,29710.895069066504,0.114,0.0
281,281,497.4279044195864,233.0,39935.241259193266,0.114,0.0
282,282,703.625461563575,316.0,78745.14961067829,0.114,0.0
283,283,312.5947515174914,631.0,65632.75811061822,0.114,0.0
284,284,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
285,285,312.5947515174914,631.0,65632.75811061822,0.114,0.0
286,286,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
287,287,637.2298598861562,296.0,65341.759927087274,0.114,0.0
288,288,406.72633871362433,243.0,29710.895069066504,0.114,0.0
289,289,406.72633871362433,243.0,29710.895069066504,0.114,0.0
290,290,312.5947515174914,631.0,65632.75811061822,0.114,0.0
291,291,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
292,292,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
293,293,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
294,294,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
295,295,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
296,296,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
297,297,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
298,298,406.72633871362433,243.0,29710.895069066504,0.114,0.0
299,299,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
300,300,406.72633871362433,243.0,29710.895069066504,0.114,0.0
301,301,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
302,302,703.625461563575,316.0,78745.14961067829,0.114,0.0
303,303,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
304,304,406.72633871362433,243.0,29710.895069066504,0.114,0.0
305,305,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
306,306,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
307,307,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
308,308,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
309,309,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
310,310,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
311,311,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
312,312,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
313,313,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
314,314,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
315,315,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
316,316,637.2298598861562,296.0,65341.759927087274,0.114,0.0
317,317,637.2298598861562,296.0,65341.759927087274,0.114,0.0
318,318,406.72633871362433,243.0,29710.895069066504,0.114,0.0
319,319,406.72633871362433,243.0,29710.895069066504,0.114,0.0
320,320,406.72633871362433,243.0,29710.895069066504,0.114,0.0
321,321,406.72633871362433,243.0,29710.895069066504,0.114,0.0
322,322,406.72633871362433,243.0,29710.895069066504,0.114,0.0
323,323,406.72633871362433,243.0,29710.895069066504,0.114,0.0
324,324,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
325,325,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
326,326,703.625461563575,316.0,78745.14961067829,0.114,0.0
327,327,312.5947515174914,631.0,65632.75811061822,0.114,0.0
328,328,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
329,329,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
330,330,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
331,331,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
332,332,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
333,333,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
334,334,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
335,335,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
336,336,406.72633871362433,243.0,29710.895069066504,0.114,0.0
337,337,637.2298598861562,296.0,65341.759927087274,0.114,0.0
338,338,637.2298598861562,296.0,65341.759927087274,0.114,0.0
339,339,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
340,340,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
341,341,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
342,342,497.4279044195864,233.0,39935.241259193266,0.114,0.0
343,343,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
344,344,637.2298598861562,296.0,65341.759927087274,0.114,0.0
345,345,637.2298598861562,296.0,65341.759927087274,0.114,0.0
346,346,312.5947515174914,631.0,65632.75811061822,0.114,0.0
347,347,637.2298598861562,296.0,65341.759927087274,0.114,0.0
348,348,637.2298598861562,296.0,65341.759927087274,0.114,0.0
349,349,312.5947515174914,631.0,65632.75811061822,0.114,0.0
350,350,406.72633871362433,243.0,29710.895069066504,0.114,0.0
351,351,637.2298598861562,296.0,65341.759927087274,0.114,0.0
352,352,312.5947515174914,631.0,65632.75811061822,0.114,0.0
353,353,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
354,354,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
355,355,406.72633871362433,243.0,29710.895069066504,0.114,0.0
356,356,406.72633871362433,243.0,29710.895069066504,0.114,0.0
357,357,406.72633871362433,243.0,29710.895069066504,0.114,0.0
358,358,703.625461563575,316.0,78745.14961067829,0.114,0.0
359,359,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
360,360,637.2298598861562,296.0,65341.759927087274,0.114,0.0
361,361,703.625461563575,316.0,78745.14961067829,0.114,0.0
362,362,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
363,363,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
364,364,703.625461563575,316.0,78745.14961067829,0.114,0.0
365,365,637.2298598861562,296.0,65341.759927087274,0.114,0.0
366,366,406.72633871362433,243.0,29710.895069066504,0.114,0.0
367,367,312.5947515174914,631.0,65632.75811061822,0.114,0.0
368,368,312.5947515174914,631.0,65632.75811061822,0.114,0.0
369,369,406.72633871362433,243.0,29710.895069066504,0.114,0.0
370,370,406.72633871362433,243.0,29710.895069066504,0.114,0.0
371,371,406.72633871362433,243.0,29710.895069066504,0.114,0.0
372,372,406.72633871362433,243.0,29710.895069066504,0.114,0.0
373,373,637.2298598861562,296.0,65341.759927087274,0.114,0.0
374,374,637.2298598861562,296.0,65341.759927087274,0.114,0.0
375,375,296.28054076293597,137.0,14102.799255324951,0.114,2.205201679391229
376,376,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
377,377,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
378,378,719.5871280224214,262.0,77620.75573468984,0.114,0.3911498827744545
379,379,637.2298598861562,296.0,65341.759927087274,0.114,0.0
380,380,637.2298598861562,296.0,65341.759927087274,0.114,0.0
381,381,637.2298598861562,296.0,65341.759927087274,0.114,0.0
382,382,637.2298598861562,296.0,65341.759927087274,0.114,0.0
383,383,312.5947515174914,631.0,65632.75811061822,0.114,0.0
384,384,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
385,385,637.2298598861562,296.0,65341.759927087274,0.114,0.0
386,386,637.2298598861562,296.0,65341.759927087274,0.114,0.0
387,387,637.2298598861562,296.0,65341.759927087274,0.114,0.0
388,388,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
389,389,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
390,390,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
391,391,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
392,392,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
393,393,703.625461563575,316.0,78745.14961067829,0.114,0.0
394,394,637.2298598861562,296.0,65341.759927087274,0.114,0.0
395,395,637.2298598861562,296.0,65341.759927087274,0.114,0.0
396,396,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
397,397,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
398,398,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
399,399,637.2298598861562,296.0,65341.759927087274,0.114,0.0
400,400,406.72633871362433,243.0,29710.895069066504,0.114,0.0
401,401,703.625461563575,316.0,78745.14961067829,0.114,0.0
402,402,637.2298598861562,296.0,65341.759927087274,0.114,0.0
403,403,637.2298598861562,296.0,65341.759927087274,0.114,0.0
404,404,312.5947515174914,631.0,65632.75811061822,0.114,0.0
405,405,837.2166583606537,293.0,104135.99305079236,0.114,0.09016738206399555
406,406,406.72633871362433,243.0,29710.895069066504,0.114,0.0
407,407,406.72633871362433,243.0,29710.895069066504,0.114,0.0
