,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,Income,Electricity,Water,w,wf
13,13,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,51331.097180607685,74.66362774014455,31.79144374184927,44.50263991552271,0.0
14,14,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,198253.12989147785,114.63759170457577,146.7723378284906,44.50263991552271,88.6815059046074
15,15,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,348889.5318769133,148.93138234171792,232.6237564600286,44.50263991552271,0.0
16,16,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_no,326543.9201548964,139.87327603915926,218.338704658416,44.50263991552271,132.01478172239456
17,17,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,TV_yes,Cooking_no,92216.2847617674,78.1379183567048,63.10125352735727,44.50263991552271,46.93853370337114
18,18,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,177588.73759822728,108.53420578427065,126.78185612432726,44.50263991552271,6.865326592307967
19,19,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,223396.84833199362,129.43183264787913,166.0945791008872,44.50263991552271,28.945403131744587
20,20,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,325806.2664749164,152.34387499057362,216.6867650213849,44.50263991552271,8.937181998558387
21,21,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,90248.35227147883,89.31840026551416,68.72138791153453,44.50263991552271,106.09742423937453
22,22,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,233448.509607958,124.42242299303874,170.48363924829889,44.50263991552271,0.0
23,23,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,TV_yes,Cooking_no,396458.7668391561,169.16295608260862,282.67277511845805,44.50263991552271,0.0
24,24,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_no,137929.1914196852,96.11914679573084,106.21007139697792,44.50263991552271,0.0
25,25,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,208948.62295830867,121.87382248403046,160.91335857826653,44.50263991552271,6.816239320657655
26,26,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,355658.202180703,162.2576331681859,252.4448920742781,44.50263991552271,94.45937979177599
27,27,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,TV_yes,Cooking_yes,117810.58500860455,99.19324956672978,91.3365324993397,44.50263991552271,131.11271319294048
28,28,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,319864.0731916435,151.39059228444845,214.5940494475198,44.50263991552271,94.50846706342627
29,29,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,358367.25704749994,161.0554057831941,257.95390798391657,44.50263991552271,8.888094726908074
30,30,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,134168.68690273975,104.0690864840655,101.51669539765676,44.50263991552271,23.549608490568858
31,31,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,TV_yes,Cooking_no,88115.72305364137,78.56721629124705,59.290167672642916,44.50263991552271,104.1159440425206
32,32,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_no,139419.22828292215,94.21789026092331,106.83378319913349,44.50263991552271,0.0
33,33,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,192379.55288449282,109.8324369833259,143.12498288754998,44.50263991552271,1.3608663395825111
34,34,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,128737.36654490107,103.43483763294681,99.79197359134243,44.50263991552271,22.54851379134399
35,35,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_no,352162.0877596375,161.29062215306695,244.1508044270876,44.50263991552271,91.75445601008269
36,36,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,201683.1195418771,110.418782523892,150.11192456438133,44.50263991552271,128.892744345269
37,37,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,365192.8974333977,159.325725258941,253.41707247999813,44.50263991552271,107.62476181036745
38,38,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,95925.44844550725,89.48921091583307,77.07322037423016,44.50263991552271,106.09742423937453
39,39,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,331511.8968429975,137.0425500655225,226.36754306345387,44.50263991552271,107.67384908201772
40,40,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,94832.2257913676,83.65161182334094,74.13458199552464,44.50263991552271,106.09742423937453
41,41,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,351884.75181072194,160.64425203095277,239.82646943178813,44.50263991552271,0.0
42,42,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,199335.1246391646,118.17679130436476,136.45036861243952,44.50263991552271,0.0
43,43,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,227176.6170328576,126.42012588628376,173.1757515885311,44.50263991552271,0.0
44,44,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,212374.1970625604,118.73846594987295,159.6985715059542,44.50263991552271,104.55181170489223
45,45,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_no,352294.36681986396,168.36188564010547,247.6318179342701,44.50263991552271,5.434911144282586
46,46,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,209684.1364280507,118.25035089807491,155.31134878752172,44.50263991552271,47.37440136574271
47,47,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,111703.94504580306,90.31736721440107,87.58571892002384,44.50263991552271,63.85561833020872
48,48,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,208946.24809902025,117.83443792524119,158.8956956272704,44.50263991552271,104.55181170489223
49,49,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,375687.81111033063,164.17116953519076,263.18863946122013,44.50263991552271,50.10042786679453
50,50,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,115237.96347999465,87.43276206598745,88.11551576244044,44.50263991552271,12.298605605965985
51,51,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,220619.3144156072,133.1124844078337,165.6112339758934,44.50263991552271,24.737297807834413
52,52,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,206565.63525169782,116.49794680087477,161.25862387386326,44.50263991552271,65.34166796345542
53,53,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,231402.6243722631,126.41113136690048,174.47218772638504,44.50263991552271,0.0
54,54,sex_male,Urbanity_Rural,Size_3,age_76_85,Education_Post_Graduate,TV_yes,Cooking_yes,396927.0856032256,174.69855774992538,267.7091186040078,44.50263991552271,90.90333554692309
55,55,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,338866.1507592154,151.23939064359482,223.63766251412395,44.50263991552271,26.155506102491426
56,56,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,337220.00569213694,145.40029239957659,226.07919971649687,44.50263991552271,51.497533442093065
57,57,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_High_School,TV_yes,Cooking_no,110659.93885690234,93.16277646797644,84.37663617990809,44.50263991552271,123.80271596657325
58,58,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_no,356209.5901004728,161.51092299913185,241.05060186244347,44.50263991552271,131.96569445074428
59,59,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_no,122377.7550952966,95.5616624437624,96.71608550490535,44.50263991552271,6.331284386635777
60,60,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,416826.7173740736,168.8830862174591,281.9545442102006,44.50263991552271,114.98567433008347
61,61,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,137416.57249843015,104.5436568794676,105.03022861510892,44.50263991552271,0.0
62,62,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_no,136827.61632962714,98.84321804467086,105.46802128146658,44.50263991552271,28.46044819772267
63,63,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,379307.2507632392,172.89676633833682,274.8324377616676,44.50263991552271,33.72218231968834
64,64,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,333169.8963750064,147.87372692717872,219.9843868193251,44.50263991552271,49.14842043921994
65,65,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,95322.97437891482,81.88498778645994,71.83178669409925,44.50263991552271,106.09742423937453
66,66,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,89625.4867071249,85.29858303169415,59.92924537238103,44.50263991552271,8.084200740754593
67,67,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,TV_yes,Cooking_no,113540.2876941206,85.7910253720598,79.95372420421212,44.50263991552271,10.31712540911213
68,68,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,237562.9651171725,129.2834314942715,179.9031491649948,44.50263991552271,10.752993071483697
69,69,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_Elementary_School,TV_yes,Cooking_no,85573.29564570781,81.04967643006121,66.81593998443947,44.50263991552271,6.02270325386289
70,70,sex_male,Urbanity_Rural,Size_7,age_66_75,Education_College,TV_yes,Cooking_no,373020.32504326454,166.38734844440702,256.73640252828886,44.50263991552271,28.881328542782743
71,71,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,126550.65644650249,98.13146535544254,98.8683974256288,44.50263991552271,86.18189246546339
72,72,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,205034.28380000615,109.35059881774757,150.21469206343167,44.50263991552271,65.34166796345542
73,73,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,226023.7154987297,119.25042322163857,166.82194288865625,44.50263991552271,28.945403131744587
74,74,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,100899.41899365628,95.08399130390221,79.40425389892461,44.50263991552271,26.282910342316697
75,75,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,208590.60744227734,121.02678093455124,159.8294321471025,44.50263991552271,34.21327000344541
76,76,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,317411.55529201234,149.77633922383328,213.43175286146618,44.50263991552271,93.50737236420147
77,77,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,365258.5938614425,172.67384689581417,253.92347130578827,44.50263991552271,11.593018508601405
78,78,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,TV_yes,Cooking_yes,114800.81140603307,95.38199948589136,89.38394497891193,44.50263991552271,131.11271319294048
79,79,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,93358.68470764924,81.70304255041327,72.15850722889641,44.50263991552271,131.43945157897616
80,80,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,212924.07117153745,119.43506136706043,162.68594002155407,44.50263991552271,46.02638306209446
81,81,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,86378.21579937679,85.92109572013426,68.6608987676916,44.50263991552271,130.4383568797513
82,82,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,TV_yes,Cooking_no,347936.9848740075,144.76871014296253,232.20927885617283,44.50263991552271,0.0
83,83,sex_female,Urbanity_Rural,Size_7,age_36_45,Education_High_School,TV_yes,Cooking_no,121265.42190262975,94.18547067030173,87.58174871678575,44.50263991552271,82.49658318614104
84,84,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_Post_Secondary,TV_yes,Cooking_no,223600.53864783136,124.3266613621959,167.89193296497982,44.50263991552271,30.48885226718671
85,85,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,211623.45787204566,124.46139421738633,158.34182077470712,44.50263991552271,47.37440136574271
86,86,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,106603.8677372418,95.74361979704695,82.83783466154155,44.50263991552271,0.0
87,87,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,364804.4736794851,167.68484699732988,258.03322189987944,44.50263991552271,107.62476181036745
88,88,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,190090.45999547208,119.02178545540916,142.93285796339725,44.50263991552271,1.3608663395825111
89,89,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,222933.75766416267,125.4713491548996,160.73913399321887,44.50263991552271,53.2863357721214
90,90,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,197456.0196482516,110.32660221674207,139.58057449196957,44.50263991552271,10.80208034313401
91,91,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,409270.0427353498,175.26999301279636,279.557012298722,44.50263991552271,23.940866750018632
92,92,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,227688.08107688173,124.45334492986905,171.14781620576815,44.50263991552271,10.752993071483697
93,93,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,TV_yes,Cooking_no,440215.8472669295,189.20449082805754,294.274290767676,44.50263991552271,0.0
94,94,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,80061.13913494918,82.83586720335737,64.44042157573071,44.50263991552271,90.2271184390897
95,95,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,355585.7508671507,163.06895371985044,246.39989160980676,44.50263991552271,67.41352336970584
96,96,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,398698.50815640076,162.6516789375231,280.40453554104334,44.50263991552271,60.663373614386245
97,97,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,77369.31260063298,74.0350197494143,50.18377178564684,44.50263991552271,88.24563824223584
98,98,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,335355.8564131173,160.41175498846297,229.66912117748367,44.50263991552271,11.642105780251718
99,99,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_Post_Secondary,TV_yes,Cooking_no,181536.07141997185,112.8620782752597,136.4078501077614,44.50263991552271,21.096725535285447
100,100,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,221207.4533394434,125.46534324948765,165.1333297106905,44.50263991552271,0.0
101,101,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,225440.9592853978,125.61701174870956,164.43143616924306,44.50263991552271,36.797754794329045
102,102,sex_male,Urbanity_Rural,Size_7,age_26_35,Education_High_School,TV_yes,Cooking_yes,109236.70173478892,92.1269622191396,76.08615169350513,44.50263991552271,78.59424412471084
103,103,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,367699.7579046196,159.1108294875194,258.58077701716513,44.50263991552271,107.62476181036745
104,104,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,84883.59913002093,82.1086857156082,69.76948337070604,44.50263991552271,0.0
105,105,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,106437.53448378935,91.38188441040009,80.08201599218582,44.50263991552271,0.0
106,106,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,378466.58040594845,172.359649841862,273.0427982816084,44.50263991552271,0.0
107,107,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,317164.5433592325,148.06472052873409,217.59418861670844,44.50263991552271,0.0
108,108,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,121142.98272742864,93.1939251379612,95.25385235112202,44.50263991552271,0.0
109,109,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,396862.9962419004,176.49275110256096,269.70087237133225,44.50263991552271,11.7947289647738
110,110,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_no,345511.9068614333,148.47090841829746,239.3952041407816,44.50263991552271,28.77474908543456
111,111,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,359878.8939123707,165.13364109712987,256.9628870691914,44.50263991552271,8.888094726908074
112,112,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,329661.1398414254,155.57447337094158,217.8144553266706,44.50263991552271,8.937181998558387
113,113,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,324495.3941785822,143.9857254995875,223.54599215681148,44.50263991552271,0.0
114,114,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,226377.68105937968,123.4358746654031,169.2820741170633,44.50263991552271,29.946497830969417
115,115,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,112111.73196919811,95.71482190300058,88.34236375393301,44.50263991552271,89.19764566981036
116,116,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,103566.20225392508,89.40115456892833,80.96260135908817,44.50263991552271,48.57309029580154
117,117,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,371117.7289982446,172.8639621802789,257.21891727669293,44.50263991552271,110.32968559206081
118,118,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,370801.2358674833,162.3148123920571,256.50154457009603,44.50263991552271,49.09933316756967
119,119,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,366453.94892455713,173.68960982272034,271.5772364552734,44.50263991552271,10.591923809376576
120,120,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,210724.82179635446,123.37873159582344,157.37884823845727,44.50263991552271,104.55181170489223
121,121,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,131211.46429417614,105.40570624714077,102.09642812006665,44.50263991552271,24.25234287381249
122,122,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,131740.52369892222,98.90629135435104,104.03419815360964,44.50263991552271,22.54851379134399
123,123,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,203766.10752192105,112.66794128930091,149.3298747959046,44.50263991552271,64.34057326423064
124,124,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Elementary_School,TV_yes,Cooking_no,75923.09557904885,87.47123966158577,58.278525902722386,44.50263991552271,85.62204499441586
125,125,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,204961.01359189925,115.94923149065256,155.0291687991004,44.50263991552271,67.04549704592392
126,126,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_no,142730.04363437105,102.63649143505194,110.48194390801305,44.50263991552271,0.0
127,127,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_High_School,TV_yes,Cooking_no,129697.50082073724,94.02245918271652,101.24131145627257,44.50263991552271,47.89054113094566
128,128,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,215615.06930558296,124.01215107413401,160.3739895941819,44.50263991552271,24.737297807834413
129,129,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,188676.07511276202,109.37287593656612,131.6049352209687,44.50263991552271,0.0
130,130,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,370442.90933810617,151.15339461101766,269.9531329169916,44.50263991552271,26.106418830841115
131,131,sex_male,Urbanity_Rural,Size_9,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,228696.07209906797,119.3619132831475,160.68450163149768,44.50263991552271,0.0
132,132,sex_female,Urbanity_Rural,Size_9,age_46_55,Education_College,TV_yes,Cooking_no,382735.403444469,163.04786616029511,265.82950870597006,44.50263991552271,60.61665480357861
133,133,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,392960.84646519,166.54679350202676,279.8572400558057,44.50263991552271,60.663373614386245
134,134,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,90834.83107144183,91.19635518138244,69.76425264986014,44.50263991552271,7.360757155915114
135,135,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,175782.8177101524,103.61860274069087,123.5727303036838,44.50263991552271,105.60199367576729
136,136,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,326208.3961315689,151.2340102079703,217.04698869703103,44.50263991552271,107.67384908201772
137,137,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,96996.00003512428,85.24892734280621,77.1493410128646,44.50263991552271,47.57199559657675
138,138,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,97283.7638035945,84.76847262844758,75.96414334426878,44.50263991552271,49.921108599449866
139,139,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,108005.49599968863,90.49540307988444,83.33251224531246,44.50263991552271,30.491015666226915
140,140,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,74251.36030801678,76.78099420299682,48.07715567810389,44.50263991552271,30.54010293787719
141,141,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,245698.4523122561,125.4322535275699,182.5637112090694,44.50263991552271,0.0
142,142,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,199251.08572278172,115.58207149138114,147.84094949871667,44.50263991552271,64.34057326423064
143,143,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,375899.70559241367,159.46027853385945,266.7521008434459,44.50263991552271,26.106418830841115
144,144,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,372385.3811563272,167.99722981352528,256.6201174364344,44.50263991552271,49.09933316756967
145,145,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,88736.32161943664,82.70521468980611,71.61126571087644,44.50263991552271,66.88728049793771
146,146,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,179399.6305359439,107.42694013226645,127.30108444879744,44.50263991552271,24.786385079484724
147,147,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,84662.95664256939,91.367952980116,66.78611695280911,44.50263991552271,67.59001488118143
148,148,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,406268.3879881978,177.2923973754169,279.0914501506797,44.50263991552271,100.81919761226725
149,149,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,200649.50157963962,119.95730634698499,148.70941280764382,44.50263991552271,66.04440234669914
150,150,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,162378.36360235108,108.8013094183843,111.60194752640736,44.50263991552271,90.43442225872619
151,151,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,40311.3470833974,71.46365609217698,23.664490128253924,44.50263991552271,27.296498786091913
