,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
11,11,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,193626.3458874055,81.17177066788761,143.26575937296371,37.81987577639752,72.90415161849589
12,12,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,44301.48917994619,27.54502048107399,25.93508847926104,37.81987577639752,82.51869313003496
13,13,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,210235.18330575665,65.49807419060653,148.56510452679623,37.81987577639752,42.70750602101986
14,14,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,198087.11843891465,111.41923783183394,139.4412864514552,37.81987577639752,14.525469822825254
15,15,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,82781.25916243595,45.405745651808544,63.21293879391462,37.81987577639752,66.57794448332429
16,16,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,134113.96879529848,101.81921329629522,102.83589232425872,37.81987577639752,8.66857494034273
17,17,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_no,Cooking_no,Refrigeration_yes,AC_no,324511.47102105943,105.20807879048685,217.91638932477662,37.81987577639752,90.19422957640879
18,18,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,90642.15179054702,45.62734460857369,70.38969023197748,37.81987577639752,59.74350624752671
19,19,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,212818.1662565849,62.647331896912476,160.91093643011388,37.81987577639752,31.581563494214507
20,20,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,112917.551864767,37.08568951197302,86.93833403322776,37.81987577639752,45.91486489547095
21,21,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,346873.31557492283,143.9840392792257,240.78483085656902,37.81987577639752,12.417228061172048
22,22,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,224550.95667398593,68.72306910075599,168.26199847098536,37.81987577639752,8.69402587547888
23,23,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,98295.65289053378,46.76037234072808,75.83220235526264,37.81987577639752,59.74350624752671
24,24,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,420615.71283242846,120.60720709423538,295.1925695377422,37.81987577639752,33.6887682947956
25,25,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,107069.90302329171,85.81482400129713,82.33085215308773,37.81987577639752,8.897848489847146
26,26,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,224107.28284234912,84.26667622181868,167.40341381508014,37.81987577639752,20.114455705746366
27,27,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,77455.16317770325,34.02340482986908,53.7364974443834,37.81987577639752,22.391300795892718
28,28,sex_male,Urbanity_Rural,Size_5,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,95446.7002300175,43.248507459758386,64.09530844216364,37.81987577639752,60.67574506380652
29,29,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,178461.88605058898,47.32075595337306,125.11469303789579,37.81987577639752,28.905632996688812
30,30,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,37878.093488340135,50.78044972521143,20.989862951521484,37.81987577639752,43.722872390179155
31,31,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,135999.7945945145,82.48554278364433,105.49397000058858,37.81987577639752,29.93139501779585
32,32,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,136491.267665265,50.592831777584244,106.092877663808,37.81987577639752,37.20435810045203
33,33,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,384960.3839221475,165.4493408749718,271.8092970372281,37.81987577639752,35.8666213047673
34,34,sex_male,Urbanity_Urban,Size_9,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,410749.5949402508,161.7616890153507,302.2442271580631,37.81987577639752,19.861885089785854
35,35,sex_female,Urbanity_Urban,Size_10,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,435671.8703172113,149.21631239377572,303.7397853059618,37.81987577639752,39.100181542655314
36,36,sex_female,Urbanity_Urban,Size_10,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,417649.79900937865,133.6709643358879,298.46851394787836,37.81987577639752,81.41359536142268
37,37,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,200830.59743939879,61.76004491589306,138.53435791455024,37.81987577639752,85.80721543290797
38,38,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,361141.27721600776,112.4045123396852,244.03494434602013,37.81987577639752,4.558371001993357
39,39,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,222128.3316020175,80.63596522449265,164.40524106740264,37.81987577639752,11.547751350557517
40,40,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,402548.7392467429,136.68626841200674,279.95956711274187,37.81987577639752,39.56380444532496
41,41,sex_male,Urbanity_Urban,Size_10,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,266723.9275777107,90.47636388738566,196.9601309747681,37.81987577639752,44.0128235762985
42,42,sex_male,Urbanity_Urban,Size_10,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,479341.27882453095,191.60631233542807,329.85055172616995,37.81987577639752,46.51447708134237
43,43,sex_male,Urbanity_Urban,Size_10,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,280606.8616857893,131.50785961971488,209.95307563984875,37.81987577639752,33.41314975542841
44,44,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,359486.7706128291,114.27510503570727,241.3491766146579,37.81987577639752,1.2316602637794452
45,45,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,337177.3328094696,103.41923882132757,230.50443159910282,37.81987577639752,30.75341271058717
46,46,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,418012.2096675093,121.2004240375165,281.73293828784574,37.81987577639752,53.24959517531731
47,47,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,231536.44107600613,83.14962108097953,169.54998726831772,37.81987577639752,28.903875155547738
48,48,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,109873.0488299368,50.46821232459156,86.1537957549091,37.81987577639752,36.960646386821175
49,49,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,219257.2997203213,66.47814798172342,164.47507461494249,37.81987577639752,20.58744096888164
50,50,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,96431.40716266287,49.60698075520999,73.75861986012438,37.81987577639752,59.74350624752671
51,51,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,153149.71377495007,59.624537488456966,118.53858268177505,37.81987577639752,61.19765302125442
52,52,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,119114.00744085335,51.12576839548664,91.46241250582884,37.81987577639752,21.43001183783399
53,53,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,148399.57288480407,60.21091391479927,113.27384255778223,37.81987577639752,21.200738288329568
54,54,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,140187.41911477654,52.74490126364625,105.42965781343472,37.81987577639752,36.731372837316755
55,55,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,125475.62714071824,60.35724559627546,97.45261793325656,37.81987577639752,30.291532606586276
56,56,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,184356.75701678282,61.40052512316904,127.38936668555634,37.81987577639752,36.57304478380777
57,57,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,333430.9013366807,103.91989010170872,228.35551984177638,37.81987577639752,62.43269229220779
58,58,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,131574.59149144194,96.78465077870578,102.7329026114317,37.81987577639752,53.47027754916225
59,59,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,357998.21386755677,123.27771030021708,253.72881061304363,37.81987577639752,69.33462609601726
60,60,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,119272.68030221724,57.58493029073883,90.9001658670104,37.81987577639752,47.39577999692338
61,61,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,87702.24348294707,48.79459343049131,69.49398984259658,37.81987577639752,71.63692134092949
62,62,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,374744.14933928155,128.14291999847612,261.7694936078537,37.81987577639752,54.007499993286906
63,63,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_no,383276.8075921118,130.2338193218456,270.9676251683091,37.81987577639752,27.246330081938265
64,64,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,442613.7921598345,143.5948328932183,307.9005962126955,37.81987577639752,19.22466513383979
65,65,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,223118.26329201146,71.51650130001302,169.75033040779178,37.81987577639752,32.81057142801064
66,66,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,95161.82412409238,36.15638241733622,67.39253184649489,37.81987577639752,40.96683145624916
67,67,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,63289.97756904211,59.93615707596688,41.9287761995589,37.81987577639752,26.25573013597844
68,68,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,208299.26988820703,114.3296701780702,159.28165035448387,37.81987577639752,36.20201550496108
69,69,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,139948.56941711635,54.95251545410782,106.49812943797541,37.81987577639752,12.614827284784997
70,70,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,418061.97590907343,132.04304379845524,294.20957559449846,37.81987577639752,73.35476669735603
71,71,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,99095.0623028026,51.373378794181214,79.61008452969467,37.81987577639752,28.064226665906087
72,72,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,116943.71707640687,46.24390433746278,87.11494117723034,37.81987577639752,17.399819506299462
73,73,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,362838.72195730737,109.69200135658701,257.10020303290867,37.81987577639752,45.795743564650905
74,74,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,92832.45131617194,49.16965823146208,71.36777915072248,37.81987577639752,47.6250535464278
75,75,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,98136.32833298533,47.840291478710405,75.30260174945067,37.81987577639752,28.064226665906087
76,76,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,196632.13597676452,63.8519011053858,148.73578017682138,37.81987577639752,0.0
77,77,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,116352.52968335453,94.79634976592243,90.69146755443278,37.81987577639752,0.0
78,78,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,217872.42666392121,73.26665223974649,162.63234032734815,37.81987577639752,23.04402045906625
79,79,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,88934.94323821057,36.294842605121886,67.79185924519939,37.81987577639752,72.10990660406475
80,80,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,117707.24233525606,96.62486701386202,90.51598795864314,37.81987577639752,26.25397229483736
81,81,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,350449.0672960413,160.5176536751219,249.1546958785176,37.81987577639752,67.95195351287333
82,82,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,96261.57631196699,80.31131810319816,78.85506459679459,37.81987577639752,52.470543164870534
83,83,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,367453.0667794046,155.4371504949834,273.13403441430563,37.81987577639752,50.16824791995836
84,84,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,Refrigeration_no,AC_yes,224679.99849673282,123.28752128927346,167.05348801628526,37.81987577639752,1.9984714141896416
85,85,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,139632.70477564348,56.181475535966996,108.39215823064232,37.81987577639752,16.414523286134184
86,86,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,111973.85673463171,38.476031397799844,88.72103219933659,37.81987577639752,17.872804769434733
87,87,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,73780.38514739415,21.288868976605283,49.10507522067873,37.81987577639752,42.42511293954971
88,88,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,81056.00115163457,33.85051130954686,52.90601567202438,37.81987577639752,22.391300795892718
89,89,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,358462.7143140563,119.52100792922391,239.7980282425327,37.81987577639752,4.558371001993357
90,90,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,115352.62777329276,50.941745617014206,89.27978699075321,37.81987577639752,53.28607049643562
91,91,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,355109.0684260589,159.2207356060779,254.52572439405014,37.81987577639752,43.940085718371684
92,92,sex_male,Urbanity_Rural,Size_2,age_76_85,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,95239.71426762233,46.249114801944934,67.80757112609321,37.81987577639752,39.87696738445592
93,93,sex_female,Urbanity_Rural,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,116301.6133730472,51.819979017289235,81.72993881137603,37.81987577639752,86.76729109602172
94,94,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,119891.54653036366,52.0965089891718,82.0507294561381,37.81987577639752,6.631392697401114
95,95,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,167531.32467710687,100.89415015806128,131.7649898849012,37.81987577639752,30.93015204874891
96,96,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,124623.04367044769,50.958874151597634,95.63793164359028,37.81987577639752,61.42692657075884
97,97,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,54041.243819280324,27.39171319032821,33.07903925999364,37.81987577639752,76.62840263052276
98,98,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,384713.297853842,134.71968901956902,276.1156062391126,37.81987577639752,43.13958438742348
99,99,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,114776.83481104588,80.50963687214052,87.84203622290887,37.81987577639752,30.16066856730027
100,100,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,367985.7458176925,120.3322435896668,256.71743038728243,37.81987577639752,28.32551118229224
101,101,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,241520.41110529035,92.58820497342742,177.25639399660645,37.81987577639752,0.0
102,102,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,234727.9859413776,67.96957718583525,176.80658991443505,37.81987577639752,17.279936879023456
103,103,sex_female,Urbanity_Urban,Size_6,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,383581.01743545546,164.7320101630666,263.4201795189928,37.81987577639752,27.37393343783447
104,104,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,338857.46318116155,151.2558739842899,229.21767870849166,37.81987577639752,20.046738618603356
105,105,sex_female,Urbanity_Rural,Size_6,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,94992.06445260474,84.77192109667156,63.514495943056076,37.81987577639752,0.0
106,106,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,116911.45040227982,49.61997230026775,81.76965922973413,37.81987577639752,90.20100210534936
107,107,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,333701.5079680561,104.4751765910212,224.1056443078001,37.81987577639752,30.75341271058717
108,108,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,200848.4258509629,61.80135431630216,149.84194715458725,37.81987577639752,0.0
109,109,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,91458.49254153916,45.907160623514315,69.68203545059133,37.81987577639752,33.95451716541832
110,110,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,84194.03295001901,41.75783672488849,66.65915949767306,37.81987577639752,1.9586742450834151
111,111,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,203863.88505620733,71.83700893288339,155.64044978262268,37.81987577639752,29.331456943472517
112,112,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,176795.13312033337,62.78302453449625,123.91854095497177,37.81987577639752,30.889227223738143
113,113,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,74074.05732605231,30.4773015646631,50.25347856587266,37.81987577639752,21.16229286209658
114,114,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,160656.34384125244,64.64562189159426,109.74892454407936,37.81987577639752,77.89563290808917
115,115,sex_male,Urbanity_Rural,Size_1,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,304634.3365333418,92.8312617812124,204.385652332762,37.81987577639752,43.161578107182685
116,116,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,97162.91711039947,86.67204812933699,65.05006198197965,37.81987577639752,33.2208831104577
117,117,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,86116.06429255861,66.58032415116888,56.8348116785,37.81987577639752,45.58728346699574
118,118,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,147002.24607046336,105.26504815513687,112.1722988561252,37.81987577639752,77.9365577330999
119,119,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,89212.81054448515,51.53620516735842,70.32071531929431,37.81987577639752,47.6250535464278
120,120,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,123970.03884939506,52.79423527698249,94.60890418354609,37.81987577639752,47.39577999692338
121,121,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,202086.0526329232,80.28582694412586,151.01570544862014,37.81987577639752,29.331456943472517
122,122,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,199067.58997315622,107.14070934375464,148.76233436825962,37.81987577639752,42.09230600447332
123,123,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,128180.04486976324,97.1703494692518,99.84012024822675,37.81987577639752,19.691858785716185
124,124,sex_female,Urbanity_Rural,Size_7,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,110055.72263685366,43.515942604019926,76.6287625923128,37.81987577639752,81.70831423841652
125,125,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,127876.29872287238,57.04852003701345,96.36553367884338,37.81987577639752,0.0
126,126,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,376404.3953817187,119.24341002114193,269.82901841142603,37.81987577639752,58.670218936410684
