,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
20,87.13800237961573,229179.39901959558,163.27000807251403,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,20.0,81.0,1,7.080310479760145
22,118.30997261404957,208532.60367923023,155.20053939642364,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,22.0,81.0,1,43.10804282385561
24,152.36427012641118,349333.20098845474,235.05758792731282,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,24.0,51.0,1,15.216240487572676
25,167.9792789208956,383111.8491197512,269.53387090880415,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,25.0,81.0,1,14.756835089485367
26,89.83370369248331,111848.72167470492,87.06789796272939,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,26.0,31.0,1,10.217970714128922
28,162.19214317028067,372406.0377580412,259.2903659803963,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,28.0,81.0,1,32.296932553177406
29,54.99373809351663,126713.65607299842,98.48122206027588,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,29.0,31.0,1,25.28541696864024
30,143.72649534829975,430404.54146767186,305.32257182932653,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,30.0,81.0,1,22.26125888841824
32,110.41376360581884,202090.650173575,151.6415996719115,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,32.0,81.0,1,60.64814028754765
33,78.40568084846639,94803.1795749096,74.05821540042061,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,33.0,31.0,1,38.17531623983267
34,86.07416810020928,106361.67105714144,83.20290072376316,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,34.0,31.0,1,4.515937160675132
36,59.9477640326991,161666.51782984735,109.53275581790342,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,36.0,21.0,1,77.25547893114141
37,117.22677579683254,194896.58050115747,143.79462886260663,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,37.0,81.0,1,59.32947909574379
38,155.901324838911,356107.96277749795,249.31986920310055,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,38.0,81.0,1,67.73043920999004
39,90.17620234452492,112527.579657138,87.47183700716793,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,39.0,31.0,1,9.217970714128922
40,102.03389803081436,132275.69973701847,99.98748824905891,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,40.0,31.0,1,54.425186540545276
41,126.10890474638931,237784.8756628325,181.61198694527843,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,41.0,81.0,1,8.8795309965248
42,170.55726611824102,401094.8103365653,278.953956773821,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,42.0,81.0,1,47.42144039166406
43,113.90311487784962,350548.3048060407,234.1548375931823,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_6,sex_female,Urbanity_Rural,43.0,51.0,1,21.44576867612856
44,75.42162556572083,198230.9312012961,151.1817600080505,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,44.0,81.0,1,59.07972994520078
47,83.82835350068538,108120.55171615767,75.00237046238085,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_5,sex_male,Urbanity_Rural,47.0,1.0,1,1.1527024912766388
48,127.03946856722564,233885.53276313376,176.56456137569202,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,48.0,81.0,1,3.6137160424497647
49,114.21284324567348,218384.52900130814,153.81286576892376,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_9,sex_male,Urbanity_Rural,49.0,51.0,1,76.47181547911607
50,80.68522300164281,86631.71701492548,56.506370073657806,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,50.0,1.0,1,7.201214981107341
51,168.52701576102527,377276.66438507533,264.6144004243853,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,51.0,81.0,1,26.84104982332908
52,56.5276932866969,181181.44314085913,127.79627266420036,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,52.0,51.0,1,4.103497278468687
54,53.943543246811934,114906.88285588207,92.58749409961577,AC_no,Cooking_no,Lighting_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,54.0,31.0,1,30.58252374261435
55,82.81923768496159,233548.80270589606,177.47334276152077,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,55.0,81.0,1,0.1545162977766494
57,121.73936154431372,224879.2544400545,166.39094090855176,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,57.0,81.0,1,15.355874975239068
58,73.69161233988861,68173.49288060647,44.51480891585381,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,58.0,1.0,1,28.167134542426357
59,92.75985293657688,113872.65811538586,87.8721767543729,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,59.0,31.0,1,52.31859573366589
60,48.33057776887335,122555.04583802373,98.14793829953031,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,60.0,31.0,1,25.11705420859806
61,46.837419492675544,117518.45468010545,84.67193400274546,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_female,Urbanity_Rural,61.0,1.0,1,77.47569421442962
62,78.47813722008951,93936.87010281776,66.25302564795643,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_8,sex_male,Urbanity_Rural,62.0,1.0,1,106.02616479588018
63,158.42833476613717,367426.31929756224,245.35300841861968,AC_yes,Cooking_no,Lighting_no,TV_yes,age_36_45,Education_College,Size_8,sex_male,Urbanity_Rural,63.0,51.0,1,86.55574777379812
65,80.4856797572576,71952.42899291495,48.93927991143816,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,65.0,1.0,1,32.86916809588014
66,94.75486158014506,109475.57267990263,85.73478182625603,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,66.0,31.0,1,8.217970714128922
67,86.14651810417891,81885.87409323933,65.35506137401865,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,67.0,31.0,1,87.38336681829752
69,61.683500442374154,138519.3647880524,106.06610039689659,AC_no,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,69.0,31.0,1,5.824425852100577
70,61.33931203598375,133784.75226819314,102.63717041645029,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,70.0,31.0,1,45.435898248007355
71,79.52266493371543,209094.8780668545,158.4313192144599,AC_no,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,71.0,81.0,1,35.64593893521592
72,82.70269372816583,218256.04582857413,163.91582078912546,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,72.0,81.0,1,9.644091880381382
74,57.06292647259703,125806.69506686045,95.68857416360451,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,74.0,31.0,1,46.189747424401894
76,156.88969583637115,356876.825405316,260.3825804893245,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,76.0,81.0,1,30.71399776758372
77,90.86381894953095,115976.68660210828,90.92890314234195,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,77.0,31.0,1,94.17735438916179
79,115.8098667469656,203033.4654795537,149.43185810533873,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,79.0,81.0,1,19.5975896483878
80,159.91654446119574,355214.1791263885,249.14857355302465,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,80.0,81.0,1,38.190341746298024
81,60.67166272426095,141632.57438313295,108.9720550308054,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_5,sex_male,Urbanity_Urban,81.0,31.0,1,3.159891530499702
82,88.83199816733419,118034.94650197713,92.69204058958714,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,82.0,31.0,1,1.7416267354146402
83,54.6233667176321,132424.31561930315,90.15472203264359,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_8,sex_male,Urbanity_Rural,83.0,1.0,1,42.23619616489497
84,40.891176742425976,81819.64532545066,54.92719556400776,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,84.0,1.0,1,17.59360360040121
85,78.99603320456747,83788.67855230028,55.51046481856629,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,85.0,1.0,1,18.127009163090825
86,99.14277326702567,149850.97842757552,116.1038444976096,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,86.0,31.0,1,6.666586165349656
87,89.24038795495449,114669.07102104713,89.43663962656338,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,87.0,31.0,1,32.73135724998128
88,121.49962764030172,218328.57745346567,166.89866955462554,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,88.0,81.0,1,29.44008970908279
89,119.66465789644312,199779.64489296367,143.86444164395198,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,89.0,81.0,1,36.78938163205171
91,109.79148255926857,367585.0424474375,268.30833762568903,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,91.0,81.0,1,34.783805391748345
92,86.86248797300196,117164.62506696649,90.8796136401858,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,92.0,31.0,1,8.217970714128922
93,82.50823513158653,96059.13944654482,74.29639631206986,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,93.0,31.0,1,45.771482629316786
94,93.64381119107424,121012.69431460592,92.52708886461737,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,94.0,31.0,1,31.12680375000197
95,147.474701058907,432419.40339046967,296.4387901033741,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,95.0,81.0,1,0.367433351300535
96,88.74143404257877,106145.45212258694,81.23864881827741,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,96.0,31.0,1,76.85869319735788
97,162.22195463009086,367965.7120043705,259.5444982208152,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,97.0,81.0,1,30.594898999723604
98,95.68872936413686,108532.92285136072,85.31816378563741,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,98.0,31.0,1,4.515937160675132
99,115.19715055027136,205038.03349270305,155.0390546423787,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,99.0,81.0,1,29.6352780845344
100,167.21244493260798,371617.34163856134,269.0925092741879,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,100.0,81.0,1,17.522205783919805
102,132.78892943128182,409510.68584675936,268.1561345719587,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,102.0,51.0,1,3.052711171732736
103,75.40743905036679,202767.82368791613,152.1885807558373,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,103.0,81.0,1,28.10187252184479
105,161.5013833627186,368462.6892344828,251.4933815467356,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,105.0,81.0,1,13.054801536031569
106,99.30593506241141,122182.96308201224,97.48314080355112,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,106.0,31.0,1,55.16091294675546
107,79.48401177956502,91165.58961067359,61.36475794483936,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Rural,107.0,1.0,1,26.109865169374977
108,99.3662279955563,137112.57428010713,105.62304568376986,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,108.0,31.0,1,22.885089076853234
109,170.17843157407037,374457.35116977646,262.86497339571054,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,109.0,81.0,1,31.296932553177406
110,89.23981629394017,108772.61167399783,85.24550885736377,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,110.0,31.0,1,5.515937160675132
111,156.96689320934868,341423.1568516598,226.6530264376308,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Rural,111.0,51.0,1,8.0378629554046
113,122.15499768572731,202695.0390228012,146.81968973277202,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,113.0,81.0,1,60.64814028754765
114,120.8851090982285,216570.87417627848,165.03660820652564,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,114.0,81.0,1,19.439906861477397
115,71.92110232002616,73444.88445869008,48.063898756526854,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Rural,115.0,1.0,1,12.138177347627282
116,155.88510878501742,308585.51853405073,207.41940634435292,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_1,sex_female,Urbanity_Rural,116.0,51.0,1,20.515016044294228
118,156.62893452751155,348808.0366984846,249.12107533564185,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_College,Size_3,sex_male,Urbanity_Urban,118.0,81.0,1,38.45360315060557
121,109.9758529142555,341656.9004664251,233.90665901771587,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,121.0,51.0,1,28.767049658726776
122,37.37365197551217,78753.24834321957,50.63312597182349,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,122.0,1.0,1,48.13370106409329
123,40.131687453582074,97102.60061094114,65.23346009029467,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Rural,123.0,1.0,1,23.10905535879714
124,51.10569444717789,93353.35896737989,71.44151289715204,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,124.0,31.0,1,66.62852498371973
125,79.32347318839071,99338.90871737887,69.92396859061499,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,125.0,1.0,1,28.344494474940547
126,150.9050564590624,348766.9201062653,241.1481458507634,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,126.0,51.0,1,30.47933414528653
127,157.29458953006997,337787.0565523706,226.80339697549456,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,127.0,51.0,1,29.776616352525295
128,129.81434442602668,394430.06897581,277.3183635931219,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,128.0,81.0,1,36.82428134399669
129,77.58340848334937,200007.79634092853,147.39337321690826,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,129.0,81.0,1,38.2559760693621
130,126.34167699642776,210835.33447415128,157.71844453547922,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,130.0,81.0,1,29.193938885477323
131,117.8759896898045,210609.6702267428,160.2863351375793,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,131.0,81.0,1,16.121428517278915
132,81.76964964092707,90446.84991273687,69.11683246749436,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,132.0,31.0,1,68.16193054640941
133,145.7516035704464,335272.10974707623,228.98022470916538,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,133.0,51.0,1,52.968408336189185
134,39.969270615755306,88338.61858800666,58.65812418590503,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,134.0,1.0,1,53.649152822489185
136,44.5789179987231,110623.0185724483,75.93044437733589,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_5,sex_male,Urbanity_Rural,136.0,1.0,1,3.1431357974781204
137,108.58930263101942,341006.40301306697,230.48088513305268,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,137.0,51.0,1,25.766866811121375
138,61.900246647888096,172988.3137175641,119.57500126488036,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,138.0,21.0,1,77.09779614423105
140,45.52433522138221,98758.01390033256,64.54979534275765,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_6,sex_male,Urbanity_Rural,140.0,1.0,1,45.05036664221072
141,117.85810630675594,219699.40606772128,164.17481674467982,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,141.0,81.0,1,15.653841421785291
142,90.02055182151703,103256.06461948906,79.63875195105423,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,142.0,31.0,1,54.756888241745045
144,109.92952177196129,205114.0534249913,148.25473513191338,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,144.0,81.0,1,67.64814028754765
145,103.54211893118479,179027.53843873309,128.10157186372044,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,145.0,21.0,1,38.37565623827899
147,55.849006213117505,109167.23239632467,84.44378182865249,AC_no,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,147.0,31.0,1,27.408460044564208
148,113.68778963984606,177042.93024837648,123.80866603030763,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,148.0,21.0,1,17.104489936651934
149,163.0728005727817,388637.68621394964,266.6132274034872,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,149.0,81.0,1,14.078429641673807
150,87.06891817856581,73438.6871166818,58.324458108330184,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,150.0,31.0,1,18.20344557047956
151,89.74603706128521,107929.44307810141,81.49410397076682,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,151.0,31.0,1,32.40976269779284
152,157.48650992111538,382717.10860328475,259.9900953407949,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,152.0,51.0,1,42.09213375943343
153,72.19454049960635,179844.09373629047,128.25029736475162,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,153.0,21.0,1,31.643594742160722
154,127.37079357738894,365433.5762267742,260.5058339781117,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,154.0,81.0,1,30.585149458319712
155,50.20734256183548,96047.04089983164,75.71727468365934,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,155.0,31.0,1,43.685463850542405
156,38.114530839276014,73182.68169311869,46.996596848028354,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Rural,156.0,1.0,1,107.54469342361658
157,163.2554988723829,349439.0704785461,249.26423744790443,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,157.0,81.0,1,51.73043920999004
158,127.86415917440777,234443.91564096176,174.4757115466798,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,158.0,81.0,1,0.687921860466271
159,116.9536579697478,214197.32789206406,161.86931890706023,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,159.0,81.0,1,25.71759490676304
160,96.54253544844757,122666.91303246535,95.3987565067973,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,160.0,31.0,1,50.7231529870915
161,114.95076569661026,203932.79474588187,148.70486178852738,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,161.0,81.0,1,19.5975896483878
