,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
52,115.83116872007572,204656.53304955177,153.23357329743703,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,52.0,81.0,1,26.09262343550683
56,118.3062413157886,190196.3619968612,140.70289665585742,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,56.0,81.0,1,86.54763152969795
57,122.08217690171897,195163.4258039748,145.04631193912402,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,57.0,81.0,1,86.84520417548019
58,97.35939362387457,125037.53822888895,97.56089540633587,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,58.0,31.0,1,4.710518263084272
59,169.96585770140257,357279.05413968174,251.749709071418,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,59.0,81.0,1,15.268084449832028
60,169.83479839864611,364692.0370930329,259.75962327165456,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,60.0,81.0,1,15.683712719908687
61,88.79340329007258,115908.59889658644,92.2112178225486,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,61.0,31.0,1,110.48511162904266
62,179.71998585640708,404884.34826653573,295.2252002908238,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_9,sex_male,Urbanity_Urban,62.0,81.0,1,6.897537495251257
64,84.31570258061335,84940.01701390653,66.00817860722013,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,64.0,31.0,1,96.67338495996643
65,97.9545139325076,114464.06289436,89.1514671200502,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,65.0,31.0,1,85.49961791425116
66,89.54224517167215,82296.52845898527,65.38181972059351,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,66.0,31.0,1,102.41562780870387
67,86.74006282803059,87288.64647838398,69.00384870386485,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,67.0,31.0,1,14.626528157536988
69,169.69196993099996,371956.73700819456,236.67798028563047,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,69.0,51.0,1,106.85706667738492
70,113.63473164300173,204972.41784508066,153.81774292513006,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,70.0,81.0,1,12.892062443072906
71,102.03916807730921,119768.59845226276,92.22496817641144,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,71.0,31.0,1,79.49961791425116
72,162.28982644393744,360001.2214966153,257.01755230971173,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,72.0,81.0,1,62.53000852990404
75,182.4959209793156,422284.8292530027,298.1897657694911,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_10,sex_male,Urbanity_Urban,75.0,81.0,1,266.01922970395316
76,125.9078024536892,227948.47906350862,164.61612533145524,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,76.0,81.0,1,0.271938803255694
77,162.1387046036216,377866.0282787336,271.2379454393354,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,77.0,81.0,1,17.9965880146608
78,96.81602498323313,100916.47702040443,79.56548624676144,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,78.0,31.0,1,11.395896264784458
79,105.32407148223614,165481.7177856146,110.25811689163768,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,79.0,21.0,1,105.74645615011173
80,93.71217226325209,109396.94925382774,87.19992176572457,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,80.0,31.0,1,112.01228720013754
81,108.29336384510836,199594.70263297204,141.45835009624074,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,81.0,81.0,1,93.51858959681923
82,116.13617972484829,194196.44511803574,147.13608263287938,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,82.0,81.0,1,84.04576516791411
86,89.34459976084247,134551.6264538749,105.02115301753986,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,86.0,31.0,1,8.422690211503443
87,126.31088340855815,215146.6965900636,158.8753585570939,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,87.0,81.0,1,17.24110090163728
89,157.63327779165888,358140.9359440697,255.5088351808493,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,89.0,81.0,1,95.51550224469538
90,90.04922534282534,115855.67383213135,88.99523869555378,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,90.0,31.0,1,24.43825482661324
91,160.5188280949902,378708.59066782455,270.72962924386434,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,91.0,81.0,1,9.469412443565915
92,102.35202155385349,145602.36059817663,109.10429224701694,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,92.0,31.0,1,24.82016197122959
93,96.13091473597858,100540.87785556946,78.17595182557291,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,93.0,31.0,1,9.395896264784458
94,97.96160942445543,104271.9383634874,78.98213597550253,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,94.0,31.0,1,100.26441522119828
95,101.48073900250994,113140.70400787535,89.74403148794607,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,95.0,31.0,1,121.01228720013754
96,162.82855344367815,345796.6967470306,240.7216567386775,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,96.0,81.0,1,81.54454417757408
97,97.29919268282468,91631.02467910768,72.88474771892446,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,97.0,31.0,1,5.462486076296582
98,159.52707974831645,336819.5415543437,227.50057775804882,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Rural,98.0,51.0,1,20.26371353923069
99,157.91805952928897,369033.3801511536,261.7447416933444,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,99.0,81.0,1,13.238013549513578
100,92.03656336617121,123316.34713034742,96.11628304478957,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,100.0,31.0,1,15.91107925551836
101,116.0199437551928,176695.3759750837,120.44246205697493,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,101.0,21.0,1,10.172423776587417
102,86.45516593554967,81908.69496871001,64.31847017796622,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,102.0,31.0,1,42.6775827164007
103,148.87286200796632,318504.37238561537,214.27100616937503,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,103.0,51.0,1,112.471105361517
104,92.31860480763208,111628.80365168802,83.84568922407941,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_4,sex_male,Urbanity_Urban,104.0,31.0,1,37.89094384010805
105,119.05456650659373,196999.18276907507,146.6653187835059,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,105.0,81.0,1,22.7238608154507
106,156.02347336975143,369222.23227994354,257.09733888421744,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,106.0,81.0,1,29.035846985938043
107,96.36754989756204,114881.78094155175,89.15878516622995,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,107.0,31.0,1,27.43825482661324
109,103.01072979313648,127002.16066735385,99.09396951180905,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_female,Urbanity_Urban,109.0,31.0,1,25.80489537785125
110,152.54468468687875,334919.0623323719,231.87312632220662,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,110.0,51.0,1,27.04864626158796
111,115.91842712786342,182544.75515183198,127.27020174144279,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,111.0,51.0,1,6.211210303667546
112,116.48306457103271,183457.50350995487,136.78299269545496,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,112.0,81.0,1,91.07480710079278
113,128.81392898570985,194329.0766162507,145.9405687971659,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,113.0,81.0,1,82.84520417548019
114,171.46953933426394,351750.60338280303,246.45196013312145,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,114.0,81.0,1,15.72077346332684
115,97.84864479692764,111908.45644201842,87.6650986845207,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,115.0,31.0,1,26.08818740060894
116,74.23156054021365,53291.084843893084,34.819181167013056,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,116.0,1.0,1,61.63669289460569
117,152.2060908691275,318008.5610216936,207.26871027261657,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,117.0,51.0,1,95.27054436908293
120,101.04317808141992,165505.3788206811,111.00048033851179,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,120.0,21.0,1,105.74645615011173
121,179.07375358074222,428542.0662098989,288.336265991255,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,121.0,81.0,1,15.38254933052885
122,96.36707025245329,103600.84400163898,78.51596414099069,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,122.0,31.0,1,12.154470729931841
123,90.68846984615864,113624.72853803502,85.08642092027179,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,123.0,31.0,1,95.22735447778014
124,122.17101185258312,199078.21217950215,146.57701856663203,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,124.0,81.0,1,70.31802860438515
125,160.97181046460273,357286.9732682715,248.6144865708424,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,125.0,81.0,1,76.257745093433
126,91.528842367977,132485.94468387257,104.94507021534866,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,126.0,31.0,1,8.422690211503443
127,115.04613336455044,210007.23427885206,156.3877945064099,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,127.0,81.0,1,8.48623907959846
129,148.13105401453566,327172.68172198354,219.61499203791215,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,129.0,51.0,1,13.696511995558602
130,119.12174815511536,195565.03134126327,146.96213759907567,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,130.0,81.0,1,83.26083244555687
134,110.91417930471664,196355.9698515557,143.5738132869602,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,134.0,81.0,1,92.51858959681923
136,85.4232152937231,93415.50310238288,73.71472755283844,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,136.0,31.0,1,23.042156427613644
137,103.82636145427472,164036.78081049313,115.2154415665877,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,137.0,21.0,1,43.352849353611184
138,72.47002847719251,50937.393625646895,30.48670543921345,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,138.0,1.0,1,23.05495570326356
139,149.60280849020594,334618.7337746812,222.99302902332244,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Rural,139.0,51.0,1,3.2081229515435234
140,169.865246057165,397706.7900738214,269.0148037441438,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Rural,140.0,51.0,1,5.267469688750772
141,166.09925307120568,371754.9352785713,262.55685438190847,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,141.0,81.0,1,4.0374525570794955
145,90.1282295430526,100690.94855726264,67.36954364356168,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Rural,145.0,1.0,1,9.851117757230016
147,113.64728182347044,179094.38236712274,123.4699201934088,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,147.0,21.0,1,20.996143026024807
148,170.51888331386206,350300.5879018951,244.88478561723946,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,148.0,81.0,1,82.84211682335636
149,130.1689357354865,211203.09375976198,152.91710592105082,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,149.0,81.0,1,6.107129720715481
150,172.71838360842617,371049.9620191458,256.7843498660206,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,150.0,81.0,1,22.62021871586137
151,117.69050457438,194405.36167437874,145.7032881120478,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,151.0,81.0,1,78.84520417548019
152,120.49628033622595,194953.41097028472,146.62169968005526,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,152.0,81.0,1,79.84520417548019
153,119.87034493435095,204621.2086289805,156.55945066505424,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,153.0,81.0,1,28.13948908552736
154,110.64843603822816,191548.19469619953,139.82774027098105,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,154.0,81.0,1,99.748192522132
155,97.46725282695398,118212.34705177734,88.55351085118573,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,155.0,31.0,1,16.30325467825168
156,91.1787938857708,113550.55395069008,88.37792056607981,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,156.0,31.0,1,85.2845506366086
157,166.0866560052915,360917.6669305464,251.79699518928658,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,157.0,81.0,1,11.888975090949042
158,108.98257220307444,169219.75652416292,120.90160604695387,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,158.0,21.0,1,94.96152342775447
160,94.96187816014401,123837.72123989815,87.64100821535038,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Rural,160.0,1.0,1,20.717056360506056
161,90.68376752057648,83776.71709160133,65.60241474046431,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,161.0,31.0,1,18.29428444867453
162,119.83636471087456,210542.5506403746,161.52310145146708,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,162.0,81.0,1,16.307690713149558
163,162.49533873158967,386338.0425257639,262.35991228180063,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_female,Urbanity_Rural,163.0,51.0,1,23.319553215054245
165,71.25312931792891,63846.3311538021,39.52391794912275,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,165.0,1.0,1,27.024884802945124
166,177.96282086408402,413166.4549134568,286.4573554528173,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,166.0,81.0,1,17.47549739925101
167,93.2641138128202,121951.52867189805,95.80388249811045,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,167.0,31.0,1,3.0736517529389085
168,120.91656906292238,206575.30066680678,156.91570043287763,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,168.0,81.0,1,81.73365687446196
169,113.39976376076444,198856.0240289955,149.02757001920932,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,169.0,81.0,1,79.31802860438515
170,173.35178590716114,375332.9065835286,264.55803795943456,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,170.0,81.0,1,5.0374525570794955
171,93.62554354045037,102620.52797328918,78.9080381728899,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,171.0,31.0,1,9.138139113521914
172,74.47674710296046,61640.8216559399,37.07843266509924,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,172.0,1.0,1,37.552060374039996
173,116.06403300342285,202592.35712758466,151.505685183917,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,173.0,81.0,1,33.3222263608196
174,116.14815650787004,206801.12369153067,156.5710345159185,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,174.0,81.0,1,48.05346998573194
