,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
14,14,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,100666.11455050859,77.9272305149197,67.78431841655069,42.298947368421054,17.966597097114175
15,15,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,373700.02754485275,155.203012259293,261.26568248536944,42.298947368421054,51.95143046923441
16,16,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,395216.5431817997,177.1575844927428,281.1662136719781,42.298947368421054,0.0
17,17,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,368116.66265719867,158.07102917284368,256.07058394928765,42.298947368421054,29.359169382069567
18,18,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,381305.85553463345,164.80150297660413,274.89295706342074,42.298947368421054,19.54846613552872
19,19,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,192955.72668200935,105.90846491545342,125.75738393058029,42.298947368421054,0.0
20,20,sex_male,Urbanity_Rural,Size_4,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,76827.71879388677,35.86058841138581,49.80897189485731,42.298947368421054,49.78279409790771
21,21,sex_female,Urbanity_Rural,Size_6,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,187475.997678842,109.18693322133049,128.70146176068323,42.298947368421054,16.92763166138221
22,22,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,108355.10602591734,78.00750967685589,74.60184766634465,42.298947368421054,0.0
23,23,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,331930.0315535325,116.41488217067094,213.27151721134842,42.298947368421054,11.843082980619418
24,24,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,152394.93123475142,62.08179349845736,111.77198356501933,42.298947368421054,52.562757460797386
25,25,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,182585.6475173653,99.20218878018099,130.83497701570428,42.298947368421054,18.605331408444222
26,26,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,89167.87616638096,84.05554729154566,69.37555720798859,42.298947368421054,68.66933024174608
27,27,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,374034.5216080394,164.28699812704184,257.6554141357327,42.298947368421054,32.802097427723716
28,28,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,201471.39562412887,73.77731614062961,143.39269014114961,42.298947368421054,89.56619514059413
29,29,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,127076.23695779382,94.00239247259171,102.23587051632212,42.298947368421054,28.242388121823957
30,30,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,94554.80094384956,84.12851010687649,64.16061673029401,42.298947368421054,19.446072552764743
31,31,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,376713.49441280065,161.0148649335795,271.74462796613807,42.298947368421054,0.0
32,32,sex_male,Urbanity_Rural,Size_4,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,47171.667034730635,29.650631762981963,27.10446793750073,42.298947368421054,47.71031579464178
33,33,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_no,Cooking_yes,Refrigeration_yes,AC_no,379052.972397516,128.3758921634365,265.3385614048654,42.298947368421054,0.0
34,34,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,395345.2234472524,166.90712104533918,277.401538648109,42.298947368421054,0.0
35,35,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,353289.67583640065,116.42081872096665,246.15413015277989,42.298947368421054,94.96664559081442
36,36,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,411938.3665418232,174.2590351458017,282.1661464511796,42.298947368421054,53.74552833452293
37,37,sex_male,Urbanity_Urban,Size_8,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,134853.82931275462,52.9696425746094,105.64032458178444,42.298947368421054,15.046012881250531
38,38,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,154483.01154690687,112.7898790662638,116.11349563584793,42.298947368421054,84.59747523014416
39,39,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,86671.29438636299,46.29168242636013,56.74048482360432,42.298947368421054,18.159797600883614
40,40,sex_female,Urbanity_Rural,Size_8,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,218158.03279006988,119.09423815953735,150.98038730500323,42.298947368421054,0.0
41,41,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,162706.25472638966,104.10172331004631,124.52293216051643,42.298947368421054,6.30410742427457
42,42,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,349494.25026996905,157.42379756815686,238.49819360904402,42.298947368421054,0.0
43,43,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,115727.44204786733,91.8186171731142,90.77531757466811,42.298947368421054,0.0
44,44,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,182547.04190893497,111.34096230602276,125.01074201938984,42.298947368421054,9.517314011694362
45,45,sex_female,Urbanity_Rural,Size_6,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,339658.61146312946,161.86652960694462,231.04886010053391,42.298947368421054,22.328082111602484
46,46,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,116770.40789906168,85.79833628915766,89.55342652674759,42.298947368421054,50.07612664225638
47,47,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,199200.8753904413,79.11703161923325,151.20106732010876,42.298947368421054,37.07268661989076
48,48,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,349779.0820006777,161.5969962542572,249.6869492320206,42.298947368421054,102.00571487597061
49,49,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,169098.3968176565,65.42333009426494,115.11762774261108,42.298947368421054,29.757579467354947
50,50,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,99166.09467215145,95.10714482969284,75.51345951827452,42.298947368421054,33.778451759657294
51,51,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,368949.7480512242,170.41099141193902,261.527409773293,42.298947368421054,35.29001157610681
52,52,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,207658.37475667708,116.35225807493934,155.20619614701985,42.298947368421054,23.958718931849287
53,53,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,365829.1217682135,118.87181380406159,253.58931299853504,42.298947368421054,20.63939854967861
54,54,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_no,171915.13606607725,68.82794756708378,116.83931759866422,42.298947368421054,0.0
55,55,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,84888.08508490886,83.11964346830749,68.52955588742678,42.298947368421054,104.66277075513895
56,56,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,220664.48326727364,121.23107414153291,162.2306991046314,42.298947368421054,18.313629580753556
57,57,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,79399.1405607035,77.17094681023791,53.789388508340146,42.298947368421054,97.93893348934567
58,58,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,205235.2431145053,119.69345620870249,153.4048083965851,42.298947368421054,43.10805197335999
59,59,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,74070.99169207722,76.16131898780215,48.66080323914018,42.298947368421054,96.25823194211092
60,60,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,338922.3238635793,153.33775156474388,224.27377899399224,42.298947368421054,24.005781858664516
61,61,sex_male,Urbanity_Rural,Size_7,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,206485.6499150172,118.80585778774531,147.7024244439729,42.298947368421054,0.0
62,62,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,324107.8744098777,144.65297512981792,217.64846464398343,42.298947368421054,90.72448695870105
63,63,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,79529.84562030005,82.8762162385302,63.19891926997399,42.298947368421054,52.16926223443558
64,64,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,344356.80117375264,153.5109857469043,234.23627131210134,42.298947368421054,129.48627570837155
65,65,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,163676.49467609054,60.09605271828378,112.2628390572824,42.298947368421054,28.276371050831546
66,66,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,351782.94199790165,152.46530276568615,246.41564955550945,42.298947368421054,102.00571487597061
67,67,sex_male,Urbanity_Urban,Size_2,age_76_85,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,362018.29641002865,150.59936055872743,259.7443948053752,42.298947368421054,62.799383447513044
68,68,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,400250.0518704789,173.5197872974791,290.50326194165365,42.298947368421054,0.0
69,69,sex_male,Urbanity_Urban,Size_9,age_56_65,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,407749.0850372245,178.55238900279375,287.96878768259745,42.298947368421054,0.0
70,70,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,212053.92482938254,125.65848124062693,161.49124561307002,42.298947368421054,50.71659391445924
71,71,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,83870.88448228457,87.63324076065149,67.01819040091418,42.298947368421054,52.16926223443558
72,72,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,129072.18380754345,52.71042455427944,101.544399677443,42.298947368421054,29.619073378915388
73,73,sex_female,Urbanity_Rural,Size_7,age_19_25,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,73999.32336364091,34.50166776500898,49.40219355074505,42.298947368421054,0.0
74,74,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,134873.94775848684,97.40483762304686,103.65212057147663,42.298947368421054,22.59729877072826
75,75,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,99994.94423300684,81.88435360825339,77.81152402219156,42.298947368421054,33.778451759657294
76,76,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,100764.95729900982,92.16657130119741,78.95361504468933,42.298947368421054,33.778451759657294
77,77,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,207710.8338752044,124.09051648884683,156.36363121172658,42.298947368421054,94.12035207753995
78,78,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,202487.58434349962,125.18238079404736,151.532569847301,42.298947368421054,117.43529901449578
79,79,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,365896.79802033794,169.5400002932604,258.50512151947237,42.298947368421054,48.707995554291635
80,80,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,109429.90064114355,105.71706042424091,83.69920427187849,42.298947368421054,43.041682597539754
81,81,sex_male,Urbanity_Rural,Size_7,age_26_35,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,344490.3945968101,162.9791717704783,228.15557634640038,42.298947368421054,44.8449442416799
82,82,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,121694.03362827806,99.62878030072619,96.3184329781992,42.298947368421054,0.0
83,83,sex_male,Urbanity_Rural,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,368732.3693447425,152.59032807963425,239.66285354512118,42.298947368421054,0.0
84,84,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,432697.4137398342,178.63584136131706,302.8644459316186,42.298947368421054,5.436665874249351
85,85,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,354645.40808897984,156.90207748246755,239.53396620211944,42.298947368421054,0.0
86,86,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,390406.0289521485,130.2038291004504,280.45830640699506,42.298947368421054,0.0
87,87,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,391622.1925280256,160.77661636542382,276.87543760527967,42.298947368421054,0.0
88,88,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,370535.4201571096,170.17047523310626,268.3583578331403,42.298947368421054,16.852949085973858
89,89,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,70221.18130618059,76.5919694070581,47.1305045134909,42.298947368421054,15.894118793848257
90,90,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,213640.1578859631,124.2024093377024,158.12228320516047,42.298947368421054,0.0
91,91,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,166134.75690619054,100.9753440091021,110.51861349632105,42.298947368421054,38.47735029974591
92,92,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,356088.88564029936,158.22054331489232,241.38330943193588,42.298947368421054,52.674116319025416
93,93,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,121698.05030530712,61.17775728243426,92.71494509326998,42.298947368421054,42.83756422638881
94,94,sex_male,Urbanity_Urban,Size_7,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,379008.9837920776,164.25898644640998,259.68899972004704,42.298947368421054,69.59040815248896
95,95,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,64543.861318136725,74.25770732448264,42.47547184522824,42.298947368421054,0.0
96,96,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,104963.85144449149,79.74606366267824,70.88683761012766,42.298947368421054,52.266993673496344
97,97,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,125675.64929976723,50.486927719070636,97.32272299891159,42.298947368421054,0.0
98,98,sex_male,Urbanity_Rural,Size_7,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,69108.93366410925,36.34448026914622,44.274679750613416,42.298947368421054,53.050676082972394
99,99,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,112316.98919129817,96.94443850310536,88.62622934409073,42.298947368421054,90.78610071665503
100,100,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,198378.341216586,115.82498816799676,145.65694175213918,42.298947368421054,98.2859659729851
101,101,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,386275.14714371046,123.40004505385612,282.7407129310636,42.298947368421054,25.97975883800923
102,102,sex_male,Urbanity_Urban,Size_10,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,133964.16087237204,96.34293472808537,103.01195180549084,42.298947368421054,280.81472668347544
103,103,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,139625.07193742954,94.12494408330306,107.44097883904907,42.298947368421054,61.063309242555526
104,104,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,390878.04028413724,159.50989599192306,274.9691889149427,42.298947368421054,34.69952967040018
105,105,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,119804.48413597055,84.83371882897022,93.81663420516905,42.298947368421054,51.557335058779806
106,106,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,124993.33330801946,88.4508079870349,97.13020392565323,42.298947368421054,66.57619464956687
107,107,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,198876.987611547,116.12910053285117,148.72772891615801,42.298947368421054,98.2859659729851
108,108,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,365363.32770083187,160.00572162467182,256.7930293268534,42.298947368421054,68.24215014692446
109,109,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,189017.76511586353,108.41850782911665,127.07321951197343,42.298947368421054,0.0
110,110,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,76160.21695931676,73.90912738848094,49.107088176549546,42.298947368421054,0.0
111,111,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,224433.90895927034,119.05718719139057,163.06588196515582,42.298947368421054,0.0
112,112,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,372887.78108988603,170.69547338045618,258.4667965092754,42.298947368421054,32.802097427723716
113,113,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,104615.66959225392,82.63449249044929,71.84513289050446,42.298947368421054,0.0
114,114,sex_female,Urbanity_Rural,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,334487.2728578242,137.81549440776172,227.27743019673997,42.298947368421054,55.28022068242013
115,115,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,221716.39039510046,73.45642567450324,165.97381794895844,42.298947368421054,0.0
116,116,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,378345.5211978221,168.7202322386193,266.2870053357654,42.298947368421054,23.714080030973868
117,117,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,87703.01596704777,88.93727066865976,58.03062613890401,42.298947368421054,23.611686448209873
118,118,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,341051.94695993396,153.76610605490802,228.85603855903838,42.298947368421054,0.0
119,119,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,343839.0692542125,145.81972528660418,230.18669494314202,42.298947368421054,0.0
120,120,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,208579.1826044652,123.86009220548908,158.62880334532142,42.298947368421054,43.30754510407132
121,121,sex_female,Urbanity_Rural,Size_4,age_26_35,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,323676.8107887093,156.6610553134568,214.35523787400282,42.298947368421054,35.338970057904156
122,122,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,324402.78881616873,143.0679584703022,212.44567188689575,42.298947368421054,43.8778007499662
123,123,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_no,Cooking_no,Refrigeration_yes,AC_yes,59137.73951199709,72.01357194704431,38.86622765430765,42.298947368421054,38.19462316681206
124,124,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,333603.5600465067,149.60646424288203,226.34301866350273,42.298947368421054,59.44583457786526
125,125,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,102657.42650223622,87.7828757562182,78.90552869029861,42.298947368421054,52.92778480116802
126,126,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,436880.0683067393,145.28734179207675,303.9265805521644,42.298947368421054,0.0
127,127,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,233873.64823807782,85.6405232973288,173.39054573610778,42.298947368421054,0.0
