,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
10,10,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,177158.14098508173,105.58906196174135,121.29166375417688,45.64818763326226,49.79513124746129
11,11,sex_female,Urbanity_Rural,Size_3,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,186752.64267119157,105.45753211214036,132.90989995049912,45.64818763326226,56.15554113242726
12,12,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,95018.00803542127,76.98868510535902,63.515622163434,45.64818763326226,93.38578591975435
13,13,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,171166.33879704613,96.66864709069836,120.63108930021531,45.64818763326226,138.59970949311602
14,14,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,192245.64941161947,123.70948558508712,147.9392767215437,45.64818763326226,29.5696277399243
15,15,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,126169.4851159798,96.49018031247401,96.95458754577062,45.64818763326226,0.0
16,16,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,366626.274801498,161.85667481606276,259.41910159579066,45.64818763326226,93.3443809303399
17,17,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,171196.82599444894,105.73693063500471,120.31740827462171,45.64818763326226,63.704510241082545
18,18,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,239324.53720914302,127.46402135089458,178.57815340678368,45.64818763326226,91.73919463985013
19,19,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,44681.376410478886,70.5451150853997,26.653676438630683,45.64818763326226,0.0
20,20,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,187895.77347206863,122.85366414652826,139.35762037347703,45.64818763326226,38.549975116815524
21,21,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,379398.34092198656,172.5373471851624,264.412833443808,45.64818763326226,35.21945421557028
22,22,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,356412.05253855186,164.74100066827387,241.88333882028493,45.64818763326226,62.08355381437248
23,23,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,220139.97503021065,114.17677602793322,166.90338452061795,45.64818763326226,0.0
24,24,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,369495.2782940846,162.85018557265067,265.5383302077252,45.64818763326226,51.314427070188025
25,25,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,357932.73453724396,163.65319315509873,248.44313642725285,45.64818763326226,78.77688381976486
26,26,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,99967.67525854547,94.56705926890444,78.05027331013706,45.64818763326226,56.60038587038736
27,27,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,332001.4260897819,148.71439422020126,224.87790344824947,45.64818763326226,54.84352538263964
28,28,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,380182.6668770117,168.3786834564251,267.226492985553,45.64818763326226,18.622384551774967
29,29,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,387807.0794701461,175.6408877822428,278.2531612101544,45.64818763326226,0.0
30,30,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,401212.273927045,170.44339512154914,285.4835791527846,45.64818763326226,0.0
31,31,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,359766.90321695275,157.53521610383146,255.52723197798676,45.64818763326226,11.073252577329395
32,32,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,338441.9509195597,145.47799751248462,228.7674439894933,45.64818763326226,45.86317800574842
33,33,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,206089.85570218007,124.05868804498691,156.21725793457884,45.64818763326226,18.241718410076125
34,34,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,164659.78115651276,108.96092945669872,114.7082699926701,45.64818763326226,89.47444796496323
35,35,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,355921.42667182884,161.3338605202847,248.7726700356049,45.64818763326226,0.0
36,36,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,104143.645291098,90.35917030990835,82.22215292868538,45.64818763326226,59.82054350591651
37,37,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,370251.10824818205,160.94957741324382,257.1597252347342,45.64818763326226,39.193827443859995
38,38,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,213023.61420299576,120.80657431263303,157.0909839249204,45.64818763326226,46.266032935009676
39,39,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,98261.9130839028,97.76613297644494,75.11530191819865,45.64818763326226,44.47978624405933
40,40,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,365175.4692997525,165.50866068706003,252.09513141325246,45.64818763326226,119.0180583126235
41,41,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,195674.02128270804,117.93518623979881,140.3841208052779,45.64818763326226,94.82943668780574
42,42,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,368980.9306335274,157.02196572007398,266.2660486656576,45.64818763326226,2.092905200438174
43,43,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,320827.1658372472,144.5406645045407,216.09135213285663,45.64818763326226,82.40224247381356
44,44,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,200016.3574619273,112.68058771188649,151.1652410231341,45.64818763326226,60.17541192863093
45,45,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,175001.12457958635,108.19425820485365,125.54400993012936,45.64818763326226,12.790469345636529
46,46,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,203926.14415744942,127.21680361230688,155.83086944494787,45.64818763326226,60.27167227022801
47,47,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,199630.69661929016,114.32948426045601,147.2014859688268,45.64818763326226,85.84908931091454
48,48,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,206478.18522137112,114.45266652946104,157.33725770160328,45.64818763326226,60.17541192863093
49,49,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,349224.84484421945,155.35093178377412,246.53314201453904,45.64818763326226,22.497422248774622
50,50,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,58647.45700837584,74.03303023198423,38.18222101613369,45.64818763326226,111.13978541988207
51,51,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,202374.21941350462,118.60088980639428,150.46942383123258,45.64818763326226,135.0706111806644
52,52,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,363960.1050306449,162.02592177894414,261.2937180091811,45.64818763326226,2.1891655420352376
53,53,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,369377.2417080336,166.00494974005537,259.39087085612204,45.64818763326226,13.52015006157639
54,54,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,183464.6745488061,109.33835876338448,132.02729319011672,45.64818763326226,40.81478387057006
55,55,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,220468.71584322312,125.46184755687167,169.35257513827048,45.64818763326226,0.0
56,56,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,371511.23354340455,154.88394494266961,253.8986834652447,45.64818763326226,30.21348006696877
57,57,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,216639.22102535327,117.32069430208851,165.82609308578648,45.64818763326226,100.41658642148955
58,58,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,421152.8173185412,181.56610162105343,287.50730825231193,45.64818763326226,118.01420257794649
59,59,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,414844.8625290172,175.29663082159317,292.9325050259706,45.64818763326226,118.11046291954358
60,60,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,84638.53252009343,81.43277669050731,66.5051918115851,45.64818763326226,133.188104148117
61,61,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,64105.011224423564,75.76402162638598,42.96424410922039,45.64818763326226,102.15943804299086
62,62,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,81063.56478028945,87.57467597280714,61.69355855869252,45.64818763326226,67.36951261457182
63,63,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_no,350608.1094410422,121.499133705172,250.42991197701355,45.64818763326226,36.280292954518764
64,64,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,335542.7475380126,156.47276121520446,229.7817945355676,45.64818763326226,17.91876886690722
65,65,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,364565.7222885708,157.95168260532753,255.51440213475502,45.64818763326226,102.3247283072311
66,66,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,101424.79840611498,89.39323626276216,80.25498509977585,45.64818763326226,56.504125528790304
67,67,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,332729.87696510594,151.15438067285882,221.69951409815044,45.64818763326226,105.85382661968272
68,68,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,328125.5805612381,145.46512067027837,224.728014718722,45.64818763326226,105.85382661968272
69,69,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,100642.21103433052,82.12418490462531,67.6825863318318,45.64818763326226,18.742739274834577
70,70,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,361350.7153832552,160.6458295862979,250.45031397706524,45.64818763326226,11.073252577329395
71,71,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,77445.46220178566,82.93623685827785,63.78680813045994,45.64818763326226,27.59086036577983
72,72,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,133535.42313312812,95.11881736831656,102.44279153432093,45.64818763326226,15.213640962382957
73,73,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,207725.2789417964,110.1890866769782,160.4499821811179,45.64818763326226,23.64986701733578
74,74,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,101240.50444967355,90.6006716231315,75.78758221813034,45.64818763326226,18.709848520178657
75,75,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,217094.81521349816,119.648031138487,163.0513901633561,45.64818763326226,20.592355552726065
76,76,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,370969.2588284939,162.93678225099967,267.2066674381863,45.64818763326226,13.52015006157639
77,77,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,413263.05880774953,180.68910076890296,298.49735126879506,45.64818763326226,26.762726848044796
78,78,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,90801.35907336284,86.18713992095421,69.52519559175848,45.64818763326226,133.188104148117
79,79,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,87925.80520828684,84.63919981182005,69.21306432387556,45.64818763326226,16.262951035931657
80,80,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,436203.19671041647,181.63908609047598,300.51204109884407,45.64818763326226,0.0
81,81,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,151272.41427018092,101.74829014589054,117.87866809944856,45.64818763326226,86.36048004950705
82,82,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,215749.95626918005,122.235938697773,163.482614379057,45.64818763326226,20.68861589432313
83,83,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,388147.15570364095,177.46234802021198,280.8677299785492,45.64818763326226,19.192744085277248
84,84,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,378249.2695498279,169.80472234330819,264.81372534459217,45.64818763326226,35.31571455716735
85,85,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,380227.3703708832,160.7309405260747,267.9324000019532,45.64818763326226,18.5261242101779
86,86,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,357575.86049825826,161.6163318630772,239.28886979931212,45.64818763326226,113.96602518503273
87,87,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,248653.5126513805,129.31900907736244,180.12755259981648,45.64818763326226,31.748546025915843
88,88,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,233603.3959500759,127.71562716647968,172.724426819945,45.64818763326226,26.16868923482985
89,89,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,353733.167440499,156.09378516616385,235.62997791656898,45.64818763326226,0.0
90,90,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,191906.74977001047,105.96540245583955,135.26389617061523,45.64818763326226,0.0
91,91,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,98481.0286258314,88.2458511581296,74.73331234388698,45.64818763326226,18.709848520178657
92,92,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,219638.39689035094,122.2691206013721,163.42949692907837,45.64818763326226,0.0
93,93,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,369237.00120786,162.89017563800812,258.89535149041126,45.64818763326226,51.314427070188025
94,94,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,100860.27892771855,87.36213813254895,77.19556462284713,45.64818763326226,56.504125528790304
95,95,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,99160.13701735408,93.0097849669549,76.41576651815055,45.64818763326226,18.806108861775733
96,96,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,131097.69659192275,98.35253448607791,102.08337819766552,45.64818763326226,15.213640962382957
97,97,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,347956.6641825355,155.38813034741062,246.81809418063494,45.64818763326226,5.707831901785178
98,98,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,208313.87795970726,117.09935862854259,157.5754577827023,45.64818763326226,0.0
99,99,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,248865.1670560856,128.90136798641885,189.34059166252442,45.64818763326226,43.94905103833621
100,100,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,402596.3506316833,174.922582462601,281.5236997440314,45.64818763326226,21.39730617250057
101,101,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,107405.24273195572,89.12927184036045,84.02561462499,45.64818763326226,89.45072209746267
102,102,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,80003.47928294571,79.12761098480368,63.54608241066578,45.64818763326226,92.94692965525833
103,103,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,357026.3872638621,155.1971734403998,254.7916418161854,45.64818763326226,62.08355381437248
104,104,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,115729.26376231485,88.14706403738856,91.12101676949824,45.64818763326226,54.79669733828783
105,105,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,212164.4175258441,123.02018040385956,161.11827612178047,45.64818763326226,58.38663256133771
106,106,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,99496.66541611364,87.33676561926428,79.31289562773374,45.64818763326226,18.709848520178657
107,107,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,105304.04214939999,83.66223810857434,78.96586811275263,45.64818763326226,40.409152674172546
108,108,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,77072.05365122847,78.61165891323238,51.5172864810387,45.64818763326226,27.24492098123179
109,109,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,370809.2005989186,166.12860942547053,260.5433344889114,45.64818763326226,21.583635674787615
110,110,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,353342.1536740325,153.66588368080932,234.00712021821053,45.64818763326226,0.0
111,111,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,235444.4723114452,125.22838812465632,175.49674900730903,45.64818763326226,26.16868923482985
112,112,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,102038.41470455207,94.73944601323284,80.15396458151771,45.64818763326226,59.82054350591651
113,113,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,80846.83134591693,83.58859950327536,54.082825748677024,45.64818763326226,133.31725524436996
114,114,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,108127.21891938646,97.6275283039818,84.20636018206541,45.64818763326226,47.620038493496146
115,115,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,207313.5111934952,120.03130944224823,157.58387155880044,45.64818763326226,126.18652414537024
116,116,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,379106.59835227573,162.92003873836055,266.3908441205827,45.64818763326226,4.539802684685167
117,117,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,111253.9097576296,93.62065651068389,87.17351759176563,45.64818763326226,80.5666350621685
118,118,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,176083.48474475078,106.10476660600484,126.31579630817845,45.64818763326226,24.990974358056896
119,119,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,216138.79952199638,111.17084135914698,161.4257098997809,45.64818763326226,12.385268327116993
120,120,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,325041.786798871,151.3012732295706,220.94627029999089,45.64818763326226,0.0
121,121,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,107617.23090734142,90.99252439770521,84.54311239503286,45.64818763326226,7.401322802591746
122,122,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,195502.25582068574,115.19159326926666,147.55033418992025,45.64818763326226,0.0
123,123,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,378389.2744522018,156.91374925183226,262.1945989843787,45.64818763326226,18.5261242101779
124,124,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,403865.41497349436,155.2232833500386,266.7303758436749,45.64818763326226,28.764349416453697
125,125,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,106438.01896612524,78.9944337317348,81.29331088668309,45.64818763326226,23.71582266878017
126,126,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,352933.81276754674,153.17898868561267,240.5578585249669,45.64818763326226,62.179814155969545
127,127,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,199145.5485218784,118.10669904529169,146.12070669249457,45.64818763326226,69.15575930552215
128,128,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,117756.5288628919,92.41496058666449,93.36511938693005,45.64818763326226,63.77704471517905
