,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
10,10,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,103100.14468235194,47.268710297444784,78.52182649452574,40.80503144654088,59.37387325995067
11,11,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,214719.8557947128,79.81308559521929,159.2674064650283,40.80503144654088,59.9994441590738
12,12,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,348973.4838409158,117.90772512024616,251.31191868875297,40.80503144654088,81.28708968884696
13,13,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,91708.7393762895,44.83250564887186,61.23032555026801,40.80503144654088,30.071877367216533
14,14,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,327487.85768853425,107.87022369507822,217.31094685624004,40.80503144654088,78.05259103085938
15,15,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,65403.37207552986,30.852841992098302,42.05017485900692,40.80503144654088,63.942240312410235
16,16,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,121812.09228036414,93.58038848255276,95.2719892961776,40.80503144654088,47.02843607467154
17,17,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,109494.01685425833,91.71929875682709,84.91167825416449,40.80503144654088,36.67188193055048
18,18,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,172614.6248379229,111.44428558483364,116.11922876493999,40.80503144654088,71.21154943714967
19,19,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,121349.68017643006,90.18319729273978,91.49944380474622,40.80503144654088,60.66779215111409
20,20,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,135229.10524140665,49.309986784147824,106.7580327106063,40.80503144654088,31.575131128042877
21,21,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,122088.45620741913,92.36152628113597,93.48811464680266,40.80503144654088,60.66779215111409
22,22,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,107751.84469597727,90.50445858079695,82.95911405893222,40.80503144654088,34.87089141423892
23,23,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,103005.21467385793,47.0996698572788,81.59102433221548,40.80503144654088,33.807409809455926
24,24,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,219007.1487522999,79.95848854985276,159.29814565332097,40.80503144654088,58.19845364276223
25,25,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,199568.572971613,110.61860899639366,134.4509879267865,40.80503144654088,0.0
26,26,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,42253.7093408823,68.33595512640238,24.101541489199647,40.80503144654088,93.4787849940389
27,27,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,84408.62428038419,88.53281987379513,57.86214956866,40.80503144654088,62.96400570692611
28,28,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,362389.6326953749,165.4848704284289,253.44771861020732,40.80503144654088,50.21145324559749
29,29,sex_female,Urbanity_Rural,Size_2,age_76_85,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,192078.9459620912,109.26952865910135,136.03384961075494,40.80503144654088,29.9555816086515
30,30,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,84216.6889454676,89.093353258451,56.91435655716607,40.80503144654088,41.87218976722531
31,31,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,364216.03402032366,159.76093272217233,260.4092566934466,40.80503144654088,76.50938776672447
32,32,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,212738.49830194475,82.5225531470798,159.4249163569286,40.80503144654088,42.62635175885758
33,33,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,376106.0851149834,172.11185156460618,264.23762962375673,40.80503144654088,28.204590667003263
34,34,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,190738.3400642754,110.45431490586628,136.3346943260064,40.80503144654088,0.0
35,35,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,420266.2714106856,179.95397228238565,293.54583306246514,40.80503144654088,58.4006829897147
36,36,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,215298.97428865114,122.52421703336765,164.31422427305841,40.80503144654088,37.53817852362919
37,37,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,227950.91154176503,116.15908485030417,173.57544403221397,40.80503144654088,3.431639216958739
38,38,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,105779.14818753432,87.36563405048193,81.95892647323902,40.80503144654088,6.5744800927851506
39,39,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,437311.48547441326,187.602399900044,300.14884191191175,40.80503144654088,3.004049604620177
40,40,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,112817.72918104625,88.23605177889691,87.03651512447566,40.80503144654088,2.731773366206451
41,41,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,135275.7345006215,91.39968471296929,102.78084114131781,40.80503144654088,23.770920737609483
42,42,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_no,Cooking_no,Refrigeration_yes,AC_no,133770.872422792,57.7037835142,101.83995792032768,40.80503144654088,56.194500188305234
43,43,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,86060.58717262304,26.512092836594373,55.90049907408308,40.80503144654088,48.57163933880645
44,44,sex_female,Urbanity_Urban,Size_6,age_76_85,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,167941.5590103393,69.72171712154116,132.4133620950038,40.80503144654088,0.0
45,45,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,164968.0386642924,66.37581762289525,123.9007017892866,40.80503144654088,0.0
46,46,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,93378.28404501596,86.21438739911548,72.89943954458299,40.80503144654088,58.128406751300986
47,47,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,330864.02193828014,106.60441728078217,224.5680395829075,40.80503144654088,78.05259103085938
48,48,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,208995.76791472922,77.13407791299619,148.8455942556774,40.80503144654088,0.0
49,49,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,323012.6494141113,148.85004594495345,216.80729142660272,40.80503144654088,46.66648327450401
50,50,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,318644.9773567454,144.52455017974845,210.90854073610578,40.80503144654088,78.80560132253648
51,51,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,385754.1758635104,164.88956954461815,255.27405922008708,40.80503144654088,68.49506909506377
52,52,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,436735.66443113337,178.60587747543258,310.21502629056516,40.80503144654088,3.004049604620177
53,53,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,74521.07908490195,45.371912751323684,57.31115788817985,40.80503144654088,41.90513520241445
54,54,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,104999.0744070969,47.04312355322254,82.7572719241012,40.80503144654088,11.390355915301663
55,55,sex_male,Urbanity_Rural,Size_6,age_76_85,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,367235.42951945437,119.87360073413215,250.29219844943626,40.80503144654088,0.0
56,56,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,84144.3614430063,37.00596603159056,66.04758455941658,40.80503144654088,36.7676751588568
57,57,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,350027.05795826874,109.45038640453554,242.03456328347886,40.80503144654088,77.48762237220859
58,58,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,231419.08203880128,118.4470856903993,173.74177392140354,40.80503144654088,19.872315514700006
59,59,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,324489.05360910244,149.74771949486686,216.44503515125047,40.80503144654088,92.37922640611431
60,60,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,216922.47955774365,82.08177430008139,162.2269039604846,40.80503144654088,42.62635175885758
61,61,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,138455.53097422374,62.96188687525939,107.39774684008087,40.80503144654088,28.85909397283788
62,62,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,215022.73090476613,73.658814309617,160.49847513411237,40.80503144654088,43.541398397751024
63,63,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,123912.57026934385,84.15678259477008,86.62523477486867,40.80503144654088,0.0
64,64,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,357145.45324004185,114.39630701127848,242.68719636470425,40.80503144654088,25.29084712473714
65,65,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,343449.1434414065,149.2267214716823,233.37468614591572,40.80503144654088,55.48235499260973
66,66,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,87857.16095548711,76.16446622793495,60.186608202174824,40.80503144654088,28.7831714486265
67,67,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,408172.5643843954,130.10657673672273,286.40944388354586,40.80503144654088,82.96939582829114
68,68,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,200833.45581614602,115.960745228244,151.99852328784058,40.80503144654088,0.0
69,69,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,67482.34349628264,70.65284395678854,42.50209944056526,40.80503144654088,22.172021319463145
70,70,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,98438.8508619808,92.1144170420832,78.71008998030274,40.80503144654088,39.62864477971106
71,71,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,60306.21639933876,68.91821916404295,37.91361568579264,40.80503144654088,68.22279285665005
72,72,sex_male,Urbanity_Rural,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,50903.86728472675,72.39208940866327,31.009291690821104,40.80503144654088,64.1128542269058
73,73,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,137865.68313315316,64.66866332260891,106.66493328207585,40.80503144654088,0.5626826513841084
74,74,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,105753.00588048113,48.327224515366545,72.8433951851222,40.80503144654088,30.905776329877266
75,75,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,392829.12308161525,124.52810926554254,272.2216562784658,40.80503144654088,0.0
76,76,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,224696.34039789232,74.60402290377111,166.41887859354318,40.80503144654088,38.78364503227888
77,77,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,439638.51012594905,139.54784832793266,300.66481485306974,40.80503144654088,8.092222839848572
78,78,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,104559.55955895036,48.984458120610476,81.47186104859101,40.80503144654088,59.37387325995067
79,79,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,126948.42901205273,79.60348646322691,98.03147770828156,40.80503144654088,28.602969054710783
80,80,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,332192.0470489005,141.49813884958198,225.5483187378044,40.80503144654088,72.96441779563098
81,81,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,362796.176217746,158.43417672443002,253.0724823049678,40.80503144654088,76.50938776672447
82,82,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,133974.94875074422,102.59633465575828,103.03318164990178,40.80503144654088,0.0
83,83,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,87443.88046540067,77.25923457626158,58.18652577309361,40.80503144654088,0.0
84,84,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,75965.1691372112,67.96630162589871,52.15113362809504,40.80503144654088,29.284205232878293
85,85,sex_female,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,194919.08469842735,113.98812280262078,131.7912580269123,40.80503144654088,33.700437943822735
86,86,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,65406.48423209127,70.02563139014366,39.62883024164348,40.80503144654088,50.740730053628795
87,87,sex_male,Urbanity_Rural,Size_7,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,80712.11346450754,74.4395627018048,53.97470003349597,40.80503144654088,62.812183988381946
88,88,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,167634.60999864124,105.78778670507486,118.15521742653068,40.80503144654088,86.46218184994497
89,89,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,108425.07005343256,46.93707263708343,84.79403391052037,40.80503144654088,11.390355915301663
90,90,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,370559.22093193023,131.97471349515033,263.25228248348776,40.80503144654088,67.9582049255103
91,91,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,356539.8592472092,119.46871531909963,260.44761261471007,40.80503144654088,0.0
92,92,sex_male,Urbanity_Rural,Size_1,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,168114.87034957914,55.83759586014368,116.80275354753547,40.80503144654088,0.0
93,93,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,365554.6466226126,120.09315032584793,249.74146668375,40.80503144654088,38.632441469734694
94,94,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,106084.53979020305,87.25930113277201,81.0580139528757,40.80503144654088,23.675275080289484
95,95,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,359939.6991041149,164.022481568599,251.93598743767618,40.80503144654088,0.0
96,96,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,334720.8654778561,113.61212847738086,226.87771923521547,40.80503144654088,23.122012901167782
97,97,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,194606.49246473686,74.60024897621147,150.42856255771156,40.80503144654088,38.687999374958885
98,98,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,214993.54457703122,80.8267570995273,162.1407123527141,40.80503144654088,73.63880023551636
99,99,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_no,57001.305613142904,41.39726970604368,36.203471807619415,40.80503144654088,58.06033367908314
100,100,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,88314.08309804463,32.85064237810584,61.107657496692354,40.80503144654088,62.28529036687816
101,101,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,50718.08538317656,72.12772245961925,31.78113213008684,40.80503144654088,74.06397638355554
102,102,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,96273.46784417088,91.88600828971222,75.20329573371644,40.80503144654088,50.907904359897735
103,103,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,154875.26229633082,106.06008994771251,117.90301603688576,40.80503144654088,0.0
104,104,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,219736.93317019823,117.91267387523551,165.91918900344038,40.80503144654088,37.53817852362919
105,105,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,369276.5158038488,164.31971113502647,265.64716567189356,40.80503144654088,76.50938776672447
106,106,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,116700.98391051935,90.3229011852112,92.72309206763894,40.80503144654088,60.66779215111409
107,107,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,91054.9527736029,82.85067325421744,70.84971631571072,40.80503144654088,71.76776282774352
108,108,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,326376.7814646862,142.5672522328723,209.2410012758733,40.80503144654088,90.3375101958472
109,109,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,Lighting_no,Cooking_no,Refrigeration_yes,AC_yes,70758.96470039635,75.03806873687539,46.83734667606606,40.80503144654088,58.66132765861279
110,110,sex_male,Urbanity_Rural,Size_8,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,369179.03975867573,163.62880844188726,246.0587964705656,40.80503144654088,77.58117790762459
111,111,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,361018.3941853285,160.63249834865456,243.18837106639344,40.80503144654088,71.66374755710714
112,112,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,81558.48187168443,76.84219433825628,54.06473686290332,40.80503144654088,76.53763079050397
113,113,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,122216.3006382025,96.8918363034258,92.52172734085224,40.80503144654088,47.02843607467154
114,114,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,211828.30065120888,118.31912358642012,153.34886917650095,40.80503144654088,56.95298713411255
115,115,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,188942.61543425388,113.11924255801223,138.359233618816,40.80503144654088,35.641542349997636
116,116,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,229057.3557801818,126.9169050081648,173.3213898697569,40.80503144654088,1.5563537490180201
117,117,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,227297.8020773024,118.934089734513,170.12585239467424,40.80503144654088,33.69547179705049
118,118,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,124367.45391250856,87.08818348681255,97.81329662252044,40.80503144654088,78.04088455133032
119,119,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,186280.10226985952,68.05193574111863,130.6794252243586,40.80503144654088,6.942263739731628
120,120,sex_female,Urbanity_Rural,Size_2,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,92112.21103734768,41.694517326148244,64.78598043007304,40.80503144654088,39.30942073713609
121,121,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,389205.2450511953,159.46873402749554,258.18872058335,40.80503144654088,40.15541836366966
122,122,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,226550.99833615395,123.16002916610157,167.03429545306366,40.80503144654088,3.3573442653295804
123,123,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,178247.03754954983,95.52969829705981,129.1989531079999,40.80503144654088,34.90825519142914
124,124,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,97481.57677885618,86.87145616286713,74.82796530334224,40.80503144654088,69.7260466174764
125,125,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,89196.09895807644,40.79236003374265,72.09967224894768,40.80503144654088,96.27074467345525
126,126,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,366247.9460946405,126.87260496540777,257.76417145662225,40.80503144654088,60.73770253410707
