,index,n_BuildingSqm,n_BuildingKwh,NonRElectricity,w,wf
158,158,406.726338714,243.0,29850.162028099996,0.144,0.0
159,159,406.726338714,243.0,29850.162028099996,0.144,0.0
160,160,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
161,161,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
162,162,497.42790442,233.0,40122.4338562,0.144,0.0
163,163,703.6254615639999,316.0,79114.259915,0.144,0.0
164,164,312.594751517,631.0,65940.4053426,0.144,0.0
165,165,312.594751517,631.0,65940.4053426,0.144,0.0
166,166,637.229859886,296.0,65648.0431331,0.144,0.0
167,167,406.726338714,243.0,29850.162028099996,0.144,0.0
168,168,406.726338714,243.0,29850.162028099996,0.144,0.0
169,169,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
170,170,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
171,171,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
172,172,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
173,173,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
174,174,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
175,175,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
176,176,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
177,177,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
178,178,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
179,179,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
180,180,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
181,181,497.42790442,233.0,40122.4338562,0.144,0.0
182,182,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
183,183,637.229859886,296.0,65648.0431331,0.144,0.0
184,184,312.594751517,631.0,65940.4053426,0.144,0.0
185,185,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
186,186,406.726338714,243.0,29850.162028099996,0.144,0.0
187,187,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
188,188,703.6254615639999,316.0,79114.259915,0.144,0.0
189,189,497.42790442,233.0,40122.4338562,0.144,0.0
190,190,497.42790442,233.0,40122.4338562,0.144,0.0
191,191,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
192,192,637.229859886,296.0,65648.0431331,0.144,0.0
193,193,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
194,194,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
195,195,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
196,196,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
197,197,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
198,198,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
199,199,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
200,200,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
201,201,637.229859886,296.0,65648.0431331,0.144,0.0
202,202,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
203,203,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
204,204,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
205,205,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
206,206,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
207,207,312.594751517,631.0,65940.4053426,0.144,0.0
208,208,406.726338714,243.0,29850.162028099996,0.144,0.0
209,209,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
210,210,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
211,211,312.594751517,631.0,65940.4053426,0.144,0.0
212,212,312.594751517,631.0,65940.4053426,0.144,0.0
213,213,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
214,214,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
215,215,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
216,216,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
217,217,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
218,218,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
219,219,703.6254615639999,316.0,79114.259915,0.144,0.0
220,220,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
221,221,637.229859886,296.0,65648.0431331,0.144,0.0
222,222,406.726338714,243.0,29850.162028099996,0.144,0.0
223,223,637.229859886,296.0,65648.0431331,0.144,0.0
224,224,637.229859886,296.0,65648.0431331,0.144,0.0
225,225,406.726338714,243.0,29850.162028099996,0.144,0.0
226,226,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
227,227,406.726338714,243.0,29850.162028099996,0.144,0.0
228,228,312.594751517,631.0,65940.4053426,0.144,0.0
229,229,312.594751517,631.0,65940.4053426,0.144,0.0
230,230,312.594751517,631.0,65940.4053426,0.144,0.0
231,231,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
232,232,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
233,233,406.726338714,243.0,29850.162028099996,0.144,0.0
234,234,703.6254615639999,316.0,79114.259915,0.144,0.0
235,235,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
236,236,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
237,237,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
238,238,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
239,239,637.229859886,296.0,65648.0431331,0.144,0.0
240,240,312.594751517,631.0,65940.4053426,0.144,0.0
241,241,703.6254615639999,316.0,79114.259915,0.144,0.0
242,242,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
243,243,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
244,244,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
245,245,703.6254615639999,316.0,79114.259915,0.144,0.0
246,246,1165.99458393,592.0,227392.473629,0.144,0.0
247,247,637.229859886,296.0,65648.0431331,0.144,0.0
248,248,637.229859886,296.0,65648.0431331,0.144,0.0
249,249,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
250,250,406.726338714,243.0,29850.162028099996,0.144,0.0
251,251,637.229859886,296.0,65648.0431331,0.144,0.0
252,252,312.594751517,631.0,65940.4053426,0.144,0.0
253,253,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
254,254,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
255,255,703.6254615639999,316.0,79114.259915,0.144,0.0
256,256,703.6254615639999,316.0,79114.259915,0.144,0.0
257,257,406.726338714,243.0,29850.162028099996,0.144,0.0
258,258,406.726338714,243.0,29850.162028099996,0.144,0.0
259,259,406.726338714,243.0,29850.162028099996,0.144,0.0
260,260,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
261,261,637.229859886,296.0,65648.0431331,0.144,0.0
262,262,637.229859886,296.0,65648.0431331,0.144,0.0
263,263,637.229859886,296.0,65648.0431331,0.144,0.0
264,264,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
265,265,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
266,266,406.726338714,243.0,29850.162028099996,0.144,0.0
267,267,406.726338714,243.0,29850.162028099996,0.144,0.0
268,268,312.594751517,631.0,65940.4053426,0.144,0.0
269,269,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
270,270,703.6254615639999,316.0,79114.259915,0.144,0.0
271,271,406.726338714,243.0,29850.162028099996,0.144,0.0
272,272,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
273,273,406.726338714,243.0,29850.162028099996,0.144,0.0
274,274,703.6254615639999,316.0,79114.259915,0.144,0.0
275,275,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
276,276,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
277,277,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
278,278,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
279,279,637.229859886,296.0,65648.0431331,0.144,0.0
280,280,406.726338714,243.0,29850.162028099996,0.144,0.0
281,281,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
282,282,637.229859886,296.0,65648.0431331,0.144,0.0
283,283,406.726338714,243.0,29850.162028099996,0.144,0.0
284,284,406.726338714,243.0,29850.162028099996,0.144,0.0
285,285,637.229859886,296.0,65648.0431331,0.144,0.0
286,286,637.229859886,296.0,65648.0431331,0.144,0.0
287,287,312.594751517,631.0,65940.4053426,0.144,0.0
288,288,497.42790442,233.0,40122.4338562,0.144,0.0
289,289,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
290,290,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
291,291,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
292,292,703.6254615639999,316.0,79114.259915,0.144,0.0
293,293,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
294,294,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
295,295,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
296,296,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
297,297,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
298,298,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
299,299,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
300,300,637.229859886,296.0,65648.0431331,0.144,0.0
301,301,406.726338714,243.0,29850.162028099996,0.144,0.0
302,302,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
303,303,406.726338714,243.0,29850.162028099996,0.144,0.0
304,304,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
305,305,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
306,306,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
307,307,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
308,308,637.229859886,296.0,65648.0431331,0.144,0.0
309,309,406.726338714,243.0,29850.162028099996,0.144,0.0
310,310,312.594751517,631.0,65940.4053426,0.144,0.0
311,311,406.726338714,243.0,29850.162028099996,0.144,0.0
312,312,406.726338714,243.0,29850.162028099996,0.144,0.0
313,313,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
314,314,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
315,315,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
316,316,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
317,317,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
318,318,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
319,319,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
320,320,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
321,321,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
322,322,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
323,323,312.594751517,631.0,65940.4053426,0.144,0.0
324,324,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
325,325,1165.99458393,592.0,227392.473629,0.144,0.0
326,326,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
327,327,406.726338714,243.0,29850.162028099996,0.144,0.0
328,328,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
329,329,406.726338714,243.0,29850.162028099996,0.144,0.0
330,330,406.726338714,243.0,29850.162028099996,0.144,0.0
331,331,637.229859886,296.0,65648.0431331,0.144,0.0
332,332,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
333,333,312.594751517,631.0,65940.4053426,0.144,0.0
334,334,1165.99458393,592.0,227392.473629,0.144,0.0
335,335,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
336,336,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
337,337,406.726338714,243.0,29850.162028099996,0.144,0.0
338,338,703.6254615639999,316.0,79114.259915,0.144,0.0
339,339,406.726338714,243.0,29850.162028099996,0.144,0.0
340,340,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
341,341,406.726338714,243.0,29850.162028099996,0.144,0.0
342,342,406.726338714,243.0,29850.162028099996,0.144,0.0
343,343,497.42790442,233.0,40122.4338562,0.144,0.0
344,344,637.229859886,296.0,65648.0431331,0.144,0.0
345,345,637.229859886,296.0,65648.0431331,0.144,0.0
346,346,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
347,347,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
348,348,312.594751517,631.0,65940.4053426,0.144,0.0
349,349,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
350,350,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
351,351,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
352,352,497.42790442,233.0,40122.4338562,0.144,0.0
353,353,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
354,354,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
355,355,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
356,356,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
357,357,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
358,358,637.229859886,296.0,65648.0431331,0.144,0.0
359,359,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
360,360,703.6254615639999,316.0,79114.259915,0.144,0.0
361,361,703.6254615639999,316.0,79114.259915,0.144,0.0
362,362,406.726338714,243.0,29850.162028099996,0.144,0.0
363,363,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
364,364,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
365,365,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
366,366,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
367,367,637.229859886,296.0,65648.0431331,0.144,0.0
368,368,637.229859886,296.0,65648.0431331,0.144,0.0
369,369,312.594751517,631.0,65940.4053426,0.144,0.0
370,370,406.726338714,243.0,29850.162028099996,0.144,0.0
371,371,406.726338714,243.0,29850.162028099996,0.144,0.0
372,372,703.6254615639999,316.0,79114.259915,0.144,0.0
373,373,703.6254615639999,316.0,79114.259915,0.144,0.0
374,374,703.6254615639999,316.0,79114.259915,0.144,0.0
375,375,406.726338714,243.0,29850.162028099996,0.144,0.0
376,376,406.726338714,243.0,29850.162028099996,0.144,0.0
377,377,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
378,378,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
379,379,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
380,380,406.726338714,243.0,29850.162028099996,0.144,0.0
381,381,296.280540763,137.0,14168.9047685,0.144,3.0773990770768282
382,382,312.594751517,631.0,65940.4053426,0.144,0.0
383,383,406.726338714,243.0,29850.162028099996,0.144,0.0
384,384,497.42790442,233.0,40122.4338562,0.144,0.0
385,385,312.594751517,631.0,65940.4053426,0.144,0.0
386,386,312.594751517,631.0,65940.4053426,0.144,0.0
387,387,637.229859886,296.0,65648.0431331,0.144,0.0
388,388,312.594751517,631.0,65940.4053426,0.144,0.0
389,389,406.726338714,243.0,29850.162028099996,0.144,0.0
390,390,497.42790442,233.0,40122.4338562,0.144,0.0
391,391,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
392,392,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
393,393,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
394,394,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
395,395,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
396,396,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
397,397,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
398,398,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
399,399,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
400,400,406.726338714,243.0,29850.162028099996,0.144,0.0
401,401,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
402,402,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
403,403,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
404,404,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
405,405,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
406,406,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
407,407,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
408,408,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
409,409,637.229859886,296.0,65648.0431331,0.144,0.0
410,410,637.229859886,296.0,65648.0431331,0.144,0.0
411,411,312.594751517,631.0,65940.4053426,0.144,0.0
412,412,497.42790442,233.0,40122.4338562,0.144,0.0
413,413,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
414,414,406.726338714,243.0,29850.162028099996,0.144,0.0
415,415,497.42790442,233.0,40122.4338562,0.144,0.0
416,416,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
417,417,406.726338714,243.0,29850.162028099996,0.144,0.0
418,418,719.587128022,262.0,77984.59555089999,0.144,0.5723721518341173
419,419,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
420,420,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
421,421,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
422,422,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
423,423,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
424,424,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
425,425,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
426,426,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
427,427,312.594751517,631.0,65940.4053426,0.144,0.0
428,428,497.42790442,233.0,40122.4338562,0.144,0.0
429,429,703.6254615639999,316.0,79114.259915,0.144,0.0
430,430,703.6254615639999,316.0,79114.259915,0.144,0.0
431,431,837.2166583610001,293.0,104624.120488,0.144,0.11462669015407174
432,432,406.726338714,243.0,29850.162028099996,0.144,0.0
433,433,312.594751517,631.0,65940.4053426,0.144,0.0
