,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_AC,Income,Electricity,Water,w,wf
58,58,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,68173.49288060647,73.69161233988861,44.51480891585381,40.85847107438016,28.167134542426354
59,59,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,113872.65811538586,92.75985293657688,87.8721767543729,40.85847107438016,66.31859573366589
60,60,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,122555.04583802373,48.33057776887335,98.14793829953031,40.85847107438016,30.11705420859806
61,61,sex_female,Urbanity_Rural,Size_7,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,117518.45468010545,46.837419492675544,84.67193400274546,40.85847107438016,77.47569421442962
62,62,sex_male,Urbanity_Rural,Size_8,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,93936.87010281776,78.47813722008951,66.25302564795643,40.85847107438016,106.02616479588018
63,63,sex_male,Urbanity_Rural,Size_8,age_36_45,Education_College,Lighting_no,TV_yes,Cooking_no,AC_yes,367426.31929756224,158.42833476613717,245.35300841861968,40.85847107438016,108.55574777379812
64,64,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_no,192811.00623183872,65.0320549770516,137.01321072490109,40.85847107438016,0.0
65,65,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,71952.42899291495,80.4856797572576,48.93927991143816,40.85847107438016,32.86916809588014
66,66,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,109475.57267990263,94.75486158014506,85.73478182625603,40.85847107438016,10.217970714128922
67,67,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,81885.87409323933,86.14651810417891,65.35506137401865,40.85847107438016,101.38336681829753
68,68,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,121913.16830908293,51.80538998664004,94.19510036081616,40.85847107438016,0.0
69,69,sex_female,Urbanity_Urban,Size_6,age_76_85,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,138519.3647880524,61.683500442374154,106.06610039689659,40.85847107438016,5.824425852100577
70,70,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,133784.75226819314,61.33931203598375,102.6371704164503,40.85847107438016,55.43589824800735
71,71,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_no,209094.87806685452,79.52266493371543,158.4313192144599,40.85847107438016,58.645938935215916
72,72,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_no,218256.04582857413,82.70269372816583,163.91582078912546,40.85847107438016,11.64409188038138
73,73,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,108983.25521080174,51.80779762587396,86.5647662018212,40.85847107438016,0.0
74,74,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,125806.69506686045,57.06292647259703,95.68857416360451,40.85847107438016,58.18974742440189
75,75,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,384589.0932090149,166.12449175107182,277.2847121483171,40.85847107438016,0.0
76,76,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,356876.825405316,156.88969583637115,260.3825804893245,40.85847107438016,52.71399776758372
77,77,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,115976.68660210828,90.86381894953095,90.92890314234195,40.85847107438016,111.17735438916179
78,78,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,359324.08482675045,156.66258585754156,255.8218532029901,40.85847107438016,0.0
79,79,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,203033.4654795537,115.8098667469656,149.43185810533873,40.85847107438016,31.5975896483878
80,80,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,355214.17912638857,159.91654446119574,249.14857355302465,40.85847107438016,61.190341746298024
81,81,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,141632.57438313295,60.67166272426095,108.9720550308054,40.85847107438016,5.159891530499702
82,82,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,118034.94650197713,88.83199816733419,92.69204058958714,40.85847107438016,1.7416267354146402
83,83,sex_male,Urbanity_Rural,Size_8,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,132424.31561930315,54.6233667176321,90.15472203264359,40.85847107438016,43.23619616489498
84,84,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,81819.64532545066,40.891176742425976,54.92719556400776,40.85847107438016,17.593603600401213
85,85,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,83788.67855230028,78.99603320456747,55.51046481856629,40.85847107438016,18.127009163090825
86,86,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,149850.97842757552,99.14277326702567,116.1038444976096,40.85847107438016,9.666586165349655
87,87,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,114669.07102104713,89.24038795495449,89.43663962656338,40.85847107438016,44.73135724998128
88,88,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,218328.57745346567,121.49962764030172,166.89866955462554,40.85847107438016,48.4400897090828
89,89,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,199779.64489296367,119.66465789644312,143.86444164395198,40.85847107438016,58.78938163205171
90,90,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_no,164469.10583346465,51.01324480625058,117.75219144154363,40.85847107438016,0.0
91,91,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_no,367585.0424474375,109.79148255926857,268.30833762568903,40.85847107438016,47.78380539174834
92,92,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,117164.62506696649,86.86248797300196,90.8796136401858,40.85847107438016,10.217970714128922
93,93,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,96059.13944654482,82.50823513158653,74.29639631206986,40.85847107438016,54.77148262931679
94,94,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,121012.69431460592,93.64381119107424,92.52708886461735,40.85847107438016,39.12680375000197
95,95,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_no,432419.40339046967,147.474701058907,296.4387901033741,40.85847107438016,2.367433351300535
96,96,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,106145.45212258694,88.74143404257876,81.23864881827741,40.85847107438016,96.85869319735788
97,97,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,367965.71200437064,162.22195463009086,259.5444982208152,40.85847107438016,53.594898999723604
98,98,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,108532.92285136071,95.68872936413686,85.31816378563741,40.85847107438016,5.515937160675132
99,99,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,205038.03349270305,115.19715055027136,155.0390546423787,40.85847107438016,52.6352780845344
100,100,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,371617.34163856134,167.21244493260798,269.0925092741879,40.85847107438016,25.522205783919812
101,101,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,352209.1735273523,154.35897522525698,240.1066105138904,40.85847107438016,0.0
102,102,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_no,409510.68584675936,132.78892943128182,268.1561345719587,40.85847107438016,5.052711171732736
103,103,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_no,202767.82368791613,75.40743905036679,152.1885807558373,40.85847107438016,52.10187252184479
104,104,sex_female,Urbanity_Rural,Size_4,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,354093.91438882577,153.4649076454096,235.72483895572498,40.85847107438016,0.0
105,105,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,368462.6892344828,161.5013833627186,251.4933815467356,40.85847107438016,23.054801536031572
106,106,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,122182.96308201224,99.30593506241141,97.48314080355112,40.85847107438016,72.16091294675547
107,107,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,91165.58961067359,79.48401177956502,61.364757944839354,40.85847107438016,26.109865169374977
108,108,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,137112.57428010713,99.3662279955563,105.62304568376986,40.85847107438016,32.88508907685324
109,109,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,374457.35116977646,170.17843157407037,262.86497339571054,40.85847107438016,58.296932553177406
110,110,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,108772.61167399783,89.23981629394017,85.24550885736377,40.85847107438016,5.515937160675132
111,111,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,341423.1568516598,156.96689320934868,226.6530264376308,40.85847107438016,10.037862955404599
112,112,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,114250.50109802435,96.62417786616348,88.53501624456604,40.85847107438016,0.0
113,113,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,202695.0390228012,122.15499768572731,146.81968973277202,40.85847107438016,103.64814028754763
114,114,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,216570.87417627848,120.8851090982285,165.03660820652564,40.85847107438016,37.4399068614774
115,115,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,73444.88445869008,71.92110232002616,48.063898756526854,40.85847107438016,12.138177347627282
116,116,sex_female,Urbanity_Rural,Size_1,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,308585.51853405073,155.88510878501742,207.41940634435295,40.85847107438016,30.515016044294224
117,117,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,77987.0481833021,33.479463418542565,51.162123981444395,40.85847107438016,0.0
118,118,sex_male,Urbanity_Urban,Size_3,age_19_25,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,348808.0366984846,156.62893452751155,249.12107533564182,40.85847107438016,62.45360315060557
119,119,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,AC_yes,450605.6311231763,196.6679556022649,313.8439982367833,40.85847107438016,0.0
120,120,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,158250.2621739384,107.8406990469813,123.5627602256744,40.85847107438016,0.0
121,121,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_no,341656.9004664251,109.9758529142555,233.90665901771587,40.85847107438016,45.76704965872677
122,122,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,78753.24834321957,37.37365197551217,50.63312597182349,40.85847107438016,48.13370106409328
123,123,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_no,97102.60061094114,40.131687453582074,65.23346009029467,40.85847107438016,23.10905535879714
124,124,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_no,93353.35896737989,51.10569444717789,71.44151289715204,40.85847107438016,84.62852498371973
125,125,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,99338.90871737887,79.32347318839071,69.92396859061499,40.85847107438016,28.344494474940543
126,126,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,348766.9201062653,150.9050564590624,241.1481458507634,40.85847107438016,36.479334145286536
127,127,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,337787.0565523706,157.29458953006997,226.80339697549456,40.85847107438016,43.77661635252529
128,128,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_no,394430.06897581,129.81434442602668,277.3183635931219,40.85847107438016,54.82428134399669
129,129,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_no,200007.79634092853,77.58340848334937,147.39337321690826,40.85847107438016,58.25597606936209
130,130,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,210835.33447415128,126.34167699642776,157.71844453547922,40.85847107438016,51.19393888547732
131,131,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,210609.6702267428,117.8759896898045,160.2863351375793,40.85847107438016,34.121428517278915
