,Electricity,Income,Water,e_Cooking,e_Refrigeration,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
72,183.87263780040942,431946.98491561954,302.331711153137,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,72.0,81.0,1,3.796536742972852
73,168.63720624710982,357604.54185368214,256.23396100259345,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,73.0,81.0,1,88.53384849752823
75,159.8773245225666,347589.29487203684,242.861403950554,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,75.0,81.0,1,0.0390271521422098
76,116.25061772125495,203613.8095467916,153.89372473667757,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,76.0,81.0,1,53.238483242220966
77,85.12663428960659,87905.8598366281,68.77199139212368,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,77.0,31.0,1,62.66718974599422
78,82.15729490007786,74770.01749385818,49.923407157750795,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Rural,78.0,1.0,1,99.91340831164476
79,97.74300826927592,118238.70615943676,92.2400189941072,Cooking_no,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,79.0,31.0,1,78.82688445425987
80,106.55033374002369,128121.97002340725,101.06852318354102,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,80.0,31.0,1,18.000075423246543
81,99.52396964313836,103424.93047056934,83.09273685769558,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,81.0,31.0,1,3.5782216377387006
82,174.36793234918446,370297.11521893344,257.73595016510444,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,82.0,81.0,1,8.625726277038925
83,116.41607973173878,203629.7957958971,151.3426618947739,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,83.0,81.0,1,15.036596310345868
84,108.42205181288419,181785.60460900105,127.68277258523143,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,84.0,51.0,1,18.892825225900246
85,99.29531861126176,127876.0955271693,97.42913475156813,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,85.0,31.0,1,6.927516109286934
86,171.30929711591145,385781.25667086896,268.46997003395643,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,86.0,81.0,1,9.802597871805293
87,92.12308556836172,115902.34779326698,88.78947006853758,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,87.0,31.0,1,66.09753890575038
88,161.0084418246882,357050.47833198454,248.09779774897632,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,88.0,81.0,1,58.57857246983127
89,117.48266311890205,240933.0906938306,183.59990909058826,Cooking_no,Refrigeration_yes,age_76_85,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,89.0,81.0,1,24.976638243420304
90,134.81106236006667,211852.57671365427,155.4085858495685,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,90.0,81.0,1,19.05996507150919
91,170.88585278403872,368787.9387725615,259.5127139459355,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,91.0,81.0,1,13.617230902790595
92,96.86428147500445,132477.76578965667,99.63413609666028,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,92.0,31.0,1,29.01483764159704
93,101.13533219063109,105222.07443738343,81.04646738911623,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,93.0,31.0,1,9.592983856089196
94,82.10050490967815,78345.87009769361,62.02929841878706,Cooking_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,94.0,31.0,1,9.693291220962953
95,126.80381852130662,210696.38486979454,158.50910432477934,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,95.0,81.0,1,69.0661327287031
96,172.65838315833543,386029.368687564,250.1464779575949,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,96.0,51.0,1,95.45646442964524
97,112.70393593580256,198211.04175320675,147.7701313591339,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,97.0,81.0,1,50.238483242220966
98,113.32352824393094,196728.1668604881,144.64519673792566,Cooking_no,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,98.0,81.0,1,79.0128112643015
99,121.66162680304909,201437.96480770872,150.64134799189372,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,99.0,81.0,1,53.238483242220966
101,182.98769863853772,424739.52240851533,293.4677083379645,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,101.0,81.0,1,19.582856632957466
102,85.03717531736181,90421.50235733564,72.56532139550522,Cooking_no,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,102.0,31.0,1,121.26916725455692
103,96.12392287002622,119484.82495723302,92.16073701806229,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,103.0,31.0,1,64.17859359395831
104,83.91342853018381,54284.51227790637,33.26473652132993,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,104.0,1.0,1,80.49155452613692
105,125.79414046536324,220677.8502443791,164.9798179180757,Cooking_no,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,105.0,81.0,1,39.71865842027897
106,165.48914208571134,376967.28831728094,271.7470832314431,Cooking_no,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,106.0,81.0,1,36.27592425156038
107,115.78355431997886,182189.8954294871,129.99135832457551,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,107.0,81.0,1,8.449897185449155
110,102.051326937686,117148.35667335698,92.15518046475201,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,110.0,31.0,1,59.17859359395831
111,79.82717915137516,71659.79956795384,48.048647803487576,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,111.0,1.0,1,14.40258641788142
112,143.4211038704245,323406.20046907326,215.08487093860387,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,112.0,51.0,1,65.6201138536451
113,127.23913549996988,205437.1247885653,152.91868342374798,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,113.0,81.0,1,3.1081855374679463
114,87.15886873238512,93336.35715484688,72.7507722062291,Cooking_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,114.0,31.0,1,98.19660794059729
115,95.77649581899963,111055.003929243,86.64648211782337,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,115.0,31.0,1,10.674038544297133
119,85.24442726825755,109649.81899550123,84.7851266882077,Cooking_no,Refrigeration_yes,age_46_55,Education_High_School,Size_1,sex_female,Urbanity_Urban,119.0,31.0,1,9.20469506892706
120,89.51738434269069,104440.76529097883,85.4112904396955,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,120.0,31.0,1,9.020218295093102
121,79.48805895476582,76452.77048424188,51.861758013758134,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,121.0,1.0,1,59.591177873510006
124,165.9774623272179,370931.50233025104,264.0323078449333,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,124.0,81.0,1,68.6233985599845
125,156.96469711854962,345305.9516140635,247.93009310194438,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,125.0,81.0,1,12.030531777893874
126,162.37399941334752,355772.94656026445,253.83208767554981,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,126.0,81.0,1,53.86830838746198
127,85.27874675862614,79322.5412129274,60.755646380126564,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,127.0,31.0,1,75.65869437174587
128,77.76429074657936,53480.01185851283,33.780919812976244,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,128.0,1.0,1,79.49155452613692
130,103.54938991083748,131026.96075945662,101.86521613839243,Cooking_yes,Refrigeration_yes,age_76_85,Education_High_School,Size_2,sex_male,Urbanity_Urban,130.0,31.0,1,63.12707640052582
131,62.232186849144675,32852.95421028791,16.71643112931568,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,131.0,1.0,1,16.702968469365114
132,72.30557277734133,31591.97692173666,17.03830488567458,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,132.0,1.0,1,16.702968469365114
136,78.81534060606252,77629.58549373574,60.07453363268968,Cooking_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,136.0,31.0,1,9.693291220962953
139,160.86367398551633,359110.8864318981,256.14301348243424,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,139.0,81.0,1,56.57857246983127
140,151.94647865599106,357190.1369514378,254.99157732131127,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,140.0,81.0,1,62.57857246983127
141,169.60704203670676,364381.8032290535,248.38188592527013,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,141.0,81.0,1,12.067722934393327
142,165.77838645219282,372620.25643749634,252.9728086497997,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,142.0,81.0,1,5.625726277038925
143,167.55808117809852,374641.2911294279,262.58872623488804,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,143.0,81.0,1,24.493100855231468
144,96.67286450805936,117452.74079657895,91.59747757800743,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,144.0,31.0,1,96.83563832977622
145,114.10854547264704,203429.42253505805,160.16545960189976,Cooking_no,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,145.0,81.0,1,83.75940606257572
146,119.13917435786492,206960.96371522505,160.5512623120066,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,146.0,81.0,1,74.98507804049515
147,173.97179481084243,363198.5788898947,253.92720104465587,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,147.0,81.0,1,75.54234387177657
148,164.72768043387376,363243.83856311993,260.72825378208216,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,148.0,81.0,1,70.54234387177657
149,84.75004472285629,110171.44033274152,86.20957623929182,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,149.0,31.0,1,76.08904353150206
150,85.16562985661828,67387.48189224518,52.854255670674284,Cooking_no,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,150.0,31.0,1,16.6614270855513
152,82.59225421368643,60656.3040068652,38.296747234176024,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,152.0,1.0,1,33.31303635542515
153,118.78869488907156,184998.1540497842,138.71177446736885,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,153.0,81.0,1,11.473265946612479
155,159.24056879600582,343281.8300241745,242.83853926340973,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,155.0,81.0,1,14.030531777893874
156,120.71145685353727,197875.749215422,147.5661030772719,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,156.0,81.0,1,61.229987867972625
157,90.11565254665814,112315.84933740603,84.90512806514586,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,157.0,31.0,1,81.08904353150206
158,87.57235122440552,91362.9106608648,71.65338945802543,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,158.0,31.0,1,96.4137845442684
160,84.17978146008039,70657.65556446298,54.991748533278,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,160.0,31.0,1,9.901972450385713
161,116.27413020826393,187667.242927572,139.06227298080228,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,161.0,81.0,1,11.473265946612479
162,119.57140348342035,189386.7213592516,138.28130561530207,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,162.0,81.0,1,2.481761320860807
163,127.43716737463743,226174.1017493665,171.17206347344583,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,163.0,81.0,1,16.46871306512268
165,94.83643323119688,91522.94248862144,71.29804993119956,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,165.0,31.0,1,54.748244434202135
166,172.99210575935706,371682.9265532907,260.90272803721956,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,166.0,81.0,1,15.617230902790595
167,100.27032360837593,127385.78361510855,97.95680092137505,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,167.0,31.0,1,22.919020735038604
168,97.04416949687996,103892.22134775916,81.19305123782523,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,168.0,31.0,1,5.497166949530763
170,169.15256168440374,367809.2068195361,269.2521314487836,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,170.0,81.0,1,72.54234387177657
171,162.6739501476563,369474.82240196096,266.3156006492321,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,171.0,81.0,1,68.6233985599845
172,167.6151782868237,359553.88837590354,254.04874566940404,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,172.0,81.0,1,79.53384849752823
173,114.16115216917026,179330.56269875425,127.53682536344752,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,173.0,21.0,1,54.67914511588485
174,164.24047177578953,367550.44027077116,268.7048652021708,Cooking_no,Refrigeration_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,174.0,81.0,1,22.457740226164105
175,163.1066813523385,355649.73584196257,252.0424440655649,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,175.0,81.0,1,42.795749073502364
176,94.40096387877243,91321.48225031797,72.04024276279426,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,176.0,31.0,1,91.4137845442684
177,161.61647366063704,370678.59406354115,257.49040018926496,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,177.0,81.0,1,70.6233985599845
178,182.57712058811583,418988.2240137807,291.65820929420073,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,178.0,81.0,1,80.41492304583143
179,99.67165000439593,101794.22324048817,79.12691826358385,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,179.0,31.0,1,6.497166949530763
180,94.45198705163786,142476.99216394298,107.97883795215573,Cooking_no,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,180.0,31.0,1,23.88721110038221
181,178.61001419949852,390467.9362253579,280.80605532436323,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,181.0,81.0,1,4.0969187944565455
