,Electricity,Income,Water,e_Cooking,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
27,99.19324956672978,117810.58500860455,91.3365324993397,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,27.0,31.0,1,112.11271319294048
28,151.39059228444845,319864.0731916435,214.5940494475198,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Rural,28.0,51.0,1,74.50846706342628
29,161.0554057831941,358367.25704749994,257.95390798391657,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,29.0,81.0,1,4.888094726908074
30,104.0690864840655,134168.68690273975,101.51669539765676,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,30.0,31.0,1,22.549608490568858
31,78.56721629124705,88115.72305364137,59.290167672642916,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,31.0,1.0,1,104.1159440425206
33,109.8324369833259,192379.55288449282,143.12498288754998,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,33.0,81.0,1,1.3608663395825111
34,103.4348376329468,128737.36654490107,99.79197359134243,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,34.0,31.0,1,20.54851379134399
35,161.29062215306695,352162.0877596375,244.1508044270876,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,35.0,81.0,1,62.75445601008268
36,110.418782523892,201683.1195418771,150.11192456438133,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,36.0,81.0,1,84.892744345269
37,159.325725258941,365192.8974333977,253.41707247999813,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,37.0,81.0,1,74.62476181036743
38,89.48921091583306,95925.44844550725,77.07322037423016,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,38.0,31.0,1,84.09742423937452
39,137.0425500655225,331511.8968429975,226.36754306345387,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,39.0,51.0,1,89.67384908201772
40,83.65161182334094,94832.2257913676,74.13458199552464,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,40.0,31.0,1,88.09742423937452
44,118.73846594987295,212374.1970625604,159.6985715059542,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,44.0,81.0,1,69.55181170489223
45,168.36188564010547,352294.36681986396,247.6318179342701,Cooking_no,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,45.0,81.0,1,3.4349111442825855
46,118.25035089807491,209684.1364280507,155.31134878752172,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,46.0,81.0,1,29.374401365742713
47,90.31736721440107,111703.94504580306,87.58571892002384,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,47.0,31.0,1,55.85561833020872
48,117.8344379252412,208946.24809902025,158.8956956272704,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,48.0,81.0,1,73.55181170489223
49,164.17116953519076,375687.8111103306,263.18863946122013,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,49.0,81.0,1,35.100427866794526
50,87.43276206598745,115237.96347999465,88.11551576244044,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,50.0,31.0,1,11.298605605965983
51,133.1124844078337,220619.3144156072,165.6112339758934,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,51.0,81.0,1,17.73729780783441
52,116.49794680087477,206565.63525169785,161.25862387386326,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,52.0,81.0,1,42.34166796345542
54,174.69855774992538,396927.0856032256,267.7091186040078,Cooking_yes,TV_yes,age_76_85,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,54.0,51.0,1,67.90333554692309
55,151.23939064359482,338866.1507592154,223.63766251412395,Cooking_no,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,55.0,51.0,1,22.155506102491426
56,145.40029239957659,337220.00569213694,226.07919971649687,Cooking_no,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Rural,56.0,51.0,1,43.497533442093065
57,93.16277646797644,110659.93885690234,84.37663617990809,Cooking_no,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,57.0,31.0,1,103.80271596657323
58,161.51092299913185,356209.5901004728,241.05060186244347,Cooking_no,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,58.0,81.0,1,98.96569445074428
59,95.5616624437624,122377.7550952966,96.71608550490535,Cooking_no,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,59.0,31.0,1,6.331284386635777
60,168.8830862174591,416826.7173740736,281.9545442102006,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,60.0,81.0,1,77.98567433008348
62,98.84321804467086,136827.61632962714,105.46802128146658,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,62.0,31.0,1,25.460448197722673
63,172.89676633833682,379307.2507632392,274.8324377616676,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,63.0,81.0,1,21.722182319688336
64,147.87372692717872,333169.8963750064,219.9843868193251,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,64.0,51.0,1,40.14842043921994
65,81.88498778645994,95322.97437891482,71.83178669409925,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,65.0,31.0,1,95.09742423937452
66,85.29858303169415,89625.4867071249,59.92924537238103,Cooking_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Rural,66.0,1.0,1,8.084200740754593
67,85.79102537205979,113540.2876941206,79.95372420421212,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Rural,67.0,1.0,1,10.31712540911213
68,129.2834314942715,237562.9651171725,179.9031491649948,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,68.0,81.0,1,6.752993071483695
69,81.04967643006121,85573.29564570781,66.81593998443947,Cooking_no,TV_yes,age_19_25,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,69.0,31.0,1,5.02270325386289
70,166.38734844440702,373020.32504326454,256.73640252828886,Cooking_no,TV_yes,age_66_75,Education_College,Size_7,sex_male,Urbanity_Rural,70.0,51.0,1,23.881328542782747
71,98.13146535544254,126550.65644650249,98.8683974256288,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,71.0,31.0,1,72.18189246546339
72,109.35059881774755,205034.28380000615,150.21469206343167,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,72.0,81.0,1,45.34166796345542
73,119.25042322163857,226023.7154987297,166.82194288865625,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,73.0,81.0,1,19.94540313174459
74,95.08399130390221,100899.41899365628,79.40425389892461,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,74.0,31.0,1,25.282910342316693
75,121.02678093455124,208590.60744227734,159.8294321471025,Cooking_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,75.0,81.0,1,21.21327000344541
76,149.77633922383328,317411.55529201234,213.43175286146615,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,76.0,51.0,1,76.50737236420149
77,172.67384689581417,365258.5938614425,253.92347130578827,Cooking_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,77.0,81.0,1,7.5930185086014035
78,95.38199948589136,114800.81140603307,89.38394497891193,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,78.0,31.0,1,112.11271319294048
79,81.70304255041327,93358.68470764924,72.15850722889641,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,79.0,31.0,1,117.43945157897616
80,119.43506136706043,212924.07117153745,162.68594002155407,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,80.0,81.0,1,28.02638306209446
81,85.92109572013426,86378.21579937679,68.6608987676916,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,81.0,31.0,1,106.4383568797513
83,94.18547067030173,121265.42190262975,87.58174871678575,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_7,sex_female,Urbanity_Rural,83.0,1.0,1,82.49658318614104
84,124.3266613621959,223600.53864783136,167.89193296497982,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,84.0,81.0,1,20.48885226718671
85,124.46139421738633,211623.45787204566,158.34182077470712,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,85.0,81.0,1,35.37440136574271
87,167.68484699732988,364804.4736794851,258.03322189987944,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,87.0,81.0,1,71.62476181036743
88,119.02178545540916,190090.45999547208,142.93285796339725,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,88.0,81.0,1,1.3608663395825111
89,125.4713491548996,222933.75766416267,160.73913399321887,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,89.0,81.0,1,39.286335772121404
90,110.32660221674207,197456.0196482516,139.58057449196957,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,90.0,51.0,1,6.80208034313401
91,175.26999301279636,409270.0427353498,279.557012298722,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_6,sex_female,Urbanity_Rural,91.0,51.0,1,18.94086675001863
92,124.45334492986905,227688.08107688173,171.14781620576815,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,92.0,81.0,1,5.752993071483695
94,82.83586720335737,80061.13913494918,64.44042157573071,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,94.0,31.0,1,78.2271184390897
95,163.06895371985044,355585.7508671507,246.39989160980682,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,95.0,81.0,1,47.41352336970584
96,162.6516789375231,398698.50815640076,280.40453554104334,Cooking_no,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,96.0,81.0,1,35.66337361438625
97,74.0350197494143,77369.31260063298,50.18377178564684,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Rural,97.0,1.0,1,88.24563824223586
98,160.41175498846297,335355.8564131173,229.66912117748367,Cooking_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,98.0,51.0,1,11.642105780251718
99,112.8620782752597,181536.07141997185,136.4078501077614,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,99.0,81.0,1,15.09672553528545
101,125.61701174870956,225440.9592853978,164.43143616924306,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,101.0,81.0,1,21.797754794329045
102,92.1269622191396,109236.70173478892,76.08615169350513,Cooking_yes,TV_yes,age_26_35,Education_High_School,Size_7,sex_male,Urbanity_Rural,102.0,1.0,1,78.59424412471084
103,159.1108294875194,367699.7579046196,258.58077701716513,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,103.0,81.0,1,75.62476181036743
109,176.49275110256096,396862.9962419004,269.70087237133225,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,109.0,81.0,1,7.7947289647738
110,148.47090841829746,345511.9068614333,239.3952041407816,Cooking_no,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,110.0,81.0,1,21.77474908543456
111,165.13364109712987,359878.8939123707,256.9628870691914,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,111.0,81.0,1,5.888094726908074
112,155.5744733709416,329661.1398414254,217.8144553266706,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,112.0,51.0,1,7.937181998558387
114,123.4358746654031,226377.68105937968,169.2820741170633,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,114.0,81.0,1,20.946497830969413
115,95.71482190300058,112111.73196919812,88.34236375393301,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,115.0,31.0,1,76.19764566981036
116,89.40115456892833,103566.20225392508,80.96260135908817,Cooking_no,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,116.0,31.0,1,43.573090295801535
117,172.8639621802789,371117.7289982446,257.21891727669293,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,117.0,81.0,1,73.3296855920608
118,162.3148123920571,370801.2358674833,256.50154457009603,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,118.0,81.0,1,28.099333167569675
119,173.68960982272034,366453.94892455713,271.5772364552734,Cooking_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,119.0,81.0,1,7.591923809376576
120,123.37873159582344,210724.8217963545,157.37884823845727,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,120.0,81.0,1,76.55181170489223
121,105.40570624714077,131211.46429417614,102.09642812006665,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,121.0,31.0,1,21.252342873812488
122,98.90629135435104,131740.52369892222,104.03419815360964,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,122.0,31.0,1,16.54851379134399
123,112.66794128930091,203766.10752192105,149.3298747959046,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,123.0,81.0,1,46.34057326423064
124,87.47123966158577,75923.09557904885,58.278525902722386,Cooking_no,TV_yes,age_26_35,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,124.0,31.0,1,70.62204499441586
125,115.94923149065256,204961.01359189925,155.0291687991004,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,125.0,81.0,1,47.04549704592392
127,94.02245918271652,129697.50082073724,101.24131145627257,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,127.0,31.0,1,42.89054113094566
128,124.01215107413401,215615.06930558296,160.3739895941819,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,128.0,81.0,1,17.73729780783441
130,151.15339461101766,370442.90933810617,269.9531329169916,Cooking_no,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,130.0,81.0,1,22.10641883084111
132,163.04786616029511,382735.403444469,265.82950870597006,Cooking_no,TV_yes,age_46_55,Education_College,Size_9,sex_female,Urbanity_Rural,132.0,51.0,1,44.616654803578605
133,166.54679350202676,392960.84646519,279.8572400558057,Cooking_no,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,133.0,81.0,1,45.66337361438625
134,91.19635518138244,90834.83107144183,69.76425264986014,Cooking_no,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,134.0,31.0,1,6.360757155915113
135,103.61860274069087,175782.8177101524,123.5727303036838,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,135.0,21.0,1,92.60199367576729
136,151.2340102079703,326208.3961315689,217.04698869703103,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,136.0,51.0,1,79.67384908201772
137,85.24892734280621,96996.00003512428,77.1493410128646,Cooking_no,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,137.0,31.0,1,42.57199559657675
138,84.76847262844758,97283.7638035945,75.96414334426878,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,138.0,31.0,1,45.921108599449866
139,90.49540307988444,108005.49599968863,83.33251224531246,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,139.0,31.0,1,28.491015666226918
140,76.78099420299682,74251.36030801678,48.07715567810389,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,140.0,1.0,1,30.540102937877194
142,115.58207149138114,199251.0857227817,147.84094949871667,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,142.0,81.0,1,42.34057326423064
143,159.46027853385945,375899.70559241367,266.7521008434459,Cooking_no,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,143.0,81.0,1,19.10641883084111
144,167.99722981352528,372385.3811563272,256.6201174364344,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,144.0,81.0,1,31.099333167569675
145,82.70521468980611,88736.32161943664,71.61126571087644,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,145.0,31.0,1,62.88728049793771
146,107.42694013226645,179399.6305359439,127.30108444879744,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,146.0,21.0,1,22.786385079484724
147,91.367952980116,84662.95664256939,66.78611695280911,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,147.0,31.0,1,57.59001488118143
148,177.2923973754169,406268.3879881978,279.0914501506797,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,148.0,81.0,1,70.81919761226723
149,119.95730634698499,200649.50157963962,148.70941280764382,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,149.0,81.0,1,49.044402346699144
150,108.8013094183843,162378.36360235108,111.60194752640736,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,150.0,21.0,1,84.4344222587262
151,71.46365609217698,40311.3470833974,23.664490128253927,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,151.0,1.0,1,27.296498786091913
152,93.8235383706502,117085.73540749493,91.36486740003494,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,152.0,31.0,1,86.0668567708703
153,112.65338095043288,199568.1522779679,146.59131391768622,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,153.0,81.0,1,51.681505904607405
154,89.2292575059967,106481.38526284396,81.21409424277212,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,154.0,31.0,1,0.8759114055606324
155,164.08709398576934,375191.31545188633,262.73713208131437,Cooking_no,TV_yes,age_76_85,Education_College,Size_2,sex_female,Urbanity_Urban,155.0,81.0,1,25.57936293165153
156,69.48000595276797,42834.845822804455,24.074032398629626,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_female,Urbanity_Rural,156.0,1.0,1,28.297593485316742
157,90.92264369592009,119632.85519426536,92.23526614482915,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,157.0,31.0,1,10.299700305190813
158,82.97142408352059,102663.38370872544,78.46044818783261,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,158.0,31.0,1,44.83194830660369
159,95.70671598137228,123024.42932732105,94.20390890858502,Cooking_no,TV_yes,age_26_35,Education_High_School,Size_4,sex_female,Urbanity_Urban,159.0,31.0,1,37.28546768627183
160,79.99179763877315,82666.56609088884,62.064901701634454,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,160.0,31.0,1,57.88618579871293
161,140.65670970639792,322927.956316578,219.1616074110392,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,161.0,51.0,1,53.46261064135615
162,154.22306990648536,354129.3440671938,245.40478609261226,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,162.0,81.0,1,49.41352336970584
163,176.0703990531824,402741.77789506345,275.287433027653,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,163.0,81.0,1,7.498558047242305
164,140.43101873858663,320468.2226315475,215.29617938399628,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Rural,164.0,51.0,1,70.80463798095778
166,158.56262378594397,348150.56221141084,243.95277538729854,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,166.0,81.0,1,65.75445601008268
167,149.82875948950948,314536.0953644381,206.88290116245068,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,167.0,51.0,1,76.50737236420149
168,85.63338637891006,99603.21241438165,77.09581324066299,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,168.0,31.0,1,43.83194830660369
169,116.05436198784732,194360.86161273308,143.66353315744016,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,169.0,81.0,1,58.077527159158365
170,151.32808129099274,324622.6040493324,219.9484435049613,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,170.0,51.0,1,52.46370534058099
171,73.68124471231512,79831.36107201585,53.641752949618656,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,171.0,1.0,1,63.904705601858986
172,153.05230812058466,338758.85328754364,226.0636921259708,Cooking_no,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Rural,172.0,51.0,1,32.627355504077016
173,150.4228024554625,337577.06398076564,218.5744269715841,Cooking_no,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Rural,173.0,51.0,1,31.627355504077016
174,146.5907964994008,333139.2365476642,222.27692591152785,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,174.0,51.0,1,9.938276697783213
176,97.0348232508588,87126.80560342528,67.62515923785521,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,176.0,31.0,1,60.59001488118143
177,149.97991866338646,343885.02856705035,240.4271585139135,Cooking_no,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,177.0,81.0,1,4.433816445057758
178,184.55289602384602,413459.0845306181,301.21900533601763,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,178.0,81.0,1,90.03043605292885
