,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,Income,Electricity,Water,w,wf
16,16,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,206857.082731,123.28743493399999,155.303157734,45.66012396694215,0.0
17,17,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,251738.920547,136.341869529,182.099119151,45.66012396694215,0.0
18,18,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,250888.72376599998,135.813105842,175.139629584,45.66012396694215,80.4069652503611
19,19,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,150009.48341,101.04322387,99.92518119809999,45.66012396694215,67.23862392812596
20,20,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,69597.8620477,79.4319693102,43.5508292837,45.66012396694215,76.15947091758854
21,21,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,279764.635819,133.938755743,199.38879933200002,45.66012396694215,20.973925766863392
22,22,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,241900.29615900002,132.162716414,178.50478483,45.66012396694215,0.0
23,23,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,247754.057527,138.504905642,176.54552387,45.66012396694215,14.707188624675759
24,24,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,208710.85565,115.694697731,153.34550021299998,45.66012396694215,74.52981415988984
25,25,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,188638.807282,110.92179939299999,132.23410048,45.66012396694215,0.0
26,26,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,198667.861864,122.199078162,147.752927541,45.66012396694215,12.605480131276334
27,27,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,210843.990524,118.864742728,140.548358347,45.66012396694215,121.10991603884803
28,28,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,224120.596225,125.58295739,164.14021113200002,45.66012396694215,126.29939777721246
29,29,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,233838.570456,129.090473598,174.85541734400002,45.66012396694215,80.12170765503359
30,30,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,225732.84164899998,128.032565487,161.41826749,45.66012396694215,133.7928368947181
31,31,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,278898.741158,145.922714486,200.742263858,45.66012396694215,51.71765378125273
32,32,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,108181.835979,95.5646001118,80.2574231465,45.66012396694215,23.390955023868017
33,33,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,218756.335882,127.789195714,162.756895905,45.66012396694215,0.0
34,34,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,156945.266516,99.5897783689,113.038735276,45.66012396694215,65.37399602499687
35,35,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,212738.94848599998,129.81399997100002,162.848806158,45.66012396694215,130.07484037428432
36,36,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,252849.30119499998,122.77183150299999,179.227339385,45.66012396694215,0.0
37,37,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,254326.387006,146.568484907,184.49560142200002,45.66012396694215,0.0
38,38,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,289814.49872,146.06977609999998,206.982237859,45.66012396694215,25.357796605494016
39,39,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,111774.108272,103.03399628700001,83.4659087877,45.66012396694215,21.526327120738912
40,40,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,216144.519958,129.18600752700002,158.773850032,45.66012396694215,0.0
41,41,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,260136.49891999998,134.883254726,187.14204087,45.66012396694215,78.54233734723198
42,42,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,255578.497198,140.459869467,179.80578997599997,45.66012396694215,31.482012590260428
43,43,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,235930.966208,132.506843092,180.62335705099997,45.66012396694215,26.36565639096961
44,44,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,276806.133346,137.370067834,201.26762948599998,45.66012396694215,51.71765378125273
45,45,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,159531.902836,108.734480367,118.137167408,45.66012396694215,72.80774396824901
46,46,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,198356.061176,121.556952456,148.18640130100002,45.66012396694215,0.0
47,47,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_College,TV_yes,Cooking_no,217246.48538400003,120.839501396,147.070842999,45.66012396694215,17.476385008331935
48,48,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,231358.93409,126.564958461,176.54734135299998,45.66012396694215,80.12170765503359
49,49,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,133952.187803,95.3141235561,98.2389731904,45.66012396694215,90.94410026685806
50,50,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,212384.315549,127.945087461,163.713222987,45.66012396694215,76.44062885383256
51,51,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,241710.250577,126.15711097,175.93592442,45.66012396694215,0.0
52,52,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,211335.64444,115.742997125,156.293306564,45.66012396694215,130.07484037428432
53,53,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,220196.972281,121.49151431799999,167.163037549,45.66012396694215,128.21021247115522
54,54,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_College,TV_yes,Cooking_no,196003.934629,110.327689381,132.618691201,45.66012396694215,1.7297411018973468
55,55,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,116099.55742699999,98.2961752639,88.0945826884,45.66012396694215,87.22610374642423
56,56,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,259806.88715999998,140.94948772700002,193.21323659400002,45.66012396694215,78.54233734723198
57,57,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,280681.91672399995,142.933816621,198.80235435400002,45.66012396694215,22.884740460806114
58,58,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,246466.36825300002,134.652584025,187.388030598,45.66012396694215,0.0
59,59,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,TV_yes,Cooking_no,253443.849832,132.053997649,175.01593965599997,45.66012396694215,142.58100282362912
60,60,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,221119.777277,127.825369688,167.882551154,45.66012396694215,0.0
61,61,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,180868.701246,119.082662701,131.31890347200002,45.66012396694215,84.025243459471
62,62,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,258952.85582199998,137.48834701200002,191.130281974,45.66012396694215,0.0
63,63,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,277514.766485,138.008317269,202.564955648,45.66012396694215,82.61471632477401
64,64,sex_male,Urbanity_Urban,Size_9,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,313299.509066,152.443499315,231.930375618,45.66012396694215,5.15635323860329
65,65,sex_male,Urbanity_Rural,Size_8,age_26_35,Education_High_School,TV_yes,Cooking_yes,175337.44730899998,112.62031472299999,115.509736841,45.66012396694215,66.4078546008678
66,66,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,271989.42367600003,138.576925384,200.59115696400002,45.66012396694215,84.4793442279031
67,67,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,151617.576424,107.270903966,108.951556905,45.66012396694215,34.041563004686274
68,68,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_no,194986.90713900002,112.912470809,143.993899788,45.66012396694215,17.71238853256833
69,69,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,157388.48209,104.355108569,116.839461842,45.66012396694215,30.266120407614455
70,70,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,269754.619413,137.475793959,193.769437624,45.66012396694215,130.31192096455464
71,71,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,238399.179929,132.079094872,180.180497515,45.66012396694215,26.36565639096961
72,72,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,199839.064106,117.793705656,133.875510645,45.66012396694215,0.0
73,73,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,169812.241223,105.881122626,115.846356537,45.66012396694215,117.14357964231951
74,74,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,172518.48768,112.16312573100001,117.89648618700001,45.66012396694215,0.0
75,75,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,TV_yes,Cooking_yes,164449.348859,113.61457570799999,121.812842443,45.66012396694215,0.0
76,76,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,191860.68731900002,117.870415729,144.264330652,45.66012396694215,12.605480131276334
77,77,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,199986.512819,115.70744222799999,131.162978267,45.66012396694215,0.0
78,78,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,235122.98256399998,139.58498884899998,178.799140558,45.66012396694215,20.783031967406693
79,79,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,160461.483596,114.780311679,115.997109344,45.66012396694215,72.80774396824901
80,80,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,243347.717579,126.105503194,177.351219498,45.66012396694215,22.15444095136778
81,81,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,181199.838677,112.007062536,128.205640201,45.66012396694215,38.549312459017614
82,82,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,247225.814012,134.660387344,180.195019496,45.66012396694215,21.345273418151873
83,83,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,302127.850149,155.386718836,210.61811355400002,45.66012396694215,0.0
84,84,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,248347.381675,123.705744112,185.51930157599998,45.66012396694215,0.0
85,85,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,221540.39929,130.64203230299998,168.792363321,45.66012396694215,20.73684517659307
86,86,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,224630.240246,127.65270268100001,168.149719038,45.66012396694215,128.21021247115522
87,87,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,207135.31496800002,120.781597589,157.46347245799998,45.66012396694215,74.52981415988984
88,88,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,111264.686639,99.59022335879999,81.11397939359999,45.66012396694215,21.526327120738912
89,89,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,TV_yes,Cooking_no,187084.480407,115.319230352,136.413486862,45.66012396694215,15.239332387880436
90,90,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,229203.766876,125.03871483799999,157.491983641,45.66012396694215,11.818107631970426
91,91,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,206618.486304,127.55226471799999,155.839385792,45.66012396694215,76.44062885383256
92,92,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,267730.800473,149.034336872,195.315804025,45.66012396694215,130.31192096455464
93,93,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,81906.0698618,93.4169132938,54.39543537310001,45.66012396694215,0.0
94,94,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,119452.83398099999,98.96194834219999,85.7638077637,45.66012396694215,87.22610374642423
95,95,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,115563.874524,104.111246063,85.9315760741,45.66012396694215,87.22610374642423
96,96,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,TV_yes,Cooking_yes,311091.91785300005,150.505156178,224.156095003,45.66012396694215,0.0
97,97,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,147898.59685,104.682887527,101.272963172,45.66012396694215,6.691942494546251
98,98,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,273062.731345,136.729879534,191.93995919,45.66012396694215,33.955068734948334
99,99,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_no,204283.096929,107.475613847,145.376734824,45.66012396694215,23.29501295613125
100,100,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,263402.88147100003,131.103412185,196.041535135,45.66012396694215,15.136656810962211
101,101,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,TV_yes,Cooking_yes,308956.02207300003,149.326902757,224.70975215099998,45.66012396694215,0.0
102,102,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,186694.695721,105.740870183,136.933890736,45.66012396694215,84.025243459471
103,103,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,272228.629957,141.206737807,193.931223397,45.66012396694215,137.75917329124664
104,104,sex_male,Urbanity_Rural,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,208898.158095,120.517255637,140.309116668,45.66012396694215,0.0
105,105,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,117773.28370999999,97.05659090469999,90.0810763664,45.66012396694215,0.0
106,106,sex_female,Urbanity_Rural,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,223946.16608899998,113.82992505,155.28111709,45.66012396694215,24.969824125837572
107,107,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,254335.666324,142.655043847,189.96102887,45.66012396694215,85.989589673924
108,108,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,222205.337852,118.90246215200001,148.60670766799998,45.66012396694215,117.33447344177621
109,109,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,280475.348963,145.089454847,202.30642685799998,45.66012396694215,22.884740460806114
110,110,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,285298.043231,137.880438025,203.592268131,45.66012396694215,23.97100953068686
111,111,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,127780.637374,89.824795636,93.5743441453,45.66012396694215,85.36147584329514
112,112,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,200508.474755,121.60409096,148.586340922,45.66012396694215,17.75857532338194
113,113,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,251498.634767,137.924273917,183.341567422,45.66012396694215,0.0
114,114,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,TV_yes,Cooking_yes,292493.37646500004,145.703141347,213.285465808,45.66012396694215,0.0
115,115,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_College,TV_yes,Cooking_yes,303328.35491,150.244213313,217.347728112,45.66012396694215,0.0
116,116,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,211049.87163699997,127.58549625799999,156.797620419,45.66012396694215,130.07484037428432
117,117,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,303998.447865,147.795564588,216.07132096400002,45.66012396694215,0.0
118,118,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_College,TV_yes,Cooking_no,276545.44307,127.296034365,196.119423333,45.66012396694215,23.804265805193427
119,119,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,TV_yes,Cooking_yes,226595.693935,122.604286255,166.860753408,45.66012396694215,69.60688368129578
120,120,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,302796.497511,139.395437756,216.92220094799998,45.66012396694215,0.0
121,121,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,262190.847588,144.293817367,195.8622957,45.66012396694215,0.0
122,122,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,254069.849658,132.126751366,188.208912458,45.66012396694215,15.136656810962211
123,123,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,249713.649742,131.884765479,188.108301765,45.66012396694215,15.136656810962211
124,124,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,252661.386347,134.584584294,182.047051554,45.66012396694215,0.0
125,125,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,246154.257249,130.367455599,183.33464728200002,45.66012396694215,23.256088112094584
126,126,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,241768.698336,126.728027335,176.87838052200001,45.66012396694215,26.36565639096961
127,127,sex_female,Urbanity_Urban,Size_9,age_36_45,Education_High_School,TV_yes,Cooking_yes,247138.93702399998,133.676454483,186.266306347,45.66012396694215,55.19459759270429
128,128,sex_male,Urbanity_Urban,Size_10,age_46_55,Education_College,TV_yes,Cooking_yes,346386.638002,168.637094795,251.393897552,45.66012396694215,5.340431872747793
129,129,sex_male,Urbanity_Urban,Size_10,age_46_55,Education_College,TV_yes,Cooking_yes,352018.986309,163.74757616899998,250.927735986,45.66012396694215,5.340431872747793
130,130,sex_male,Urbanity_Urban,Size_10,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,346817.40429499996,159.451786712,243.66427725900002,45.66012396694215,0.0
131,131,sex_male,Urbanity_Urban,Size_9,age_66_75,Education_High_School,TV_yes,Cooking_yes,261345.97116999998,134.580939954,188.184590189,45.66012396694215,0.0
132,132,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,155554.78321300002,111.34141218100001,116.056890869,45.66012396694215,29.70387895686927
133,133,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,250056.494134,136.429065278,178.31265629400002,45.66012396694215,80.4069652503611
134,134,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,214479.14491,124.086692624,159.486899868,45.66012396694215,76.44062885383256
135,135,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,163109.96873599998,105.626187889,116.18015509600001,45.66012396694215,70.8969292743063
136,136,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,254335.28872600003,133.213309091,182.525396992,45.66012396694215,78.54233734723198
137,137,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,283909.837068,142.148298156,210.63882466400003,45.66012396694215,22.884740460806114
138,138,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,TV_yes,Cooking_no,322340.524786,148.383671409,235.122948896,45.66012396694215,0.0
139,139,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,180874.247956,122.039182916,136.373857436,45.66012396694215,0.0
140,140,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,234297.86132399997,130.402343304,174.416068732,45.66012396694215,20.783031967406693
141,141,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,230185.45560100002,129.77343669299998,171.61122496,45.66012396694215,49.61594528785331
142,142,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,218198.32513800001,119.54973236,159.64589537,45.66012396694215,128.21021247115522
143,143,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,226556.753085,126.23870189700001,165.165023931,45.66012396694215,49.61594528785331
144,144,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,215738.48843400003,129.269615434,160.480764582,45.66012396694215,130.07484037428432
145,145,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,TV_yes,Cooking_yes,221096.47839099998,133.23989323,159.52441581,45.66012396694215,71.47151158442487
146,146,sex_female,Urbanity_Urban,Size_7,age_26_35,Education_College,TV_yes,Cooking_no,304313.192638,147.912376733,213.771901281,45.66012396694215,81.23519858667018
147,147,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,304543.574025,149.509544102,217.152826918,45.66012396694215,17.238365304361643
148,148,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_College,TV_yes,Cooking_yes,234624.08831300001,131.487012937,160.73308916,45.66012396694215,16.155791679787423
149,149,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,182810.744253,112.25820441200001,137.693531831,45.66012396694215,15.285519178694043
150,150,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,273861.959086,137.90178631,193.656290842,45.66012396694215,22.838553669992496
151,151,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,165630.278386,112.019563569,119.49769639700001,45.66012396694215,25.922131703553905
152,152,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,206068.408374,115.990197306,152.658250474,45.66012396694215,18.18810455483925
153,153,sex_female,Urbanity_Urban,Size_1,age_26_35,Education_High_School,TV_yes,Cooking_no,148466.327556,99.5199217038,111.91998713299999,45.66012396694215,11.137060965826024
154,154,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_College,TV_yes,Cooking_yes,255060.92417399999,135.949129887,181.68921579,45.66012396694215,136.25182928175965
155,155,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,102578.351582,92.463870256,68.1209068686,45.66012396694215,22.974930175850584
156,156,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,239190.72046100002,127.968125183,175.160089226,45.66012396694215,30.703340438786608
157,157,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,301427.989212,144.203783869,218.920222752,45.66012396694215,30.94042102905693
158,158,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,211259.657478,126.113593746,155.925533008,45.66012396694215,82.0232532773955
