,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_AC,Income,Electricity,Water,w,wf
50,50,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,168660.06514000002,104.017294867,125.00018915700001,42.326530612244895,82.05921793615697
51,51,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,274595.209463,136.354729308,195.689331177,42.326530612244895,48.259157476907696
52,52,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,239475.751016,135.310423408,180.876163332,42.326530612244895,0.0
53,53,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,156808.59635799998,100.496195434,113.576668216,42.326530612244895,96.95104638677495
54,54,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,258661.96506,127.391542705,187.268361586,42.326530612244895,123.92575260335379
55,55,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,AC_yes,269352.33403200004,146.13724327100002,192.53144356,42.326530612244895,0.0
56,56,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,123544.855324,95.6674891767,90.5146587808,42.326530612244895,78.90872832434937
57,57,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,144750.348478,100.325716995,107.041899386,42.326530612244895,31.230570009127796
58,58,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,265203.466865,146.197010433,190.85717812,42.326530612244895,19.66219135725102
59,59,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,201356.481265,117.979563915,150.479634167,42.326530612244895,87.42744375276226
60,60,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,229788.44657800003,122.138751146,171.144712924,42.326530612244895,45.12578432856736
61,61,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,267303.04658,135.391926871,192.54920940099998,42.326530612244895,32.07883590146016
62,62,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,258056.337137,129.602382031,197.03067834,42.326530612244895,0.0
63,63,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,261900.44085100002,133.54203587700002,193.27511485099998,42.326530612244895,107.19065732786517
64,64,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,196878.854286,115.835625422,146.889555028,42.326530612244895,42.31110321698715
65,65,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,195039.33357000002,116.49372742,147.562924498,42.326530612244895,11.025728847622991
66,66,sex_male,Urbanity_Urban,Size_1,age_19_25,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,223173.387263,121.517944556,163.08617367600002,42.326530612244895,0.0
67,67,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,235162.400423,128.389639443,180.048846994,42.326530612244895,45.60849302586577
68,68,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,271811.662458,135.87598847200002,196.370243868,42.326530612244895,52.00398972915645
69,69,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,173301.28238299998,101.542203075,118.70204250100001,42.326530612244895,103.80075517910329
70,70,sex_male,Urbanity_Rural,Size_2,age_19_25,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,132350.409005,97.4691830678,88.4574211814,42.326530612244895,49.97697401682765
71,71,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,246052.963675,130.181307395,179.084815401,42.326530612244895,104.0005987756575
72,72,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,282810.421868,142.388460799,205.467691045,42.326530612244895,19.107417657209954
73,73,sex_male,Urbanity_Rural,Size_6,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,239791.648589,123.921295661,161.254961845,42.326530612244895,33.225339798782926
74,74,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,151523.959137,103.89356772100001,110.79996954,42.326530612244895,21.862970068434613
75,75,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,196235.09562100001,122.01673399799999,142.185308983,42.326530612244895,26.31777663740718
76,76,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,276933.044591,144.29667258799998,193.946184605,42.326530612244895,48.259157476907696
77,77,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,201725.34515799998,124.087301649,151.067026607,42.326530612244895,85.18845752815766
78,78,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,290053.398445,138.80946483399998,209.450575556,42.326530612244895,0.0
79,79,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,268380.572006,128.785717681,195.92957447400002,42.326530612244895,0.0
80,80,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,202806.103224,117.75546069200001,151.494724651,42.326530612244895,0.0
81,81,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,286811.821369,142.145740756,204.596081783,42.326530612244895,49.360655605869695
82,82,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,179773.576037,112.670695969,131.528700057,42.326530612244895,0.0
83,83,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,286122.699792,132.747220961,201.715122005,42.326530612244895,49.360655605869695
84,84,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,158907.471346,97.6705156497,115.816449138,42.326530612244895,96.95104638677495
85,85,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,124962.15015799999,102.541634475,94.71079478809999,42.326530612244895,78.90872832434937
86,86,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,309304.648563,138.159003765,225.934867647,42.326530612244895,0.0
87,87,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,204594.008798,114.288986621,150.692549763,42.326530612244895,97.6051020723668
88,88,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,200845.574379,113.384149083,144.427658581,42.326530612244895,0.0
89,89,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,139815.85460299999,90.5598092308,95.432652969,42.326530612244895,30.766418677640374
90,90,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,AC_yes,180980.42510599998,117.365706406,117.996267845,42.326530612244895,0.0
91,91,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,201398.343582,118.87441409999998,152.576352232,42.326530612244895,0.0
92,92,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,143840.502851,105.171613006,105.959709044,42.326530612244895,43.64721455333694
93,93,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,225333.09020300003,119.997237036,153.520882911,42.326530612244895,42.5929397394761
94,94,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,167596.961075,104.881129496,113.06703403200001,42.326530612244895,28.688933752698283
95,95,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,190548.188898,106.64434547,132.46976373799998,42.326530612244895,0.0
96,96,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,AC_yes,280463.178842,140.392356909,200.68860904299999,42.326530612244895,0.0
97,97,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,236368.66045100003,131.712042182,179.117463601,42.326530612244895,35.03511530652727
98,98,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,191186.32836800002,115.55897966200001,138.95960951200001,42.326530612244895,43.052871912895775
99,99,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,151985.853592,106.42124712,111.732672229,42.326530612244895,28.587235885841032
100,100,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,252141.758261,126.351310619,185.683380571,42.326530612244895,26.23006362709042
101,101,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,213309.05430699998,118.521420222,160.346074312,42.326530612244895,117.53025590006307
102,102,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,295798.880503,148.12222230700002,213.87302999599999,42.326530612244895,34.46882715525172
103,103,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,192687.19165,115.124359314,141.82822531899998,42.326530612244895,44.95443734027391
104,104,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,217131.51388699998,116.79955819899999,163.638865921,42.326530612244895,100.7951606245745
105,105,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,175468.44708800002,97.6858545332,119.911402722,42.326530612244895,48.61408758039457
106,106,sex_female,Urbanity_Rural,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,105683.848171,82.9809422317,71.98666961859999,42.326530612244895,66.0952542382636
107,107,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,156342.741438,97.07574863219999,106.67267420600001,42.326530612244895,100.6106966268956
108,108,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,268758.45564400003,133.362922867,192.965103727,42.326530612244895,89.10877032503952
109,109,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,129965.236524,99.7384358916,96.4186904458,42.326530612244895,66.49208378014022
110,110,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,260409.53061599997,137.01398066,184.517941706,42.326530612244895,32.07883590146016
111,111,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,255710.29756799998,133.60407692299998,188.97909638299998,42.326530612244895,0.0
112,112,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,179052.60139300002,105.866023211,120.98295356,42.326530612244895,27.13091204128488
113,113,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,172753.050717,115.071409306,128.29673360799998,42.326530612244895,0.0
114,114,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,103430.340753,85.6604633816,75.8216906012,42.326530612244895,25.79954565058274
115,115,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,211399.479425,121.58370877899999,156.135754236,42.326530612244895,80.8700067968782
116,116,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,261624.564401,130.515498732,189.12487013,42.326530612244895,89.10877032503952
117,117,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,158528.75796,99.5519351447,108.70834507100001,42.326530612244895,85.7188681762776
118,118,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,168912.196917,106.697548256,115.788631495,42.326530612244895,109.96247273525334
119,119,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,142946.11795,95.95490211069999,99.6525636262,42.326530612244895,1.6146788579426279
120,120,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,141329.536627,92.5684181294,96.40927625239999,42.326530612244895,30.766418677640374
121,121,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,175352.451796,108.55203999700001,119.958293454,42.326530612244895,46.28811205822553
122,122,sex_female,Urbanity_Rural,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,168683.483103,102.345727072,121.78671959100001,42.326530612244895,34.69159700854125
123,123,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,242767.98018,133.039985218,166.120125715,42.326530612244895,23.214510340700738
124,124,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,216702.317518,116.81156764299999,145.67335968,42.326530612244895,97.77960733818482
125,125,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,173500.273869,109.367399507,128.177183332,42.326530612244895,116.87620021447121
126,126,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,139552.58805,99.70163900600001,104.364874109,42.326530612244895,98.83388215204566
127,127,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,177220.032749,107.283940909,130.172831883,42.326530612244895,118.71946703934186
128,128,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,280844.425696,135.11047159,201.32045881099998,42.326530612244895,53.847256554027076
129,129,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,260329.57264,129.192513133,192.12174238400002,42.326530612244895,123.92575260335379
130,130,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,122339.15986199999,91.3536592374,91.05167794450001,42.326530612244895,115.56897742753425
131,131,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,240219.454467,124.610831641,178.95087698900002,42.326530612244895,44.80842572744963
132,132,sex_male,Urbanity_Rural,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,151892.41488,98.73511240280001,101.43907941,42.326530612244895,108.51492531011671
133,133,sex_male,Urbanity_Rural,Size_3,age_19_25,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,105091.070563,93.8484235599,66.53377492060001,42.326530612244895,56.83142761472292
134,134,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,257064.76790799998,132.421390607,181.341479968,42.326530612244895,105.8438656005281
135,135,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,138841.142697,100.22781793700001,92.77755399959999,42.326530612244895,18.349774133431232
136,136,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,286472.022982,134.432568621,202.551503499,42.326530612244895,30.366400224212523
