,Electricity,Income,Water,e_Cooking,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
64,152.443499315,313299.509066,231.930375618,Cooking_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_9,sex_male,Urbanity_Urban,64.0,81.0,1,1.1563532386032902
65,112.62031472299999,175337.44730899998,115.509736841,Cooking_yes,TV_yes,age_26_35,Education_High_School,Size_8,sex_male,Urbanity_Rural,65.0,1.0,1,64.4078546008678
66,138.576925384,271989.42367600003,200.59115696400002,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,66.0,81.0,1,10.479344227903084
67,107.270903966,151617.576424,108.951556905,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,67.0,31.0,1,16.041563004686274
68,112.912470809,194986.907139,143.993899788,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,68.0,61.0,1,6.71238853256833
69,104.355108569,157388.48209,116.839461842,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,69.0,31.0,1,14.266120407614451
70,137.475793959,269754.619413,193.769437624,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,70.0,81.0,1,10.311920964554645
71,132.079094872,238399.179929,180.180497515,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,71.0,81.0,1,5.365656390969612
73,105.881122626,169812.241223,115.846356537,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,73.0,21.0,1,70.14357964231951
76,117.870415729,191860.687319,144.264330652,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,76.0,81.0,1,1.6054801312763356
78,139.58498884899998,235122.982564,178.799140558,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,78.0,81.0,1,0.7830319674066928
79,114.780311679,160461.483596,115.997109344,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,79.0,31.0,1,30.807743968249014
80,126.105503194,243347.717579,177.351219498,Cooking_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,80.0,81.0,1,3.154440951367782
81,112.007062536,181199.838677,128.205640201,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,81.0,51.0,1,14.549312459017614
82,134.660387344,247225.814012,180.195019496,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,82.0,81.0,1,3.345273418151873
85,130.64203230299998,221540.39929,168.792363321,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,85.0,81.0,1,0.7368451765930715
86,127.65270268100001,224630.240246,168.149719038,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,86.0,81.0,1,7.2102124711552165
87,120.781597589,207135.314968,157.46347245799998,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,87.0,81.0,1,9.529814159889838
88,99.59022335879999,111264.686639,81.11397939359999,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,88.0,31.0,1,6.526327120738916
89,115.319230352,187084.480407,136.413486862,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,89.0,61.0,1,5.2393323878804345
90,125.03871483799999,229203.766876,157.491983641,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,90.0,51.0,1,4.818107631970424
91,127.55226471799999,206618.486304,155.839385792,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,91.0,81.0,1,5.440628853832564
92,149.034336872,267730.800473,195.315804025,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,92.0,81.0,1,11.311920964554645
94,98.96194834219999,119452.833981,85.7638077637,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,94.0,31.0,1,46.22610374642423
95,104.111246063,115563.874524,85.9315760741,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,95.0,31.0,1,39.22610374642423
97,104.682887527,147898.59685,101.272963172,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,97.0,1.0,1,5.691942494546251
98,136.729879534,273062.731345,191.93995919,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,98.0,81.0,1,6.955068734948327
99,107.475613847,204283.096929,145.376734824,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,99.0,61.0,1,4.295012956131249
100,131.103412185,263402.88147100003,196.041535135,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,100.0,81.0,1,2.1366568109622115
102,105.740870183,186694.695721,136.933890736,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,102.0,61.0,1,14.025243459471
103,141.206737807,272228.629957,193.931223397,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,103.0,81.0,1,12.75917329124664
106,113.82992505,223946.166089,155.28111709,Cooking_yes,TV_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Rural,106.0,51.0,1,5.969824125837569
107,142.655043847,254335.666324,189.96102887,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,107.0,81.0,1,13.989589673924002
108,118.90246215200001,222205.337852,148.60670766799998,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,108.0,51.0,1,33.3344734417762
109,145.089454847,280475.348963,202.30642685799998,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,109.0,81.0,1,3.884740460806114
110,137.880438025,285298.043231,203.592268131,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,110.0,81.0,1,3.9710095306868602
111,89.824795636,127780.637374,93.5743441453,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,111.0,31.0,1,28.36147584329514
112,121.60409096,200508.474755,148.586340922,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,112.0,61.0,1,3.7585753233819403
116,127.58549625799999,211049.871637,156.797620419,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,116.0,81.0,1,21.074840374284292
118,127.296034365,276545.44307,196.119423333,Cooking_no,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,118.0,81.0,1,0.8042658051934275
119,122.604286255,226595.693935,166.860753408,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,119.0,61.0,1,16.606883681295784
122,132.126751366,254069.849658,188.208912458,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,122.0,81.0,1,2.1366568109622115
123,131.884765479,249713.649742,188.108301765,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,123.0,81.0,1,1.1366568109622115
125,130.367455599,246154.257249,183.33464728200002,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,125.0,81.0,1,3.256088112094588
126,126.728027335,241768.698336,176.87838052200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,126.0,81.0,1,1.3656563909696118
127,133.676454483,247138.937024,186.266306347,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_9,sex_female,Urbanity_Urban,127.0,61.0,1,6.194597592704284
128,168.637094795,346386.638002,251.393897552,Cooking_yes,TV_yes,age_46_55,Education_College,Size_10,sex_male,Urbanity_Urban,128.0,81.0,1,0.34043187274779285
129,163.74757616899998,352018.986309,250.927735986,Cooking_yes,TV_yes,age_46_55,Education_College,Size_10,sex_male,Urbanity_Urban,129.0,81.0,1,0.34043187274779285
132,111.34141218100001,155554.78321300002,116.056890869,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,132.0,31.0,1,11.703878956869268
133,136.429065278,250056.494134,178.31265629400002,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,133.0,81.0,1,7.406965250361097
134,124.086692624,214479.14491,159.486899868,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,134.0,81.0,1,8.440628853832564
135,105.626187889,163109.96873599998,116.18015509600001,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,135.0,31.0,1,32.8969292743063
136,133.213309091,254335.28872600003,182.525396992,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,136.0,81.0,1,7.542337347231992
137,142.148298156,283909.837068,210.63882466400003,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,137.0,81.0,1,1.884740460806114
140,130.402343304,234297.861324,174.416068732,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,140.0,81.0,1,1.7830319674066928
141,129.77343669299998,230185.455601,171.61122496,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,141.0,81.0,1,6.6159452878533145
142,119.54973236,218198.325138,159.64589537,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,142.0,81.0,1,17.210212471155216
143,126.23870189700001,226556.753085,165.165023931,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,143.0,81.0,1,7.6159452878533145
144,129.269615434,215738.48843400003,160.480764582,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,144.0,81.0,1,16.074840374284292
145,133.23989323,221096.478391,159.52441581,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_male,Urbanity_Urban,145.0,61.0,1,10.471511584424874
146,147.912376733,304313.192638,213.771901281,Cooking_no,TV_yes,age_26_35,Education_College,Size_7,sex_female,Urbanity_Urban,146.0,81.0,1,11.235198586670194
147,149.509544102,304543.574025,217.152826918,Cooking_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,147.0,81.0,1,3.2383653043616434
148,131.487012937,234624.088313,160.73308916,Cooking_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,148.0,51.0,1,2.155791679787427
149,112.25820441200001,182810.744253,137.693531831,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,149.0,61.0,1,7.285519178694045
150,137.90178631,273861.959086,193.656290842,Cooking_no,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,150.0,81.0,1,0.8385536699924963
151,112.019563569,165630.278386,119.49769639700001,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,151.0,31.0,1,9.922131703553905
152,115.990197306,206068.408374,152.658250474,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,152.0,81.0,1,3.188104554839253
153,99.5199217038,148466.327556,111.91998713299999,Cooking_no,TV_yes,age_26_35,Education_High_School,Size_1,sex_female,Urbanity_Urban,153.0,31.0,1,2.137060965826022
154,135.949129887,255060.924174,181.68921579,Cooking_yes,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,154.0,81.0,1,13.251829281759655
155,92.463870256,102578.351582,68.1209068686,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,155.0,1.0,1,20.974930175850588
156,127.968125183,239190.720461,175.160089226,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,156.0,81.0,1,2.7033404387866113
157,144.203783869,301427.989212,218.920222752,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,157.0,81.0,1,3.9404210290569317
158,126.113593746,211259.657478,155.925533008,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,158.0,81.0,1,15.023253277395497
159,129.681998734,212640.914589,155.069190604,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,159.0,81.0,1,4.440628853832564
160,125.181560742,261732.708439,190.408880453,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,160.0,81.0,1,10.214147076852186
161,127.505434325,194728.920953,143.059392618,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,161.0,81.0,1,6.797912747474683
162,130.06224546299998,231268.694006,172.449862765,Cooking_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,162.0,81.0,1,5.121707655033603
163,122.327461556,212504.492884,155.004134204,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,163.0,81.0,1,23.074840374284292
164,134.66696762700002,233317.171974,173.574885873,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,164.0,81.0,1,1.7830319674066928
165,126.237985405,225048.825207,168.166648885,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,165.0,81.0,1,0.6476598705357972
166,126.01353342600001,219486.549586,162.738700236,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,166.0,81.0,1,3.140315861048826
167,130.071693556,236083.147103,173.11965348599998,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,167.0,81.0,1,1.2099013212809702
168,94.7918413693,115554.075117,89.67088639110001,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,168.0,31.0,1,8.526327120738916
169,127.733391325,210131.426381,156.014413442,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,169.0,61.0,1,5.341199746944863
170,136.901551103,256795.64221100003,191.699499427,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,170.0,81.0,1,2.5839091376542527
171,128.027157085,249026.321682,189.41977744099998,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,171.0,81.0,1,5.703340438786611
172,119.486158492,195640.709054,143.790861843,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,172.0,81.0,1,0.6054801312763356
173,114.652281389,190875.740333,125.826864721,Cooking_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Rural,173.0,51.0,1,3.505183698969172
174,107.313158205,129381.819871,95.7218427715,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,174.0,31.0,1,38.36147584329514
176,135.161878424,227586.816036,165.906923229,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,176.0,81.0,1,4.6159452878533145
177,135.849071953,255052.160749,178.543978416,Cooking_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,177.0,81.0,1,3.289813048238681
178,133.529993253,240065.448688,180.399221707,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,178.0,81.0,1,7.198569711416226
179,109.093227866,184402.82104,126.90264726,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,179.0,51.0,1,8.549312459017614
180,116.347954916,195917.732252,142.42750118200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,180.0,81.0,1,-0.3945198687236644
181,98.5538686298,113348.013663,85.698098354,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,181.0,31.0,1,10.973579447430936
182,128.478703821,255025.569066,184.113204568,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,182.0,81.0,1,8.631522653289267
183,115.772344325,195275.208894,143.778157101,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,183.0,61.0,1,3.374704484751325
184,147.929112646,284400.56155100005,200.461852979,Cooking_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,184.0,81.0,1,9.223416148433003
185,103.318170966,167573.5633,109.203010725,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_male,Urbanity_Rural,185.0,21.0,1,9.237827925294384
187,102.962567855,120885.52093800002,90.18429788979999,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,187.0,31.0,1,39.36147584329514
188,139.53151491399998,239838.30128200003,171.74074048100002,Cooking_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,188.0,81.0,1,12.899621240874112
189,133.299977901,278091.316141,197.11890460599997,Cooking_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,189.0,81.0,1,4.453832531110354
190,120.836194391,198870.13051,148.36561187799998,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,190.0,61.0,1,0.2058276500739673
192,101.22562657700001,170719.290907,115.779819949,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,192.0,21.0,1,42.9566204485598
193,106.338054664,163600.858625,107.764450363,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,193.0,21.0,1,60.008207545448585
194,146.261723652,288791.06891,211.169356542,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,194.0,81.0,1,3.9710095306868602
195,96.76141851530001,118652.008669,78.8834342981,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,195.0,1.0,1,14.855498874718206
196,127.07507626700001,202041.402101,149.917209722,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,196.0,81.0,1,12.305256756961668
197,135.533719346,258159.897124,184.234313295,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,197.0,81.0,1,12.17654886768372
198,72.62600644850001,78407.8367392,48.9741044674,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,198.0,1.0,1,121.01823984096848
199,144.24251842200002,270601.334897,199.866416585,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,199.0,81.0,1,16.401106270611905
