,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
13,135.393009003,251178.64158400003,178.555883858,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,13.0,81.0,1,31.848858955959727
14,89.5811045726,141420.742233,93.9648358323,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Rural,14.0,1.0,1,46.05846646742457
17,119.211202265,167225.159313,123.284848002,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,17.0,31.0,1,44.79930656707718
18,118.79151292899999,172925.53789200002,123.467181077,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,18.0,31.0,1,48.76210853983457
19,132.66844759100002,287540.134536,210.446994509,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,19.0,81.0,1,17.360655605869702
22,119.399743944,213955.488629,158.130263659,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,22.0,81.0,1,45.53025590006308
23,80.9333794213,101466.495725,66.3166918511,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,23.0,1.0,1,43.009474984578965
24,125.02881598100001,217615.341325,145.016050554,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,24.0,51.0,1,59.77960733818482
25,68.17704403970001,59766.7707545,35.150312793000005,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,25.0,1.0,1,98.64941815436674
26,104.90047740700001,123602.33211,84.310625923,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Rural,26.0,1.0,1,71.64816794647659
27,112.70018490700001,201245.088734,137.564556273,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Rural,27.0,51.0,1,11.270086930313074
28,92.78092821450001,115883.406034,86.2060226047,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,28.0,31.0,1,62.64382359983796
30,95.8745565059,135038.575354,97.5467744467,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,30.0,31.0,1,63.833882152045646
31,101.60445640399999,161258.916607,110.69575218,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,31.0,21.0,1,61.875601351406985
32,120.855486579,221300.094701,161.47780336,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,32.0,81.0,1,42.79516062457451
33,145.063455809,281828.486664,196.285503169,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,33.0,81.0,1,20.847256554027084
34,138.752867645,310871.997962,228.74112162400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,34.0,81.0,1,14.50557511324071
36,144.470376482,275374.466639,193.32921798,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,36.0,81.0,1,20.521281031858045
38,110.523746871,200329.880834,139.9196744,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,38.0,51.0,1,18.078925006489836
40,129.314046127,245571.79140500003,171.416080043,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,40.0,81.0,1,10.58294310706373
41,111.363467004,172159.512714,117.61698224,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,41.0,21.0,1,80.38411063489414
42,98.4634063167,162143.134226,112.72786279399999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,42.0,21.0,1,93.53585045459187
44,138.894683055,296487.617758,211.925296395,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_7,sex_male,Urbanity_Urban,44.0,81.0,1,23.097958571178893
45,89.2762674734,87744.3685981,55.6870602834,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,45.0,1.0,1,101.83947670657444
46,134.990053979,259884.803676,182.78523171,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,46.0,81.0,1,55.9257526033538
47,93.9522326161,145519.972793,108.160082498,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,47.0,31.0,1,19.167287025599588
49,106.009849964,167886.715972,117.53895335899999,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,49.0,21.0,1,73.38411063489414
50,104.017294867,168660.06514000002,125.00018915700001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,50.0,31.0,1,56.05921793615697
51,136.354729308,274595.209463,195.689331177,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,51.0,81.0,1,29.259157476907703
53,100.496195434,156808.59635799998,113.576668216,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,53.0,31.0,1,63.95104638677496
54,127.391542705,258661.96506,187.268361586,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,54.0,81.0,1,62.9257526033538
56,95.6674891767,123544.855324,90.5146587808,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,56.0,31.0,1,55.90872832434937
57,100.325716995,144750.348478,107.041899386,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,57.0,31.0,1,18.230570009127803
58,146.197010433,265203.466865,190.85717812,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,58.0,81.0,1,10.662191357251018
59,117.979563915,201356.481265,150.479634167,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,59.0,81.0,1,33.42744375276226
60,122.138751146,229788.44657800003,171.144712924,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,60.0,81.0,1,17.125784328567363
61,135.391926871,267303.04658,192.54920940099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,61.0,81.0,1,13.07883590146016
63,133.54203587700002,261900.440851,193.27511485099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,63.0,81.0,1,36.19065732786517
64,115.835625422,196878.854286,146.889555028,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,64.0,61.0,1,24.31110321698715
65,116.49372742,195039.33357,147.562924498,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,65.0,81.0,1,3.025728847622993
67,128.389639443,235162.400423,180.048846994,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,67.0,81.0,1,16.608493025865776
68,135.87598847200002,271811.662458,196.370243868,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,68.0,81.0,1,21.00398972915646
69,101.542203075,173301.28238299998,118.70204250100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,69.0,21.0,1,77.80075517910328
70,97.4691830678,132350.409005,88.4574211814,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,70.0,21.0,1,36.97697401682765
71,130.181307395,246052.963675,179.084815401,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,71.0,81.0,1,48.00059877565751
72,142.388460799,282810.421868,205.467691045,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,72.0,81.0,1,10.107417657209954
73,123.921295661,239791.648589,161.254961845,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_6,sex_male,Urbanity_Rural,73.0,51.0,1,19.225339798782933
74,103.89356772100001,151523.959137,110.79996954,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,74.0,31.0,1,17.862970068434617
75,122.01673399799999,196235.095621,142.185308983,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,75.0,61.0,1,15.317776637407178
76,144.29667258799998,276933.044591,193.946184605,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,76.0,81.0,1,14.259157476907703
77,124.087301649,201725.345158,151.067026607,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,77.0,81.0,1,26.188457528157656
81,142.145740756,286811.821369,204.596081783,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,81.0,81.0,1,25.360655605869702
83,132.747220961,286122.699792,201.715122005,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,83.0,81.0,1,17.360655605869702
84,97.6705156497,158907.471346,115.816449138,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,84.0,31.0,1,75.95104638677496
85,102.541634475,124962.150158,94.71079478809999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,85.0,31.0,1,50.90872832434937
87,114.288986621,204594.008798,150.692549763,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,87.0,81.0,1,41.60510207236679
89,90.5598092308,139815.854603,95.432652969,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,89.0,21.0,1,24.76641867764037
92,105.171613006,143840.502851,105.959709044,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,92.0,31.0,1,34.64721455333694
93,119.997237036,225333.09020300003,153.520882911,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,93.0,51.0,1,30.5929397394761
94,104.881129496,167596.961075,113.06703403200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,94.0,21.0,1,24.688933752698283
97,131.712042182,236368.66045100003,179.117463601,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,97.0,81.0,1,17.035115306527274
98,115.55897966200001,191186.328368,138.95960951200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,98.0,61.0,1,28.052871912895775
99,106.42124712,151985.853592,111.732672229,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,99.0,31.0,1,18.587235885841032
100,126.351310619,252141.758261,185.683380571,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,100.0,81.0,1,10.23006362709042
101,118.521420222,213309.054307,160.346074312,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,101.0,81.0,1,49.53025590006308
102,148.12222230700002,295798.880503,213.87302999599999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,102.0,81.0,1,12.468827155251716
103,115.124359314,192687.19165,141.82822531899998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,103.0,61.0,1,17.954437340273905
104,116.79955819899999,217131.513887,163.638865921,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,104.0,81.0,1,38.79516062457451
105,97.6858545332,175468.44708800002,119.911402722,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,105.0,21.0,1,36.614087580394575
106,82.9809422317,105683.848171,71.98666961859999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,106.0,1.0,1,65.09525423826359
107,97.07574863219999,156342.741438,106.67267420600001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,107.0,21.0,1,83.6106966268956
108,133.362922867,268758.45564400003,192.965103727,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,108.0,81.0,1,30.108770325039515
109,99.7384358916,129965.236524,96.4186904458,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,109.0,31.0,1,46.49208378014022
110,137.01398066,260409.530616,184.517941706,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,110.0,81.0,1,14.07883590146016
112,105.866023211,179052.60139300005,120.98295356,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_female,Urbanity_Rural,112.0,21.0,1,24.13091204128488
114,85.6604633816,103430.340753,75.8216906012,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,114.0,31.0,1,15.799545650582736
115,121.58370877899999,211399.479425,156.135754236,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,115.0,81.0,1,37.8700067968782
116,130.515498732,261624.564401,189.12487013,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,116.0,81.0,1,38.108770325039515
117,99.5519351447,158528.75796,108.70834507100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,117.0,21.0,1,65.7188681762776
118,106.697548256,168912.196917,115.788631495,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,118.0,21.0,1,84.96247273525336
119,95.95490211069999,142946.11795,99.6525636262,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,119.0,21.0,1,1.614678857942628
120,92.5684181294,141329.536627,96.40927625239999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,120.0,21.0,1,27.76641867764037
121,108.55203999700001,175352.451796,119.958293454,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,121.0,21.0,1,34.28811205822553
122,102.345727072,168683.483103,121.78671959100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,122.0,21.0,1,28.69159700854125
123,133.039985218,242767.98018,166.120125715,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,123.0,51.0,1,18.214510340700738
124,116.81156764299999,216702.317518,145.67335968,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,124.0,51.0,1,54.77960733818482
125,109.367399507,173500.273869,128.177183332,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,125.0,31.0,1,82.87620021447121
126,99.70163900600001,139552.58805,104.364874109,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,126.0,31.0,1,71.83388215204565
127,107.283940909,177220.032749,130.172831883,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,127.0,31.0,1,79.71946703934185
128,135.11047159,280844.425696,201.32045881099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,128.0,81.0,1,21.847256554027084
129,129.192513133,260329.57264,192.12174238400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,129.0,81.0,1,45.9257526033538
130,91.3536592374,122339.159862,91.05167794450001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,130.0,31.0,1,83.56897742753424
131,124.610831641,240219.454467,178.95087698900002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,131.0,81.0,1,20.808425727449638
132,98.73511240280001,151892.41488,101.43907941,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,132.0,21.0,1,86.51492531011671
133,93.8484235599,105091.070563,66.53377492060001,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_19_25,Education_High_School,Size_3,sex_male,Urbanity_Rural,133.0,1.0,1,54.83142761472292
134,132.421390607,257064.767908,181.341479968,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,134.0,81.0,1,42.84386560052809
135,100.22781793700001,138841.142697,92.77755399959999,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,135.0,21.0,1,15.349774133431236
136,134.432568621,286472.022982,202.551503499,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,136.0,81.0,1,14.366400224212523
137,130.683569149,260283.903778,200.078966194,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,137.0,81.0,1,7.110078409950038
138,87.2445419201,107178.616678,72.75820496979999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,138.0,1.0,1,27.27437970909036
139,139.07254991899998,246079.623906,181.15521598900003,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,139.0,81.0,1,2.8478478315751374
141,115.286157671,196128.080486,146.813161831,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,141.0,81.0,1,3.025728847622993
143,113.726025284,196909.262131,148.869369444,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,143.0,81.0,1,41.60510207236679
144,117.72793305200001,194148.088922,141.880297416,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,144.0,61.0,1,24.797704165144538
147,141.508209608,302757.198529,214.823972399,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,147.0,81.0,1,13.50557511324071
150,141.607093924,283170.518306,204.82303662299998,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_9,sex_female,Urbanity_Urban,150.0,81.0,1,33.62109297469922
151,134.490846252,261399.842203,189.72727472,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,151.0,81.0,1,12.953345234820663
152,119.560993,168837.82203399998,129.545957859,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,152.0,31.0,1,1.7321553932120564
153,139.002456254,251961.847514,193.081725488,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,153.0,81.0,1,7.110078409950038
154,136.072308061,246235.910294,184.96608976,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,154.0,81.0,1,2.813419082881275
155,138.722874265,275964.22931900003,209.22295452400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,155.0,81.0,1,24.83155856174543
156,150.45123003700002,280674.456079,210.458840102,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_female,Urbanity_Urban,156.0,81.0,1,32.28554159485141
157,122.384583853,195255.647026,144.606821594,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,157.0,61.0,1,15.894458672778011
160,142.185078304,298642.740648,213.59749922900002,AC_yes,Cooking_no,Lighting_no,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,160.0,81.0,1,19.07758326384719
163,98.98574155200001,175681.450321,125.19681984799999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,163.0,21.0,1,82.64402200397386
164,114.719332529,221591.82234,159.623114668,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,164.0,81.0,1,59.37352272493372
165,133.662229505,245438.77644,179.56906187400003,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,165.0,81.0,1,8.20456573694338
166,126.842019382,244036.93735500003,173.047271118,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,166.0,81.0,1,37.97967363118231
167,95.7717852043,146662.59271300002,111.379500297,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,167.0,31.0,1,19.670811508899785
168,116.281120451,232985.234561,157.004813576,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,168.0,51.0,1,20.529656755947883
169,137.29694434799998,276485.852872,199.91929000599998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,169.0,81.0,1,24.00398972915646
171,101.70783459299999,157541.514421,110.89940549100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,171.0,21.0,1,66.87560135140698
172,99.6529778319,147672.439901,109.514535362,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,172.0,31.0,1,17.167287025599588
173,101.91788031700001,163358.600348,123.595462221,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,173.0,31.0,1,31.595965336596066
175,127.63753355,226231.680494,164.71468730200002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,175.0,81.0,1,47.63842744944513
176,92.140048055,127679.492152,95.32130870719999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,176.0,31.0,1,84.56897742753424
