,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
47,93.9522326161,145519.972793,108.160082498,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,47.0,101.0,1,0.1672870255995882
49,106.009849964,167886.715972,117.53895335899999,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,49.0,1.0,1,70.38411063489414
50,104.017294867,168660.06514000002,125.00018915700001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,50.0,1.0,1,62.05921793615697
51,136.354729308,274595.209463,195.689331177,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,51.0,1.0,1,36.2591574769077
53,100.496195434,156808.59635799998,113.576668216,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,53.0,1.0,1,79.95104638677496
54,127.391542705,258661.96506,187.268361586,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,54.0,1.0,1,95.9257526033538
57,100.325716995,144750.348478,107.041899386,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,57.0,101.0,1,0.23057000912780268
58,146.197010433,265203.466865,190.85717812,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,58.0,1.0,1,15.662191357251018
59,117.979563915,201356.481265,150.479634167,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,59.0,1.0,1,64.42744375276226
60,122.138751146,229788.44657800003,171.144712924,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,60.0,1.0,1,30.125784328567363
61,135.391926871,267303.04658,192.54920940099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,61.0,1.0,1,27.07883590146016
63,133.54203587700002,261900.440851,193.27511485099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,63.0,1.0,1,74.19065732786517
64,115.835625422,196878.854286,146.889555028,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,64.0,1.0,1,30.31110321698715
65,116.49372742,195039.33357,147.562924498,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,65.0,1.0,1,9.025728847622993
67,128.389639443,235162.400423,180.048846994,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,67.0,1.0,1,33.608493025865776
68,135.87598847200002,271811.662458,196.370243868,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,68.0,1.0,1,47.00398972915646
69,101.542203075,173301.28238299998,118.70204250100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,69.0,1.0,1,74.80075517910328
70,97.4691830678,132350.409005,88.4574211814,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,70.0,1.0,1,34.97697401682765
71,130.181307395,246052.963675,179.084815401,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,71.0,1.0,1,80.00059877565751
72,142.388460799,282810.421868,205.467691045,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,72.0,1.0,1,15.107417657209954
73,123.921295661,239791.648589,161.254961845,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_6,sex_male,Urbanity_Rural,73.0,1.0,1,26.225339798782933
75,122.01673399799999,196235.095621,142.185308983,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,75.0,1.0,1,21.317776637407178
76,144.29667258799998,276933.044591,193.946184605,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,76.0,1.0,1,36.2591574769077
77,124.087301649,201725.345158,151.067026607,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,77.0,1.0,1,63.188457528157656
81,142.145740756,286811.821369,204.596081783,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,81.0,1.0,1,31.360655605869702
83,132.747220961,286122.699792,201.715122005,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,83.0,1.0,1,35.3606556058697
84,97.6705156497,158907.471346,115.816449138,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,84.0,1.0,1,70.95104638677496
87,114.288986621,204594.008798,150.692549763,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,87.0,1.0,1,77.60510207236679
89,90.5598092308,139815.854603,95.432652969,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,89.0,1.0,1,23.76641867764037
93,119.997237036,225333.09020300003,153.520882911,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,93.0,1.0,1,34.5929397394761
94,104.881129496,167596.961075,113.06703403200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,94.0,1.0,1,22.688933752698283
97,131.712042182,236368.66045100003,179.117463601,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,97.0,1.0,1,30.035115306527274
98,115.55897966200001,191186.328368,138.95960951200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,98.0,1.0,1,38.052871912895775
100,126.351310619,252141.758261,185.683380571,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,100.0,1.0,1,19.23006362709042
101,118.521420222,213309.054307,160.346074312,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,101.0,1.0,1,91.53025590006308
102,148.12222230700002,295798.880503,213.87302999599999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,102.0,1.0,1,27.468827155251716
103,115.124359314,192687.19165,141.82822531899998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,103.0,1.0,1,32.954437340273905
104,116.79955819899999,217131.513887,163.638865921,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,104.0,1.0,1,70.7951606245745
105,97.6858545332,175468.44708800002,119.911402722,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,105.0,1.0,1,41.614087580394575
106,82.9809422317,105683.848171,71.98666961859999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,106.0,101.0,1,0.09525423826359258
107,97.07574863219999,156342.741438,106.67267420600001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,107.0,1.0,1,74.6106966268956
108,133.362922867,268758.45564400003,192.965103727,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,108.0,1.0,1,68.10877032503952
109,99.7384358916,129965.236524,96.4186904458,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,109.0,101.0,1,0.49208378014022003
110,137.01398066,260409.530616,184.517941706,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,110.0,1.0,1,23.07883590146016
112,105.866023211,179052.60139300005,120.98295356,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_female,Urbanity_Rural,112.0,1.0,1,22.13091204128488
115,121.58370877899999,211399.479425,156.135754236,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,115.0,1.0,1,63.8700067968782
116,130.515498732,261624.564401,189.12487013,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,116.0,1.0,1,64.10877032503952
117,99.5519351447,158528.75796,108.70834507100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,117.0,1.0,1,66.7188681762776
118,106.697548256,168912.196917,115.788631495,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,118.0,1.0,1,78.96247273525336
119,95.95490211069999,142946.11795,99.6525636262,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,119.0,1.0,1,0.6146788579426281
120,92.5684181294,141329.536627,96.40927625239999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,120.0,1.0,1,23.76641867764037
121,108.55203999700001,175352.451796,119.958293454,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,121.0,1.0,1,36.28811205822553
122,102.345727072,168683.483103,121.78671959100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,122.0,1.0,1,27.69159700854125
123,133.039985218,242767.98018,166.120125715,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,123.0,1.0,1,17.214510340700738
124,116.81156764299999,216702.317518,145.67335968,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,124.0,1.0,1,71.77960733818482
125,109.367399507,173500.273869,128.177183332,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,125.0,1.0,1,86.87620021447121
127,107.283940909,177220.032749,130.172831883,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,127.0,1.0,1,91.71946703934185
128,135.11047159,280844.425696,201.32045881099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,128.0,1.0,1,41.84725655402708
129,129.192513133,260329.57264,192.12174238400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,129.0,1.0,1,92.9257526033538
131,124.610831641,240219.454467,178.95087698900002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,131.0,1.0,1,39.80842572744964
132,98.73511240280001,151892.41488,101.43907941,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,132.0,1.0,1,85.51492531011671
133,93.8484235599,105091.070563,66.53377492060001,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_19_25,Education_High_School,Size_3,sex_male,Urbanity_Rural,133.0,1.0,1,45.83142761472292
134,132.421390607,257064.767908,181.341479968,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,134.0,1.0,1,84.84386560052809
135,100.22781793700001,138841.142697,92.77755399959999,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,135.0,1.0,1,13.349774133431236
136,134.432568621,286472.022982,202.551503499,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,136.0,1.0,1,23.366400224212523
137,130.683569149,260283.903778,200.078966194,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,137.0,1.0,1,18.110078409950038
138,87.2445419201,107178.616678,72.75820496979999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,138.0,101.0,1,0.27437970909036125
139,139.07254991899998,246079.623906,181.15521598900003,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,139.0,1.0,1,5.847847831575137
141,115.286157671,196128.080486,146.813161831,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,141.0,1.0,1,8.025728847622993
143,113.726025284,196909.262131,148.869369444,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,143.0,1.0,1,72.60510207236679
144,117.72793305200001,194148.088922,141.880297416,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,144.0,1.0,1,37.79770416514454
147,141.508209608,302757.198529,214.823972399,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,147.0,1.0,1,20.50557511324071
150,141.607093924,283170.518306,204.82303662299998,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_9,sex_female,Urbanity_Urban,150.0,1.0,1,53.62109297469922
151,134.490846252,261399.842203,189.72727472,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,151.0,1.0,1,16.953345234820663
153,139.002456254,251961.847514,193.081725488,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,153.0,1.0,1,18.110078409950038
154,136.072308061,246235.910294,184.96608976,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,154.0,1.0,1,10.813419082881275
155,138.722874265,275964.22931900003,209.22295452400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,155.0,1.0,1,43.83155856174543
156,150.45123003700002,280674.456079,210.458840102,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_female,Urbanity_Urban,156.0,1.0,1,52.28554159485141
157,122.384583853,195255.647026,144.606821594,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,157.0,1.0,1,24.89445867277801
160,142.185078304,298642.740648,213.59749922900002,AC_yes,Cooking_no,Lighting_no,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,160.0,1.0,1,31.07758326384719
163,98.98574155200001,175681.450321,125.19681984799999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,163.0,1.0,1,84.64402200397386
164,114.719332529,221591.82234,159.623114668,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,164.0,1.0,1,92.37352272493372
165,133.662229505,245438.77644,179.56906187400003,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,165.0,1.0,1,17.20456573694338
166,126.842019382,244036.93735500003,173.047271118,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,166.0,1.0,1,65.97967363118231
168,116.281120451,232985.234561,157.004813576,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,168.0,1.0,1,28.529656755947883
169,137.29694434799998,276485.852872,199.91929000599998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,169.0,1.0,1,39.00398972915646
171,101.70783459299999,157541.514421,110.89940549100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,171.0,1.0,1,52.875601351406985
172,99.6529778319,147672.439901,109.514535362,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,172.0,101.0,1,0.1672870255995882
175,127.63753355,226231.680494,164.71468730200002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,175.0,1.0,1,82.63842744944513
177,115.34018661299999,184827.132543,135.471143877,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,177.0,1.0,1,75.14110493898264
178,125.798572063,211042.346511,155.813599356,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,178.0,1.0,1,58.45336225266908
179,129.45767339,250563.641462,174.974485682,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,179.0,1.0,1,18.36396216791573
181,114.78821378299999,176808.429377,130.311616439,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,181.0,1.0,1,76.14110493898264
182,126.486312915,206756.429148,153.944545375,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,182.0,1.0,1,69.03172435302828
184,124.531420938,266980.853249,176.430778817,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_8,sex_male,Urbanity_Rural,184.0,1.0,1,57.650645132004
185,153.62151324299998,336906.170907,247.377249506,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_8,sex_female,Urbanity_Urban,185.0,1.0,1,54.362587566862615
186,98.41636687459999,154310.524616,107.200827104,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,186.0,1.0,1,18.58160249602734
189,147.94166711,268202.655638,192.545389634,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,189.0,1.0,1,79.77401278365602
190,119.39612870799999,195454.768009,144.657763063,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,190.0,1.0,1,19.89445867277801
191,107.96653041,212788.379226,147.968171992,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,191.0,1.0,1,68.11436487956829
193,146.728552609,271063.920487,193.521333928,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,193.0,1.0,1,35.587345184947296
195,116.750975632,228967.493724,156.790322092,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,195.0,1.0,1,30.529656755947883
196,124.780198915,222776.418362,166.89313975299999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,196.0,1.0,1,94.37352272493372
199,116.712487168,192254.727486,139.45805627299998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,199.0,1.0,1,17.47450981253656
200,115.047185718,210468.006531,133.190370257,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,200.0,1.0,1,16.655386591431103
201,116.49387922,220703.22231,163.340623895,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,201.0,1.0,1,21.686002454012467
203,116.866312256,216422.127641,156.83398774,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,203.0,1.0,1,87.53025590006308
204,127.768006605,233576.728214,176.261482489,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,204.0,1.0,1,18.370856038765314
