,index,n_BuildingSqm,n_BuildingKwh,NonRElectricity,w,wf
125,125,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
126,126,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
127,127,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
128,128,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
129,129,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
130,130,703.6254615639999,316.0,79114.259915,0.154,0.0
131,131,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
132,132,406.726338714,243.0,29850.162028099996,0.154,0.0
133,133,406.726338714,243.0,29850.162028099996,0.154,0.0
134,134,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
135,135,703.6254615639999,316.0,79114.259915,0.154,0.0
136,136,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
137,137,497.42790442,233.0,40122.4338562,0.154,0.0
138,138,406.726338714,243.0,29850.162028099996,0.154,0.0
139,139,406.726338714,243.0,29850.162028099996,0.154,0.0
140,140,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
141,141,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
142,142,637.229859886,296.0,65648.0431331,0.154,0.0
143,143,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
144,144,312.594751517,631.0,65940.4053426,0.154,0.0
145,145,637.229859886,296.0,65648.0431331,0.154,0.0
146,146,637.229859886,296.0,65648.0431331,0.154,0.0
147,147,637.229859886,296.0,65648.0431331,0.154,0.0
148,148,703.6254615639999,316.0,79114.259915,0.154,0.0
149,149,312.594751517,631.0,65940.4053426,0.154,0.0
150,150,312.594751517,631.0,65940.4053426,0.154,0.0
151,151,1165.99458393,592.0,227392.473629,0.154,0.0
152,152,312.594751517,631.0,65940.4053426,0.154,0.0
153,153,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
154,154,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
155,155,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
156,156,406.726338714,243.0,29850.162028099996,0.154,0.0
157,157,406.726338714,243.0,29850.162028099996,0.154,0.0
158,158,406.726338714,243.0,29850.162028099996,0.154,0.0
159,159,406.726338714,243.0,29850.162028099996,0.154,0.0
160,160,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
161,161,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
162,162,497.42790442,233.0,40122.4338562,0.154,0.0
163,163,703.6254615639999,316.0,79114.259915,0.154,0.0
164,164,312.594751517,631.0,65940.4053426,0.154,0.0
165,165,312.594751517,631.0,65940.4053426,0.154,0.0
166,166,637.229859886,296.0,65648.0431331,0.154,0.0
167,167,406.726338714,243.0,29850.162028099996,0.154,0.0
168,168,406.726338714,243.0,29850.162028099996,0.154,0.0
169,169,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
170,170,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
171,171,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
172,172,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
173,173,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
174,174,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
175,175,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
176,176,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
177,177,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
178,178,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
179,179,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
180,180,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
181,181,497.42790442,233.0,40122.4338562,0.154,0.0
182,182,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
183,183,637.229859886,296.0,65648.0431331,0.154,0.0
184,184,312.594751517,631.0,65940.4053426,0.154,0.0
185,185,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
186,186,406.726338714,243.0,29850.162028099996,0.154,0.0
187,187,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
188,188,703.6254615639999,316.0,79114.259915,0.154,0.0
189,189,497.42790442,233.0,40122.4338562,0.154,0.0
190,190,497.42790442,233.0,40122.4338562,0.154,0.0
191,191,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
192,192,637.229859886,296.0,65648.0431331,0.154,0.0
193,193,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
194,194,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
195,195,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
196,196,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
197,197,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
198,198,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
199,199,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
200,200,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
201,201,637.229859886,296.0,65648.0431331,0.154,0.0
202,202,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
203,203,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
204,204,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
205,205,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
206,206,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
207,207,312.594751517,631.0,65940.4053426,0.154,0.0
208,208,406.726338714,243.0,29850.162028099996,0.154,0.0
209,209,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
210,210,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
211,211,312.594751517,631.0,65940.4053426,0.154,0.0
212,212,312.594751517,631.0,65940.4053426,0.154,0.0
213,213,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
214,214,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
215,215,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
216,216,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
217,217,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
218,218,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
219,219,703.6254615639999,316.0,79114.259915,0.154,0.0
220,220,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
221,221,637.229859886,296.0,65648.0431331,0.154,0.0
222,222,406.726338714,243.0,29850.162028099996,0.154,0.0
223,223,637.229859886,296.0,65648.0431331,0.154,0.0
224,224,637.229859886,296.0,65648.0431331,0.154,0.0
225,225,406.726338714,243.0,29850.162028099996,0.154,0.0
226,226,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
227,227,406.726338714,243.0,29850.162028099996,0.154,0.0
228,228,312.594751517,631.0,65940.4053426,0.154,0.0
229,229,312.594751517,631.0,65940.4053426,0.154,0.0
230,230,312.594751517,631.0,65940.4053426,0.154,0.0
231,231,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
232,232,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
233,233,406.726338714,243.0,29850.162028099996,0.154,0.0
234,234,703.6254615639999,316.0,79114.259915,0.154,0.0
235,235,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
236,236,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
237,237,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
238,238,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
239,239,637.229859886,296.0,65648.0431331,0.154,0.0
240,240,312.594751517,631.0,65940.4053426,0.154,0.0
241,241,703.6254615639999,316.0,79114.259915,0.154,0.0
242,242,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
243,243,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
244,244,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
245,245,703.6254615639999,316.0,79114.259915,0.154,0.0
246,246,1165.99458393,592.0,227392.473629,0.154,0.0
247,247,637.229859886,296.0,65648.0431331,0.154,0.0
248,248,637.229859886,296.0,65648.0431331,0.154,0.0
249,249,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
250,250,406.726338714,243.0,29850.162028099996,0.154,0.0
251,251,637.229859886,296.0,65648.0431331,0.154,0.0
252,252,312.594751517,631.0,65940.4053426,0.154,0.0
253,253,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
254,254,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
255,255,703.6254615639999,316.0,79114.259915,0.154,0.0
256,256,703.6254615639999,316.0,79114.259915,0.154,0.0
257,257,406.726338714,243.0,29850.162028099996,0.154,0.0
258,258,406.726338714,243.0,29850.162028099996,0.154,0.0
259,259,406.726338714,243.0,29850.162028099996,0.154,0.0
260,260,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
261,261,637.229859886,296.0,65648.0431331,0.154,0.0
262,262,637.229859886,296.0,65648.0431331,0.154,0.0
263,263,637.229859886,296.0,65648.0431331,0.154,0.0
264,264,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
265,265,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
266,266,406.726338714,243.0,29850.162028099996,0.154,0.0
267,267,406.726338714,243.0,29850.162028099996,0.154,0.0
268,268,312.594751517,631.0,65940.4053426,0.154,0.0
269,269,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
270,270,703.6254615639999,316.0,79114.259915,0.154,0.0
271,271,406.726338714,243.0,29850.162028099996,0.154,0.0
272,272,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
273,273,406.726338714,243.0,29850.162028099996,0.154,0.0
274,274,703.6254615639999,316.0,79114.259915,0.154,0.0
275,275,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
276,276,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
277,277,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
278,278,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
279,279,637.229859886,296.0,65648.0431331,0.154,0.0
280,280,406.726338714,243.0,29850.162028099996,0.154,0.0
281,281,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
282,282,637.229859886,296.0,65648.0431331,0.154,0.0
283,283,406.726338714,243.0,29850.162028099996,0.154,0.0
284,284,406.726338714,243.0,29850.162028099996,0.154,0.0
285,285,637.229859886,296.0,65648.0431331,0.154,0.0
286,286,637.229859886,296.0,65648.0431331,0.154,0.0
287,287,312.594751517,631.0,65940.4053426,0.154,0.0
288,288,497.42790442,233.0,40122.4338562,0.154,0.0
289,289,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
290,290,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
291,291,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
292,292,703.6254615639999,316.0,79114.259915,0.154,0.0
293,293,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
294,294,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
295,295,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
296,296,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
297,297,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
298,298,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
299,299,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
300,300,637.229859886,296.0,65648.0431331,0.154,0.0
301,301,406.726338714,243.0,29850.162028099996,0.154,0.0
302,302,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
303,303,406.726338714,243.0,29850.162028099996,0.154,0.0
304,304,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
305,305,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
306,306,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
307,307,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
308,308,637.229859886,296.0,65648.0431331,0.154,0.0
309,309,406.726338714,243.0,29850.162028099996,0.154,0.0
310,310,312.594751517,631.0,65940.4053426,0.154,0.0
311,311,406.726338714,243.0,29850.162028099996,0.154,0.0
312,312,406.726338714,243.0,29850.162028099996,0.154,0.0
313,313,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
314,314,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
315,315,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
316,316,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
317,317,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
318,318,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
319,319,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
320,320,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
321,321,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
322,322,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
323,323,312.594751517,631.0,65940.4053426,0.154,0.0
324,324,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
325,325,1165.99458393,592.0,227392.473629,0.154,0.0
326,326,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
327,327,406.726338714,243.0,29850.162028099996,0.154,0.0
328,328,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
329,329,406.726338714,243.0,29850.162028099996,0.154,0.0
330,330,406.726338714,243.0,29850.162028099996,0.154,0.0
331,331,637.229859886,296.0,65648.0431331,0.154,0.0
332,332,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
333,333,312.594751517,631.0,65940.4053426,0.154,0.0
334,334,1165.99458393,592.0,227392.473629,0.154,0.0
335,335,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
336,336,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
337,337,406.726338714,243.0,29850.162028099996,0.154,0.0
338,338,703.6254615639999,316.0,79114.259915,0.154,0.0
339,339,406.726338714,243.0,29850.162028099996,0.154,0.0
340,340,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
341,341,406.726338714,243.0,29850.162028099996,0.154,0.0
342,342,406.726338714,243.0,29850.162028099996,0.154,0.0
343,343,497.42790442,233.0,40122.4338562,0.154,0.0
344,344,637.229859886,296.0,65648.0431331,0.154,0.0
345,345,637.229859886,296.0,65648.0431331,0.154,0.0
346,346,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
347,347,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
348,348,312.594751517,631.0,65940.4053426,0.154,0.0
349,349,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
350,350,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
351,351,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
352,352,497.42790442,233.0,40122.4338562,0.154,0.0
353,353,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
354,354,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
355,355,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
356,356,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
357,357,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
358,358,637.229859886,296.0,65648.0431331,0.154,0.0
359,359,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
360,360,703.6254615639999,316.0,79114.259915,0.154,0.0
361,361,703.6254615639999,316.0,79114.259915,0.154,0.0
362,362,406.726338714,243.0,29850.162028099996,0.154,0.0
363,363,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
364,364,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
365,365,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
366,366,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
367,367,637.229859886,296.0,65648.0431331,0.154,0.0
368,368,637.229859886,296.0,65648.0431331,0.154,0.0
369,369,312.594751517,631.0,65940.4053426,0.154,0.0
370,370,406.726338714,243.0,29850.162028099996,0.154,0.0
371,371,406.726338714,243.0,29850.162028099996,0.154,0.0
372,372,703.6254615639999,316.0,79114.259915,0.154,0.0
373,373,703.6254615639999,316.0,79114.259915,0.154,0.0
374,374,703.6254615639999,316.0,79114.259915,0.154,0.0
375,375,406.726338714,243.0,29850.162028099996,0.154,0.0
376,376,406.726338714,243.0,29850.162028099996,0.154,0.0
377,377,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
378,378,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
379,379,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
380,380,406.726338714,243.0,29850.162028099996,0.154,0.0
381,381,296.280540763,137.0,14168.9047685,0.154,3.309378841403412
382,382,312.594751517,631.0,65940.4053426,0.154,0.0
383,383,406.726338714,243.0,29850.162028099996,0.154,0.0
384,384,497.42790442,233.0,40122.4338562,0.154,0.0
385,385,312.594751517,631.0,65940.4053426,0.154,0.0
386,386,312.594751517,631.0,65940.4053426,0.154,0.0
387,387,637.229859886,296.0,65648.0431331,0.154,0.0
388,388,312.594751517,631.0,65940.4053426,0.154,0.0
389,389,406.726338714,243.0,29850.162028099996,0.154,0.0
390,390,497.42790442,233.0,40122.4338562,0.154,0.0
391,391,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
392,392,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
393,393,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
394,394,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
395,395,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
396,396,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
397,397,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
398,398,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
399,399,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
400,400,406.726338714,243.0,29850.162028099996,0.154,0.0
401,401,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
402,402,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
403,403,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
404,404,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
405,405,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
406,406,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
407,407,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
408,408,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
409,409,637.229859886,296.0,65648.0431331,0.154,0.0
410,410,637.229859886,296.0,65648.0431331,0.154,0.0
411,411,312.594751517,631.0,65940.4053426,0.154,0.0
412,412,497.42790442,233.0,40122.4338562,0.154,0.0
413,413,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
414,414,406.726338714,243.0,29850.162028099996,0.154,0.0
415,415,497.42790442,233.0,40122.4338562,0.154,0.0
416,416,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
417,417,406.726338714,243.0,29850.162028099996,0.154,0.0
418,418,719.587128022,262.0,77984.59555089999,0.154,0.6151673118975782
419,419,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
420,420,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
421,421,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
422,422,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
423,423,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
424,424,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
425,425,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
426,426,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
427,427,312.594751517,631.0,65940.4053426,0.154,0.0
428,428,497.42790442,233.0,40122.4338562,0.154,0.0
429,429,703.6254615639999,316.0,79114.259915,0.154,0.0
430,430,703.6254615639999,316.0,79114.259915,0.154,0.0
431,431,837.2166583610001,293.0,104624.120488,0.154,0.12104776967836543
432,432,406.726338714,243.0,29850.162028099996,0.154,0.0
433,433,312.594751517,631.0,65940.4053426,0.154,0.0
