,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
84,97.6705156497,158907.471346,115.816449138,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,84.0,31.0,1,53.95104638677496
85,102.541634475,124962.150158,94.71079478809999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,85.0,31.0,1,42.90872832434937
87,114.288986621,204594.008798,150.692549763,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,87.0,81.0,1,31.60510207236679
89,90.5598092308,139815.854603,95.432652969,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,89.0,21.0,1,18.76641867764037
92,105.171613006,143840.502851,105.959709044,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,92.0,31.0,1,24.647214553336937
93,119.997237036,225333.09020300003,153.520882911,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,93.0,51.0,1,20.5929397394761
94,104.881129496,167596.961075,113.06703403200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,94.0,21.0,1,22.688933752698283
97,131.712042182,236368.66045100003,179.117463601,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,97.0,81.0,1,10.035115306527274
98,115.55897966200001,191186.328368,138.95960951200001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,98.0,61.0,1,15.052871912895775
99,106.42124712,151985.853592,111.732672229,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,99.0,31.0,1,15.587235885841032
100,126.351310619,252141.758261,185.683380571,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,100.0,81.0,1,10.23006362709042
101,118.521420222,213309.054307,160.346074312,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,101.0,81.0,1,33.53025590006308
102,148.12222230700002,295798.880503,213.87302999599999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,102.0,81.0,1,12.468827155251716
103,115.124359314,192687.19165,141.82822531899998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,103.0,61.0,1,13.954437340273905
104,116.79955819899999,217131.513887,163.638865921,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,104.0,81.0,1,21.795160624574507
105,97.6858545332,175468.44708800002,119.911402722,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,105.0,21.0,1,35.614087580394575
106,82.9809422317,105683.848171,71.98666961859999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,106.0,1.0,1,65.09525423826359
107,97.07574863219999,156342.741438,106.67267420600001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,107.0,21.0,1,69.6106966268956
108,133.362922867,268758.45564400003,192.965103727,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,108.0,81.0,1,19.108770325039515
109,99.7384358916,129965.236524,96.4186904458,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,109.0,31.0,1,47.49208378014022
110,137.01398066,260409.530616,184.517941706,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,110.0,81.0,1,9.07883590146016
112,105.866023211,179052.60139300005,120.98295356,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_female,Urbanity_Rural,112.0,21.0,1,19.13091204128488
114,85.6604633816,103430.340753,75.8216906012,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,114.0,31.0,1,10.799545650582736
115,121.58370877899999,211399.479425,156.135754236,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,115.0,81.0,1,15.8700067968782
116,130.515498732,261624.564401,189.12487013,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,116.0,81.0,1,25.108770325039515
117,99.5519351447,158528.75796,108.70834507100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,117.0,21.0,1,61.718868176277596
118,106.697548256,168912.196917,115.788631495,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,118.0,21.0,1,85.96247273525336
119,95.95490211069999,142946.11795,99.6525636262,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,119.0,21.0,1,1.614678857942628
120,92.5684181294,141329.536627,96.40927625239999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,120.0,21.0,1,28.76641867764037
121,108.55203999700001,175352.451796,119.958293454,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,121.0,21.0,1,28.28811205822553
122,102.345727072,168683.483103,121.78671959100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,122.0,21.0,1,16.69159700854125
123,133.039985218,242767.98018,166.120125715,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,123.0,51.0,1,11.214510340700738
124,116.81156764299999,216702.317518,145.67335968,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,124.0,51.0,1,43.77960733818482
125,109.367399507,173500.273869,128.177183332,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,125.0,31.0,1,65.87620021447121
126,99.70163900600001,139552.58805,104.364874109,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,126.0,31.0,1,54.833882152045646
127,107.283940909,177220.032749,130.172831883,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,127.0,31.0,1,69.71946703934185
128,135.11047159,280844.425696,201.32045881099998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,128.0,81.0,1,12.847256554027084
129,129.192513133,260329.57264,192.12174238400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,129.0,81.0,1,37.9257526033538
130,91.3536592374,122339.159862,91.05167794450001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,130.0,31.0,1,67.56897742753424
131,124.610831641,240219.454467,178.95087698900002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,131.0,81.0,1,6.808425727449638
132,98.73511240280001,151892.41488,101.43907941,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,132.0,21.0,1,63.51492531011671
133,93.8484235599,105091.070563,66.53377492060001,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_19_25,Education_High_School,Size_3,sex_male,Urbanity_Rural,133.0,1.0,1,55.83142761472292
134,132.421390607,257064.767908,181.341479968,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,134.0,81.0,1,27.84386560052809
135,100.22781793700001,138841.142697,92.77755399959999,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,135.0,21.0,1,13.349774133431236
136,134.432568621,286472.022982,202.551503499,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,136.0,81.0,1,7.366400224212523
137,130.683569149,260283.903778,200.078966194,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,137.0,81.0,1,6.110078409950038
138,87.2445419201,107178.616678,72.75820496979999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,138.0,1.0,1,27.27437970909036
139,139.07254991899998,246079.623906,181.15521598900003,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,139.0,81.0,1,-0.15215216842486257
141,115.286157671,196128.080486,146.813161831,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,141.0,81.0,1,5.025728847622993
143,113.726025284,196909.262131,148.869369444,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,143.0,81.0,1,24.60510207236679
144,117.72793305200001,194148.088922,141.880297416,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,144.0,61.0,1,15.797704165144538
147,141.508209608,302757.198529,214.823972399,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,147.0,81.0,1,6.50557511324071
150,141.607093924,283170.518306,204.82303662299998,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_9,sex_female,Urbanity_Urban,150.0,81.0,1,21.621092974699224
151,134.490846252,261399.842203,189.72727472,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,151.0,81.0,1,-0.04665476517933698
152,119.560993,168837.82203399998,129.545957859,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,152.0,31.0,1,1.7321553932120564
153,139.002456254,251961.847514,193.081725488,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,153.0,81.0,1,4.110078409950038
154,136.072308061,246235.910294,184.96608976,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,154.0,81.0,1,3.813419082881275
155,138.722874265,275964.22931900003,209.22295452400002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,155.0,81.0,1,14.831558561745432
156,150.45123003700002,280674.456079,210.458840102,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_female,Urbanity_Urban,156.0,81.0,1,15.28554159485141
157,122.384583853,195255.647026,144.606821594,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,157.0,61.0,1,6.894458672778011
160,142.185078304,298642.740648,213.59749922900002,AC_yes,Cooking_no,Lighting_no,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,160.0,81.0,1,6.077583263847188
163,98.98574155200001,175681.450321,125.19681984799999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,163.0,21.0,1,73.64402200397386
164,114.719332529,221591.82234,159.623114668,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,164.0,81.0,1,43.37352272493372
165,133.662229505,245438.77644,179.56906187400003,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,165.0,81.0,1,6.20456573694338
166,126.842019382,244036.93735500003,173.047271118,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,166.0,81.0,1,22.979673631182308
167,95.7717852043,146662.59271300002,111.379500297,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,167.0,31.0,1,14.670811508899785
168,116.281120451,232985.234561,157.004813576,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,168.0,51.0,1,13.529656755947883
169,137.29694434799998,276485.852872,199.91929000599998,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,169.0,81.0,1,13.003989729156459
171,101.70783459299999,157541.514421,110.89940549100001,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,171.0,21.0,1,57.875601351406985
172,99.6529778319,147672.439901,109.514535362,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,172.0,31.0,1,12.167287025599588
173,101.91788031700001,163358.600348,123.595462221,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,173.0,31.0,1,34.595965336596066
175,127.63753355,226231.680494,164.71468730200002,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,175.0,81.0,1,28.638427449445132
176,92.140048055,127679.492152,95.32130870719999,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,176.0,31.0,1,62.568977427534236
