,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_AC,Income,Electricity,Water,w,wf
12,12,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,160172.306058,110.86293584299999,115.37864867200001,43.96098562628337,0.0
13,13,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,207187.52627,126.16264690700001,150.81522899,43.96098562628337,0.0
14,14,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,246081.55868800002,140.06842003100002,179.12677554200002,43.96098562628337,20.01884336363622
15,15,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_yes,AC_yes,277538.146539,148.79475393,197.928878603,43.96098562628337,0.0
16,16,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,222205.868196,129.86615407600002,166.01927705100002,43.96098562628337,41.00764475996103
17,17,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,136052.506973,103.03174314,101.614178366,43.96098562628337,100.51142307628312
18,18,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,97699.86036030001,91.45815690629999,63.430546799700004,43.96098562628337,25.30598429469194
19,19,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,264993.970608,142.157356751,191.161668778,43.96098562628337,94.15817023204092
20,20,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,121731.632018,94.5412473035,78.4343601984,43.96098562628337,89.52695201995677
21,21,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,277044.96205,131.45597303600002,205.31566572900002,43.96098562628337,36.095582875583915
22,22,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,240308.711584,131.30513216100002,182.324628,43.96098562628337,42.3557501084297
23,23,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,252965.59606799998,129.211646328,184.391939554,43.96098562628337,93.48515217461163
24,24,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,198090.325313,117.244682696,131.64452066299998,43.96098562628337,99.35775412848926
25,25,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,129530.757673,97.87171099950001,96.75493432,43.96098562628337,115.91094158111767
26,26,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,165974.80619,116.738655043,123.01170995700001,43.96098562628337,15.001335697785048
27,27,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,205591.67403199998,129.608765806,146.841849125,43.96098562628337,116.91057417440942
28,28,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,255462.053378,139.073296794,186.57334615,43.96098562628337,120.48400574827643
29,29,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,238376.27847600004,128.612412252,181.318419455,43.96098562628337,20.889476274326505
30,30,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,280908.515717,137.38978125,201.683851712,43.96098562628337,109.6095047889125
31,31,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,227583.46350399998,129.91049432399998,169.765125227,43.96098562628337,106.03607321504552
32,32,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,237667.258198,125.852371061,181.85543189700002,43.96098562628337,0.0
33,33,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,213303.998852,126.211797641,151.05466618,43.96098562628337,14.008791186296252
34,34,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,273403.139761,143.165119017,194.583599275,43.96098562628337,36.095582875583915
35,35,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,253244.61754699997,138.632746044,174.91809596099998,43.96098562628337,93.48515217461163
36,36,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,171954.31069,109.85646602899999,122.374065244,43.96098562628337,115.50288508646028
37,37,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,248515.71138000002,132.625378761,174.68425552,43.96098562628337,89.13276818904801
38,38,sex_female,Urbanity_Rural,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,107906.58608800001,86.5897965123,70.4048828646,43.96098562628337,50.15200145353209
39,39,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,177635.01786300002,106.83942282299999,119.62701995299999,43.96098562628337,47.63842078186516
40,40,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,175229.980322,116.195687602,129.444641164,43.96098562628337,111.86007961560122
41,41,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,206387.404745,116.03134896899999,149.197533311,43.96098562628337,124.27162756939067
42,42,sex_male,Urbanity_Urban,Size_1,age_76_85,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,219009.836505,119.43306594799999,162.801819925,43.96098562628337,0.0
43,43,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,268392.97812399996,132.881729161,185.305513201,43.96098562628337,0.0
44,44,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,331777.979628,147.803649009,242.507118035,43.96098562628337,22.586846459486
45,45,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,212785.375727,118.25336737200001,157.195143402,43.96098562628337,21.77245703267579
46,46,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,253207.722506,135.08220919299998,181.318683792,43.96098562628337,24.120195754084545
47,47,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_yes,AC_yes,203933.489573,115.88423999700001,139.237458796,43.96098562628337,14.19639319973641
48,48,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,222500.12804,130.402582722,150.123783258,43.96098562628337,51.21185235573214
49,49,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,159130.396745,105.88657229100001,108.209179631,43.96098562628337,0.0
50,50,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,136755.272733,100.97020924799999,100.59700699,43.96098562628337,5.6481051980232415
51,51,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,171406.081913,104.76707068299999,125.67712604,43.96098562628337,0.0
52,52,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,235739.165702,123.926059756,173.99952093,43.96098562628337,38.1716089104504
53,53,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,115513.477357,85.5167942048,76.7938856212,43.96098562628337,0.0
54,54,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,164185.882304,101.686711816,121.31491636700001,43.96098562628337,0.0
55,55,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,293378.285008,136.830005841,210.004503995,43.96098562628337,0.0
56,56,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,196876.399461,110.94541811799999,143.583830991,43.96098562628337,7.751420651630716
57,57,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,300047.65694099996,144.746930674,214.314818335,43.96098562628337,78.29157100406138
58,58,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,268422.51316599996,129.770846479,190.81038748900002,43.96098562628337,113.20371470644962
59,59,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,266464.851421,132.56421238,186.984536516,43.96098562628337,113.20371470644962
60,60,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,208974.630682,113.919626331,152.391456641,43.96098562628337,18.31152712724982
61,61,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,164367.404715,103.13808934299999,121.18715128,43.96098562628337,15.75950976581155
62,62,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,158806.380016,110.794524296,117.074686732,43.96098562628337,83.34487790588342
63,63,sex_female,Urbanity_Urban,Size_5,age_76_85,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,270558.897252,134.464153707,200.064826877,43.96098562628337,0.0
64,64,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,286403.865244,136.317501174,213.307615287,43.96098562628337,12.5178967223666
65,65,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,237310.974062,125.306183319,168.915265469,43.96098562628337,56.23429540546457
66,66,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,245979.774879,130.256096659,170.432126081,43.96098562628337,111.98374830199847
67,67,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,240001.188131,124.821741962,178.591209628,43.96098562628337,35.75287078147497
68,68,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,123252.911764,94.3882493154,89.92672173049999,43.96098562628337,119.5051514986548
69,69,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,216279.86113600002,112.932214861,139.662893903,43.96098562628337,119.83449072835373
70,70,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,248744.579618,126.20922629299999,184.399334797,43.96098562628337,24.120195754084545
71,71,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,235034.073714,126.833336462,176.55614471,43.96098562628337,38.1716089104504
72,72,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,130884.074398,99.1397513523,97.00353908700001,43.96098562628337,5.6481051980232415
73,73,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,270356.25759,132.730590046,189.70318900900003,43.96098562628337,113.20371470644962
74,74,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,291772.687804,143.392323882,211.787014931,43.96098562628337,0.0
75,75,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,238491.94319299998,121.515796501,163.22562223399999,43.96098562628337,0.0
76,76,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,287549.628304,145.788576108,210.603914709,43.96098562628337,0.0
77,77,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,282090.021411,139.333317305,207.490226559,43.96098562628337,59.80772697933156
78,78,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,281980.131925,142.961841948,201.79172012200002,43.96098562628337,45.33925040185451
79,79,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,221188.09897199998,117.566154807,151.403301528,43.96098562628337,42.726358897488055
80,80,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,155174.77039700001,105.254397418,116.96784203600001,43.96098562628337,19.353719683348675
81,81,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,208013.954376,121.986099055,144.487767525,43.96098562628337,0.0
82,82,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,190604.602933,113.154875908,145.042550562,43.96098562628337,18.675017565028913
83,83,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,172727.659449,107.11527262799999,130.466811624,43.96098562628337,111.86007961560122
84,84,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,283202.861594,135.909257156,199.851708711,43.96098562628337,45.33925040185451
85,85,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,203505.221685,118.83353067899999,155.260919586,43.96098562628337,81.87325549089135
86,86,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,216067.537733,119.799955789,164.761694528,43.96098562628337,109.63028313258265
87,87,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,192142.476151,109.800669163,139.092648331,43.96098562628337,25.242050967649032
88,88,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,216594.168162,129.978036315,159.239585609,43.96098562628337,116.91057417440942
89,89,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,173072.587013,111.846444415,127.652450824,43.96098562628337,111.86007961560122
90,90,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,194731.797457,114.928656693,145.819581921,43.96098562628337,100.10880984523651
91,91,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,261162.18481799998,139.340291482,187.354054592,43.96098562628337,89.13276818904801
92,92,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,126176.13303900001,104.29255245799999,94.833990982,43.96098562628337,72.75439543459184
93,93,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,266422.834945,140.879404521,190.29325234599997,43.96098562628337,112.44554063842314
94,94,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,209392.65133,118.939369521,154.827665872,43.96098562628337,81.11508142286486
95,95,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,282324.914343,141.611193499,197.55676502900002,43.96098562628337,0.0
96,96,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,259363.25610199998,136.973586694,195.72078253,43.96098562628337,0.0
97,97,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,243415.833612,121.806086375,166.22390644200001,43.96098562628337,0.0
98,98,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,159865.917934,93.97413382629999,109.36829934299999,43.96098562628337,92.94828670511166
99,99,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,263141.618993,130.045714783,195.555979415,43.96098562628337,17.582222760163226
100,100,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,193344.855709,113.742433099,145.209561608,43.96098562628337,17.20358585779573
101,101,sex_male,Urbanity_Rural,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,170438.83021800002,107.177197667,112.794479096,43.96098562628337,48.591842500086436
102,102,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,85203.6786121,73.0551322938,56.814564878199995,43.96098562628337,30.792241335348066
103,103,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,193566.922039,104.31501119200001,141.96578024299998,43.96098562628337,0.0
104,104,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,205974.771902,119.700716971,147.25076663299998,43.96098562628337,81.87325549089135
105,105,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,277920.87950700003,146.871527652,198.665597612,43.96098562628337,27.298943697704118
106,106,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,171337.433757,109.198026195,128.88850599399998,43.96098562628337,76.06458686405664
107,107,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,112911.38254800001,93.6842782766,73.73055112680001,43.96098562628337,81.93718881793426
108,108,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_yes,AC_yes,264713.289247,136.48163846,188.62237011099998,43.96098562628337,35.32264481952356
109,109,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,188139.977526,117.169350504,136.911645685,43.96098562628337,35.19897613312631
110,110,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,228091.78684299998,122.54455013299999,170.49927543,43.96098562628337,41.00764475996103
111,111,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Lighting_yes,Cooking_yes,AC_yes,255821.510583,147.78959438299998,184.17123276700002,43.96098562628337,130.68109499276824
112,112,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,100737.31404,95.6058953191,66.75296023439999,43.96098562628337,33.264786747079604
113,113,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,289990.897798,137.592965054,208.406116102,43.96098562628337,31.287837245488657
114,114,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,241295.749683,125.25589460200001,177.056224577,43.96098562628337,35.75287078147497
115,115,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,158859.256451,99.3711105413,121.870039832,43.96098562628337,19.353719683348675
116,116,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,272351.713858,146.33705614,195.02847464099997,43.96098562628337,44.58107633382801
117,117,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,162976.42616099998,113.99283846899999,118.407023217,43.96098562628337,18.595545615322173
118,118,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,220301.64903499998,120.719437735,165.29628801,43.96098562628337,10.414581268759125
119,119,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,189115.045791,111.154015405,138.41183456299999,43.96098562628337,4.6059126419244
120,120,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,239976.650881,126.411157306,175.98014437900002,43.96098562628337,76.1882555504539
121,121,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,109569.106898,88.3774870008,82.9163715152,43.96098562628337,13.2871550618389
122,122,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,252441.28821199998,120.05530758200001,179.55077318,43.96098562628337,0.0
123,123,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,207072.546841,114.86630207299999,141.963212169,43.96098562628337,88.48325316912533
124,124,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,83477.6090536,76.9698557297,53.540547125299994,43.96098562628337,12.278881219927374
125,125,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,241228.333869,130.674825591,177.539023093,43.96098562628337,27.714405671621673
126,126,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,199050.924745,119.174731345,148.034921513,43.96098562628337,89.91172060074466
127,127,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,227126.141556,122.143832933,169.14435440399998,43.96098562628337,32.52215130171694
128,128,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,215210.559116,123.753124351,159.610853329,43.96098562628337,78.27904557335422
129,129,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,207828.884889,118.22778870299999,154.21857422600002,43.96098562628337,81.87325549089135
130,130,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,172262.897796,106.201387111,119.79078303200001,43.96098562628337,39.152927323621064
131,131,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,196752.334902,111.346454272,138.030558458,43.96098562628337,0.0
132,132,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,182696.743333,110.300240139,136.0171784,43.96098562628337,4.6059126419244
133,133,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,81901.521635,81.0044448855,54.278629395699994,43.96098562628337,76.54913560698537
134,134,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,211541.262849,122.793388585,139.136935641,43.96098562628337,23.454824714040853
135,135,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,174760.21928299998,111.622128689,129.29410612200002,43.96098562628337,7.441948491435023
136,136,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,203654.891489,124.583984163,148.851279096,43.96098562628337,16.445411789769235
137,137,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,276206.11703200004,143.007599237,200.362846724,43.96098562628337,45.33925040185451
138,138,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,179985.947922,122.93785501,133.734247965,43.96098562628337,103.06344043772141
139,139,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,219994.46644299998,123.971455279,162.954573979,43.96098562628337,13.250617118269746
140,140,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,117907.223407,99.3312226145,88.21627406700001,43.96098562628337,4.490515883959104
141,141,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,205201.97913800002,126.89087084299999,155.60630708600002,43.96098562628337,81.11508142286486
142,142,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,179896.158087,116.223027575,134.999543859,43.96098562628337,3.847738573897897
143,143,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,169514.743895,104.30572546799999,119.15395128,43.96098562628337,84.15164752723186
144,144,sex_female,Urbanity_Rural,Size_5,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,152025.29820999998,97.08843512440001,105.260339836,43.96098562628337,32.980768259007256
