,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
44,95.0489017849,124311.619802,92.59575783540001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,44.0,101.0,1,24.455929414857692
45,112.711439181,202364.077237,136.417636794,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,45.0,1.0,1,61.051223046086506
46,124.39680411200001,220136.480856,164.61087628200002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,46.0,1.0,1,59.10034206448908
47,98.5241291552,147923.192301,112.575632775,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,47.0,101.0,1,4.532305865146887
48,120.02456797100001,197596.984105,145.963972799,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,48.0,1.0,1,100.34634291804836
49,109.49480376700001,318175.785561,228.73275129200002,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,age_76_85,Education_College,Size_5,sex_female,Urbanity_Urban,49.0,1.0,1,7.157249566060215
52,99.5350482133,141203.260752,102.39299081,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,52.0,101.0,1,1.7293177744945893
53,120.793790144,211886.356854,158.719631999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,53.0,1.0,1,100.03716766860079
54,125.88414902,226041.199814,169.725466965,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,54.0,1.0,1,31.457026488664376
55,137.988922389,269343.002464,189.41718045099998,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,55.0,1.0,1,27.398059614524477
57,93.09638619809999,124083.872294,82.7736928563,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Rural,57.0,1.0,1,30.40116373241509
58,106.130331516,150745.94698,111.541763876,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,58.0,1.0,1,119.190891332565
59,100.782803524,132004.486694,98.62924914879999,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,59.0,101.0,1,10.736844737534419
60,131.532201609,262257.48180500005,193.425197935,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,60.0,1.0,1,29.981957009970962
61,107.151464369,168196.063429,121.700752631,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,61.0,1.0,1,97.8271515727004
62,90.7352981822,118765.37413599998,77.93566412060001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Rural,62.0,1.0,1,113.98037311665331
65,136.137770967,259375.709966,185.99665398599998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,65.0,1.0,1,88.08499664162048
66,118.168585706,217039.580817,161.104989652,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,66.0,1.0,1,32.457026488664376
67,109.075659195,180014.20975,130.01614683399998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,67.0,1.0,1,41.879597467558774
68,120.629366082,221955.868061,169.68196458100002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,68.0,1.0,1,44.0896135634592
69,100.64890690799999,156693.286892,106.5677047,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,69.0,1.0,1,99.19132100825192
70,78.0052813353,88744.70991389998,57.0694032245,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,70.0,101.0,1,11.02994157457239
72,115.82902196100001,216762.470644,162.055425827,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,72.0,1.0,1,52.654038398012105
73,121.847531841,221323.180536,164.03790073,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_8,sex_male,Urbanity_Urban,73.0,1.0,1,39.83368249137203
74,104.554999536,153951.395787,115.84240982,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,74.0,101.0,1,4.561720583976232
75,129.105084568,267215.62872800004,191.179808515,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,75.0,1.0,1,36.53332994657076
76,77.84587943449999,195979.481239,146.109659726,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,76.0,1.0,1,46.38129077390417
78,132.19708456799998,276837.013439,201.38616130000003,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,78.0,1.0,1,5.359316796955635
79,123.695256816,191709.102474,139.687507718,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,79.0,1.0,1,3.768257690943324
80,98.9071022366,161080.043836,111.46392602799999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,80.0,1.0,1,67.60750666297494
81,137.867582182,267102.645497,192.83697674799998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,81.0,1.0,1,36.53332994657076
82,110.140910729,202251.87546,134.598240539,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,82.0,1.0,1,61.051223046086506
83,126.85839838700001,271275.638798,194.588772519,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,83.0,1.0,1,35.33538624152481
84,141.638946359,276889.656082,197.33940831700002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,84.0,1.0,1,26.55632870630333
85,116.771878571,203748.193225,151.875064274,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,85.0,1.0,1,4.7359308324712375
86,62.8815103406,144268.910973,107.441852487,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,86.0,101.0,1,6.011000411759678
87,124.37832303200001,234650.003781,174.64243403,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,87.0,1.0,1,14.113544118889994
88,114.601465347,231913.99235900003,172.16292558900003,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,88.0,1.0,1,11.91560041384409
89,90.50461385,132926.78616800002,90.3414267159,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Rural,89.0,1.0,1,32.25469327198841
90,100.409072,152410.968069,113.391797465,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,90.0,1.0,1,136.18995953686678
91,124.401660397,212253.231357,155.390811486,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,91.0,1.0,1,98.03716766860079
92,98.8132491595,162667.41169500002,112.018485564,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,age_36_45,Education_High_School,Size_8,sex_male,Urbanity_Rural,92.0,1.0,1,58.60480651254797
93,135.291616748,281509.764474,205.910446047,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,93.0,1.0,1,18.388731515784976
94,121.28644293,237174.636148,168.897792294,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,94.0,1.0,1,135.8436920158787
95,134.93355141799998,271398.404644,195.58818417900002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,95.0,1.0,1,23.702799166730017
96,117.44847858799999,242054.558647,172.58862192200004,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,96.0,1.0,1,6.945946928371675
97,99.85037888139999,152112.057589,111.690196929,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,97.0,101.0,1,2.561720583976232
98,108.465404888,178942.666358,125.544542257,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,age_46_55,Education_High_School,Size_8,sex_female,Urbanity_Rural,98.0,1.0,1,36.20985089815432
100,112.91407217,205626.70823,151.55523397299999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_7,sex_male,Urbanity_Urban,100.0,1.0,1,63.29472007544183
101,92.8624191708,118436.065994,90.6311833696,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,101.0,101.0,1,29.56716095925924
102,80.8817807936,86447.1855254,55.6389936077,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,102.0,101.0,1,21.412139049462866
103,118.461610383,220010.270343,149.791694949,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Rural,103.0,1.0,1,45.26393389659974
105,84.8245150037,112186.549569,76.19003122069999,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,105.0,101.0,1,5.000562363758194
108,132.647258494,248792.996731,184.67375512799998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,108.0,1.0,1,66.50473617134226
109,113.34515110299999,207138.586414,143.551311948,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Rural,109.0,1.0,1,46.46187760164568
110,83.3041246917,103391.756862,69.05356008220001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Rural,110.0,101.0,1,2.4885154997520615
111,88.8077054827,239065.306165,175.363224116,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,111.0,1.0,1,27.394294960456914
112,74.7254991836,184054.421514,133.98259443,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,112.0,1.0,1,48.57923447895011
113,121.419694272,212544.652064,159.444466325,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,113.0,1.0,1,32.56825803306598
114,117.504436474,187262.806399,140.521625801,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,114.0,1.0,1,54.89032596858864
115,110.342801399,208679.23045,156.103969375,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,115.0,1.0,1,3.5379871274252914
118,115.520254524,187036.352181,134.313660641,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,118.0,1.0,1,10.903528022989596
119,111.424501145,186996.918697,139.650883927,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,119.0,1.0,1,143.59791933781315
120,98.74201426319999,137991.903223,102.664358906,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,120.0,101.0,1,7.519103810745925
121,141.046489831,283136.813345,205.891282243,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,121.0,1.0,1,49.148171037508774
122,124.705631446,248121.302442,181.158958563,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,122.0,1.0,1,112.64668010653106
123,140.755217376,262833.174786,185.91720885,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,123.0,1.0,1,44.89981107607772
124,107.628484088,162167.073748,120.936760799,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,124.0,1.0,1,96.8271515727004
125,100.15136608899999,173426.22951,117.35266462700001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,125.0,1.0,1,35.46470936788885
126,103.020298501,139485.313855,104.832983502,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,126.0,101.0,1,5.594047442448321
127,125.21755988,224360.656,168.260586924,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,127.0,1.0,1,26.175285696191462
128,105.10143922,187857.430459,141.683655473,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,128.0,1.0,1,124.71008267791296
129,130.450705596,255030.619303,185.040751272,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,129.0,1.0,1,11.947649982598865
130,136.360065039,269169.651383,194.692418008,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,130.0,1.0,1,4.370898657882811
131,79.8648218574,85978.90371679999,54.5473113204,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,131.0,101.0,1,16.673257150397063
132,145.349370863,307524.536291,218.53489730400003,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,132.0,1.0,1,36.55349694006017
133,130.00223478700002,249494.761671,181.834973995,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,133.0,1.0,1,44.41895580639611
134,140.838360033,302471.12545700005,212.48228652900002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,134.0,1.0,1,35.55349694006017
135,104.486713761,169180.330572,128.193281356,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,135.0,101.0,1,8.726486008251428
137,93.2624970577,128171.361127,94.48770411139999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,137.0,101.0,1,11.070058774626602
138,130.080021485,239369.468041,180.12877907799995,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,138.0,1.0,1,6.945946928371675
139,81.10149790930001,105593.915683,69.4649150459,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_76_85,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,139.0,101.0,1,18.6455643325679
140,115.09286194200001,186567.756089,142.172850779,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_19_25,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,140.0,1.0,1,71.52850096233773
145,78.3507422527,185797.869917,140.645601979,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,145.0,101.0,1,5.268354950752492
146,142.0244183,261626.380177,191.08848115900003,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,146.0,1.0,1,49.563855669343155
147,131.92634457100002,245042.445362,180.433168538,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,147.0,1.0,1,91.39417189106798
150,118.327942632,196841.396708,142.555103091,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,150.0,1.0,1,11.903528022989596
151,105.68259749399999,288460.176217,205.778912245,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,age_26_35,Education_College,Size_7,sex_male,Urbanity_Urban,151.0,1.0,1,54.3413667361205
152,127.707726728,246226.062049,182.172350534,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,152.0,1.0,1,5.945946928371675
153,128.814380769,245369.219545,176.043456323,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,153.0,1.0,1,111.64668010653106
154,112.27234646,191559.010798,129.809403006,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,154.0,1.0,1,28.297112177370487
156,125.091199139,224286.678136,167.338433911,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,156.0,1.0,1,31.457026488664376
157,115.237188034,188180.895208,141.019119037,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,157.0,1.0,1,29.049066687718028
158,137.894781362,257055.263866,184.529694138,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,158.0,1.0,1,28.98195710292574
159,132.897811183,242112.589044,173.302025227,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,159.0,1.0,1,95.56209828286215
160,87.8656508362,105748.519666,69.0991724699,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,160.0,1.0,1,118.1783168216992
162,129.602455348,227453.802852,155.393189409,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,162.0,1.0,1,43.36499775015957
163,83.6079888621,101281.415026,65.8083256291,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,163.0,101.0,1,3.686459204798007
164,87.1154841909,116368.019867,77.4374635378,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,164.0,101.0,1,8.880639347902537
165,102.933140597,164216.150749,123.814784873,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,165.0,101.0,1,7.923497917599114
166,126.559564043,256113.11075,174.68537704599999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,166.0,1.0,1,37.70765027971128
167,99.9254249842,146447.620597,100.92328999899999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Rural,167.0,1.0,1,11.859737657594767
