index,w_dutyp,w_sex,w_ban,w_connectio,e_sqm,e_hhsize,e_edu,w_age,Water,Electricity,w,wf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
10,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,61.327680172119024,hhsize_4,edu_master,age_45a49,286.73276401530137,3030.5789905294077,403.4970187777844,0.0,546.35238673637,552.8927335746529,558.6388226681512,564.7840580804891,571.0782833353898,577.3596978764579,583.4881700406995,590.344215433406,612.2313688273721,632.9741996434403,651.9038964337054,669.4756763982612,686.0114362786152,702.5463470954334,696.1393905417809,703.2815268988224,708.6446813384749,712.6580205966318,715.459339820511,716.4215140193384,716.354716249497
11,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,104.05821391473252,hhsize_5,edu_primary,age_35a39,293.30084949004373,2923.1028530729213,403.4970187777844,463.7334592611554,268.62881208668057,271.2726727554163,274.87513192242943,277.7053092340489,280.8846490672318,284.03791277552347,286.9028120136425,290.1109693490064,251.91862466771343,213.44059498348471,175.79588456809375,135.25210690870608,93.26542420993098,50.6085235624895,97.68330884387278,77.5777180062996,60.22582807112356,44.91719981656112,30.85049687388024,19.243418295066572,10.076736893866073
12,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,122.18757129796192,hhsize_5,edu_master,age_30a34,294.90466641912195,2773.515605068225,403.4970187777844,0.0,63.63448807877808,64.41388958358564,64.9481381941281,66.111526140995,66.82364605205697,66.98321868766952,68.8131961378188,69.2848695537202,33.819415412224465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,91.77613493220905,hhsize_3,edu_master,age_35a39,298.0000057656989,2719.0077504817473,403.4970187777844,0.0,303.4916174913766,306.46402641464823,310.46739729369216,313.8066034562306,317.3025267538887,320.8751920697255,324.17397687730926,327.63123178074335,335.7256747616381,344.15845084350894,351.18789953197904,357.15838570350707,362.0546040833047,366.7163712940528,385.91005441262587,388.95180689216545,392.1582396579252,395.4592215428359,397.92048008684606,400.4092821811216,403.1136663554714
14,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,97.48636620179235,hhsize_4,edu_master,age_50a54,286.3772925631104,3104.060868426146,403.4970187777844,0.0,5.107973607291241,5.159177287324358,5.129647752860265,5.073150080092551,5.2534130227245885,4.805611325500468,4.726500102311581,5.018150772337108,15.276134340137085,21.863267039188266,24.067835086594837,24.30672099584104,21.990639602966255,18.345533616758416,138.88832021112583,140.24405013370426,140.3438323942419,139.67130667204418,137.52037451195406,133.93648337744895,129.67436881301495
15,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Outra,51.78684191270439,hhsize_5,edu_primary,age_50a54,186.57880188540142,2873.8882628932383,403.4970187777844,867.4082174548103,670.9680365488653,678.5413904503467,686.1932228882823,693.1894741128009,701.1623813622454,708.4690544198714,715.9017882686137,724.3872376018339,675.0599662899763,622.8710280259423,570.0311907668004,515.1850614897946,458.65807065701324,402.2462493376139,379.73372912656885,358.86551809756617,340.2896079153306,323.6006536469839,308.4179945759329,295.36140684785863,283.87473852901354
16,dutyp_Apartamento,sex_Mulheres,ban_4,connectio_Outra,127.55002264006524,hhsize_4,edu_primary,age_30a34,340.43424641289096,2917.7003197595927,403.4970187777844,2253.7113501466674,998.8543499261416,1010.4173898305795,1021.4945706883833,1032.8696904142162,1044.445568218173,1055.5252921170284,1067.7858866911504,1079.4839577249281,1118.558789522976,1157.4892507030136,1197.5425494301521,1235.0348507083381,1270.3690237864464,1303.144358509543,1124.554423690459,1155.442635176445,1183.7297803238507,1209.8857981459191,1234.746506597539,1259.6954334689829,1280.84072101364
17,dutyp_Casa,sex_Mulheres,ban_no,connectio_Poço,70.02119235280597,hhsize_2,edu_master,age_45a49,-29.155758205244897,2537.6253000056963,403.4970187777844,0.0,705.6623851948524,714.0210426495346,721.6759351966655,729.3687035959415,737.5027523930962,745.8558714040265,753.6027268407653,762.4304150378774,759.0203857517855,757.7002634258681,758.8508229085933,759.9362239932132,760.5518839660286,761.5660699865474,789.7728966015976,807.592683603741,825.9567463896698,845.0033487190738,865.4998844473838,886.4846599105191,908.2881888192835
18,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,149.04132872911626,hhsize_4,edu_master,age_40a44,289.98739412478415,3114.781347990121,403.4970187777844,0.0,357.448846109043,361.23913072240555,365.40811112275304,369.2393063166641,372.91221204868225,377.6979795123225,381.86379971664786,385.41478625892756,406.6253303432059,426.39923341277523,443.0807988666328,459.0500699911051,473.8958825442278,487.21031758857674,509.3442953407612,516.152584628328,520.9183839356014,525.1735002532209,527.4603871862397,528.3513162301892,527.9905073418331
19,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,82.07788649110499,hhsize_4,edu_master,age_25a29,288.331174494441,2854.344600240355,403.4970187777844,0.0,454.07710168710105,458.7670238065815,463.2513014249442,468.3682638394632,473.73314726095407,478.8598711719487,484.61916390784666,490.37825577079514,520.7199368516816,548.0909377592678,574.1544496752682,600.2577683609857,624.6499130929647,648.4620078483523,628.7129737480151,642.233765273424,652.3604020591358,662.4294225712625,670.8475601827595,678.4756228274525,684.6002650452309
20,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,148.11268565344568,hhsize_5,edu_master,age_70a74,297.62117361590214,2961.3492450898634,403.4970187777844,0.0,50.38046859654412,50.619549911374456,52.7663442740076,52.32941045872996,52.55157504106784,53.510607311131714,52.875660374545504,54.5399119327676,28.364670438838843,2.733952644850819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.321834058429214,19.224413669109776
21,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,137.74956491486176,hhsize_5,edu_master,age_50a54,293.59862294896783,2912.7062682123383,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,92.14169177103331,hhsize_1,edu_primary,age_35a39,363.7250269926346,2483.4871659440187,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,97.05307098790972,hhsize_5,edu_master,age_60a64,323.9266043808155,3184.0915503385468,403.4970187777844,0.0,195.09766705047178,197.44400170260553,199.47595313653153,201.90954215849138,203.9180185907444,206.59292630196583,208.53043526166738,210.85189426095826,193.27096427320276,174.92530850384642,153.1295235062598,130.3461178199011,104.93772590352638,78.14379618324878,128.0226166882887,115.17495116343532,103.97684774990388,93.25990376169864,83.40903070250558,73.6614015810475,65.32739449507358
24,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,47.4347000659819,hhsize_1,edu_master,age_40a44,287.199483080672,2127.69475727276,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,dutyp_Casa,sex_Mulheres,ban_1,connectio_Poço,160.05618576926452,hhsize_4,edu_master,age_55a59,205.747485971249,3306.6874421888037,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.32139203741913,60.477082213582385,65.7449124195962,70.3302011375491,73.42922811880074,75.61813359376112,77.03166613950098
26,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,114.26293313772881,hhsize_3,edu_master,age_75a79,306.01176333675295,2364.40611485233,403.4970187777844,0.0,508.8670144774671,515.0890746145185,520.6611702012739,525.9134288579712,532.3909651194145,537.5447649723403,543.9263102559892,550.9247885118501,571.4947436443744,595.5193838563916,624.1233735012493,652.7619243978354,683.6555737515696,715.6619469386028,731.8529475143607,760.7393455851801,791.485199868978,821.5625983035634,854.4654293212182,888.7305809116649,923.9488096017603
27,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,112.15854123040073,hhsize_5,edu_master,age_55a59,294.8480669155975,3205.805130205768,403.4970187777844,0.0,11.46618307830274,11.160680032055486,11.425994698190545,11.701759528125072,12.038334204851196,11.919432097315147,11.835881499479472,11.744960281141106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,111.3889181651596,hhsize_4,edu_master,age_35a39,289.9449279966923,2928.626724731333,403.4970187777844,0.0,238.80232603269621,241.1089542242868,244.3353023401885,246.92541117690635,249.70965198063234,252.52164750583972,255.06560137844795,257.74648203433617,275.6020656470846,292.28023898300444,306.1269558981252,317.57589149413167,326.54996889793586,333.6334364705899,369.72742823956196,374.52351945685035,378.3566485186243,381.33688226190924,382.4216405205701,382.6566569341877,382.2125081394864
29,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,69.95539259312113,hhsize_2,edu_master,age_45a49,302.68669936964216,2386.564024733385,403.4970187777844,0.0,718.0629770918719,726.3559672082225,734.115823996592,742.2230354880139,750.42278025373,758.8068403910365,766.8109760900753,775.6961653527037,799.2692841232928,823.4721003345637,847.6245317035861,873.0103233790843,899.2833247736825,928.0913856804266,896.0241445599106,914.3745065742784,932.6461859245314,951.3886192807155,970.6303921491343,989.7612104943008,1009.6470534545429
30,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,130.50879150425786,hhsize_2,edu_master,age_55a59,290.31674648004014,2525.0440723022252,403.4970187777844,0.0,250.6954777292667,252.9393031307171,255.9087638282198,258.88021137323625,261.90821572486175,264.69436662548446,267.2496879171958,270.02031796564324,288.3029542333532,304.8830024875854,319.5829827443503,333.05276602328036,346.71710846000974,360.8954326256329,448.8891938519426,466.59873708539556,484.01838814255245,502.4930175827517,520.979097203168,540.0335052979723,559.9578365694633
31,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,66.71067529666355,hhsize_4,edu_primary,age_35a39,294.62643981397326,2682.9799998056224,403.4970187777844,693.4185127125444,381.62672586285413,385.55527405388506,390.3682155185023,394.4314217476027,398.9210521123452,403.3858915787642,407.57743239524973,412.14641863608637,430.20716571364176,447.73853682008155,466.45050177995176,483.24659840025777,498.4298716345477,512.9421348736779,506.05778768658206,516.7845333407332,527.3925184168944,537.463311884993,546.273702983341,555.1048175898266,564.1413261314381
32,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,46.74482206899985,hhsize_4,edu_primary,age_30a34,370.7311895621669,2491.696236544029,403.4970187777844,1068.2783156899786,430.278767399732,435.0016024947768,439.6126464609248,444.94234083574065,449.84161768886713,454.0184843408358,460.176122112078,465.23888512747334,495.58794818274566,525.5033281127475,555.3869746297885,583.3141614014445,611.4974513939738,635.7194883340062,647.4445577272886,666.7377003901545,685.204581365552,700.8171962544665,716.216938877859,730.0141639339868,743.0336390582995
33,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,139.89600574506431,hhsize_4,edu_primary,age_35a39,289.3513306948488,3564.159079115475,403.4970187777844,438.6431119322546,306.8351192298189,310.01494662147235,313.9306548236625,317.3085258852148,320.8519307774999,324.4448481249446,327.82669177051025,331.32040854836356,344.5938587819349,356.6275122603453,365.7454708690823,371.9293969455451,375.2809057233383,375.6433667914103,390.75126226438033,386.6773316502628,380.9826766225063,373.5971414679787,363.47893294843306,351.5333974153226,337.93742572077633
34,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,89.59378143183608,hhsize_4,edu_master,age_35a39,298.5763058918181,3040.380175580713,403.4970187777844,0.0,203.43001048093012,205.34205306260884,208.18242051460578,210.373186646518,212.7735393797377,215.0858904373141,217.2883323573809,219.57631744166764,233.59557323413907,246.65775674673083,257.1040289340643,264.75837257756336,269.97372644759173,273.27290789684747,330.2480719222604,332.9670457620317,334.741717284943,335.66255052387817,334.71143307744836,332.8928676789093,330.43552511346087
35,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,80.94345951337097,hhsize_3,edu_primary,age_60a64,297.71222993814234,2988.7135255125872,403.4970187777844,264.4161647766065,286.88889523410955,290.2923684221567,293.2190433471601,296.7434753397964,299.8436575342827,303.37695660360254,306.5526192369278,309.9964995138191,318.15227122088595,326.26003379721027,331.2692419665008,336.8079802353063,340.40917111742715,342.9341703620315,383.6047183028701,381.589948104842,379.1078774735137,375.7072350157405,370.2874523803408,362.5740257326311,354.77438338591503
36,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,98.92116207961249,hhsize_4,edu_master,age_60a64,293.35217379606536,2921.7740784372904,403.4970187777844,0.0,71.77219579374578,72.737543380258,73.27410393028,74.34606959865499,75.04934477534063,76.0149635578023,76.6738432635632,77.58926697924485,96.59437319114456,114.25577175890133,127.7676623528132,140.5888168928427,150.2661808204582,157.81003676329414,265.4442551778757,272.45182948546153,278.50493358532594,283.5421949151748,286.3084329762845,286.8082292878209,287.3081080946853
37,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,89.59751227913941,hhsize_5,edu_primary,age_50a54,326.33262598418963,2990.6187555995393,403.4970187777844,0.0,177.47608033939187,179.50885868728594,181.50735748541064,183.2449527574723,185.3784509745096,187.13920717388115,188.92117671172335,191.43541512482167,161.90150087762387,130.06623151496083,98.87150513678674,65.47272309358716,30.68839073489796,0.0,46.79933531710481,32.74351663445762,20.853988906160755,10.0202278114724,1.4331308118209725,0.0,0.0
38,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,135.440540708902,hhsize_5,edu_master,age_55a59,70.07152393219357,3497.907069242196,403.4970187777844,0.0,129.29890295106833,130.38438977473808,132.0224850170385,133.45183042094473,135.19558595771127,136.56636181277452,137.75580441804277,139.08250002400177,92.1086886513768,45.47787563090657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,98.52701140952318,hhsize_1,edu_master,age_25a29,292.92294248454937,2428.679814111325,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,83.88999981641864,hhsize_2,edu_master,age_20a24,292.60287306946543,2381.0998312247,403.4970187777844,1166.962614906688,935.3947172548326,947.9445111510054,956.654619997389,967.00909032655,978.52337612477,988.8515276842215,1001.0987269718165,1011.5996298832296,1032.6856274529418,1050.899938877443,1073.975432885067,1093.6603883079556,1115.1874132409794,1138.7431150839082,1100.9554003361145,1115.7102450993355,1132.8843458225267,1148.7301095722632,1164.8890139533703,1182.047606660531,1196.9548833507436
41,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,107.8829792036292,hhsize_3,edu_primary,age_45a49,294.46189359663487,2689.4291220255927,403.4970187777844,800.2072331470523,703.1969431399303,711.496331814572,719.0080406158098,726.8301529388592,734.9332707808907,743.164555383028,750.971006313726,759.8847141963478,776.6787207255401,794.1571531472521,815.1886975560532,837.0341098808512,859.7059814832982,884.4109390969136,812.241382392375,826.5062926882771,840.8796249451945,855.1912614428778,869.8541475416757,884.3419902252939,899.4837626959885
42,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,62.465807785814036,hhsize_2,edu_master,age_45a49,186.97300619698024,2322.883331980095,403.4970187777844,0.0,516.2037523453148,522.387824901634,527.869357101899,533.6111691611382,539.5361409982646,545.4940557604616,551.1772671602771,557.773213550067,557.7770715484611,556.5275566104871,554.2998245992793,550.1436722797756,544.4051110841668,538.246199525722,623.1502247731484,637.9804736242128,652.8732232783091,668.3173305921691,684.5238980100671,700.8362002486786,718.1243085520284
43,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,101.53075806500144,hhsize_4,edu_master,age_60a64,291.66168709407424,2866.2435067719216,403.4970187777844,0.0,69.25079852013313,70.18909093545713,70.69681657987825,71.74109949277143,72.41530267709959,73.352692831708,73.9803354290938,74.86646310898078,93.88992863072052,111.56632554542941,125.09736434231888,137.93640423162583,147.6209785593007,155.14662663330594,263.22033030415577,270.25338016647373,276.3300321655762,281.39154553100354,284.1789870617451,284.6970166833117,285.2134872636069
44,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,126.69098568746892,hhsize_1,edu_master,age_45a49,283.7677088333333,2513.217679119552,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,67.0547776588619,hhsize_7,edu_primary,age_60a64,309.0832596518153,4021.573838081323,403.4970187777844,3221.7932901639097,1356.8529250184074,1372.1763356566155,1387.288784050831,1402.6713012902321,1417.9434819154085,1434.0595645387484,1449.5346766298305,1465.5300619607065,1399.7258436194386,1332.663008063141,1262.7945215354673,1193.6456780905241,1124.1370417708931,1056.0461914532514,914.151769531738,839.3967255616147,767.5987875269519,697.6196203281824,629.9660226340475,563.8797327985761,500.41146624530063
46,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,141.42931689268224,hhsize_6,edu_master,age_55a59,309.389456694438,3749.6536753975397,403.4970187777844,0.0,133.07643475539626,134.2258566591663,135.8397198452744,137.43858706081437,139.16137405326867,140.5775938904447,141.84291184346083,143.21391435839283,128.6257726153946,110.9593867766017,91.44810575506428,69.57671978694032,46.651270138181026,22.967626959584678,67.13113006547746,53.99485379502976,41.2538164466295,29.121413559681805,18.084321027612706,8.093436279916597,0.0
47,dutyp_Casa,sex_Homens,ban_2,connectio_Outra,139.61230485090186,hhsize_1,edu_master,age_35a39,203.90775304795446,2509.039788981442,403.4970187777844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,80.88418719178182,hhsize_3,edu_primary,age_45a49,316.9924223745294,3199.707755762742,403.4970187777844,715.0479340964304,867.2057871223598,877.4336765194815,886.8008931956944,896.5485332999416,906.3734369802938,916.6777673032935,926.4071886829907,937.059366492372,964.6212073162823,992.763134468769,1021.561788693505,1050.4672707266138,1079.5246171482718,1109.400187968699,961.7922829347074,969.7740757541818,976.1414939379133,980.1985638025117,983.8386664419974,985.4133397437602,985.0296786280594
49,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,88.05756308682864,hhsize_5,edu_master,age_55a59,311.93072407634037,3242.8535162156304,403.4970187777844,0.0,176.75493543952544,178.33785652617152,180.51522653315016,182.59475961284465,184.75174750467914,186.7548035527464,188.4931982121616,190.36188626699982,166.46471238789948,139.90333602134916,110.597909127322,76.784893100226,41.839441432346774,5.693434846266477,80.76214841053284,65.23192140101365,50.341700317904085,36.17920615232097,23.48929100593229,12.003057530972642,1.0630694439451196
50,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,58.962585087326566,hhsize_4,edu_master,age_40a44,298.4905140465036,2519.633060378213,403.4970187777844,0.0,392.1320813263505,396.22568216305996,400.8517532395979,404.9169431097887,409.09757899046065,414.2026009820532,418.77793231497816,422.95626466411755,445.15226290378854,466.83606585947314,489.7471598824531,512.5676044681076,535.5000015684114,559.1457519872055,580.9941646009363,600.5738646793278,619.6280776482158,639.3256757921777,658.5451140851605,678.1933599170346,698.4830025812711
51,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,128.99591489797533,hhsize_5,edu_master,age_45a49,283.31680852969237,3330.661945000269,403.4970187777844,0.0,404.0585509376255,408.9998582885422,413.20043452290224,417.7909971988746,422.43714666758325,427.07899918289866,431.51788819679683,436.6727162847623,402.52009333663955,367.42778800859384,330.2232909284988,290.6630051181049,250.11258615255815,209.26677724774237,261.9252987321026,238.531097118848,216.207977786885,195.12367786837666,175.29426454270995,156.03009699054445,137.9528878240335
52,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,88.9560995486027,hhsize_5,edu_master,age_50a54,310.07442489157324,3269.0261078071,403.4970187777844,0.0,22.008805860038095,22.26897071464597,22.554831246221216,22.669535971687267,22.97582955078566,22.838567723899438,22.913029059201264,23.410358976804197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,82.03039037731162,hhsize_6,edu_primary,age_25a29,284.9438079871112,3604.6780376819397,403.4970187777844,1816.372912881946,480.67615696569067,485.75767194112706,490.47524520627013,495.9315397162169,501.639856734007,506.93930472377633,513.1644884150311,519.2169029989857,497.1932626986542,472.1198208651427,446.0168595418348,420.63945889341056,393.92952341691125,367.14601782315555,329.3777498684326,304.4257512095183,278.13763521590806,253.383095803243,228.40487201057897,204.07616880407565,179.39477304118293
54,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,114.78430458501494,hhsize_4,edu_master,age_55a59,297.6123423867099,3136.606428749384,403.4970187777844,0.0,85.84180621138998,86.40656464717325,87.44067393476946,88.52542842330777,89.72697430457514,90.4872471267587,91.25185393906916,92.07301044260446,108.61975334369933,121.69902832323538,131.12420062322226,136.7313331332197,140.63882543281085,142.59351565583427,255.05238496332123,261.4844219810164,265.9315098121643,269.61109194602744,271.5990552632403,272.4352338772839,272.36180322934905
55,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,107.39663072891236,hhsize_4,edu_master,age_45a49,295.07808136750566,2978.958133834907,403.4970187777844,0.0,501.8404672746429,507.90319100413893,513.1402381443041,518.7967712807817,524.5777691302575,530.3608447449508,535.9378672566667,542.276730053094,564.4879926743275,585.4955993832046,604.7633322599635,622.6508543069764,639.3139042229236,655.5273793024606,656.8789511392617,664.4708245735817,670.2496858934528,674.6911626235561,677.8668009372705,679.150860003706,679.3769679534131
56,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,165.1455678762151,hhsize_3,edu_primary,age_35a39,297.37154175548716,3416.280121472183,403.4970187777844,761.8320626499993,328.17831576813836,331.55881034766486,335.7558318244515,339.4068976784949,343.1621997465922,347.03050009697023,350.63016820209873,354.396622309987,358.2245523007128,362.270649595787,364.9005224636308,365.9134715060051,365.31107740531587,362.93882119048186,368.7017305450947,363.31141907679313,357.39488673424927,350.74702372108305,342.36983067730495,332.9915351129049,322.82933052864155
