,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
52.0,0.0,3600.0,0.0,0.0,52.0,11.0,1.0,1.851438582471859
53.0,0.0,3600.0,0.0,0.0,53.0,11.0,1.0,5.851438582471859
54.0,0.0,3600.0,0.0,0.0,54.0,11.0,1.0,3.851438582471859
55.0,0.0,3600.0,0.0,0.0,55.0,11.0,1.0,0.8514385824718591
56.0,0.0,3600.0,0.0,0.0,56.0,11.0,1.0,2.851438582471859
57.0,0.0,3600.0,0.0,0.0,57.0,11.0,1.0,1.851438582471859
58.0,0.0,3600.0,0.0,0.0,58.0,11.0,1.0,6.851438582471859
59.0,0.0,3600.0,0.0,0.0,59.0,11.0,1.0,2.851438582471859
63.0,75143.45566500098,105.0,185129.01332144573,50378.054434393016,63.0,1.0,1.0,13.60506811949371
64.0,35424.77195635761,36.0,122937.34147707654,23749.654233356712,64.0,1.0,1.0,13.698916599623756
65.0,46964.659790625614,525.0,200226.2050626968,94458.85206448693,65.0,1.0,1.0,11.033816501310827
66.0,15654.886596875205,525.0,0.0,94458.85206448693,66.0,1.0,1.0,14.033816501310827
75.0,0.0,3600.0,0.0,0.0,75.0,11.0,1.0,2.851438582471859
76.0,0.0,3600.0,0.0,0.0,76.0,11.0,1.0,5.851438582471859
77.0,0.0,525.0,200226.2050626968,0.0,77.0,1.0,1.0,14.033816501310827
78.0,0.0,525.0,200226.2050626968,45555.72699022581,78.0,1.0,1.0,14.033816501310827
79.0,0.0,525.0,200226.2050626968,0.0,79.0,1.0,1.0,14.033816501310827
80.0,0.0,3600.0,0.0,0.0,80.0,11.0,1.0,0.8514385824718591
81.0,0.0,3600.0,0.0,0.0,81.0,11.0,1.0,2.851438582471859
82.0,0.0,39.0,89060.43376261383,23688.978034917418,82.0,1.0,1.0,14.694836230922448
83.0,32760.80171253608,39.0,267181.30128784146,49118.6030735332,83.0,1.0,1.0,13.694836230922448
87.0,63001.54175487709,525.0,0.0,0.0,87.0,1.0,1.0,13.033816501310827
88.0,63001.54175487709,525.0,0.0,0.0,88.0,1.0,1.0,13.033816501310827
89.0,63001.54175487709,525.0,0.0,0.0,89.0,1.0,1.0,13.033816501310827
107.0,0.0,3600.0,0.0,0.0,107.0,11.0,1.0,2.851438582471859
114.0,0.0,3600.0,0.0,0.0,114.0,11.0,1.0,1.851438582471859
120.0,0.0,3600.0,0.0,0.0,120.0,11.0,1.0,4.851438582471859
121.0,0.0,3600.0,0.0,0.0,121.0,11.0,1.0,3.851438582471859
126.0,0.0,525.0,0.0,225324.73640897265,126.0,1.0,1.0,13.033816501310827
127.0,0.0,525.0,0.0,15185.242330075269,127.0,1.0,1.0,12.033816501310827
128.0,0.0,525.0,467194.4784796257,31486.28402149564,128.0,1.0,1.0,13.033816501310827
129.0,0.0,525.0,467194.4784796257,225324.73640897265,129.0,1.0,1.0,11.033816501310827
130.0,15654.886596875205,525.0,0.0,225324.73640897265,130.0,1.0,1.0,12.033816501310827
131.0,15654.886596875205,525.0,0.0,225324.73640897265,131.0,1.0,1.0,11.033816501310827
132.0,15654.886596875205,525.0,0.0,27765.874332035743,132.0,1.0,1.0,12.033816501310827
133.0,0.0,525.0,200226.2050626968,0.0,133.0,1.0,1.0,13.033816501310827
134.0,0.0,525.0,200226.2050626968,15185.242330075269,134.0,1.0,1.0,13.033816501310827
135.0,0.0,525.0,66742.06835423224,15185.242330075269,135.0,1.0,1.0,13.033816501310827
136.0,0.0,525.0,66742.06835423224,15185.242330075269,136.0,1.0,1.0,12.033816501310827
142.0,0.0,3600.0,0.0,0.0,142.0,11.0,1.0,5.851438582471859
143.0,0.0,3600.0,0.0,0.0,143.0,11.0,1.0,2.851438582471859
144.0,0.0,525.0,0.0,0.0,144.0,1.0,1.0,11.033816501310827
147.0,0.0,3600.0,0.0,0.0,147.0,11.0,1.0,4.851438582471859
148.0,0.0,3600.0,0.0,0.0,148.0,11.0,1.0,0.8514385824718591
149.0,0.0,3600.0,0.0,0.0,149.0,11.0,1.0,2.851438582471859
150.0,0.0,3600.0,0.0,0.0,150.0,11.0,1.0,1.851438582471859
152.0,0.0,3600.0,0.0,0.0,152.0,11.0,1.0,4.851438582471859
153.0,0.0,3600.0,0.0,0.0,153.0,11.0,1.0,2.851438582471859
154.0,0.0,3600.0,0.0,0.0,154.0,11.0,1.0,0.8514385824718591
155.0,0.0,3600.0,0.0,0.0,155.0,11.0,1.0,0.8514385824718591
156.0,0.0,3600.0,0.0,0.0,156.0,11.0,1.0,1.851438582471859
157.0,0.0,3600.0,0.0,0.0,157.0,11.0,1.0,1.851438582471859
158.0,0.0,3600.0,0.0,0.0,158.0,11.0,1.0,1.851438582471859
159.0,0.0,3600.0,0.0,0.0,159.0,11.0,1.0,0.8514385824718591
161.0,0.0,3600.0,0.0,0.0,161.0,11.0,1.0,2.851438582471859
162.0,0.0,3600.0,0.0,0.0,162.0,11.0,1.0,2.851438582471859
163.0,0.0,3600.0,0.0,0.0,163.0,11.0,1.0,4.851438582471859
164.0,0.0,3600.0,0.0,0.0,164.0,11.0,1.0,1.851438582471859
168.0,0.0,3600.0,0.0,0.0,168.0,11.0,1.0,4.851438582471859
169.0,0.0,3600.0,0.0,0.0,169.0,11.0,1.0,0.8514385824718591
170.0,15654.886596875205,525.0,200226.2050626968,0.0,170.0,1.0,1.0,14.033816501310827
171.0,15654.886596875205,525.0,200226.2050626968,0.0,171.0,1.0,1.0,12.033816501310827
185.0,0.0,3600.0,0.0,0.0,185.0,11.0,1.0,1.851438582471859
186.0,0.0,3600.0,0.0,0.0,186.0,11.0,1.0,1.851438582471859
188.0,0.0,3600.0,0.0,0.0,188.0,11.0,1.0,1.851438582471859
190.0,0.0,3600.0,0.0,0.0,190.0,11.0,1.0,3.851438582471859
195.0,0.0,3600.0,0.0,0.0,195.0,11.0,1.0,1.851438582471859
196.0,0.0,3600.0,0.0,0.0,196.0,11.0,1.0,1.851438582471859
197.0,0.0,3600.0,0.0,0.0,197.0,11.0,1.0,2.851438582471859
208.0,0.0,3600.0,0.0,0.0,208.0,11.0,1.0,2.851438582471859
209.0,0.0,3600.0,0.0,0.0,209.0,11.0,1.0,0.8514385824718591
210.0,0.0,3600.0,0.0,0.0,210.0,11.0,1.0,2.851438582471859
211.0,0.0,3600.0,0.0,0.0,211.0,11.0,1.0,0.8514385824718591
212.0,0.0,3600.0,0.0,0.0,212.0,11.0,1.0,2.851438582471859
213.0,0.0,3600.0,0.0,0.0,213.0,11.0,1.0,2.851438582471859
214.0,0.0,3600.0,0.0,0.0,214.0,11.0,1.0,2.851438582471859
216.0,0.0,3600.0,0.0,0.0,216.0,11.0,1.0,4.851438582471859
217.0,0.0,3600.0,0.0,0.0,217.0,11.0,1.0,1.851438582471859
218.0,0.0,3600.0,0.0,0.0,218.0,11.0,1.0,1.851438582471859
220.0,0.0,3600.0,0.0,0.0,220.0,11.0,1.0,3.851438582471859
221.0,0.0,3600.0,0.0,0.0,221.0,11.0,1.0,3.851438582471859
222.0,0.0,3600.0,0.0,0.0,222.0,11.0,1.0,2.851438582471859
223.0,0.0,3600.0,0.0,0.0,223.0,11.0,1.0,3.851438582471859
224.0,0.0,3600.0,0.0,0.0,224.0,11.0,1.0,1.851438582471859
225.0,0.0,3600.0,0.0,0.0,225.0,11.0,1.0,2.851438582471859
226.0,0.0,3600.0,0.0,0.0,226.0,11.0,1.0,3.851438582471859
227.0,0.0,3600.0,0.0,0.0,227.0,11.0,1.0,2.851438582471859
230.0,0.0,525.0,0.0,62972.56804299128,230.0,1.0,1.0,10.033816501310827
231.0,84002.05567316945,525.0,0.0,0.0,231.0,1.0,1.0,14.033816501310827
232.0,0.0,525.0,0.0,0.0,232.0,1.0,1.0,13.033816501310827
233.0,0.0,525.0,0.0,675974.2092269178,233.0,1.0,1.0,13.033816501310827
234.0,0.0,3600.0,0.0,0.0,234.0,11.0,1.0,2.851438582471859
235.0,0.0,3600.0,0.0,0.0,235.0,11.0,1.0,5.851438582471859
236.0,0.0,3600.0,0.0,0.0,236.0,11.0,1.0,2.851438582471859
237.0,0.0,3600.0,0.0,0.0,237.0,11.0,1.0,3.851438582471859
245.0,0.0,3600.0,0.0,0.0,245.0,11.0,1.0,2.851438582471859
246.0,0.0,39.0,89060.43376261383,0.0,246.0,1.0,1.0,13.694836230922448
247.0,0.0,525.0,200226.2050626968,0.0,247.0,1.0,1.0,11.033816501310827
248.0,15654.886596875205,525.0,200226.2050626968,0.0,248.0,1.0,1.0,10.033816501310827
249.0,46964.659790625614,525.0,200226.2050626968,0.0,249.0,1.0,1.0,12.033816501310827
257.0,0.0,3600.0,0.0,0.0,257.0,11.0,1.0,0.8514385824718591
258.0,0.0,3600.0,0.0,0.0,258.0,11.0,1.0,1.851438582471859
259.0,0.0,3600.0,0.0,0.0,259.0,11.0,1.0,0.8514385824718591
260.0,0.0,3600.0,0.0,0.0,260.0,11.0,1.0,1.851438582471859
261.0,0.0,3600.0,0.0,0.0,261.0,11.0,1.0,2.851438582471859
262.0,0.0,3600.0,0.0,0.0,262.0,11.0,1.0,2.851438582471859
266.0,0.0,3600.0,0.0,0.0,266.0,11.0,1.0,2.851438582471859
267.0,0.0,3600.0,0.0,0.0,267.0,11.0,1.0,4.851438582471859
268.0,0.0,3600.0,0.0,0.0,268.0,11.0,1.0,2.851438582471859
269.0,0.0,3600.0,0.0,0.0,269.0,11.0,1.0,2.851438582471859
270.0,0.0,3600.0,0.0,0.0,270.0,11.0,1.0,1.851438582471859
271.0,0.0,3600.0,0.0,0.0,271.0,11.0,1.0,1.851438582471859
272.0,0.0,3600.0,0.0,0.0,272.0,11.0,1.0,2.851438582471859
279.0,15654.886596875205,525.0,0.0,45555.72699022581,279.0,1.0,1.0,14.033816501310827
280.0,21000.513918292363,525.0,0.0,15185.242330075269,280.0,1.0,1.0,14.033816501310827
281.0,0.0,3600.0,0.0,0.0,281.0,11.0,1.0,2.851438582471859
282.0,21000.513918292363,525.0,0.0,15185.242330075269,282.0,1.0,1.0,12.033816501310827
285.0,0.0,525.0,200226.2050626968,225324.73640897265,285.0,1.0,1.0,14.033816501310827
287.0,0.0,39.0,89060.43376261383,0.0,287.0,1.0,1.0,13.694836230922448
288.0,0.0,525.0,200226.2050626968,0.0,288.0,1.0,1.0,14.033816501310827
289.0,0.0,525.0,200226.2050626968,0.0,289.0,1.0,1.0,14.033816501310827
290.0,0.0,36.0,0.0,0.0,290.0,1.0,1.0,13.698916599623756
293.0,0.0,39.0,0.0,49118.6030735332,293.0,1.0,1.0,14.694836230922448
294.0,0.0,39.0,0.0,23688.978034917418,294.0,1.0,1.0,12.694836230922448
295.0,10920.267237512027,39.0,0.0,49118.6030735332,295.0,1.0,1.0,12.694836230922448
296.0,0.0,39.0,0.0,23688.978034917418,296.0,1.0,1.0,14.694836230922448
297.0,0.0,105.0,0.0,1216753.576608452,297.0,1.0,1.0,13.60506811949371
298.0,0.0,525.0,200226.2050626968,65222.13590920054,298.0,1.0,1.0,12.033816501310827
299.0,0.0,3600.0,0.0,0.0,299.0,11.0,1.0,2.851438582471859
300.0,0.0,3600.0,0.0,0.0,300.0,11.0,1.0,1.851438582471859
301.0,0.0,3600.0,0.0,0.0,301.0,11.0,1.0,1.851438582471859
302.0,0.0,3600.0,0.0,0.0,302.0,11.0,1.0,1.851438582471859
303.0,0.0,525.0,200226.2050626968,0.0,303.0,1.0,1.0,11.033816501310827
304.0,0.0,525.0,200226.2050626968,675974.2092269178,304.0,1.0,1.0,14.033816501310827
305.0,0.0,525.0,0.0,94458.85206448693,305.0,1.0,1.0,12.033816501310827
306.0,0.0,3600.0,0.0,0.0,306.0,11.0,1.0,4.851438582471859
307.0,0.0,3600.0,0.0,0.0,307.0,11.0,1.0,1.851438582471859
308.0,0.0,3600.0,0.0,0.0,308.0,11.0,1.0,0.8514385824718591
309.0,0.0,3600.0,0.0,0.0,309.0,11.0,1.0,3.851438582471859
310.0,0.0,3600.0,0.0,0.0,310.0,11.0,1.0,1.851438582471859
315.0,0.0,3600.0,0.0,0.0,315.0,11.0,1.0,4.851438582471859
316.0,0.0,3600.0,0.0,0.0,316.0,11.0,1.0,0.8514385824718591
317.0,0.0,3600.0,0.0,0.0,317.0,11.0,1.0,0.8514385824718591
318.0,0.0,3600.0,0.0,0.0,318.0,11.0,1.0,2.851438582471859
320.0,0.0,3600.0,0.0,0.0,320.0,11.0,1.0,3.851438582471859
321.0,0.0,3600.0,0.0,0.0,321.0,11.0,1.0,1.851438582471859
322.0,0.0,3600.0,0.0,0.0,322.0,11.0,1.0,1.851438582471859
323.0,0.0,3600.0,0.0,0.0,323.0,11.0,1.0,3.851438582471859
324.0,0.0,3600.0,0.0,0.0,324.0,11.0,1.0,0.8514385824718591
332.0,0.0,3600.0,0.0,0.0,332.0,11.0,1.0,0.8514385824718591
333.0,0.0,3600.0,0.0,0.0,333.0,11.0,1.0,1.851438582471859
334.0,0.0,3600.0,0.0,0.0,334.0,11.0,1.0,1.851438582471859
335.0,0.0,3600.0,0.0,0.0,335.0,11.0,1.0,4.851438582471859
336.0,0.0,3600.0,0.0,0.0,336.0,11.0,1.0,0.8514385824718591
341.0,183846.88387335493,525.0,200226.2050626968,94458.85206448693,341.0,1.0,1.0,13.033816501310827
342.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,342.0,1.0,1.0,14.033816501310827
343.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,343.0,1.0,1.0,13.033816501310827
344.0,183846.88387335493,525.0,200226.2050626968,0.0,344.0,1.0,1.0,13.033816501310827
345.0,183846.88387335493,525.0,200226.2050626968,0.0,345.0,1.0,1.0,11.033816501310827
346.0,46964.659790625614,525.0,200226.2050626968,0.0,346.0,1.0,1.0,11.033816501310827
347.0,46964.659790625614,525.0,200226.2050626968,0.0,347.0,1.0,1.0,13.033816501310827
348.0,46964.659790625614,525.0,200226.2050626968,0.0,348.0,1.0,1.0,11.033816501310827
349.0,0.0,3600.0,0.0,0.0,349.0,11.0,1.0,5.851438582471859
350.0,0.0,3600.0,0.0,0.0,350.0,11.0,1.0,3.851438582471859
351.0,0.0,525.0,66742.06835423224,15185.242330075269,351.0,1.0,1.0,14.033816501310827
352.0,0.0,3600.0,0.0,0.0,352.0,11.0,1.0,3.851438582471859
353.0,0.0,3600.0,0.0,0.0,353.0,11.0,1.0,2.851438582471859
355.0,0.0,3600.0,0.0,0.0,355.0,11.0,1.0,0.8514385824718591
356.0,46964.659790625614,525.0,0.0,0.0,356.0,1.0,1.0,14.033816501310827
357.0,46964.659790625614,525.0,200226.2050626968,0.0,357.0,1.0,1.0,13.033816501310827
366.0,0.0,3600.0,0.0,0.0,366.0,11.0,1.0,1.851438582471859
370.0,0.0,525.0,200226.2050626968,225324.73640897265,370.0,1.0,1.0,14.033816501310827
371.0,0.0,525.0,200226.2050626968,225324.73640897265,371.0,1.0,1.0,14.033816501310827
375.0,0.0,36.0,0.0,0.0,375.0,1.0,1.0,12.698916599623756
376.0,0.0,105.0,0.0,0.0,376.0,1.0,1.0,12.60506811949371
377.0,0.0,39.0,29686.811254204615,0.0,377.0,1.0,1.0,13.694836230922448
378.0,95600.37961414456,39.0,0.0,0.0,378.0,1.0,1.0,13.694836230922448
379.0,0.0,39.0,89060.43376261383,0.0,379.0,1.0,1.0,13.694836230922448
385.0,0.0,3600.0,0.0,0.0,385.0,11.0,1.0,2.851438582471859
391.0,0.0,3600.0,0.0,0.0,391.0,11.0,1.0,0.8514385824718591
395.0,0.0,3600.0,0.0,0.0,395.0,11.0,1.0,3.851438582471859
405.0,0.0,3600.0,0.0,0.0,405.0,11.0,1.0,2.851438582471859
406.0,0.0,3600.0,0.0,0.0,406.0,11.0,1.0,0.8514385824718591
407.0,0.0,525.0,200226.2050626968,0.0,407.0,1.0,1.0,13.033816501310827
408.0,0.0,3600.0,0.0,0.0,408.0,11.0,1.0,2.851438582471859
409.0,0.0,3600.0,0.0,0.0,409.0,11.0,1.0,0.8514385824718591
410.0,0.0,3600.0,0.0,0.0,410.0,11.0,1.0,1.851438582471859
411.0,0.0,3600.0,0.0,0.0,411.0,11.0,1.0,1.851438582471859
412.0,0.0,3600.0,0.0,0.0,412.0,11.0,1.0,3.851438582471859
413.0,0.0,3600.0,0.0,0.0,413.0,11.0,1.0,3.851438582471859
414.0,0.0,3600.0,0.0,0.0,414.0,11.0,1.0,1.851438582471859
415.0,0.0,3600.0,0.0,0.0,415.0,11.0,1.0,1.851438582471859
416.0,0.0,3600.0,0.0,0.0,416.0,11.0,1.0,2.851438582471859
417.0,0.0,3600.0,0.0,0.0,417.0,11.0,1.0,2.851438582471859
418.0,0.0,3600.0,0.0,0.0,418.0,11.0,1.0,2.851438582471859
419.0,0.0,3600.0,0.0,0.0,419.0,11.0,1.0,4.851438582471859
420.0,0.0,3600.0,0.0,0.0,420.0,11.0,1.0,1.851438582471859
421.0,0.0,3600.0,0.0,0.0,421.0,11.0,1.0,2.851438582471859
422.0,0.0,3600.0,0.0,0.0,422.0,11.0,1.0,4.851438582471859
423.0,0.0,3600.0,0.0,0.0,423.0,11.0,1.0,1.851438582471859
424.0,0.0,3600.0,0.0,0.0,424.0,11.0,1.0,1.851438582471859
425.0,0.0,525.0,200226.2050626968,0.0,425.0,1.0,1.0,12.033816501310827
426.0,0.0,525.0,200226.2050626968,0.0,426.0,1.0,1.0,14.033816501310827
427.0,61282.29462445164,525.0,200226.2050626968,0.0,427.0,1.0,1.0,13.033816501310827
428.0,61282.29462445164,525.0,200226.2050626968,675974.2092269178,428.0,1.0,1.0,12.033816501310827
429.0,15654.886596875205,525.0,200226.2050626968,94458.85206448693,429.0,1.0,1.0,14.033816501310827
430.0,63001.54175487709,525.0,66742.06835423224,45555.72699022581,430.0,1.0,1.0,13.033816501310827
441.0,0.0,3600.0,0.0,0.0,441.0,11.0,1.0,2.851438582471859
442.0,0.0,3600.0,0.0,0.0,442.0,11.0,1.0,2.851438582471859
450.0,0.0,3600.0,0.0,0.0,450.0,11.0,1.0,2.851438582471859
460.0,0.0,3600.0,0.0,0.0,460.0,11.0,1.0,2.851438582471859
461.0,0.0,3600.0,0.0,0.0,461.0,11.0,1.0,4.851438582471859
462.0,0.0,3600.0,0.0,0.0,462.0,11.0,1.0,2.851438582471859
478.0,0.0,3600.0,0.0,0.0,478.0,11.0,1.0,2.851438582471859
479.0,0.0,3600.0,0.0,0.0,479.0,11.0,1.0,1.851438582471859
481.0,0.0,3600.0,0.0,0.0,481.0,11.0,1.0,1.851438582471859
482.0,0.0,3600.0,0.0,0.0,482.0,11.0,1.0,1.851438582471859
483.0,0.0,3600.0,0.0,0.0,483.0,11.0,1.0,4.851438582471859
484.0,0.0,3600.0,0.0,0.0,484.0,11.0,1.0,0.8514385824718591
485.0,0.0,3600.0,0.0,0.0,485.0,11.0,1.0,2.851438582471859
486.0,0.0,3600.0,0.0,0.0,486.0,11.0,1.0,5.851438582471859
487.0,0.0,3600.0,0.0,0.0,487.0,11.0,1.0,0.8514385824718591
489.0,0.0,3600.0,0.0,0.0,489.0,11.0,1.0,3.851438582471859
490.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,490.0,1.0,1.0,12.033816501310827
491.0,61282.29462445164,525.0,66742.06835423224,94458.85206448693,491.0,1.0,1.0,14.033816501310827
492.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,492.0,1.0,1.0,14.033816501310827
493.0,0.0,525.0,66742.06835423224,94458.85206448693,493.0,1.0,1.0,13.033816501310827
494.0,0.0,525.0,66742.06835423224,0.0,494.0,1.0,1.0,10.033816501310827
495.0,11472.052771076265,525.0,66742.06835423224,0.0,495.0,1.0,1.0,13.033816501310827
496.0,21000.513918292363,525.0,66742.06835423224,0.0,496.0,1.0,1.0,13.033816501310827
499.0,0.0,3600.0,0.0,0.0,499.0,11.0,1.0,2.851438582471859
500.0,0.0,3600.0,0.0,0.0,500.0,11.0,1.0,2.851438582471859
501.0,0.0,3600.0,0.0,0.0,501.0,11.0,1.0,2.851438582471859
502.0,0.0,525.0,0.0,0.0,502.0,1.0,1.0,14.033816501310827
503.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,503.0,1.0,1.0,12.033816501310827
504.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,504.0,1.0,1.0,12.033816501310827
507.0,46964.659790625614,525.0,0.0,0.0,507.0,1.0,1.0,12.033816501310827
511.0,0.0,3600.0,0.0,0.0,511.0,11.0,1.0,3.851438582471859
512.0,46964.659790625614,525.0,0.0,675974.2092269178,512.0,1.0,1.0,12.033816501310827
513.0,46964.659790625614,525.0,0.0,132686.0669158279,513.0,1.0,1.0,14.033816501310827
524.0,0.0,3600.0,0.0,0.0,524.0,11.0,1.0,4.851438582471859
525.0,0.0,3600.0,0.0,0.0,525.0,11.0,1.0,1.851438582471859
528.0,0.0,3600.0,0.0,0.0,528.0,11.0,1.0,0.8514385824718591
529.0,0.0,3600.0,0.0,0.0,529.0,11.0,1.0,1.851438582471859
531.0,0.0,3600.0,0.0,0.0,531.0,11.0,1.0,2.851438582471859
532.0,0.0,3600.0,0.0,0.0,532.0,11.0,1.0,1.851438582471859
535.0,0.0,3600.0,0.0,0.0,535.0,11.0,1.0,3.851438582471859
536.0,0.0,3600.0,0.0,0.0,536.0,11.0,1.0,2.851438582471859
544.0,0.0,3600.0,0.0,0.0,544.0,11.0,1.0,0.8514385824718591
545.0,0.0,3600.0,0.0,0.0,545.0,11.0,1.0,4.851438582471859
546.0,0.0,3600.0,0.0,0.0,546.0,11.0,1.0,3.851438582471859
547.0,0.0,3600.0,0.0,0.0,547.0,11.0,1.0,4.851438582471859
548.0,0.0,3600.0,0.0,0.0,548.0,11.0,1.0,2.851438582471859
549.0,0.0,3600.0,0.0,0.0,549.0,11.0,1.0,2.851438582471859
550.0,0.0,3600.0,0.0,0.0,550.0,11.0,1.0,3.851438582471859
552.0,0.0,3600.0,0.0,0.0,552.0,11.0,1.0,4.851438582471859
556.0,24421.62309112532,39.0,89060.43376261383,0.0,556.0,1.0,1.0,12.694836230922448
557.0,24421.62309112532,39.0,89060.43376261383,0.0,557.0,1.0,1.0,14.694836230922448
558.0,95600.37961414456,39.0,89060.43376261383,0.0,558.0,1.0,1.0,14.694836230922448
559.0,0.0,3600.0,0.0,0.0,559.0,11.0,1.0,1.851438582471859
571.0,0.0,3600.0,0.0,0.0,571.0,11.0,1.0,2.851438582471859
574.0,0.0,3600.0,0.0,0.0,574.0,11.0,1.0,2.851438582471859
575.0,0.0,3600.0,0.0,0.0,575.0,11.0,1.0,1.851438582471859
576.0,0.0,3600.0,0.0,0.0,576.0,11.0,1.0,3.851438582471859
577.0,0.0,3600.0,0.0,0.0,577.0,11.0,1.0,1.851438582471859
578.0,0.0,3600.0,0.0,0.0,578.0,11.0,1.0,2.851438582471859
579.0,0.0,3600.0,0.0,0.0,579.0,11.0,1.0,1.851438582471859
580.0,0.0,3600.0,0.0,0.0,580.0,11.0,1.0,1.851438582471859
581.0,0.0,3600.0,0.0,0.0,581.0,11.0,1.0,4.851438582471859
582.0,0.0,3600.0,0.0,0.0,582.0,11.0,1.0,0.8514385824718591
583.0,0.0,3600.0,0.0,0.0,583.0,11.0,1.0,2.851438582471859
584.0,0.0,3600.0,0.0,0.0,584.0,11.0,1.0,4.851438582471859
588.0,63001.54175487709,525.0,200226.2050626968,0.0,588.0,1.0,1.0,12.033816501310827
589.0,46964.659790625614,525.0,200226.2050626968,675974.2092269178,589.0,1.0,1.0,12.033816501310827
590.0,46964.659790625614,525.0,133484.13670846447,94458.85206448693,590.0,1.0,1.0,13.033816501310827
591.0,46964.659790625614,525.0,133484.13670846447,45555.72699022581,591.0,1.0,1.0,13.033816501310827
592.0,46964.659790625614,525.0,467194.4784796257,94458.85206448693,592.0,1.0,1.0,12.033816501310827
593.0,46964.659790625614,525.0,66742.06835423224,94458.85206448693,593.0,1.0,1.0,10.033816501310827
594.0,0.0,525.0,66742.06835423224,0.0,594.0,1.0,1.0,14.033816501310827
595.0,0.0,525.0,200226.2050626968,0.0,595.0,1.0,1.0,13.033816501310827
596.0,0.0,525.0,200226.2050626968,0.0,596.0,1.0,1.0,12.033816501310827
597.0,0.0,525.0,200226.2050626968,45555.72699022581,597.0,1.0,1.0,13.033816501310827
601.0,0.0,3600.0,0.0,0.0,601.0,11.0,1.0,3.851438582471859
602.0,0.0,3600.0,0.0,0.0,602.0,11.0,1.0,2.851438582471859
603.0,0.0,3600.0,0.0,0.0,603.0,11.0,1.0,1.851438582471859
604.0,0.0,3600.0,0.0,0.0,604.0,11.0,1.0,0.8514385824718591
605.0,0.0,3600.0,0.0,0.0,605.0,11.0,1.0,2.851438582471859
614.0,0.0,3600.0,0.0,0.0,614.0,11.0,1.0,2.851438582471859
617.0,0.0,3600.0,0.0,0.0,617.0,11.0,1.0,1.851438582471859
618.0,0.0,3600.0,0.0,0.0,618.0,11.0,1.0,5.851438582471859
619.0,0.0,3600.0,0.0,0.0,619.0,11.0,1.0,1.851438582471859
621.0,0.0,3600.0,0.0,0.0,621.0,11.0,1.0,2.851438582471859
623.0,0.0,3600.0,0.0,0.0,623.0,11.0,1.0,1.851438582471859
624.0,0.0,3600.0,0.0,0.0,624.0,11.0,1.0,1.851438582471859
625.0,0.0,3600.0,0.0,0.0,625.0,11.0,1.0,1.851438582471859
628.0,15654.886596875205,525.0,0.0,0.0,628.0,1.0,1.0,13.033816501310827
629.0,0.0,525.0,0.0,0.0,629.0,1.0,1.0,14.033816501310827
630.0,0.0,3600.0,0.0,0.0,630.0,11.0,1.0,0.8514385824718591
631.0,0.0,3600.0,0.0,0.0,631.0,11.0,1.0,1.851438582471859
