,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
280.0,21000.513918292363,525.0,0.0,15185.242330075269,280.0,1.0,1.0,12.872192564995364
281.0,0.0,3600.0,0.0,0.0,281.0,11.0,1.0,9.737983893527707
282.0,21000.513918292363,525.0,0.0,15185.242330075269,282.0,1.0,1.0,12.872192564995364
285.0,0.0,525.0,200226.2050626968,225324.73640897265,285.0,1.0,1.0,12.872192564995364
287.0,0.0,39.0,89060.43376261383,0.0,287.0,1.0,1.0,12.525599203802939
288.0,0.0,525.0,200226.2050626968,0.0,288.0,1.0,1.0,13.872192564995364
289.0,0.0,525.0,200226.2050626968,0.0,289.0,1.0,1.0,13.872192564995364
290.0,0.0,36.0,0.0,0.0,290.0,1.0,1.0,13.529632578116566
293.0,0.0,39.0,0.0,49118.6030735332,293.0,1.0,1.0,14.525599203802939
294.0,0.0,39.0,0.0,23688.978034917418,294.0,1.0,1.0,14.525599203802939
295.0,10920.267237512027,39.0,0.0,49118.6030735332,295.0,1.0,1.0,14.525599203802939
296.0,0.0,39.0,0.0,23688.978034917418,296.0,1.0,1.0,14.525599203802939
297.0,0.0,105.0,0.0,1216753.576608452,297.0,1.0,1.0,14.436864968903143
298.0,0.0,525.0,200226.2050626968,65222.13590920054,298.0,1.0,1.0,12.872192564995364
299.0,0.0,3600.0,0.0,0.0,299.0,11.0,1.0,9.737983893527707
300.0,0.0,3600.0,0.0,0.0,300.0,11.0,1.0,8.737983893527707
301.0,0.0,3600.0,0.0,0.0,301.0,11.0,1.0,8.737983893527707
302.0,0.0,3600.0,0.0,0.0,302.0,11.0,1.0,8.737983893527707
303.0,0.0,525.0,200226.2050626968,0.0,303.0,1.0,1.0,12.872192564995364
304.0,0.0,525.0,200226.2050626968,675974.2092269178,304.0,1.0,1.0,13.872192564995364
305.0,0.0,525.0,0.0,94458.85206448693,305.0,1.0,1.0,13.872192564995364
306.0,0.0,3600.0,0.0,0.0,306.0,11.0,1.0,7.737983893527707
307.0,0.0,3600.0,0.0,0.0,307.0,11.0,1.0,5.737983893527707
308.0,0.0,3600.0,0.0,0.0,308.0,11.0,1.0,8.737983893527707
309.0,0.0,3600.0,0.0,0.0,309.0,11.0,1.0,8.737983893527707
310.0,0.0,3600.0,0.0,0.0,310.0,11.0,1.0,6.737983893527707
315.0,0.0,3600.0,0.0,0.0,315.0,11.0,1.0,5.737983893527707
316.0,0.0,3600.0,0.0,0.0,316.0,11.0,1.0,7.737983893527707
317.0,0.0,3600.0,0.0,0.0,317.0,11.0,1.0,6.737983893527707
318.0,0.0,3600.0,0.0,0.0,318.0,11.0,1.0,6.737983893527707
319.0,0.0,3600.0,0.0,0.0,319.0,11.0,1.0,6.737983893527707
320.0,0.0,3600.0,0.0,0.0,320.0,11.0,1.0,8.737983893527707
321.0,0.0,3600.0,0.0,0.0,321.0,11.0,1.0,5.737983893527707
322.0,0.0,3600.0,0.0,0.0,322.0,11.0,1.0,7.737983893527707
323.0,0.0,3600.0,0.0,0.0,323.0,11.0,1.0,7.737983893527707
324.0,0.0,3600.0,0.0,0.0,324.0,11.0,1.0,7.737983893527707
332.0,0.0,3600.0,0.0,0.0,332.0,11.0,1.0,7.737983893527707
333.0,0.0,3600.0,0.0,0.0,333.0,11.0,1.0,5.737983893527707
334.0,0.0,3600.0,0.0,0.0,334.0,11.0,1.0,6.737983893527707
335.0,0.0,3600.0,0.0,0.0,335.0,11.0,1.0,7.737983893527707
336.0,0.0,3600.0,0.0,0.0,336.0,11.0,1.0,8.737983893527707
341.0,183846.88387335493,525.0,200226.2050626968,94458.85206448693,341.0,1.0,1.0,13.872192564995364
342.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,342.0,1.0,1.0,11.872192564995364
343.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,343.0,1.0,1.0,12.872192564995364
344.0,183846.88387335493,525.0,200226.2050626968,0.0,344.0,1.0,1.0,12.872192564995364
345.0,183846.88387335493,525.0,200226.2050626968,0.0,345.0,1.0,1.0,13.872192564995364
346.0,46964.659790625614,525.0,200226.2050626968,0.0,346.0,1.0,1.0,13.872192564995364
347.0,46964.659790625614,525.0,200226.2050626968,0.0,347.0,1.0,1.0,13.872192564995364
348.0,46964.659790625614,525.0,200226.2050626968,0.0,348.0,1.0,1.0,13.872192564995364
349.0,0.0,3600.0,0.0,0.0,349.0,11.0,1.0,9.737983893527707
350.0,0.0,3600.0,0.0,0.0,350.0,11.0,1.0,7.737983893527707
351.0,0.0,525.0,66742.06835423224,15185.242330075269,351.0,1.0,1.0,13.872192564995364
352.0,0.0,3600.0,0.0,0.0,352.0,11.0,1.0,5.737983893527707
353.0,0.0,3600.0,0.0,0.0,353.0,11.0,1.0,7.737983893527707
354.0,0.0,3600.0,0.0,0.0,354.0,11.0,1.0,7.737983893527707
355.0,0.0,3600.0,0.0,0.0,355.0,11.0,1.0,8.737983893527707
356.0,46964.659790625614,525.0,0.0,0.0,356.0,1.0,1.0,13.872192564995364
357.0,46964.659790625614,525.0,200226.2050626968,0.0,357.0,1.0,1.0,13.872192564995364
366.0,0.0,3600.0,0.0,0.0,366.0,11.0,1.0,8.737983893527707
370.0,0.0,525.0,200226.2050626968,225324.73640897265,370.0,1.0,1.0,12.872192564995364
371.0,0.0,525.0,200226.2050626968,225324.73640897265,371.0,1.0,1.0,13.872192564995364
375.0,0.0,36.0,0.0,0.0,375.0,1.0,1.0,14.529632578116566
376.0,0.0,105.0,0.0,0.0,376.0,1.0,1.0,14.436864968903143
377.0,0.0,39.0,29686.811254204615,0.0,377.0,1.0,1.0,14.525599203802939
378.0,95600.37961414456,39.0,0.0,0.0,378.0,1.0,1.0,13.525599203802939
379.0,0.0,39.0,89060.43376261383,0.0,379.0,1.0,1.0,14.525599203802939
385.0,0.0,3600.0,0.0,0.0,385.0,11.0,1.0,6.737983893527707
391.0,0.0,3600.0,0.0,0.0,391.0,11.0,1.0,8.737983893527707
395.0,0.0,3600.0,0.0,0.0,395.0,11.0,1.0,2.7379838935277068
405.0,0.0,3600.0,0.0,0.0,405.0,11.0,1.0,8.737983893527707
406.0,0.0,3600.0,0.0,0.0,406.0,11.0,1.0,6.737983893527707
407.0,0.0,525.0,200226.2050626968,0.0,407.0,1.0,1.0,13.872192564995364
408.0,0.0,3600.0,0.0,0.0,408.0,11.0,1.0,8.737983893527707
409.0,0.0,3600.0,0.0,0.0,409.0,11.0,1.0,6.737983893527707
410.0,0.0,3600.0,0.0,0.0,410.0,11.0,1.0,8.737983893527707
411.0,0.0,3600.0,0.0,0.0,411.0,11.0,1.0,6.737983893527707
412.0,0.0,3600.0,0.0,0.0,412.0,11.0,1.0,7.737983893527707
413.0,0.0,3600.0,0.0,0.0,413.0,11.0,1.0,7.737983893527707
414.0,0.0,3600.0,0.0,0.0,414.0,11.0,1.0,8.737983893527707
415.0,0.0,3600.0,0.0,0.0,415.0,11.0,1.0,8.737983893527707
416.0,0.0,3600.0,0.0,0.0,416.0,11.0,1.0,7.737983893527707
417.0,0.0,3600.0,0.0,0.0,417.0,11.0,1.0,4.737983893527707
418.0,0.0,3600.0,0.0,0.0,418.0,11.0,1.0,5.737983893527707
419.0,0.0,3600.0,0.0,0.0,419.0,11.0,1.0,6.737983893527707
420.0,0.0,3600.0,0.0,0.0,420.0,11.0,1.0,8.737983893527707
421.0,0.0,3600.0,0.0,0.0,421.0,11.0,1.0,7.737983893527707
422.0,0.0,3600.0,0.0,0.0,422.0,11.0,1.0,8.737983893527707
423.0,0.0,3600.0,0.0,0.0,423.0,11.0,1.0,9.737983893527707
424.0,0.0,3600.0,0.0,0.0,424.0,11.0,1.0,6.737983893527707
425.0,0.0,525.0,200226.2050626968,0.0,425.0,1.0,1.0,13.872192564995364
426.0,0.0,525.0,200226.2050626968,0.0,426.0,1.0,1.0,13.872192564995364
427.0,61282.29462445164,525.0,200226.2050626968,0.0,427.0,1.0,1.0,13.872192564995364
428.0,61282.29462445164,525.0,200226.2050626968,675974.2092269178,428.0,1.0,1.0,12.872192564995364
429.0,15654.886596875205,525.0,200226.2050626968,94458.85206448693,429.0,1.0,1.0,12.872192564995364
430.0,63001.54175487709,525.0,66742.06835423224,45555.72699022581,430.0,1.0,1.0,13.872192564995364
441.0,0.0,3600.0,0.0,0.0,441.0,11.0,1.0,6.737983893527707
442.0,0.0,3600.0,0.0,0.0,442.0,11.0,1.0,8.737983893527707
450.0,0.0,3600.0,0.0,0.0,450.0,11.0,1.0,7.737983893527707
460.0,0.0,3600.0,0.0,0.0,460.0,11.0,1.0,7.737983893527707
461.0,0.0,3600.0,0.0,0.0,461.0,11.0,1.0,7.737983893527707
462.0,0.0,3600.0,0.0,0.0,462.0,11.0,1.0,5.737983893527707
478.0,0.0,3600.0,0.0,0.0,478.0,11.0,1.0,9.737983893527707
479.0,0.0,3600.0,0.0,0.0,479.0,11.0,1.0,5.737983893527707
481.0,0.0,3600.0,0.0,0.0,481.0,11.0,1.0,7.737983893527707
482.0,0.0,3600.0,0.0,0.0,482.0,11.0,1.0,6.737983893527707
483.0,0.0,3600.0,0.0,0.0,483.0,11.0,1.0,5.737983893527707
484.0,0.0,3600.0,0.0,0.0,484.0,11.0,1.0,8.737983893527707
485.0,0.0,3600.0,0.0,0.0,485.0,11.0,1.0,8.737983893527707
486.0,0.0,3600.0,0.0,0.0,486.0,11.0,1.0,6.737983893527707
487.0,0.0,3600.0,0.0,0.0,487.0,11.0,1.0,6.737983893527707
489.0,0.0,3600.0,0.0,0.0,489.0,11.0,1.0,8.737983893527707
490.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,490.0,1.0,1.0,13.872192564995364
491.0,61282.29462445164,525.0,66742.06835423224,94458.85206448693,491.0,1.0,1.0,13.872192564995364
492.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,492.0,1.0,1.0,13.872192564995364
493.0,0.0,525.0,66742.06835423224,94458.85206448693,493.0,1.0,1.0,13.872192564995364
494.0,0.0,525.0,66742.06835423224,0.0,494.0,1.0,1.0,13.872192564995364
495.0,11472.052771076265,525.0,66742.06835423224,0.0,495.0,1.0,1.0,13.872192564995364
496.0,21000.513918292363,525.0,66742.06835423224,0.0,496.0,1.0,1.0,13.872192564995364
499.0,0.0,3600.0,0.0,0.0,499.0,11.0,1.0,7.737983893527707
500.0,0.0,3600.0,0.0,0.0,500.0,11.0,1.0,7.737983893527707
501.0,0.0,3600.0,0.0,0.0,501.0,11.0,1.0,6.737983893527707
502.0,0.0,525.0,0.0,0.0,502.0,1.0,1.0,13.872192564995364
503.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,503.0,1.0,1.0,13.872192564995364
504.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,504.0,1.0,1.0,13.872192564995364
507.0,46964.659790625614,525.0,0.0,0.0,507.0,1.0,1.0,13.872192564995364
511.0,0.0,3600.0,0.0,0.0,511.0,11.0,1.0,8.737983893527707
512.0,46964.659790625614,525.0,0.0,675974.2092269178,512.0,1.0,1.0,13.872192564995364
513.0,46964.659790625614,525.0,0.0,132686.0669158279,513.0,1.0,1.0,11.872192564995364
524.0,0.0,3600.0,0.0,0.0,524.0,11.0,1.0,9.737983893527707
525.0,0.0,3600.0,0.0,0.0,525.0,11.0,1.0,6.737983893527707
526.0,0.0,3600.0,0.0,0.0,526.0,11.0,1.0,8.737983893527707
527.0,0.0,3600.0,0.0,0.0,527.0,11.0,1.0,6.737983893527707
528.0,0.0,3600.0,0.0,0.0,528.0,11.0,1.0,9.737983893527707
529.0,0.0,3600.0,0.0,0.0,529.0,11.0,1.0,9.737983893527707
531.0,0.0,3600.0,0.0,0.0,531.0,11.0,1.0,7.737983893527707
532.0,0.0,3600.0,0.0,0.0,532.0,11.0,1.0,9.737983893527707
535.0,0.0,3600.0,0.0,0.0,535.0,11.0,1.0,7.737983893527707
536.0,0.0,3600.0,0.0,0.0,536.0,11.0,1.0,7.737983893527707
544.0,0.0,3600.0,0.0,0.0,544.0,11.0,1.0,7.737983893527707
545.0,0.0,3600.0,0.0,0.0,545.0,11.0,1.0,8.737983893527707
546.0,0.0,3600.0,0.0,0.0,546.0,11.0,1.0,9.737983893527707
547.0,0.0,3600.0,0.0,0.0,547.0,11.0,1.0,3.7379838935277068
548.0,0.0,3600.0,0.0,0.0,548.0,11.0,1.0,7.737983893527707
549.0,0.0,3600.0,0.0,0.0,549.0,11.0,1.0,8.737983893527707
550.0,0.0,3600.0,0.0,0.0,550.0,11.0,1.0,9.737983893527707
552.0,0.0,3600.0,0.0,0.0,552.0,11.0,1.0,6.737983893527707
556.0,24421.62309112532,39.0,89060.43376261383,0.0,556.0,1.0,1.0,14.525599203802939
557.0,24421.62309112532,39.0,89060.43376261383,0.0,557.0,1.0,1.0,14.525599203802939
558.0,95600.37961414456,39.0,89060.43376261383,0.0,558.0,1.0,1.0,14.525599203802939
559.0,0.0,3600.0,0.0,0.0,559.0,11.0,1.0,6.737983893527707
571.0,0.0,3600.0,0.0,0.0,571.0,11.0,1.0,8.737983893527707
572.0,0.0,3600.0,0.0,0.0,572.0,11.0,1.0,7.737983893527707
574.0,0.0,3600.0,0.0,0.0,574.0,11.0,1.0,5.737983893527707
575.0,0.0,3600.0,0.0,0.0,575.0,11.0,1.0,7.737983893527707
576.0,0.0,3600.0,0.0,0.0,576.0,11.0,1.0,5.737983893527707
577.0,0.0,3600.0,0.0,0.0,577.0,11.0,1.0,4.737983893527707
578.0,0.0,3600.0,0.0,0.0,578.0,11.0,1.0,6.737983893527707
579.0,0.0,3600.0,0.0,0.0,579.0,11.0,1.0,7.737983893527707
580.0,0.0,3600.0,0.0,0.0,580.0,11.0,1.0,7.737983893527707
581.0,0.0,3600.0,0.0,0.0,581.0,11.0,1.0,6.737983893527707
582.0,0.0,3600.0,0.0,0.0,582.0,11.0,1.0,7.737983893527707
583.0,0.0,3600.0,0.0,0.0,583.0,11.0,1.0,5.737983893527707
584.0,0.0,3600.0,0.0,0.0,584.0,11.0,1.0,8.737983893527707
588.0,63001.54175487709,525.0,200226.2050626968,0.0,588.0,1.0,1.0,13.872192564995364
589.0,46964.659790625614,525.0,200226.2050626968,675974.2092269178,589.0,1.0,1.0,13.872192564995364
590.0,46964.659790625614,525.0,133484.13670846447,94458.85206448693,590.0,1.0,1.0,10.872192564995364
591.0,46964.659790625614,525.0,133484.13670846447,45555.72699022581,591.0,1.0,1.0,13.872192564995364
592.0,46964.659790625614,525.0,467194.4784796257,94458.85206448693,592.0,1.0,1.0,12.872192564995364
593.0,46964.659790625614,525.0,66742.06835423224,94458.85206448693,593.0,1.0,1.0,13.872192564995364
594.0,0.0,525.0,66742.06835423224,0.0,594.0,1.0,1.0,13.872192564995364
595.0,0.0,525.0,200226.2050626968,0.0,595.0,1.0,1.0,12.872192564995364
596.0,0.0,525.0,200226.2050626968,0.0,596.0,1.0,1.0,12.872192564995364
597.0,0.0,525.0,200226.2050626968,45555.72699022581,597.0,1.0,1.0,13.872192564995364
601.0,0.0,3600.0,0.0,0.0,601.0,11.0,1.0,9.737983893527707
602.0,0.0,3600.0,0.0,0.0,602.0,11.0,1.0,6.737983893527707
603.0,0.0,3600.0,0.0,0.0,603.0,11.0,1.0,8.737983893527707
604.0,0.0,3600.0,0.0,0.0,604.0,11.0,1.0,5.737983893527707
605.0,0.0,3600.0,0.0,0.0,605.0,11.0,1.0,8.737983893527707
614.0,0.0,3600.0,0.0,0.0,614.0,11.0,1.0,7.737983893527707
617.0,0.0,3600.0,0.0,0.0,617.0,11.0,1.0,4.737983893527707
618.0,0.0,3600.0,0.0,0.0,618.0,11.0,1.0,7.737983893527707
619.0,0.0,3600.0,0.0,0.0,619.0,11.0,1.0,8.737983893527707
