,index,e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec,c_h_BuildingSqm,c_h_BuildingHeat,heat,c_c_BuildingSqm,c_c_BuildingCool,cool,w
14,14,3,0,3,0,0,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
15,15,3,0,3,1,1,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,1990500.0000012,525.0,125.18857142899999,4506788.571444,6.3048
16,16,3,0,3,3,4,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,4650.0,1.8606451612900001,66983.22580644,6.3048
17,17,3,0,3,3,6,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,105.0,1.52852130326,55026.76691736,6.3048
18,18,3,0,6,3,3,1,12000.0,92.7291666667,0.0,105.0,33.1607017544,3581355.7894751998,12000.0,31.980083333299998,1151282.9999988,6.3048
19,19,0,9,0,3,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
20,20,1,6,0,3,3,0,525.0,298.847619048,941370.0000011999,3600.0,114.646120414,180567.63965205,12000.0,31.980083333299998,0.0,6.3048
21,21,3,0,0,3,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,12000.0,31.980083333299998,3453848.9999963995,6.3048
22,22,3,0,0,0,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
23,23,3,0,0,0,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,3453848.9999963995,6.3048
24,24,3,0,0,0,3,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
25,25,3,0,3,0,3,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
26,26,0,0,3,0,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
27,27,0,0,3,3,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
28,28,0,3,3,9,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
29,29,0,0,3,0,3,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
30,30,0,0,3,3,3,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
31,31,0,2,3,3,3,6,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
32,32,0,0,3,3,3,6,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
33,33,0,0,0,3,3,6,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
34,34,3,0,1,3,3,6,12000.0,92.7291666667,0.0,525.0,820.44,88607520.00000001,12000.0,31.980083333299998,6907697.999992799,6.3048
35,35,3,0,3,3,3,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,12000.0,31.980083333299998,3453848.9999963995,6.3048
36,36,3,0,3,3,0,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,3600.0,42.9002267754,4633224.4917432,6.3048
37,37,3,0,3,1,0,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,1990500.0000012,3600.0,42.9002267754,4633224.4917432,6.3048
38,38,3,1,0,1,0,3,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,4127260.334904,3600.0,42.9002267754,4633224.4917432,6.3048
39,39,0,3,3,0,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
40,40,3,3,3,0,0,3,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
41,41,3,3,3,0,0,1,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
42,42,3,0,1,0,0,1,12000.0,92.7291666667,0.0,525.0,820.44,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
43,43,0,1,0,0,3,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
44,44,0,1,0,3,3,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
45,45,3,1,0,0,3,1,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
46,46,3,1,0,3,3,1,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,12381781.004712,12000.0,31.980083333299998,1151282.9999988,6.3048
47,47,3,1,0,3,3,0,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,12381781.004712,12000.0,31.980083333299998,0.0,6.3048
48,48,3,1,0,3,1,0,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,12381781.004712,525.0,125.18857142899999,0.0,6.3048
49,49,3,1,3,3,1,0,12000.0,92.7291666667,3338250.0000012,12000.0,55.2916666667,5971500.000003601,525.0,125.18857142899999,0.0,6.3048
50,50,3,0,3,3,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,12000.0,31.980083333299998,0.0,6.3048
51,51,0,0,3,3,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
52,52,0,0,3,3,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
53,53,0,0,3,3,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
54,54,0,0,3,3,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
55,55,0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
56,56,0,3,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
57,57,0,3,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
58,58,0,0,0,0,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.3048
59,59,0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
60,60,3,3,0,0,3,2,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,12000.0,31.980083333299998,2302565.9999976,6.3048
61,61,3,3,0,0,3,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
62,62,3,3,0,0,3,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
63,63,8,3,0,1,3,3,105.0,172.69644110299998,435195.0315795601,3600.0,114.646120414,96302.74114776,12000.0,31.980083333299998,80589.80999991599,6.3048
64,64,11,3,0,1,3,3,36.0,243.263425926,288996.950000088,3600.0,114.646120414,45399.863683944,12000.0,31.980083333299998,37992.3389999604,6.3048
65,65,1,3,0,3,3,3,525.0,298.847619048,470685.00000059995,3600.0,114.646120414,180567.63965205,12000.0,31.980083333299998,50368.6312499475,6.3048
66,66,1,0,0,3,3,1,525.0,298.847619048,0.0,3600.0,114.646120414,180567.63965205,12000.0,31.980083333299998,16789.543749982502,6.3048
67,67,3,3,0,0,0,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
68,68,3,0,0,0,0,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
69,69,3,3,0,3,0,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,12381781.004712,3600.0,42.9002267754,1544408.1639144004,6.3048
70,70,3,3,0,3,0,0,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,12381781.004712,3600.0,42.9002267754,0.0,6.3048
71,71,3,3,1,3,3,3,12000.0,92.7291666667,10014750.000003599,525.0,820.44,88607520.00000001,12000.0,31.980083333299998,3453848.9999963995,6.3048
72,72,3,3,1,3,3,3,12000.0,92.7291666667,10014750.000003599,525.0,820.44,88607520.00000001,12000.0,31.980083333299998,3453848.9999963995,6.3048
73,73,3,3,1,3,3,3,12000.0,92.7291666667,10014750.000003599,525.0,820.44,88607520.00000001,12000.0,31.980083333299998,3453848.9999963995,6.3048
74,74,3,3,0,3,3,3,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,12381781.004712,12000.0,31.980083333299998,3453848.9999963995,6.3048
75,75,0,3,3,3,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
76,76,0,3,3,3,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
77,77,1,3,3,0,3,0,525.0,298.847619048,470685.00000059995,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
78,78,1,3,3,3,3,0,525.0,298.847619048,470685.00000059995,12000.0,55.2916666667,87084.3750000525,12000.0,31.980083333299998,0.0,6.3048
79,79,1,3,0,0,3,0,525.0,298.847619048,470685.00000059995,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
80,80,0,3,0,0,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
81,81,0,3,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
82,82,7,3,3,3,0,0,39.0,255.62913257,209360.25957483,12000.0,55.2916666667,45283.875000027314,3600.0,42.9002267754,0.0,6.3048
83,83,7,9,0,3,0,3,39.0,255.62913257,628080.77872449,3600.0,114.646120414,93895.172619066,3600.0,42.9002267754,35135.2857290526,6.3048
84,84,3,1,3,1,1,3,12000.0,92.7291666667,3338250.0000012,12000.0,55.2916666667,1990500.0000012,525.0,125.18857142899999,13520365.714332001,6.3048
85,85,3,1,0,1,0,3,12000.0,92.7291666667,3338250.0000012,3600.0,114.646120414,4127260.334904,3600.0,42.9002267754,4633224.4917432,6.3048
86,86,3,0,1,1,0,3,12000.0,92.7291666667,0.0,525.0,820.44,29535840.0,3600.0,42.9002267754,4633224.4917432,6.3048
87,87,1,0,1,0,0,3,525.0,298.847619048,0.0,525.0,820.44,0.0,3600.0,42.9002267754,67567.857171255,6.3048
88,88,1,0,1,0,0,3,525.0,298.847619048,0.0,525.0,820.44,0.0,3600.0,42.9002267754,67567.857171255,6.3048
89,89,1,0,1,0,0,3,525.0,298.847619048,0.0,525.0,820.44,0.0,3600.0,42.9002267754,67567.857171255,6.3048
90,90,3,0,1,0,0,3,12000.0,92.7291666667,0.0,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
91,91,3,0,1,0,0,3,12000.0,92.7291666667,0.0,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
92,92,3,0,1,0,0,3,12000.0,92.7291666667,0.0,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
93,93,3,0,1,7,0,3,12000.0,92.7291666667,0.0,525.0,820.44,206750880.0,3600.0,42.9002267754,4633224.4917432,6.3048
94,94,3,0,1,9,0,0,12000.0,92.7291666667,0.0,525.0,820.44,265822560.0000001,3600.0,42.9002267754,0.0,6.3048
95,95,3,0,1,7,3,0,12000.0,92.7291666667,0.0,525.0,820.44,206750880.0,12000.0,31.980083333299998,0.0,6.3048
96,96,3,0,1,0,3,0,12000.0,92.7291666667,0.0,525.0,820.44,0.0,12000.0,31.980083333299998,0.0,6.3048
97,97,3,0,3,3,1,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,525.0,125.18857142899999,4506788.571444,6.3048
98,98,3,0,3,3,1,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,525.0,125.18857142899999,4506788.571444,6.3048
99,99,3,0,0,1,1,7,12000.0,92.7291666667,0.0,3600.0,114.646120414,4127260.334904,525.0,125.18857142899999,31547520.000108,6.3048
100,100,3,0,0,7,3,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,28890822.344327994,12000.0,31.980083333299998,0.0,6.3048
101,101,3,0,4,7,3,0,12000.0,92.7291666667,0.0,4650.0,101.099569892,25477091.612784,12000.0,31.980083333299998,0.0,6.3048
102,102,3,0,1,6,3,0,12000.0,92.7291666667,0.0,525.0,820.44,177215040.00000003,12000.0,31.980083333299998,0.0,6.3048
103,103,3,0,0,1,3,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,4127260.334904,12000.0,31.980083333299998,1151282.9999988,6.3048
104,104,3,0,0,1,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,4127260.334904,12000.0,31.980083333299998,3453848.9999963995,6.3048
105,105,3,0,0,1,0,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,4127260.334904,3600.0,42.9002267754,1544408.1639144004,6.3048
106,106,3,0,0,3,1,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,525.0,125.18857142899999,4506788.571444,6.3048
107,107,0,0,0,3,3,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
108,108,3,0,0,3,0,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,3600.0,42.9002267754,0.0,6.3048
109,109,3,0,0,3,0,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,3600.0,42.9002267754,0.0,6.3048
110,110,3,0,3,3,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.000003601,12000.0,31.980083333299998,0.0,6.3048
111,111,3,3,3,3,0,0,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,5971500.000003601,3600.0,42.9002267754,0.0,6.3048
112,112,3,3,3,0,0,0,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
113,113,3,3,3,0,0,0,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
114,114,0,3,3,0,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
115,115,3,0,3,0,1,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,525.0,125.18857142899999,0.0,6.3048
116,116,3,0,3,0,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
117,117,3,0,11,3,3,0,12000.0,92.7291666667,0.0,36.0,82.1703703704,8874400.000003198,12000.0,31.980083333299998,0.0,6.3048
118,118,3,0,3,0,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
119,119,3,0,3,0,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
120,120,0,0,1,3,1,0,3600.0,85.4536528106,0.0,525.0,820.44,0.0,525.0,125.18857142899999,0.0,6.3048
121,121,0,0,3,1,1,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,525.0,125.18857142899999,0.0,6.3048
122,122,3,1,3,1,3,0,12000.0,92.7291666667,3338250.0000012,12000.0,55.2916666667,1990500.0000012,12000.0,31.980083333299998,0.0,6.3048
123,123,3,3,3,9,3,0,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,17914500.000010803,12000.0,31.980083333299998,0.0,6.3048
124,124,3,0,1,0,1,0,12000.0,92.7291666667,0.0,525.0,820.44,0.0,525.0,125.18857142899999,0.0,6.3048
125,125,3,0,1,1,7,0,12000.0,92.7291666667,0.0,525.0,820.44,29535840.0,39.0,275.699072559,0.0,6.3048
126,126,1,0,1,1,9,0,525.0,298.847619048,0.0,525.0,820.44,430731.0,105.0,24.6870995671,0.0,6.3048
127,127,1,0,3,1,7,0,525.0,298.847619048,0.0,12000.0,55.2916666667,29028.125000017506,39.0,275.699072559,0.0,6.3048
128,128,1,7,0,1,1,0,525.0,298.847619048,1098265.0000014,3600.0,114.646120414,60189.21321735,525.0,125.18857142899999,0.0,6.3048
129,129,1,7,1,1,3,0,525.0,298.847619048,1098265.0000014,525.0,820.44,430731.0,12000.0,31.980083333299998,0.0,6.3048
130,130,1,0,1,1,3,1,525.0,298.847619048,0.0,525.0,820.44,430731.0,12000.0,31.980083333299998,16789.543749982502,6.3048
131,131,1,0,1,1,3,1,525.0,298.847619048,0.0,525.0,820.44,430731.0,12000.0,31.980083333299998,16789.543749982502,6.3048
132,132,1,0,4,1,3,1,525.0,298.847619048,0.0,4650.0,101.099569892,53077.2741933,12000.0,31.980083333299998,16789.543749982502,6.3048
133,133,1,3,3,0,0,0,525.0,298.847619048,470685.00000059995,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
134,134,1,3,3,1,0,0,525.0,298.847619048,470685.00000059995,12000.0,55.2916666667,29028.125000017506,3600.0,42.9002267754,0.0,6.3048
135,135,1,1,3,1,3,0,525.0,298.847619048,156895.0000002,12000.0,55.2916666667,29028.125000017506,12000.0,31.980083333299998,0.0,6.3048
136,136,1,1,3,1,4,0,525.0,298.847619048,156895.0000002,12000.0,55.2916666667,29028.125000017506,4650.0,1.8606451612900001,0.0,6.3048
137,137,3,1,3,1,7,0,12000.0,92.7291666667,3338250.0000012,12000.0,55.2916666667,1990500.0000012,39.0,275.699072559,0.0,6.3048
138,138,3,0,3,0,11,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,36.0,16.185185185199998,0.0,6.3048
139,139,3,0,3,0,9,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,105.0,24.6870995671,0.0,6.3048
140,140,3,0,1,3,7,0,12000.0,92.7291666667,0.0,525.0,820.44,88607520.00000001,39.0,275.699072559,0.0,6.3048
141,141,3,0,0,3,3,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,12000.0,31.980083333299998,0.0,6.3048
142,142,0,0,3,3,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
143,143,0,0,3,1,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
144,144,1,0,1,0,3,0,525.0,298.847619048,0.0,525.0,820.44,0.0,12000.0,31.980083333299998,0.0,6.3048
145,145,3,0,7,3,3,1,12000.0,92.7291666667,0.0,39.0,483.129187125,52177952.2095,12000.0,31.980083333299998,1151282.9999988,6.3048
146,146,3,0,7,3,3,3,12000.0,92.7291666667,0.0,39.0,483.129187125,52177952.2095,12000.0,31.980083333299998,3453848.9999963995,6.3048
147,147,0,0,3,0,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
148,148,0,0,3,0,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
149,149,0,0,0,0,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.3048
150,150,0,0,0,3,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.3048
151,151,3,0,0,3,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004712,3600.0,42.9002267754,4633224.4917432,6.3048
152,152,0,0,0,3,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.3048
153,153,0,3,0,3,3,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
154,154,0,3,3,3,0,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
155,155,0,3,3,0,7,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,39.0,275.699072559,0.0,6.3048
156,156,0,3,3,0,4,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,4650.0,1.8606451612900001,0.0,6.3048
157,157,0,3,3,0,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
158,158,0,3,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
159,159,0,3,0,3,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
160,160,3,3,0,0,0,3,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
161,161,0,1,3,1,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
162,162,0,1,3,6,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.3048
163,163,0,1,3,6,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.3048
164,164,0,9,0,1,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
165,165,3,0,0,1,3,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,4127260.334904,12000.0,31.980083333299998,0.0,6.3048
166,166,3,0,3,1,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,1990500.0000012,12000.0,31.980083333299998,0.0,6.3048
167,167,3,3,3,1,3,3,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,1990500.0000012,12000.0,31.980083333299998,3453848.9999963995,6.3048
168,168,0,0,0,0,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.3048
169,169,0,3,1,0,3,1,3600.0,85.4536528106,0.0,525.0,820.44,0.0,12000.0,31.980083333299998,0.0,6.3048
170,170,1,3,1,0,3,1,525.0,298.847619048,470685.00000059995,525.0,820.44,0.0,12000.0,31.980083333299998,16789.543749982502,6.3048
171,171,1,3,1,0,3,1,525.0,298.847619048,470685.00000059995,525.0,820.44,0.0,12000.0,31.980083333299998,16789.543749982502,6.3048
172,172,3,3,0,0,3,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
173,173,3,3,0,0,0,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
174,174,3,3,0,1,0,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,4127260.334904,3600.0,42.9002267754,1544408.1639144004,6.3048
175,175,3,3,0,0,0,1,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
176,176,3,3,3,0,0,1,12000.0,92.7291666667,10014750.000003599,12000.0,55.2916666667,0.0,3600.0,42.9002267754,1544408.1639144004,6.3048
177,177,3,3,0,0,0,3,12000.0,92.7291666667,10014750.000003599,3600.0,114.646120414,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
178,178,3,3,1,0,0,3,12000.0,92.7291666667,10014750.000003599,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
179,179,3,0,1,0,0,3,12000.0,92.7291666667,0.0,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917432,6.3048
180,180,3,3,1,0,3,1,12000.0,92.7291666667,10014750.000003599,525.0,820.44,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
181,181,3,3,1,0,3,1,12000.0,92.7291666667,10014750.000003599,525.0,820.44,0.0,12000.0,31.980083333299998,1151282.9999988,6.3048
182,182,3,1,1,3,7,1,12000.0,92.7291666667,3338250.0000012,525.0,820.44,88607520.00000001,39.0,275.699072559,9925166.612124,6.3048
183,183,3,1,1,3,7,1,12000.0,92.7291666667,3338250.0000012,525.0,820.44,88607520.00000001,39.0,275.699072559,9925166.612124,6.3048
184,184,3,1,1,3,0,3,12000.0,92.7291666667,3338250.0000012,525.0,820.44,88607520.00000001,3600.0,42.9002267754,4633224.4917432,6.3048
185,185,0,1,0,3,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.3048
186,186,0,0,1,1,0,3,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0,6.3048
187,187,3,0,1,1,0,3,12000.0,92.7291666667,0.0,525.0,820.44,29535840.0,3600.0,42.9002267754,4633224.4917432,6.3048
188,188,0,0,1,1,0,3,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0,6.3048
