,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
64,64,ConstructionType_appt,Age_29,ConstructionYear_1918,HHSize_2,73.4403675297,13673.625429499998,30.305827870199998,1242.46281724,1493.2380952380952,1493.2377699624824
65,65,ConstructionType_hous,Age_29,ConstructionYear_1961,HHSize_2,72.6989857734,13900.900676199999,31.951754416,1237.93115269,1493.2380952380952,1493.2346181345845
66,66,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_2,73.0101166237,13476.6219241,31.6890287681,1161.51561427,1493.2380952380952,1493.240502062795
67,67,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_5,73.8033423585,13793.769649000002,45.069524666199996,1359.65134173,1493.2380952380952,1493.2361037593043
68,68,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_4,71.8940368456,13663.2423356,38.9333168341,1421.39071146,1493.2380952380952,1493.2379140702371
69,69,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_4,74.77095370800001,13602.2127058,40.6722835836,1169.09424426,1493.2380952380952,1493.2387602236106
70,70,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_6,73.8557318097,13578.004666499999,48.7836601479,1079.87963921,1493.2380952380952,1493.239096011635
71,71,ConstructionType_hous,Age_39,ConstructionYear_1991,HHSize_5,72.2708973953,13466.905675999998,43.3717005734,1245.45357911,1493.2380952380952,1493.2406368641155
72,72,ConstructionType_hous,Age_39,ConstructionYear_1991,HHSize_3,72.6942070808,13618.5255919,35.847680290999996,1381.80372437,1493.2380952380952,1493.2385341484764
73,73,ConstructionType_hous,Age_64,ConstructionYear_2020,HHSize_5,72.2937780338,13580.2011355,45.2340039954,1328.72354289,1493.2380952380952,1493.2390656665525
74,74,ConstructionType_hous,Age_64,ConstructionYear_2020,HHSize_6,74.0219295453,13678.5796037,49.725355488199995,1032.04691221,1493.2380952380952,1493.237701213484
75,75,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_6,73.0532864453,13416.7034649,50.2752745254,1306.6833824999999,1493.2380952380952,1493.2413330165627
76,76,ConstructionType_hous,Age_120,ConstructionYear_1961,HHSize_5,72.4117072045,13632.451795299998,44.8330425818,1811.25188765,1493.2380952380952,1493.2383410391058
77,77,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_2,73.2880998735,13847.199569100001,31.0382916756,1023.7905132999999,1493.2380952380952,1493.2353628246015
78,78,ConstructionType_appt,Age_39,ConstructionYear_1945,HHSize_2,71.9737333969,13659.9762463,28.0940843002,904.026462842,1493.2380952380952,1493.2379593595642
79,79,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_2,71.4670825132,13756.8828614,32.3319887607,957.8363292339999,1493.2380952380952,1493.2366154830756
80,80,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_3,71.43516389210001,13836.758085799998,35.7529393923,1205.8648601,1493.2380952380952,1493.2355077655895
81,81,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_2,71.3654649183,13767.0972331,31.4233010313,1141.31837774,1493.2380952380952,1493.2364738362926
82,82,ConstructionType_appt,Age_64,ConstructionYear_1945,HHSize_3,73.2682818535,13571.6891199,34.841693745,1062.53174643,1493.2380952380952,1493.239183640606
83,83,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_1,72.5036701824,13726.9351968,23.1557885864,1238.9720394,1493.2380952380952,1493.2370307243575
84,84,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_1,71.7064543626,13792.947548600001,26.587454385100003,1085.82477769,1493.2380952380952,1493.2361153158392
85,85,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_5,72.4564564929,13974.7637433,44.2656441033,1146.83227968,1493.2380952380952,1493.233593810182
86,86,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_5,72.3198128906,13620.587061700002,45.8775826639,1163.10005843,1493.2380952380952,1493.2385055874606
87,87,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_6,73.9298484256,13805.452761300001,49.7897827733,1384.01219199,1493.2380952380952,1493.2359417270368
88,88,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_5,71.7404351691,13492.487769999998,45.297463216000004,1259.24617909,1493.2380952380952,1493.240282127332
89,89,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_5,73.8670554711,13946.196157100001,44.298526545200005,1523.87636119,1493.2380952380952,1493.2339898845403
90,90,ConstructionType_appt,Age_29,ConstructionYear_1945,HHSize_3,72.96893082609999,13715.056077500001,34.5676653758,1188.27563074,1493.2380952380952,1493.2371954317962
91,91,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_3,73.0948721159,13811.564193799999,35.3754889057,1298.34046035,1493.2380952380952,1493.2358570345912
92,92,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_6,73.5643698097,13571.416226,50.318207468800004,1340.11482833,1493.2380952380952,1493.239187402549
93,93,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_5,73.78151090840001,13761.600843900002,45.0377673454,1454.38016587,1493.2380952380952,1493.236549882048
94,94,ConstructionType_appt,Age_39,ConstructionYear_1945,HHSize_5,74.3379204276,13873.1144843,43.4384927669,1226.96800909,1493.2380952380952,1493.235003356272
95,95,ConstructionType_appt,Age_54,ConstructionYear_1961,HHSize_2,73.8298062166,13468.432342500002,28.7546899706,1318.49614948,1493.2380952380952,1493.2406155770773
96,96,ConstructionType_hous,Age_24,ConstructionYear_1945,HHSize_7,73.78012955439999,13546.9386567,54.487582206400006,1514.9867423,1493.2380952380952,1493.2395268447603
97,97,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_4,73.1881336318,13629.829966299998,40.246565698699996,1306.96164737,1493.2380952380952,1493.2383773412075
98,98,ConstructionType_hous,Age_54,ConstructionYear_2016,HHSize_4,73.4936755855,13452.4646419,39.8737612328,1252.72220198,1493.2380952380952,1493.2408370434189
99,99,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_5,73.5385710126,13490.469891499999,43.729194838000005,1392.64866166,1493.2380952380952,1493.240309978349
100,100,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_5,72.8374293171,13586.756232400001,46.9684983187,1299.86429,1493.2380952380952,1493.238974719269
101,101,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_6,72.69683898779999,13490.328236000001,51.130912873599996,1357.89797873,1493.2380952380952,1493.2403120053968
102,102,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_6,72.659593789,13599.8218106,49.7561156972,1348.00980361,1493.2380952380952,1493.2387935372046
103,103,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_4,73.7157788,13703.3894643,41.8590573168,1202.27144617,1493.2380952380952,1493.2373571696326
104,104,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_4,73.6446628211,13645.500140900001,42.4918953469,1350.23610592,1493.2380952380952,1493.2381599912917
105,105,ConstructionType_hous,Age_29,ConstructionYear_1991,HHSize_1,72.24874914,13481.598187099999,25.473075931100002,1237.7150515,1493.2380952380952,1493.2404331083774
106,106,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_2,73.9491821763,13458.041178200001,30.1463338673,1106.92883466,1493.2380952380952,1493.240759673341
107,107,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_2,72.3972012613,13709.6339768,30.5997075485,1140.1847391,1493.2380952380952,1493.237270667619
108,108,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_3,73.2900053755,13884.605950600002,36.4356618805,998.41892167,1493.2380952380952,1493.2348440678202
109,109,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_3,73.4066543183,13648.183456,36.339743671,905.804190675,1493.2380952380952,1493.238122796323
110,110,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_2,72.8130377225,13646.313290600001,32.554032543299996,1391.57671615,1493.2380952380952,1493.238148776138
111,111,ConstructionType_appt,Age_79,ConstructionYear_1945,HHSize_2,72.3473150121,13687.281688299998,29.479889039,1108.57968031,1493.2380952380952,1493.237580656409
112,112,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_6,73.0846766154,13532.496326100001,50.2980452013,990.095272605,1493.2380952380952,1493.2397271842592
113,113,ConstructionType_hous,Age_54,ConstructionYear_2001,HHSize_4,73.02692125819999,13428.927687600002,41.8648994602,1160.16351686,1493.2380952380952,1493.2411634914483
114,114,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_2,72.806886215,13563.324443599999,29.992750810700002,1192.74002161,1493.2380952380952,1493.2392996762767
115,115,ConstructionType_appt,Age_64,ConstructionYear_1970,HHSize_1,73.4909449457,13723.158327000001,24.977547993,1018.29170834,1493.2380952380952,1493.2370830302812
116,116,ConstructionType_hous,Age_39,ConstructionYear_1900,HHSize_1,73.1722032506,13703.1056924,26.4272828674,876.5901258060001,1493.2380952380952,1493.237361145735
117,117,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_3,72.7312812483,13776.128824599999,36.7628669797,1066.86827278,1493.2380952380952,1493.23634848406
118,118,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_3,72.9638834707,13668.886470399999,36.7983587344,1114.81394942,1493.2380952380952,1493.2378357173516
119,119,ConstructionType_appt,Age_39,ConstructionYear_1991,HHSize_3,72.54863308729999,13682.8233704,34.205409523600004,1268.05307209,1493.2380952380952,1493.2376424703432
120,120,ConstructionType_hous,Age_24,ConstructionYear_1970,HHSize_2,72.7413920327,13635.4809836,32.4162610712,1343.55451876,1493.2380952380952,1493.2382990055098
121,121,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_5,72.5201415068,13774.088096599999,46.014339407799994,1483.66587232,1493.2380952380952,1493.2363768007324
122,122,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_1,72.0055161761,13732.5759855,26.4127788874,1074.11694105,1493.2380952380952,1493.2369525341858
123,123,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_4,72.1535650219,13853.131477200002,38.707536863899996,1123.16531301,1493.2380952380952,1493.2352806441725
124,124,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_6,72.6905898862,13833.002171799999,50.5125200062,1197.12060465,1493.2380952380952,1493.235559760163
125,125,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_2,72.2826127825,13755.940213,28.913429476100003,1270.52626309,1493.2380952380952,1493.2366284954364
126,126,ConstructionType_hous,Age_39,ConstructionYear_1981,HHSize_2,73.7207214954,13660.7674209,31.907364211199997,1280.94415413,1493.2380952380952,1493.2379482573112
127,127,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_1,72.64402579899999,13737.185200299999,26.0692511702,1099.54042369,1493.2380952380952,1493.236888565756
128,128,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_1,72.1994884492,13676.033460100001,26.2997032421,1186.11971916,1493.2380952380952,1493.2377366587923
129,129,ConstructionType_hous,Age_29,ConstructionYear_1970,HHSize_1,72.1699979,13804.839118599999,25.643618112,996.2394915289999,1493.2380952380952,1493.2359503679309
130,130,ConstructionType_appt,Age_39,ConstructionYear_1900,HHSize_3,71.6706386285,13661.817653799999,32.6946447818,1021.02336496,1493.2380952380952,1493.2379338454034
131,131,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_3,71.9045007351,13899.008334099999,35.985279552600005,1267.9088132000002,1493.2380952380952,1493.234644436664
132,132,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_7,71.7666544345,13774.139088499998,53.904838971400004,1529.39928166,1493.2380952380952,1493.2363761495822
133,133,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_2,72.9296783005,13448.590741299999,29.506567538600002,1277.52007643,1493.2380952380952,1493.240890808885
134,134,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_3,73.2557686088,13635.2906588,35.2132685921,1347.98968595,1493.2380952380952,1493.238301606657
135,135,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_6,73.04756132840001,13635.154002000001,48.6240963954,1438.52266191,1493.2380952380952,1493.2383035173834
136,136,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_4,72.88543851520001,13542.4453145,39.0287033363,1186.99141313,1493.2380952380952,1493.239589225008
137,137,ConstructionType_appt,Age_120,ConstructionYear_1981,HHSize_4,73.2870310402,13559.1681312,39.0551379721,1053.54858397,1493.2380952380952,1493.2393572822534
138,138,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,72.7686352242,13745.9534663,40.4111664615,1376.13272616,1493.2380952380952,1493.2367669567577
139,139,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_2,72.946195546,13380.1984725,30.4198090404,1130.07895003,1493.2380952380952,1493.2418392801912
140,140,ConstructionType_appt,Age_79,ConstructionYear_1970,HHSize_1,73.4718873514,13650.4640722,25.4590164185,851.301375623,1493.2380952380952,1493.2380911647979
141,141,ConstructionType_hous,Age_39,ConstructionYear_1981,HHSize_1,73.8254642972,13490.364620299997,26.4368340493,1454.87692747,1493.2380952380952,1493.2403114174087
142,142,ConstructionType_hous,Age_24,ConstructionYear_1945,HHSize_4,73.2426181392,13634.937370200003,40.540852723,1496.45309739,1493.2380952380952,1493.2383065071206
143,143,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_4,70.9146741709,13548.860015399998,39.1554822986,1316.9852039999998,1493.2380952380952,1493.239500411206
144,144,ConstructionType_hous,Age_39,ConstructionYear_1900,HHSize_5,73.4483742351,13434.509716600001,44.7787825037,1427.24966727,1493.2380952380952,1493.2410860481748
145,145,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_4,73.8086596345,13692.677100799998,42.090314018499996,1193.36195193,1493.2380952380952,1493.237505723145
146,146,ConstructionType_hous,Age_39,ConstructionYear_1970,HHSize_7,73.9191003716,13549.589548700002,55.9199376808,1406.85087939,1493.2380952380952,1493.2394900716156
147,147,ConstructionType_appt,Age_64,ConstructionYear_1900,HHSize_3,72.0689902699,13590.969509600001,34.0089153594,1089.22346189,1493.2380952380952,1493.2389163468406
148,148,ConstructionType_appt,Age_54,ConstructionYear_1991,HHSize_3,71.98742644020001,13466.795279,33.591853528499996,997.29595231,1493.2380952380952,1493.2406384167366
149,149,ConstructionType_hous,Age_64,ConstructionYear_2011,HHSize_2,74.9781274931,13607.7443284,31.7035642684,1042.48771989,1493.2380952380952,1493.2386834950737
150,150,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_2,72.159790335,13834.682935699999,31.9374527306,1242.68684173,1493.2380952380952,1493.235536490476
151,151,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_2,73.7990004478,13849.115767700001,30.0893598081,1065.36480935,1493.2380952380952,1493.2353362125814
152,152,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_1,73.37306059810001,13506.576847999999,26.421888450900003,1219.59273141,1493.2380952380952,1493.2400866176372
153,153,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,72.2981399659,13458.1725405,39.923989899,1339.07877656,1493.2380952380952,1493.240757974014
154,154,ConstructionType_hous,Age_29,ConstructionYear_1900,HHSize_1,73.0167838616,13917.987290399999,25.837226785,1073.08851606,1493.2380952380952,1493.2343811520605
155,155,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_6,72.7849946871,13762.343440399998,48.0050396404,1478.9412417,1493.2380952380952,1493.2365396575753
156,156,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_3,73.9656953409,13762.082377300001,35.8027150422,1171.88376083,1493.2380952380952,1493.236543190457
157,157,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,73.8957735497,13784.0523111,40.1999633644,1405.75061927,1493.2380952380952,1493.2362385136119
158,158,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_3,71.9377576172,13320.3815797,38.0035389254,1232.72508581,1493.2380952380952,1493.2426689032368
159,159,ConstructionType_hous,Age_39,ConstructionYear_1900,HHSize_1,72.3406132918,13382.9761563,25.6099869425,1069.89730007,1493.2380952380952,1493.2418008043835
160,160,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_2,73.9535154136,13835.584531999999,29.3883834,1405.20581193,1493.2380952380952,1493.2355238541381
161,161,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_3,73.50199632510001,13677.7584439,36.3918545974,1400.02082957,1493.2380952380952,1493.237712639681
162,162,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_3,72.7142489838,13660.946463299999,36.3408667342,1424.27396291,1493.2380952380952,1493.2379458488344
163,163,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_5,72.1675358522,13757.7173724,44.8858878871,1088.56628258,1493.2380952380952,1493.2366038582334
164,164,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_4,72.1271967876,13756.0126701,40.2460298326,1029.48158096,1493.2380952380952,1493.2366275020825
165,165,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_4,72.3510588883,13640.2120268,39.175925816100005,1169.29278023,1493.2380952380952,1493.2382334233992
