,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
10,22,1,1.1675491836570482,66.68958030791326,0.0023189636438889103,2019,0.015469714308831624,4,10.305965696367435,0.0009551425344470774,2633.895335413633,73.41665364912666,17.293268556628078,0.029848661208613018,1030.3621020713554,15.462043229899276,-5.28240917773532,13693.131857055825,41.94967730343424,-29960.626895641995,833.3,3006.5,1477.4209916515058,2145.3167184801378
11,23,1,1.1955806945474428,43.46403300490486,-0.0029672371243614857,2019,0.01539177406607647,3,10.080299116635324,0.0009432791398724975,2914.8181004989083,71.82533511775947,16.788259520389097,0.03310508846998756,994.4161561600212,12.13762344164642,-5.28240917773532,13537.673747104824,36.296550458886536,-29960.626895641995,833.3,3006.5,1219.4619524560949,2145.3167184801378
12,25,0,1.2813180838250429,48.98276236406468,0.001422573686895859,2019,0.015266611337645387,3,10.78987914591705,0.0009355833932074557,2465.7219149424955,73.51987587583456,16.148843661107158,0.03018617100372415,1008.6198953058479,14.880579544977092,-5.28240917773532,13651.135912120866,36.72208105666874,-29960.626895641995,833.3,3006.5,1308.164590295553,2145.3167184801378
13,26,1,0.9231160566785276,56.117274163689814,0.0013389640502925295,2019,0.014007675264056043,2,10.131019805640774,0.0009714616428578572,3048.2885303010107,71.57033775271746,17.156955862383942,0.03081324938946155,1010.8262007690448,13.160076498440334,-5.28240917773532,13574.317785062834,30.29588775046081,-29960.626895641995,833.3,3006.5,1261.191836385966,2145.3167184801378
14,27,1,1.2544526039664077,47.67067219135687,0.0022396268329028376,2019,0.0159680034894391,2,10.805836150477374,0.0009569997643881816,2717.1575532967913,72.36384356258925,17.365202582943553,0.03528387814559779,1034.248138341738,14.659489137169833,-5.28240917773532,13664.615150521791,32.981473703038056,-29960.626895641995,833.3,3006.5,1357.5178779024166,2145.3167184801378
15,28,0,1.1028339868462744,52.28011703899867,0.0021493902250163377,2019,0.014046942715641823,2,10.271814279554313,0.0009886111042027225,2997.1261440130147,72.86656399361769,16.05736206306631,0.034533120123974304,1081.4565185624492,15.46485897631837,-5.28240917773532,13591.059744220613,30.16274770053463,-29960.626895641995,833.3,3006.5,1320.2840111832572,2145.3167184801378
16,30,1,1.2708350591776405,33.87082642597072,0.0034266547825313087,2007,0.014921493862669041,2,10.526090677960461,0.0009676100624868355,2803.468022681245,72.70358425628011,16.3890408954682,0.02797463650213533,1046.0056603389044,11.427126858967315,-5.28240917773532,13658.582495414978,31.683924604332894,-29960.626895641995,833.3,3006.5,1129.2854054931402,2145.3167184801378
17,31,1,1.1565620872999842,25.481844993190485,0.003050211645816789,2007,0.014869741470811968,3,10.320181193091903,0.0009546082991445173,2781.2943361323732,71.96853597408544,16.46717371765903,0.032086441317832094,1049.6836436224366,9.673105867149449,-5.28240917773532,13676.495333291785,36.267954347456325,-29960.626895641995,833.3,3006.5,1046.5625227813505,2145.3167184801378
18,35,0,1.184975301651364,38.0875897115206,-0.0005586123087596372,1985,0.016438585506246356,1,10.16879219418244,0.0009285393956298699,2762.7764153655944,71.1286844194926,17.02997399684423,0.030184907222173988,992.8157257028346,12.709092149722224,-5.28240917773532,13706.608640057457,26.807184114270658,-29960.626895641995,833.3,3006.5,1076.3613699932891,2145.3167184801378
19,39,1,1.0312651478647494,71.54938772411067,-0.0015422726295417726,1986,0.015566927049050468,2,10.293682162240302,0.0009357025180686851,2740.8743813234305,73.63826269215436,16.58226721615635,0.02795330230385383,1011.9868361471163,16.118478155080105,-5.28240917773532,13542.223909997789,31.439056031112628,-29960.626895641995,833.3,3006.5,1434.0828478756762,2145.3167184801378
20,40,1,1.4440875271733455,70.6516043165719,-0.0017326745469687234,1986,0.014573441911374009,3,10.685004941945651,0.0009670294068624924,3106.1549464904338,73.27433832632835,16.906108699881884,0.03651960171690684,1078.4403741336228,12.60465369108134,-5.28240917773532,13464.857217132792,36.38693653254182,-29960.626895641995,833.3,3006.5,1255.0262013703439,2145.3167184801378
21,41,1,1.0200924125769006,75.93768884255712,0.0017623063154694426,1941,0.014341895717365109,3,10.786887453152477,0.0009515170721000547,2762.2638000433008,72.6022911045963,16.442983270004813,0.028935456472584206,1044.8738417360996,15.447118282187835,-5.28240917773532,13530.48109180016,35.849022113705296,-29960.626895641995,833.3,3006.5,1403.144791960347,2145.3167184801378
22,42,1,1.0306249474769704,78.96671895613306,0.0020411903987699264,1990,0.01421653562363539,3,10.782943477800153,0.0009601281920897347,2603.847127131524,72.62436179128711,16.37147771172184,0.029548739916321606,1096.4077800296789,16.01013472574277,-5.28240917773532,13720.513134011926,36.22492253077718,-29960.626895641995,833.3,3006.5,1467.096892498606,2145.3167184801378
23,43,1,1.2894909656860774,79.49561660359801,0.002163296048538658,1926,0.014783463012902991,4,10.549282182004934,0.0009519380167191064,2593.9577900046875,72.26305973153168,16.133240336718377,0.030218145492624582,1093.7253469050718,15.634445055327143,-5.28240917773532,13612.826626646274,41.095695764480595,-29960.626895641995,833.3,3006.5,1443.6695543747164,2145.3167184801378
24,45,1,1.3669171856147777,69.04873104866867,0.0005134031434605201,2011,0.015386724491921128,3,9.995685282193989,0.0009732228117473374,2717.1000608978675,73.11393262772826,16.504050031134774,0.03137660601376653,976.0785829367554,10.000150072867457,-5.28240917773532,13557.571242484983,36.47686918943287,-29960.626895641995,833.3,3006.5,1060.812688833927,2145.3167184801378
25,46,0,0.9840106711823804,34.26728261392426,-0.00095407897879183,1979,0.016054087508650484,3,10.290184744236267,0.0009508314247206812,2949.9477959588417,72.95204425198352,16.579118076441823,0.033729347064975365,1078.7803750838677,16.89877009457657,-5.28240917773532,13564.313227809778,36.467022252208,-29960.626895641995,833.3,3006.5,1433.0711474023713,2145.3167184801378
26,47,0,0.9755979473146106,30.227181363385323,0.0016021610719256269,1979,0.017208076843601417,3,10.395974012649868,0.0009544285627662453,2709.7697385709084,73.051498727193,16.640998489245867,0.03353730983817178,1048.668791343985,16.390271990151064,-5.28240917773532,13741.11813527487,37.86751751108638,-29960.626895641995,833.3,3006.5,1396.1398739136248,2145.3167184801378
27,48,1,1.1621396782744904,47.20107100723806,-0.0004475210925579746,1986,0.016562298823786768,3,10.1649650110621,0.00095136117271825,2692.846069460856,74.31325377684986,15.975929482035122,0.034534194332981064,1080.685968054361,12.995327230701095,-5.28240917773532,13658.070035209781,37.44074086120516,-29960.626895641995,833.3,3006.5,1265.1386689405042,2145.3167184801378
28,56,1,1.0868355770370672,31.56975226709714,0.003011129294498668,1968,0.015737508662564268,5,10.46261357573904,0.0009544541646788852,2878.0348453206907,73.18506119819881,16.83343285187893,0.03526708206446688,993.3744041951976,11.349536401350276,-5.28240917773532,13604.901819229453,47.06590267275114,-29960.626895641995,833.3,3006.5,1213.8445616769468,2145.3167184801378
29,58,1,1.1875762456436334,69.66508733391598,-2.326530143172329e-05,2014,0.014616277556683963,2,10.480040641185095,0.0009507164520699963,3015.294617962194,72.752756809327,16.661173673459796,0.03472622477859337,997.9814323413251,13.421473032363991,-5.28240917773532,13572.130031023276,31.144821135474558,-29960.626895641995,833.3,3006.5,1276.112544975229,2145.3167184801378
30,61,1,1.1821708364046657,59.41595354496146,0.002496783284060725,2033,0.01673956251234513,1,10.088865158597748,0.0009401220921662203,2777.6948132798857,74.3314037433624,17.346356847608398,0.028269708085727107,993.8998456447282,13.36954153480222,-5.28240917773532,13763.849937270765,28.20072699094644,-29960.626895641995,833.3,3006.5,1238.9078370202478,2145.3167184801378
31,62,1,1.1954012024886846,34.6782947671894,0.0021705293877639113,1979,0.016058910563730756,1,10.387930774699807,0.0009458367291608977,2714.9578264361357,72.4890093695101,17.840888331354357,0.029824330281860833,977.7930767144478,10.800584503612292,-5.28240917773532,13452.975585938942,27.12510681663073,-29960.626895641995,833.3,3006.5,1039.5437077486033,2145.3167184801378
32,63,1,1.114930267738758,60.00123943076756,0.0006138888698224178,1943,0.018608149764010918,1,10.542892141492956,0.000973222355050442,2638.788709199065,73.71309235087534,16.70517236891325,0.030719647483023887,1020.4040460353543,9.6154177694875,-5.28240917773532,13334.263811813233,29.377659254259964,-29960.626895641995,833.3,3006.5,945.1520734604989,2145.3167184801378
33,67,1,1.1129301240034382,63.594966361733505,-0.0002356659324435584,2026,0.015120277836796881,5,9.542353869761312,0.0009318036382193091,2868.3609001310087,73.18026515105798,16.279527741723964,0.027710847717624016,1081.5075012780226,11.915718311624804,-5.28240917773532,13620.246942937589,44.49804296215312,-29960.626895641995,833.3,3006.5,1284.9568605228144,2145.3167184801378
34,68,1,1.09799366821822,59.60720020551451,0.0002617059082679602,2026,0.016556157506913624,5,9.713114178260792,0.00092703763720416,2888.0247304148106,73.21428224316563,16.255450563960625,0.031240287336321226,1066.4133628424502,12.704414072952163,-5.28240917773532,13789.41114445839,46.36734244398756,-29960.626895641995,833.3,3006.5,1339.1138698650418,2145.3167184801378
35,69,0,1.0932489465232058,69.15565229388575,-0.0003536085466280245,1996,0.01691088921954504,6,9.694746689396023,0.0009275838688522424,2883.6320245141674,73.27137699009384,16.29584906887173,0.031077521043769464,1080.5118502614357,12.672809540142802,-5.28240917773532,13634.039279825716,50.49170172961482,-29960.626895641995,833.3,3006.5,1264.9081041673553,2145.3167184801378
36,70,1,0.9990997374394816,48.19327410572829,-0.0006257521927087226,1996,0.014710432849724297,6,10.066960652265234,0.0009337859223831057,2877.0990545554673,72.872239276211,17.406852124717936,0.030930912861892014,1050.0905108990482,14.768835889614019,-5.28240917773532,13429.59416297579,49.87747455757562,-29960.626895641995,833.3,3006.5,1500.8116872938838,2145.3167184801378
37,74,0,1.1503063835547307,23.423098087190127,0.0004902401861901684,2032,0.014314154840651626,1,10.710798392337182,0.0009988755878828552,2561.0204190515115,73.25031897052058,16.437765085341464,0.027407250411691963,1049.9367924275452,12.4089609163818,-5.28240917773532,13762.383484899605,25.865552742129392,-29960.626895641995,833.3,3006.5,1076.3882067073364,2145.3167184801378
38,75,1,1.1603028674437923,84.14438531706655,0.001643789863400448,2006,0.014948260606586515,1,10.089875740577114,0.000991452688993501,2694.8038562774345,72.03951905102119,16.761590218004542,0.031603347609661867,1036.0198008617579,12.296391188143552,-5.28240917773532,13917.875826938003,26.64702564480257,-29960.626895641995,833.3,3006.5,1151.0731720819251,2145.3167184801378
39,76,1,1.066465724376842,49.7090450745385,0.0038691600443239937,2006,0.01384947388324355,1,10.181751048171053,0.0009676985371393175,2738.6674475504824,74.04949465081444,17.120137232556058,0.03281893309361684,988.4318822634914,13.352916729172161,-5.28240917773532,13861.785220372014,25.421740104534372,-29960.626895641995,833.3,3006.5,1225.501908771833,2145.3167184801378
40,77,1,1.0965750321866587,53.07064001650952,-0.0019586847396897453,1967,0.015758763747354017,5,10.366515151257165,0.0009661874739162957,2763.7636918056896,74.38388387762777,16.458837933939687,0.03766599170728741,1126.0001637118505,13.0371372351838,-5.28240917773532,13540.764608237056,46.802188935870646,-29960.626895641995,833.3,3006.5,1345.6348835961044,2145.3167184801378
41,78,1,1.157507622167069,41.63285460543434,-0.0023740480966997104,1967,0.0152413853716768,4,10.494517247754462,0.0009327709295247773,2561.306148148104,72.80827226516415,17.18926337302491,0.03566984498824929,1045.5547795776454,12.374602440262473,-5.28240917773532,13494.552001811828,41.34382470977222,-29960.626895641995,833.3,3006.5,1245.2564315808704,2145.3167184801378
42,81,1,0.9248844607150776,20.087692116064108,-0.002388391770087348,1975,0.016230814007085297,4,10.319299098858306,0.0009608698837069683,2747.2624976485777,72.40323600893309,15.03513460642762,0.030416053782112137,961.2515939178503,9.013115047486092,-5.28240917773532,13611.331140423115,42.15753213738929,-29960.626895641995,833.3,3006.5,1010.1308782500693,2145.3167184801378
43,82,1,1.3040654586625289,81.35217350988887,0.001101671344147479,1866,0.015326940926446656,4,10.273540904750963,0.0009606272657081568,2884.19696901722,74.22230766797007,17.851961728117782,0.03175950364442701,1120.8726178152438,18.52203968737478,-5.28240917773532,13723.60869186718,40.70018833409405,-29960.626895641995,833.3,3006.5,1614.6323584726306,2145.3167184801378
44,84,1,1.1991976819274919,53.57117949084133,-0.0005098343672991568,2030,0.018446327718238863,3,10.885400408084958,0.0009442405167883671,2959.3582782047783,72.28640142803182,16.128888586600812,0.031313599177781135,1066.3222397980162,8.286486537680128,-5.28240917773532,13791.235214420924,40.71234842994081,-29960.626895641995,833.3,3006.5,965.3536918737598,2145.3167184801378
45,85,1,1.1935568855665228,83.21386188286714,0.0002016792352714099,2016,0.017855572165856818,3,10.122673952842328,0.0009423783156978877,2852.982189882442,72.80570317825804,15.739046059258639,0.030947040627637982,990.1481107402369,12.397621444256167,-5.28240917773532,13519.850832129065,38.789963980917065,-29960.626895641995,833.3,3006.5,1230.4482198162516,2145.3167184801378
46,87,1,1.1545216255609958,50.95257017512135,0.0003269204963869698,2031,0.019079723969819842,1,10.761020198547943,0.0009662491878777239,2521.1197694780562,72.60958107096882,17.20677533792451,0.03050436879000552,1046.0219422321136,12.843787718873072,-5.28240917773532,13628.72452778204,30.838328291553477,-29960.626895641995,833.3,3006.5,1194.326203606636,2145.3167184801378
47,88,1,1.1887310225030694,59.207138188706296,-0.002652046208541793,2031,0.014820853995886871,5,10.452415934837962,0.0009811802935168906,2895.3348766832833,73.15966380708699,17.033971354355767,0.035083662855474214,1111.341994500614,10.698655149750989,-5.28240917773532,13664.88592313164,46.75246958219458,-29960.626895641995,833.3,3006.5,1214.322587880943,2145.3167184801378
48,92,1,1.0717948417503849,51.05176789608161,-0.00041680416367694337,1976,0.01534591327242906,1,10.323782284949734,0.0009372084077650547,2735.269732914724,73.77670819934983,16.656574208091932,0.03368826977394143,1091.7850880825267,11.48163115133793,-5.28240917773532,13561.70840777122,26.277242045699605,-29960.626895641995,833.3,3006.5,1088.423590253588,2145.3167184801378
49,93,1,1.3234774628164026,42.68273904584356,-0.0009101370476161039,1981,0.014903765337703488,1,10.459448400800616,0.0009625125216026896,2697.4789509737802,73.37125914687782,17.40252945090694,0.034599935736929224,1078.3047868384842,13.686117798645235,-5.28240917773532,13731.535366250671,26.31454750037496,-29960.626895641995,833.3,3006.5,1239.23351735857,2145.3167184801378
50,94,1,1.3299999100523243,51.202832569686315,0.0006126255705836053,2008,0.014734988751506256,1,10.235856863504381,0.0009624845065338267,2715.1027147720183,71.91150465410244,16.362984761836483,0.033341864686662975,1026.5583011621832,12.398059061884565,-5.28240917773532,13568.968082815398,26.198534685615,-29960.626895641995,833.3,3006.5,1158.5919362081356,2145.3167184801378
51,95,1,1.1878643794659425,41.88653254049576,0.0005275106186597614,2021,0.01540069430820915,3,10.398853634769859,0.000958638742021652,2800.7843924733324,72.0811624943438,16.656842322020296,0.034527005553176365,1044.9807448608412,16.125332227886307,-5.28240917773532,13697.334024907295,37.025256570849145,-29960.626895641995,833.3,3006.5,1496.0045644974896,2145.3167184801378
52,100,1,1.1085228809100456,39.87410040917653,0.0033761417970909853,1920,0.015278546708707966,2,10.49893348712496,0.0009718446102592764,2498.7339686099226,72.37863319992212,16.93948603967447,0.03293854185364931,1112.660076878101,13.135543202670215,-5.28240917773532,13659.439861850864,31.320720583453532,-29960.626895641995,833.3,3006.5,1204.5950998213775,2145.3167184801378
53,101,1,1.322548783854879,48.04713445327293,0.0039674155360467315,1920,0.0165818090384072,2,10.680568389275784,0.0009465342584087724,2674.5827789147816,74.0574596578736,16.551547403108348,0.03273049717870763,1024.42654088132,10.889511004610275,-5.28240917773532,13800.135752345966,32.732437283210075,-29960.626895641995,833.3,3006.5,1058.1305059057072,2145.3167184801378
54,102,1,1.192297106692746,28.873712165250282,-0.001316956753573195,1985,0.015386451161737553,1,10.313508050832349,0.0009773250335438233,2713.777659543961,72.32812023202024,17.486382250060988,0.03398219869857089,1062.00450334731,16.670400634024432,-5.28240917773532,13625.884086265924,26.721007663874346,-29960.626895641995,833.3,3006.5,1441.5066565248178,2145.3167184801378
55,103,0,1.1865560407945432,84.38835166507009,-0.003652106595862525,1920,0.014515923017661019,3,10.159899998471646,0.0009679652596097801,3038.439570863208,72.44451744782829,16.377428948347973,0.027577884438591244,1060.7874222743103,13.249676682623127,-5.28240917773532,13417.205173141821,34.30487196535581,-29960.626895641995,833.3,3006.5,1155.6076110170115,2145.3167184801378
56,104,0,1.064177692429669,43.13511955836485,-0.000601144569259951,1937,0.013209528498396308,3,10.679634606875034,0.0009889870254276335,2798.3056772835967,73.26310742257517,17.26156711053814,0.032746128848627425,1075.1925732270442,12.130197835602464,-5.28240917773532,13731.9429525075,34.377837654259764,-29960.626895641995,833.3,3006.5,1096.4263262581821,2145.3167184801378
57,105,1,1.0692655812546412,56.638780976060715,-0.0002432505652908214,1995,0.01663650400359521,4,10.520075755018409,0.0009518563473508508,2572.025808025416,72.9627705525027,15.838465070989225,0.034007333582767495,1050.8352875988078,14.29843609112192,-5.28240917773532,13411.44709684172,43.028180358077,-29960.626895641995,833.3,3006.5,1384.3727833291327,2145.3167184801378
58,107,1,1.1569672053210598,72.00069011206136,0.0003684963290788231,2007,0.01665571529741174,6,10.488907252553512,0.0009631333590832047,2860.675940524014,73.21689289072451,15.941860302477302,0.03471537730755926,1006.6758532914135,14.272970933846278,-5.28240917773532,13595.065052549158,53.434876196668846,-29960.626895641995,833.3,3006.5,1461.5979055517664,2145.3167184801378
59,108,1,1.1735062042428863,40.322622404952654,0.002301652830948385,1935,0.014893975887765231,3,9.817067860112292,0.0009740608741784544,2917.15400912694,73.15275400919937,16.801403621988975,0.027414375571902974,1068.5622937232201,12.945113264967794,-5.28240917773532,13434.499386024092,35.074680727622855,-29960.626895641995,833.3,3006.5,1243.6178665580424,2145.3167184801378
60,109,1,1.1760737539224764,56.148316135233095,-0.0034063201651672198,2008,0.015808572711686016,5,9.75405046158265,0.0009769512734096473,2653.9385698076567,72.25858974059344,16.474642033934632,0.03657307989801694,1030.477742406502,13.065981711387911,-5.28240917773532,14089.297290943203,46.00897892447854,-29960.626895641995,833.3,3006.5,1344.834195929447,2145.3167184801378
61,111,0,1.3120489104192816,35.394972490574915,0.002589841188438748,1979,0.013933648819529177,1,10.513877030728619,0.0009558428746650377,2556.824114487556,72.50929551933706,16.13021453025155,0.035217816027583164,987.0228327373044,10.216873744893704,-5.28240917773532,13738.428094215215,24.781998009797377,-29960.626895641995,833.3,3006.5,906.9923971535927,2145.3167184801378
62,112,1,1.10737128762966,39.138732255234544,0.0013972791981217327,1968,0.014134305074241203,1,10.886303983511779,0.0009612710784257274,2585.3319212778665,72.9812986835327,16.558964603803652,0.034512081410608984,1001.160869467484,11.545988445672341,-5.28240917773532,13509.188302208297,25.525116481126386,-29960.626895641995,833.3,3006.5,1081.0597224642415,2145.3167184801378
63,116,1,1.1274873614898155,54.333208688198255,0.0036513515066954696,2023,0.016842235029732852,3,10.631485411504368,0.0009486926161496424,2935.8387615469787,72.87628852153824,17.328592135814382,0.028871097175941482,992.7150821265216,13.37189356623463,-5.28240917773532,13798.885235094056,38.82235474862222,-29960.626895641995,833.3,3006.5,1306.7198550672983,2145.3167184801378
64,117,0,1.1503370983935957,74.0635788222552,0.0019712695173820585,2002,0.017524681383203795,3,10.21985650426932,0.000969920196412931,2721.625193018332,73.34196676751414,16.866252644356024,0.035280008919312336,1016.5575026107416,12.636340205633873,-5.28240917773532,13424.985422631245,38.11146154650205,-29960.626895641995,833.3,3006.5,1151.5328127829955,2145.3167184801378
65,118,1,1.0693646977288152,68.90423615718247,-0.0025194122570297234,2002,0.014430061954269931,8,10.566743915835863,0.0009641494796579136,2798.8173475305052,73.55680292298283,16.182254859272373,0.036541746911271655,1033.3097795790302,13.595663065302155,-5.28240917773532,13690.99362024827,61.587375802831964,-29960.626895641995,833.3,3006.5,1488.3892450901346,2145.3167184801378
66,119,1,1.087323284011772,30.113564774262024,0.0001398340490838155,2025,0.015819697233629876,8,10.469230678591211,0.000987535490527708,2765.977366741179,73.53294316267974,16.513397861743428,0.03517413240187666,1070.3749304474684,15.99510954753047,-5.28240917773532,13573.082204859737,62.92292414483571,-29960.626895641995,833.3,3006.5,1673.0646579582587,2145.3167184801378
67,120,1,1.0685561817214644,43.764268899765604,-0.0018132693035614246,1970,0.014967078629239825,4,9.960841805817967,0.0009502773083450504,2650.7674047568066,72.87126630663289,17.13023419244862,0.0365198011120903,1088.2452121601214,11.263423418455671,-5.28240917773532,13543.909358058514,40.17712794021388,-29960.626895641995,833.3,3006.5,1181.3368563850686,2145.3167184801378
68,123,1,1.177973878635333,32.2664607645693,-0.00025113951930095244,2025,0.014721204044080241,5,10.427787720071477,0.0009696495013113338,2450.4496689923208,72.13004685245922,17.054459029160235,0.034524970132194736,973.2165805615836,15.136067021961415,-5.28240917773532,13770.156155623778,46.59251603621828,-29960.626895641995,833.3,3006.5,1478.136982402854,2145.3167184801378
69,124,1,1.156345444783687,72.17342687264497,0.0016192662185427866,2025,0.014970417641370231,1,10.374781267563217,0.0009909241744958024,2617.3435422953594,72.50350740736889,16.369420470826594,0.029049550495056187,999.5323176008636,16.023629612164903,-5.28240917773532,13625.05437403949,26.7875041143892,-29960.626895641995,833.3,3006.5,1409.3381881719752,2145.3167184801378
70,125,1,1.209835835599519,67.47984517001828,0.0006628640856801109,1936,0.014373130731779418,1,10.499016403665802,0.0009620846610361072,2807.553865939045,72.06192725626272,16.70042421319526,0.032648109260322994,997.309517149998,14.755484145214467,-5.28240917773532,13633.132361934764,25.450509428862034,-29960.626895641995,833.3,3006.5,1286.1162379006944,2145.3167184801378
71,126,1,1.095565007082797,26.540433110441228,0.0018743942712097527,1935,0.016237960526083933,2,10.319696510109392,0.0009520374835713252,2767.358059149468,73.58718292338679,17.166985751069202,0.032946275073586384,1050.366717557893,16.166242712197686,-5.28240917773532,13958.457082210134,32.11445719818677,-29960.626895641995,833.3,3006.5,1417.0003104636044,2145.3167184801378
72,127,0,1.113677821330182,61.442877809697045,0.0015934024480930454,1994,0.0147062804429429,2,10.401474213256805,0.0009756127328447193,2706.406485881588,72.47197271793785,16.713170852411885,0.03081848792381364,1050.6692948080872,15.334041485418869,-5.28240917773532,13447.742653629017,30.59351299724532,-29960.626895641995,833.3,3006.5,1295.7316252543028,2145.3167184801378
73,135,0,1.194164378584461,81.7800301182827,-0.001097423490933792,2033,0.01603500402412265,2,9.73370105543444,0.0009379361638337543,2669.597203927609,72.800965420806,16.754904031566607,0.03185557628690761,1054.1779137588276,15.194156502775071,-5.28240917773532,13607.90247391294,31.267347272077952,-29960.626895641995,833.3,3006.5,1307.5616306022728,2145.3167184801378
74,136,1,1.1723980883220062,51.431296429342744,-0.002432592851189973,2033,0.015531453210412868,2,10.375675428711038,0.000956716743213046,2734.135096868541,72.19411107956627,16.340084148357565,0.027885681850603732,1064.7170303054247,12.75021830404775,-5.28240917773532,13468.821782510202,32.001344443853725,-29960.626895641995,833.3,3006.5,1229.0447321674092,2145.3167184801378
75,137,1,1.1038319254550717,76.98156393019758,0.0021468144425632373,1976,0.01409200318134785,2,10.504875860128733,0.0009484222524392527,2573.929920261511,72.2056865085506,15.683588746336383,0.034803672719821314,982.404250523512,13.844688610386125,-5.28240917773532,13627.144529687106,30.45054051230225,-29960.626895641995,833.3,3006.5,1268.5372261588482,2145.3167184801378
76,138,1,1.2120907722290142,40.81593438352724,0.0011739690137753693,1976,0.01430304278244158,2,10.634020982748797,0.0009768516972413221,2782.7491346514275,72.7510852448191,16.209257031412143,0.035313899823465986,1071.1570927505645,13.438044853895533,-5.28240917773532,13694.92258664868,30.991384151648607,-29960.626895641995,833.3,3006.5,1256.2718527975273,2145.3167184801378
