,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
164.0,0.0,3600.0,0.0,0.0,164.0,11.0,1.0,5.928788154224712
168.0,0.0,3600.0,0.0,0.0,168.0,11.0,1.0,4.928788154224712
169.0,0.0,3600.0,0.0,0.0,169.0,11.0,1.0,4.928788154224712
170.0,15654.886596875205,525.0,200226.2050626968,0.0,170.0,1.0,1.0,13.144002910351231
171.0,15654.886596875205,525.0,200226.2050626968,0.0,171.0,1.0,1.0,12.144002910351231
185.0,0.0,3600.0,0.0,0.0,185.0,11.0,1.0,6.928788154224712
186.0,0.0,3600.0,0.0,0.0,186.0,11.0,1.0,8.928788154224712
188.0,0.0,3600.0,0.0,0.0,188.0,11.0,1.0,6.928788154224712
189.0,0.0,3600.0,0.0,0.0,189.0,11.0,1.0,6.928788154224712
190.0,0.0,3600.0,0.0,0.0,190.0,11.0,1.0,2.928788154224712
195.0,0.0,3600.0,0.0,0.0,195.0,11.0,1.0,4.928788154224712
196.0,0.0,3600.0,0.0,0.0,196.0,11.0,1.0,5.928788154224712
197.0,0.0,3600.0,0.0,0.0,197.0,11.0,1.0,2.928788154224712
208.0,0.0,3600.0,0.0,0.0,208.0,11.0,1.0,3.928788154224712
209.0,0.0,3600.0,0.0,0.0,209.0,11.0,1.0,4.928788154224712
210.0,0.0,3600.0,0.0,0.0,210.0,11.0,1.0,6.928788154224712
211.0,0.0,3600.0,0.0,0.0,211.0,11.0,1.0,5.928788154224712
212.0,0.0,3600.0,0.0,0.0,212.0,11.0,1.0,4.928788154224712
213.0,0.0,3600.0,0.0,0.0,213.0,11.0,1.0,3.928788154224712
214.0,0.0,3600.0,0.0,0.0,214.0,11.0,1.0,7.928788154224712
216.0,0.0,3600.0,0.0,0.0,216.0,11.0,1.0,3.928788154224712
217.0,0.0,3600.0,0.0,0.0,217.0,11.0,1.0,7.928788154224712
218.0,0.0,3600.0,0.0,0.0,218.0,11.0,1.0,5.928788154224712
220.0,0.0,3600.0,0.0,0.0,220.0,11.0,1.0,4.928788154224712
221.0,0.0,3600.0,0.0,0.0,221.0,11.0,1.0,4.928788154224712
222.0,0.0,3600.0,0.0,0.0,222.0,11.0,1.0,4.928788154224712
223.0,0.0,3600.0,0.0,0.0,223.0,11.0,1.0,7.928788154224712
224.0,0.0,3600.0,0.0,0.0,224.0,11.0,1.0,7.928788154224712
225.0,0.0,3600.0,0.0,0.0,225.0,11.0,1.0,3.928788154224712
226.0,0.0,3600.0,0.0,0.0,226.0,11.0,1.0,4.928788154224712
227.0,0.0,3600.0,0.0,0.0,227.0,11.0,1.0,3.928788154224712
230.0,0.0,525.0,0.0,62972.56804299128,230.0,1.0,1.0,13.144002910351231
231.0,84002.05567316945,525.0,0.0,0.0,231.0,1.0,1.0,14.144002910351231
232.0,0.0,525.0,0.0,0.0,232.0,1.0,1.0,13.144002910351231
233.0,0.0,525.0,0.0,675974.2092269178,233.0,1.0,1.0,13.144002910351231
234.0,0.0,3600.0,0.0,0.0,234.0,11.0,1.0,4.928788154224712
235.0,0.0,3600.0,0.0,0.0,235.0,11.0,1.0,5.928788154224712
236.0,0.0,3600.0,0.0,0.0,236.0,11.0,1.0,5.928788154224712
237.0,0.0,3600.0,0.0,0.0,237.0,11.0,1.0,3.928788154224712
245.0,0.0,3600.0,0.0,0.0,245.0,11.0,1.0,5.928788154224712
246.0,0.0,39.0,89060.43376261383,0.0,246.0,1.0,1.0,14.810212462051224
247.0,0.0,525.0,200226.2050626968,0.0,247.0,1.0,1.0,13.144002910351231
248.0,15654.886596875205,525.0,200226.2050626968,0.0,248.0,1.0,1.0,14.144002910351231
249.0,46964.659790625614,525.0,200226.2050626968,0.0,249.0,1.0,1.0,14.144002910351231
257.0,0.0,3600.0,0.0,0.0,257.0,11.0,1.0,3.928788154224712
258.0,0.0,3600.0,0.0,0.0,258.0,11.0,1.0,4.928788154224712
259.0,0.0,3600.0,0.0,0.0,259.0,11.0,1.0,5.928788154224712
260.0,0.0,3600.0,0.0,0.0,260.0,11.0,1.0,4.928788154224712
261.0,0.0,3600.0,0.0,0.0,261.0,11.0,1.0,3.928788154224712
262.0,0.0,3600.0,0.0,0.0,262.0,11.0,1.0,6.928788154224712
266.0,0.0,3600.0,0.0,0.0,266.0,11.0,1.0,4.928788154224712
267.0,0.0,3600.0,0.0,0.0,267.0,11.0,1.0,4.928788154224712
268.0,0.0,3600.0,0.0,0.0,268.0,11.0,1.0,5.928788154224712
269.0,0.0,3600.0,0.0,0.0,269.0,11.0,1.0,5.928788154224712
270.0,0.0,3600.0,0.0,0.0,270.0,11.0,1.0,5.928788154224712
271.0,0.0,3600.0,0.0,0.0,271.0,11.0,1.0,2.928788154224712
272.0,0.0,3600.0,0.0,0.0,272.0,11.0,1.0,4.928788154224712
274.0,0.0,3600.0,0.0,0.0,274.0,11.0,1.0,3.928788154224712
279.0,15654.886596875205,525.0,0.0,45555.72699022581,279.0,1.0,1.0,14.144002910351231
280.0,21000.513918292363,525.0,0.0,15185.242330075269,280.0,1.0,1.0,11.144002910351231
281.0,0.0,3600.0,0.0,0.0,281.0,11.0,1.0,6.928788154224712
282.0,21000.513918292363,525.0,0.0,15185.242330075269,282.0,1.0,1.0,13.144002910351231
285.0,0.0,525.0,200226.2050626968,225324.73640897265,285.0,1.0,1.0,14.144002910351231
287.0,0.0,39.0,89060.43376261383,0.0,287.0,1.0,1.0,14.810212462051224
288.0,0.0,525.0,200226.2050626968,0.0,288.0,1.0,1.0,12.144002910351231
289.0,0.0,525.0,200226.2050626968,0.0,289.0,1.0,1.0,13.144002910351231
290.0,0.0,36.0,0.0,0.0,290.0,1.0,1.0,11.814324866691349
293.0,0.0,39.0,0.0,49118.6030735332,293.0,1.0,1.0,14.810212462051224
294.0,0.0,39.0,0.0,23688.978034917418,294.0,1.0,1.0,14.810212462051224
295.0,10920.267237512027,39.0,0.0,49118.6030735332,295.0,1.0,1.0,14.810212462051224
296.0,0.0,39.0,0.0,23688.978034917418,296.0,1.0,1.0,14.810212462051224
297.0,0.0,105.0,0.0,1216753.576608452,297.0,1.0,1.0,14.71973955996851
298.0,0.0,525.0,200226.2050626968,65222.13590920054,298.0,1.0,1.0,11.144002910351231
299.0,0.0,3600.0,0.0,0.0,299.0,11.0,1.0,5.928788154224712
300.0,0.0,3600.0,0.0,0.0,300.0,11.0,1.0,5.928788154224712
301.0,0.0,3600.0,0.0,0.0,301.0,11.0,1.0,7.928788154224712
302.0,0.0,3600.0,0.0,0.0,302.0,11.0,1.0,3.928788154224712
303.0,0.0,525.0,200226.2050626968,0.0,303.0,1.0,1.0,10.144002910351231
304.0,0.0,525.0,200226.2050626968,675974.2092269178,304.0,1.0,1.0,13.144002910351231
305.0,0.0,525.0,0.0,94458.85206448693,305.0,1.0,1.0,14.144002910351231
306.0,0.0,3600.0,0.0,0.0,306.0,11.0,1.0,7.928788154224712
307.0,0.0,3600.0,0.0,0.0,307.0,11.0,1.0,4.928788154224712
308.0,0.0,3600.0,0.0,0.0,308.0,11.0,1.0,4.928788154224712
309.0,0.0,3600.0,0.0,0.0,309.0,11.0,1.0,6.928788154224712
310.0,0.0,3600.0,0.0,0.0,310.0,11.0,1.0,2.928788154224712
315.0,0.0,3600.0,0.0,0.0,315.0,11.0,1.0,2.928788154224712
316.0,0.0,3600.0,0.0,0.0,316.0,11.0,1.0,5.928788154224712
317.0,0.0,3600.0,0.0,0.0,317.0,11.0,1.0,7.928788154224712
318.0,0.0,3600.0,0.0,0.0,318.0,11.0,1.0,1.928788154224712
319.0,0.0,3600.0,0.0,0.0,319.0,11.0,1.0,6.928788154224712
320.0,0.0,3600.0,0.0,0.0,320.0,11.0,1.0,4.928788154224712
321.0,0.0,3600.0,0.0,0.0,321.0,11.0,1.0,3.928788154224712
322.0,0.0,3600.0,0.0,0.0,322.0,11.0,1.0,5.928788154224712
323.0,0.0,3600.0,0.0,0.0,323.0,11.0,1.0,6.928788154224712
324.0,0.0,3600.0,0.0,0.0,324.0,11.0,1.0,6.928788154224712
332.0,0.0,3600.0,0.0,0.0,332.0,11.0,1.0,7.928788154224712
333.0,0.0,3600.0,0.0,0.0,333.0,11.0,1.0,5.928788154224712
334.0,0.0,3600.0,0.0,0.0,334.0,11.0,1.0,5.928788154224712
335.0,0.0,3600.0,0.0,0.0,335.0,11.0,1.0,5.928788154224712
336.0,0.0,3600.0,0.0,0.0,336.0,11.0,1.0,4.928788154224712
341.0,183846.88387335493,525.0,200226.2050626968,94458.85206448693,341.0,1.0,1.0,13.144002910351231
342.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,342.0,1.0,1.0,12.144002910351231
343.0,183846.88387335493,525.0,200226.2050626968,675974.2092269178,343.0,1.0,1.0,12.144002910351231
344.0,183846.88387335493,525.0,200226.2050626968,0.0,344.0,1.0,1.0,14.144002910351231
345.0,183846.88387335493,525.0,200226.2050626968,0.0,345.0,1.0,1.0,14.144002910351231
346.0,46964.659790625614,525.0,200226.2050626968,0.0,346.0,1.0,1.0,12.144002910351231
347.0,46964.659790625614,525.0,200226.2050626968,0.0,347.0,1.0,1.0,13.144002910351231
348.0,46964.659790625614,525.0,200226.2050626968,0.0,348.0,1.0,1.0,14.144002910351231
349.0,0.0,3600.0,0.0,0.0,349.0,11.0,1.0,4.928788154224712
350.0,0.0,3600.0,0.0,0.0,350.0,11.0,1.0,3.928788154224712
351.0,0.0,525.0,66742.06835423224,15185.242330075269,351.0,1.0,1.0,13.144002910351231
352.0,0.0,3600.0,0.0,0.0,352.0,11.0,1.0,4.928788154224712
353.0,0.0,3600.0,0.0,0.0,353.0,11.0,1.0,4.928788154224712
354.0,0.0,3600.0,0.0,0.0,354.0,11.0,1.0,6.928788154224712
355.0,0.0,3600.0,0.0,0.0,355.0,11.0,1.0,5.928788154224712
356.0,46964.659790625614,525.0,0.0,0.0,356.0,1.0,1.0,11.144002910351231
357.0,46964.659790625614,525.0,200226.2050626968,0.0,357.0,1.0,1.0,13.144002910351231
366.0,0.0,3600.0,0.0,0.0,366.0,11.0,1.0,4.928788154224712
370.0,0.0,525.0,200226.2050626968,225324.73640897265,370.0,1.0,1.0,14.144002910351231
371.0,0.0,525.0,200226.2050626968,225324.73640897265,371.0,1.0,1.0,13.144002910351231
375.0,0.0,36.0,0.0,0.0,375.0,1.0,1.0,13.814324866691349
376.0,0.0,105.0,0.0,0.0,376.0,1.0,1.0,14.71973955996851
377.0,0.0,39.0,29686.811254204615,0.0,377.0,1.0,1.0,14.810212462051224
378.0,95600.37961414456,39.0,0.0,0.0,378.0,1.0,1.0,12.810212462051224
379.0,0.0,39.0,89060.43376261383,0.0,379.0,1.0,1.0,14.810212462051224
385.0,0.0,3600.0,0.0,0.0,385.0,11.0,1.0,4.928788154224712
391.0,0.0,3600.0,0.0,0.0,391.0,11.0,1.0,6.928788154224712
395.0,0.0,3600.0,0.0,0.0,395.0,11.0,1.0,5.928788154224712
405.0,0.0,3600.0,0.0,0.0,405.0,11.0,1.0,7.928788154224712
406.0,0.0,3600.0,0.0,0.0,406.0,11.0,1.0,6.928788154224712
407.0,0.0,525.0,200226.2050626968,0.0,407.0,1.0,1.0,13.144002910351231
408.0,0.0,3600.0,0.0,0.0,408.0,11.0,1.0,3.928788154224712
409.0,0.0,3600.0,0.0,0.0,409.0,11.0,1.0,5.928788154224712
410.0,0.0,3600.0,0.0,0.0,410.0,11.0,1.0,6.928788154224712
411.0,0.0,3600.0,0.0,0.0,411.0,11.0,1.0,4.928788154224712
412.0,0.0,3600.0,0.0,0.0,412.0,11.0,1.0,4.928788154224712
413.0,0.0,3600.0,0.0,0.0,413.0,11.0,1.0,1.928788154224712
414.0,0.0,3600.0,0.0,0.0,414.0,11.0,1.0,3.928788154224712
415.0,0.0,3600.0,0.0,0.0,415.0,11.0,1.0,7.928788154224712
416.0,0.0,3600.0,0.0,0.0,416.0,11.0,1.0,5.928788154224712
417.0,0.0,3600.0,0.0,0.0,417.0,11.0,1.0,5.928788154224712
418.0,0.0,3600.0,0.0,0.0,418.0,11.0,1.0,5.928788154224712
419.0,0.0,3600.0,0.0,0.0,419.0,11.0,1.0,6.928788154224712
420.0,0.0,3600.0,0.0,0.0,420.0,11.0,1.0,3.928788154224712
421.0,0.0,3600.0,0.0,0.0,421.0,11.0,1.0,2.928788154224712
422.0,0.0,3600.0,0.0,0.0,422.0,11.0,1.0,3.928788154224712
423.0,0.0,3600.0,0.0,0.0,423.0,11.0,1.0,2.928788154224712
424.0,0.0,3600.0,0.0,0.0,424.0,11.0,1.0,4.928788154224712
425.0,0.0,525.0,200226.2050626968,0.0,425.0,1.0,1.0,12.144002910351231
426.0,0.0,525.0,200226.2050626968,0.0,426.0,1.0,1.0,12.144002910351231
427.0,61282.29462445164,525.0,200226.2050626968,0.0,427.0,1.0,1.0,11.144002910351231
428.0,61282.29462445164,525.0,200226.2050626968,675974.2092269178,428.0,1.0,1.0,14.144002910351231
429.0,15654.886596875205,525.0,200226.2050626968,94458.85206448693,429.0,1.0,1.0,14.144002910351231
430.0,63001.54175487709,525.0,66742.06835423224,45555.72699022581,430.0,1.0,1.0,13.144002910351231
441.0,0.0,3600.0,0.0,0.0,441.0,11.0,1.0,3.928788154224712
442.0,0.0,3600.0,0.0,0.0,442.0,11.0,1.0,7.928788154224712
450.0,0.0,3600.0,0.0,0.0,450.0,11.0,1.0,4.928788154224712
460.0,0.0,3600.0,0.0,0.0,460.0,11.0,1.0,5.928788154224712
461.0,0.0,3600.0,0.0,0.0,461.0,11.0,1.0,1.928788154224712
462.0,0.0,3600.0,0.0,0.0,462.0,11.0,1.0,5.928788154224712
478.0,0.0,3600.0,0.0,0.0,478.0,11.0,1.0,5.928788154224712
479.0,0.0,3600.0,0.0,0.0,479.0,11.0,1.0,3.928788154224712
481.0,0.0,3600.0,0.0,0.0,481.0,11.0,1.0,6.928788154224712
482.0,0.0,3600.0,0.0,0.0,482.0,11.0,1.0,6.928788154224712
483.0,0.0,3600.0,0.0,0.0,483.0,11.0,1.0,5.928788154224712
484.0,0.0,3600.0,0.0,0.0,484.0,11.0,1.0,4.928788154224712
485.0,0.0,3600.0,0.0,0.0,485.0,11.0,1.0,6.928788154224712
486.0,0.0,3600.0,0.0,0.0,486.0,11.0,1.0,7.928788154224712
487.0,0.0,3600.0,0.0,0.0,487.0,11.0,1.0,5.928788154224712
489.0,0.0,3600.0,0.0,0.0,489.0,11.0,1.0,3.928788154224712
490.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,490.0,1.0,1.0,12.144002910351231
491.0,61282.29462445164,525.0,66742.06835423224,94458.85206448693,491.0,1.0,1.0,13.144002910351231
492.0,183846.88387335493,525.0,66742.06835423224,94458.85206448693,492.0,1.0,1.0,14.144002910351231
493.0,0.0,525.0,66742.06835423224,94458.85206448693,493.0,1.0,1.0,12.144002910351231
494.0,0.0,525.0,66742.06835423224,0.0,494.0,1.0,1.0,13.144002910351231
495.0,11472.052771076265,525.0,66742.06835423224,0.0,495.0,1.0,1.0,14.144002910351231
496.0,21000.513918292363,525.0,66742.06835423224,0.0,496.0,1.0,1.0,13.144002910351231
499.0,0.0,3600.0,0.0,0.0,499.0,11.0,1.0,6.928788154224712
500.0,0.0,3600.0,0.0,0.0,500.0,11.0,1.0,6.928788154224712
501.0,0.0,3600.0,0.0,0.0,501.0,11.0,1.0,2.928788154224712
502.0,0.0,525.0,0.0,0.0,502.0,1.0,1.0,13.144002910351231
503.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,503.0,1.0,1.0,14.144002910351231
504.0,183846.88387335493,525.0,200226.2050626968,15185.242330075269,504.0,1.0,1.0,13.144002910351231
507.0,46964.659790625614,525.0,0.0,0.0,507.0,1.0,1.0,14.144002910351231
511.0,0.0,3600.0,0.0,0.0,511.0,11.0,1.0,2.928788154224712
512.0,46964.659790625614,525.0,0.0,675974.2092269178,512.0,1.0,1.0,14.144002910351231
513.0,46964.659790625614,525.0,0.0,132686.0669158279,513.0,1.0,1.0,12.144002910351231
524.0,0.0,3600.0,0.0,0.0,524.0,11.0,1.0,4.928788154224712
525.0,0.0,3600.0,0.0,0.0,525.0,11.0,1.0,6.928788154224712
526.0,0.0,3600.0,0.0,0.0,526.0,11.0,1.0,4.928788154224712
527.0,0.0,3600.0,0.0,0.0,527.0,11.0,1.0,7.928788154224712
528.0,0.0,3600.0,0.0,0.0,528.0,11.0,1.0,5.928788154224712
529.0,0.0,3600.0,0.0,0.0,529.0,11.0,1.0,1.928788154224712
531.0,0.0,3600.0,0.0,0.0,531.0,11.0,1.0,2.928788154224712
532.0,0.0,3600.0,0.0,0.0,532.0,11.0,1.0,6.928788154224712
535.0,0.0,3600.0,0.0,0.0,535.0,11.0,1.0,6.928788154224712
536.0,0.0,3600.0,0.0,0.0,536.0,11.0,1.0,4.928788154224712
544.0,0.0,3600.0,0.0,0.0,544.0,11.0,1.0,6.928788154224712
545.0,0.0,3600.0,0.0,0.0,545.0,11.0,1.0,7.928788154224712
546.0,0.0,3600.0,0.0,0.0,546.0,11.0,1.0,8.928788154224712
547.0,0.0,3600.0,0.0,0.0,547.0,11.0,1.0,7.928788154224712
548.0,0.0,3600.0,0.0,0.0,548.0,11.0,1.0,1.928788154224712
549.0,0.0,3600.0,0.0,0.0,549.0,11.0,1.0,4.928788154224712
550.0,0.0,3600.0,0.0,0.0,550.0,11.0,1.0,4.928788154224712
552.0,0.0,3600.0,0.0,0.0,552.0,11.0,1.0,4.928788154224712
556.0,24421.62309112532,39.0,89060.43376261383,0.0,556.0,1.0,1.0,13.810212462051224
557.0,24421.62309112532,39.0,89060.43376261383,0.0,557.0,1.0,1.0,12.810212462051224
558.0,95600.37961414456,39.0,89060.43376261383,0.0,558.0,1.0,1.0,14.810212462051224
559.0,0.0,3600.0,0.0,0.0,559.0,11.0,1.0,4.928788154224712
571.0,0.0,3600.0,0.0,0.0,571.0,11.0,1.0,5.928788154224712
572.0,0.0,3600.0,0.0,0.0,572.0,11.0,1.0,6.928788154224712
574.0,0.0,3600.0,0.0,0.0,574.0,11.0,1.0,6.928788154224712
575.0,0.0,3600.0,0.0,0.0,575.0,11.0,1.0,9.928788154224712
576.0,0.0,3600.0,0.0,0.0,576.0,11.0,1.0,4.928788154224712
577.0,0.0,3600.0,0.0,0.0,577.0,11.0,1.0,3.928788154224712
578.0,0.0,3600.0,0.0,0.0,578.0,11.0,1.0,6.928788154224712
579.0,0.0,3600.0,0.0,0.0,579.0,11.0,1.0,3.928788154224712
580.0,0.0,3600.0,0.0,0.0,580.0,11.0,1.0,4.928788154224712
581.0,0.0,3600.0,0.0,0.0,581.0,11.0,1.0,2.928788154224712
582.0,0.0,3600.0,0.0,0.0,582.0,11.0,1.0,5.928788154224712
583.0,0.0,3600.0,0.0,0.0,583.0,11.0,1.0,3.928788154224712
584.0,0.0,3600.0,0.0,0.0,584.0,11.0,1.0,1.928788154224712
588.0,63001.54175487709,525.0,200226.2050626968,0.0,588.0,1.0,1.0,14.144002910351231
589.0,46964.659790625614,525.0,200226.2050626968,675974.2092269178,589.0,1.0,1.0,13.144002910351231
590.0,46964.659790625614,525.0,133484.13670846447,94458.85206448693,590.0,1.0,1.0,13.144002910351231
591.0,46964.659790625614,525.0,133484.13670846447,45555.72699022581,591.0,1.0,1.0,14.144002910351231
592.0,46964.659790625614,525.0,467194.4784796257,94458.85206448693,592.0,1.0,1.0,13.144002910351231
593.0,46964.659790625614,525.0,66742.06835423224,94458.85206448693,593.0,1.0,1.0,14.144002910351231
594.0,0.0,525.0,66742.06835423224,0.0,594.0,1.0,1.0,13.144002910351231
595.0,0.0,525.0,200226.2050626968,0.0,595.0,1.0,1.0,14.144002910351231
596.0,0.0,525.0,200226.2050626968,0.0,596.0,1.0,1.0,12.144002910351231
597.0,0.0,525.0,200226.2050626968,45555.72699022581,597.0,1.0,1.0,14.144002910351231
601.0,0.0,3600.0,0.0,0.0,601.0,11.0,1.0,7.928788154224712
602.0,0.0,3600.0,0.0,0.0,602.0,11.0,1.0,2.928788154224712
603.0,0.0,3600.0,0.0,0.0,603.0,11.0,1.0,5.928788154224712
604.0,0.0,3600.0,0.0,0.0,604.0,11.0,1.0,5.928788154224712
605.0,0.0,3600.0,0.0,0.0,605.0,11.0,1.0,3.928788154224712
614.0,0.0,3600.0,0.0,0.0,614.0,11.0,1.0,4.928788154224712
617.0,0.0,3600.0,0.0,0.0,617.0,11.0,1.0,7.928788154224712
618.0,0.0,3600.0,0.0,0.0,618.0,11.0,1.0,6.928788154224712
619.0,0.0,3600.0,0.0,0.0,619.0,11.0,1.0,4.928788154224712
